[3509, 2482]
[folio, [936.0, 244.0, 373.0, 52.5], shoonya_2sQWZ047B8YQUP, 5692184]
[paragraph, [244.0, 368.0, 1745.0, 52.5], shoonya_1sKYLWMV7D4UH3, 5692184]
[paragraph, [244.0, 420.5, 1745.0, 52.5], shoonya_1sKYLWMV7D4UH3, 5692184]
[paragraph, [244.0, 473.0, 1745.0, 52.5], shoonya_1sKYLWMV7D4UH3, 5692184]
[paragraph, [244.0, 525.5, 1745.0, 52.5], shoonya_1sKYLWMV7D4UH3, 5692184]
[paragraph, [244.0, 578.0, 1745.0, 52.5], shoonya_1sKYLWMV7D4UH3, 5692184]
[paragraph, [244.0, 630.5, 1745.0, 52.5], shoonya_1sKYLWMV7D4UH3, 5692184]
[paragraph, [244.0, 683.0, 1745.0, 52.5], shoonya_1sKYLWMV7D4UH3, 5692184]
[paragraph, [244.0, 735.5, 1745.0, 52.5], shoonya_1sKYLWMV7D4UH3, 5692184]
[paragraph, [244.0, 788.0, 1745.0, 52.5], shoonya_1sKYLWMV7D4UH3, 5692184]
[paragraph, [244.0, 840.5, 1745.0, 52.5], shoonya_1sKYLWMV7D4UH3, 5692184]
[paragraph, [244.0, 893.0, 1745.0, 52.5], shoonya_1sKYLWMV7D4UH3, 5692184]
[paragraph, [244.0, 945.5, 1745.0, 52.5], shoonya_1sKYLWMV7D4UH3, 5692184]
[paragraph, [244.0, 998.0, 1745.0, 52.5], shoonya_1sKYLWMV7D4UH3, 5692184]
[paragraph, [248.0, 1087.0, 1739.0, 52.5], shoonya_4sLKPMB8HOPTVG, 5692184]
[paragraph, [248.0, 1139.5, 1739.0, 52.5], shoonya_4sLKPMB8HOPTVG, 5692184]
[paragraph, [248.0, 1192.0, 1739.0, 52.5], shoonya_4sLKPMB8HOPTVG, 5692184]
[paragraph, [248.0, 1244.5, 1739.0, 52.5], shoonya_4sLKPMB8HOPTVG, 5692184]
[paragraph, [248.0, 1297.0, 1739.0, 52.5], shoonya_4sLKPMB8HOPTVG, 5692184]
[paragraph, [248.0, 1349.5, 1739.0, 52.5], shoonya_4sLKPMB8HOPTVG, 5692184]
[paragraph, [241.0, 1433.0, 1738.0, 52.5], shoonya_0s5K1J4TDS3N6R, 5692184]
[paragraph, [241.0, 1485.5, 1738.0, 52.5], shoonya_0s5K1J4TDS3N6R, 5692184]
[paragraph, [241.0, 1538.0, 1738.0, 52.5], shoonya_0s5K1J4TDS3N6R, 5692184]
[paragraph, [241.0, 1590.5, 1738.0, 52.5], shoonya_0s5K1J4TDS3N6R, 5692184]
[paragraph, [241.0, 1643.0, 1738.0, 52.5], shoonya_0s5K1J4TDS3N6R, 5692184]
[paragraph, [241.0, 1695.5, 1738.0, 52.5], shoonya_0s5K1J4TDS3N6R, 5692184]
[paragraph, [241.0, 1748.0, 1738.0, 52.5], shoonya_0s5K1J4TDS3N6R, 5692184]
[paragraph, [241.0, 1800.5, 1738.0, 52.5], shoonya_0s5K1J4TDS3N6R, 5692184]
[paragraph, [241.0, 1853.0, 1738.0, 52.5], shoonya_0s5K1J4TDS3N6R, 5692184]
[paragraph, [241.0, 1905.5, 1738.0, 52.5], shoonya_0s5K1J4TDS3N6R, 5692184]
[paragraph, [259.0, 1970.0, 1719.0, 52.5], gi7X0Z3UP0, 5692184]
[paragraph, [259.0, 2022.5, 1719.0, 52.5], gi7X0Z3UP0, 5692184]
[paragraph, [259.0, 2075.0, 1719.0, 52.5], gi7X0Z3UP0, 5692184]
[paragraph, [259.0, 2127.5, 1719.0, 52.5], gi7X0Z3UP0, 5692184]
[paragraph, [259.0, 2180.0, 1719.0, 52.5], gi7X0Z3UP0, 5692184]
[paragraph, [259.0, 2232.5, 1719.0, 52.5], gi7X0Z3UP0, 5692184]
[paragraph, [259.0, 2285.0, 1719.0, 52.5], gi7X0Z3UP0, 5692184]
[paragraph, [259.0, 2337.5, 1719.0, 52.5], gi7X0Z3UP0, 5692184]
[paragraph, [259.0, 2390.0, 1719.0, 52.5], gi7X0Z3UP0, 5692184]
[paragraph, [259.0, 2442.5, 1719.0, 52.5], gi7X0Z3UP0, 5692184]
[paragraph, [259.0, 2495.0, 1719.0, 52.5], gi7X0Z3UP0, 5692184]
[paragraph, [241.0, 2601.0, 1733.0, 52.5], i9pPXux7-g, 5692184]
[paragraph, [241.0, 2653.5, 1733.0, 52.5], i9pPXux7-g, 5692184]
[paragraph, [241.0, 2706.0, 1733.0, 52.5], i9pPXux7-g, 5692184]
[paragraph, [241.0, 2758.5, 1733.0, 52.5], i9pPXux7-g, 5692184]
[paragraph, [241.0, 2811.0, 1733.0, 52.5], i9pPXux7-g, 5692184]
[paragraph, [241.0, 2863.5, 1733.0, 52.5], i9pPXux7-g, 5692184]
[paragraph, [241.0, 2916.0, 1733.0, 52.5], i9pPXux7-g, 5692184]
[paragraph, [241.0, 2968.5, 1733.0, 52.5], i9pPXux7-g, 5692184]
[paragraph, [241.0, 3021.0, 1733.0, 52.5], i9pPXux7-g, 5692184]
[paragraph, [241.0, 3073.5, 1733.0, 52.5], i9pPXux7-g, 5692184]
[paragraph, [241.0, 3126.0, 1733.0, 52.5], i9pPXux7-g, 5692184]
[paragraph, [241.0, 3178.5, 1733.0, 52.5], i9pPXux7-g, 5692184]
[paragraph, [241.0, 3231.0, 1733.0, 52.5], i9pPXux7-g, 5692184]
