[2280, 1780]
[folio, [91.0, 55.0, 318.0, 36.0], hd7D3DvtHh, 5755258]
[section-title, [663.0, 218.0, 528.0, 52.5], shoonya_5sQT7WNIY1EZ9W, 5755258]
[section-title, [664.0, 218.0, 526.0, 52.5], shoonya_8sHVAIH550FHYD, 5755258]
[placeholder-text, [166.0, 1371.0, 1451.0, 18.0], KnE2GZ7M6X, 5755258]
[placeholder-text, [166.0, 1389.0, 1451.0, 18.0], KnE2GZ7M6X, 5755258]
[placeholder-text, [166.0, 1407.0, 1451.0, 18.0], KnE2GZ7M6X, 5755258]
[placeholder-text, [166.0, 1425.0, 1451.0, 18.0], KnE2GZ7M6X, 5755258]
[placeholder-text, [166.0, 1443.0, 1451.0, 18.0], KnE2GZ7M6X, 5755258]
[placeholder-text, [166.0, 1461.0, 1451.0, 18.0], KnE2GZ7M6X, 5755258]
[placeholder-text, [166.0, 1479.0, 1451.0, 18.0], KnE2GZ7M6X, 5755258]
[placeholder-text, [166.0, 1497.0, 1451.0, 18.0], KnE2GZ7M6X, 5755258]
[placeholder-text, [166.0, 1515.0, 1451.0, 18.0], KnE2GZ7M6X, 5755258]
[placeholder-text, [166.0, 1533.0, 1451.0, 18.0], KnE2GZ7M6X, 5755258]
[placeholder-text, [166.0, 1551.0, 1451.0, 18.0], KnE2GZ7M6X, 5755258]
[placeholder-text, [166.0, 1569.0, 1451.0, 18.0], KnE2GZ7M6X, 5755258]
[placeholder-text, [166.0, 1587.0, 1451.0, 18.0], KnE2GZ7M6X, 5755258]
[placeholder-text, [166.0, 1605.0, 1451.0, 18.0], KnE2GZ7M6X, 5755258]
[placeholder-text, [166.0, 1623.0, 1451.0, 18.0], KnE2GZ7M6X, 5755258]
[placeholder-text, [166.0, 1641.0, 1451.0, 18.0], KnE2GZ7M6X, 5755258]
[placeholder-text, [166.0, 1659.0, 1451.0, 18.0], KnE2GZ7M6X, 5755258]
[placeholder-text, [166.0, 1677.0, 1451.0, 18.0], KnE2GZ7M6X, 5755258]
[placeholder-text, [166.0, 1695.0, 1451.0, 18.0], KnE2GZ7M6X, 5755258]
[placeholder-text, [166.0, 1713.0, 1451.0, 18.0], KnE2GZ7M6X, 5755258]
[placeholder-text, [166.0, 1731.0, 1451.0, 18.0], KnE2GZ7M6X, 5755258]
[placeholder-text, [166.0, 1749.0, 1451.0, 18.0], KnE2GZ7M6X, 5755258]
[placeholder-text, [166.0, 1767.0, 1451.0, 18.0], KnE2GZ7M6X, 5755258]
[placeholder-text, [166.0, 1785.0, 1451.0, 18.0], KnE2GZ7M6X, 5755258]
[placeholder-text, [166.0, 1803.0, 1451.0, 18.0], KnE2GZ7M6X, 5755258]
[placeholder-text, [166.0, 1821.0, 1451.0, 18.0], KnE2GZ7M6X, 5755258]
[placeholder-text, [166.0, 1839.0, 1451.0, 18.0], KnE2GZ7M6X, 5755258]
[placeholder-text, [166.0, 1857.0, 1451.0, 18.0], KnE2GZ7M6X, 5755258]
[placeholder-text, [166.0, 1875.0, 1451.0, 18.0], KnE2GZ7M6X, 5755258]
[placeholder-text, [166.0, 1893.0, 1451.0, 18.0], KnE2GZ7M6X, 5755258]
[placeholder-text, [166.0, 1911.0, 1451.0, 18.0], KnE2GZ7M6X, 5755258]
[placeholder-text, [166.0, 1929.0, 1451.0, 18.0], KnE2GZ7M6X, 5755258]
[placeholder-text, [166.0, 1947.0, 1451.0, 18.0], KnE2GZ7M6X, 5755258]
[placeholder-text, [166.0, 1965.0, 1451.0, 18.0], KnE2GZ7M6X, 5755258]
[placeholder-text, [166.0, 1983.0, 1451.0, 18.0], KnE2GZ7M6X, 5755258]
[placeholder-text, [166.0, 2001.0, 1451.0, 18.0], KnE2GZ7M6X, 5755258]
[placeholder-text, [166.0, 2019.0, 1451.0, 18.0], KnE2GZ7M6X, 5755258]
[placeholder-text, [166.0, 2037.0, 1451.0, 18.0], KnE2GZ7M6X, 5755258]
[placeholder-text, [166.0, 2055.0, 1451.0, 18.0], KnE2GZ7M6X, 5755258]
[placeholder-text, [166.0, 2073.0, 1451.0, 18.0], KnE2GZ7M6X, 5755258]
[placeholder-text, [166.0, 2091.0, 1451.0, 18.0], KnE2GZ7M6X, 5755258]
[placeholder-text, [166.0, 2109.0, 1451.0, 18.0], KnE2GZ7M6X, 5755258]
