[1754, 1241]
[section-title, [318.0, 70.0, 688.0, 49.5], shoonya_0sLLDFXNVSBNTT, 5781460]
[section-title, [318.0, 119.5, 688.0, 49.5], shoonya_0sLLDFXNVSBNTT, 5781460]
[sidebar, [522.0, 149.0, 269.0, 36.0], lKhgeWonbe, 5781460]
[ordered-list, [198.0, 207.0, 946.0, 36.0], -Io3q13Hoj, 5781460]
[ordered-list, [198.0, 243.0, 946.0, 36.0], -Io3q13Hoj, 5781460]
[ordered-list, [198.0, 279.0, 946.0, 36.0], -Io3q13Hoj, 5781460]
[ordered-list, [198.0, 315.0, 946.0, 36.0], -Io3q13Hoj, 5781460]
[ordered-list, [198.0, 351.0, 946.0, 36.0], -Io3q13Hoj, 5781460]
[ordered-list, [198.0, 387.0, 946.0, 36.0], -Io3q13Hoj, 5781460]
[ordered-list, [198.0, 423.0, 946.0, 36.0], -Io3q13Hoj, 5781460]
[ordered-list, [198.0, 459.0, 946.0, 36.0], -Io3q13Hoj, 5781460]
[ordered-list, [198.0, 495.0, 946.0, 36.0], -Io3q13Hoj, 5781460]
[ordered-list, [198.0, 531.0, 946.0, 36.0], -Io3q13Hoj, 5781460]
[ordered-list, [198.0, 567.0, 946.0, 36.0], -Io3q13Hoj, 5781460]
[ordered-list, [198.0, 603.0, 946.0, 36.0], -Io3q13Hoj, 5781460]
[ordered-list, [198.0, 639.0, 946.0, 36.0], -Io3q13Hoj, 5781460]
[ordered-list, [198.0, 675.0, 946.0, 36.0], -Io3q13Hoj, 5781460]
[ordered-list, [198.0, 711.0, 946.0, 36.0], -Io3q13Hoj, 5781460]
[ordered-list, [198.0, 747.0, 946.0, 36.0], -Io3q13Hoj, 5781460]
[ordered-list, [198.0, 783.0, 946.0, 36.0], -Io3q13Hoj, 5781460]
[sidebar, [999.0, 207.0, 128.0, 36.0], ood01Q2Vwu, 5781460]
[sub-ordered-list, [239.0, 244.0, 900.0, 36.0], Qc0urOfqyI, 5781460]
[sub-ordered-list, [239.0, 280.0, 900.0, 36.0], Qc0urOfqyI, 5781460]
[sidebar, [994.0, 373.0, 146.0, 36.0], 2rBBm-wVM7, 5781460]
[sub-ordered-list, [248.0, 409.0, 544.0, 36.0], F_zqX_-8TJ, 5781460]
[sub-ordered-list, [248.0, 445.0, 544.0, 36.0], F_zqX_-8TJ, 5781460]
[sidebar, [989.0, 540.0, 124.0, 36.0], cyr1bfFqlP, 5781460]
[sub-ordered-list, [241.0, 573.0, 455.0, 36.0], xRRmOBu5ZU, 5781460]
[sub-ordered-list, [241.0, 609.0, 455.0, 36.0], xRRmOBu5ZU, 5781460]
[sub-ordered-list, [241.0, 645.0, 455.0, 36.0], xRRmOBu5ZU, 5781460]
[sidebar, [982.0, 696.0, 154.0, 36.0], 5qQ1gAB2vJ, 5781460]
[sub-ordered-list, [239.0, 738.0, 570.0, 36.0], zQXG7bxQR5, 5781460]
[sub-ordered-list, [239.0, 774.0, 570.0, 36.0], zQXG7bxQR5, 5781460]
[reference, [187.0, 858.0, 974.0, 36.0], -vrdbJM_lH, 5781460]
[reference, [187.0, 894.0, 974.0, 36.0], -vrdbJM_lH, 5781460]
[reference, [187.0, 930.0, 974.0, 36.0], -vrdbJM_lH, 5781460]
[reference, [187.0, 966.0, 974.0, 36.0], -vrdbJM_lH, 5781460]
[reference, [187.0, 1002.0, 974.0, 36.0], -vrdbJM_lH, 5781460]
[reference, [187.0, 1038.0, 974.0, 36.0], -vrdbJM_lH, 5781460]
[reference, [187.0, 1074.0, 974.0, 36.0], -vrdbJM_lH, 5781460]
[reference, [187.0, 1110.0, 974.0, 36.0], -vrdbJM_lH, 5781460]
[reference, [187.0, 1146.0, 974.0, 36.0], -vrdbJM_lH, 5781460]
[reference, [187.0, 1182.0, 974.0, 36.0], -vrdbJM_lH, 5781460]
[reference, [187.0, 1218.0, 974.0, 36.0], -vrdbJM_lH, 5781460]
[reference, [187.0, 1254.0, 974.0, 36.0], -vrdbJM_lH, 5781460]
[reference, [187.0, 1290.0, 974.0, 36.0], -vrdbJM_lH, 5781460]
[reference, [187.0, 1326.0, 974.0, 36.0], -vrdbJM_lH, 5781460]
[reference, [187.0, 1362.0, 974.0, 36.0], -vrdbJM_lH, 5781460]
[reference, [187.0, 1398.0, 974.0, 36.0], -vrdbJM_lH, 5781460]
[reference, [187.0, 1434.0, 974.0, 36.0], -vrdbJM_lH, 5781460]
[reference, [187.0, 1470.0, 974.0, 36.0], -vrdbJM_lH, 5781460]
[reference, [187.0, 1506.0, 974.0, 36.0], -vrdbJM_lH, 5781460]
[reference, [187.0, 1542.0, 974.0, 36.0], -vrdbJM_lH, 5781460]
[reference, [187.0, 1578.0, 974.0, 36.0], -vrdbJM_lH, 5781460]
