[2339, 1653]
[paragraph, [330.0, 165.0, 265.0, 36.0], shoonya_4sFARLEXWSF3PH, 5733836]
[paragraph, [325.0, 222.0, 1138.0, 36.0], shoonya_1sOHFUB2QWJTZV, 5733836]
[paragraph, [325.0, 258.0, 1138.0, 36.0], shoonya_1sOHFUB2QWJTZV, 5733836]
[paragraph, [325.0, 294.0, 1138.0, 36.0], shoonya_1sOHFUB2QWJTZV, 5733836]
[paragraph, [325.0, 330.0, 1138.0, 36.0], shoonya_1sOHFUB2QWJTZV, 5733836]
[paragraph, [325.0, 366.0, 1138.0, 36.0], shoonya_1sOHFUB2QWJTZV, 5733836]
[paragraph, [325.0, 402.0, 1138.0, 36.0], shoonya_1sOHFUB2QWJTZV, 5733836]
[paragraph, [325.0, 438.0, 1138.0, 36.0], shoonya_1sOHFUB2QWJTZV, 5733836]
[paragraph, [325.0, 474.0, 1138.0, 36.0], shoonya_1sOHFUB2QWJTZV, 5733836]
[paragraph, [325.0, 510.0, 1138.0, 36.0], shoonya_1sOHFUB2QWJTZV, 5733836]
[paragraph, [325.0, 546.0, 1138.0, 36.0], shoonya_1sOHFUB2QWJTZV, 5733836]
[paragraph, [325.0, 582.0, 1138.0, 36.0], shoonya_1sOHFUB2QWJTZV, 5733836]
[paragraph, [325.0, 618.0, 1138.0, 36.0], shoonya_1sOHFUB2QWJTZV, 5733836]
[paragraph, [325.0, 654.0, 1138.0, 36.0], shoonya_1sOHFUB2QWJTZV, 5733836]
[paragraph, [325.0, 690.0, 1138.0, 36.0], shoonya_1sOHFUB2QWJTZV, 5733836]
[paragraph, [325.0, 726.0, 1138.0, 36.0], shoonya_1sOHFUB2QWJTZV, 5733836]
[paragraph, [325.0, 762.0, 1138.0, 36.0], shoonya_1sOHFUB2QWJTZV, 5733836]
[paragraph, [328.0, 831.0, 1132.0, 36.0], shoonya_2sDMADZ7J3BB6Z, 5733836]
[paragraph, [328.0, 867.0, 1132.0, 36.0], shoonya_2sDMADZ7J3BB6Z, 5733836]
[paragraph, [328.0, 903.0, 1132.0, 36.0], shoonya_2sDMADZ7J3BB6Z, 5733836]
[paragraph, [328.0, 939.0, 1132.0, 36.0], shoonya_2sDMADZ7J3BB6Z, 5733836]
[paragraph, [328.0, 975.0, 1132.0, 36.0], shoonya_2sDMADZ7J3BB6Z, 5733836]
[paragraph, [328.0, 1011.0, 1132.0, 36.0], shoonya_2sDMADZ7J3BB6Z, 5733836]
[paragraph, [328.0, 1047.0, 1132.0, 36.0], shoonya_2sDMADZ7J3BB6Z, 5733836]
[paragraph, [328.0, 1083.0, 1132.0, 36.0], shoonya_2sDMADZ7J3BB6Z, 5733836]
[paragraph, [328.0, 1119.0, 1132.0, 36.0], shoonya_2sDMADZ7J3BB6Z, 5733836]
[paragraph, [324.0, 1168.0, 1136.0, 36.0], shoonya_0sROG2OXPYBCQX, 5733836]
[paragraph, [324.0, 1204.0, 1136.0, 36.0], shoonya_0sROG2OXPYBCQX, 5733836]
[paragraph, [324.0, 1240.0, 1136.0, 36.0], shoonya_0sROG2OXPYBCQX, 5733836]
[paragraph, [324.0, 1276.0, 1136.0, 36.0], shoonya_0sROG2OXPYBCQX, 5733836]
[paragraph, [324.0, 1312.0, 1136.0, 36.0], shoonya_0sROG2OXPYBCQX, 5733836]
[paragraph, [324.0, 1348.0, 1136.0, 36.0], shoonya_0sROG2OXPYBCQX, 5733836]
[paragraph, [324.0, 1384.0, 1136.0, 36.0], shoonya_0sROG2OXPYBCQX, 5733836]
[paragraph, [324.0, 1420.0, 1136.0, 36.0], shoonya_0sROG2OXPYBCQX, 5733836]
[paragraph, [324.0, 1456.0, 1136.0, 36.0], shoonya_0sROG2OXPYBCQX, 5733836]
[paragraph, [324.0, 1492.0, 1136.0, 36.0], shoonya_0sROG2OXPYBCQX, 5733836]
[paragraph, [324.0, 1528.0, 1136.0, 36.0], shoonya_0sROG2OXPYBCQX, 5733836]
[paragraph, [324.0, 1564.0, 1136.0, 36.0], shoonya_0sROG2OXPYBCQX, 5733836]
[paragraph, [324.0, 1600.0, 1136.0, 36.0], shoonya_0sROG2OXPYBCQX, 5733836]
[paragraph, [324.0, 1636.0, 1136.0, 36.0], shoonya_0sROG2OXPYBCQX, 5733836]
[paragraph, [324.0, 1672.0, 1136.0, 36.0], shoonya_0sROG2OXPYBCQX, 5733836]
[paragraph, [324.0, 1708.0, 1136.0, 36.0], shoonya_0sROG2OXPYBCQX, 5733836]
[paragraph, [324.0, 1744.0, 1136.0, 36.0], shoonya_0sROG2OXPYBCQX, 5733836]
[paragraph, [324.0, 1780.0, 1136.0, 36.0], shoonya_0sROG2OXPYBCQX, 5733836]
[paragraph, [324.0, 1816.0, 1136.0, 36.0], shoonya_0sROG2OXPYBCQX, 5733836]
[paragraph, [327.0, 1886.0, 1138.0, 36.0], shoonya_3s2QO9P656KTW4, 5733836]
[paragraph, [327.0, 1922.0, 1138.0, 36.0], shoonya_3s2QO9P656KTW4, 5733836]
[paragraph, [327.0, 1958.0, 1138.0, 36.0], shoonya_3s2QO9P656KTW4, 5733836]
[paragraph, [327.0, 1994.0, 1138.0, 36.0], shoonya_3s2QO9P656KTW4, 5733836]
[paragraph, [327.0, 2030.0, 1138.0, 36.0], shoonya_3s2QO9P656KTW4, 5733836]
[folio, [821.0, 2159.0, 569.0, 36.0], wsDopcyqhD, 5733836]
