[3508, 2481]
[contact-info, [641.0, 103.0, 1209.0, 52.5], 5VO2US_P94, 6515796]
[contact-info, [641.0, 155.5, 1209.0, 52.5], 5VO2US_P94, 6515796]
[contact-info, [203.0, 268.0, 829.0, 52.5], C0_xraOCkW, 6515796]
[contact-info, [203.0, 320.5, 829.0, 52.5], C0_xraOCkW, 6515796]
[contact-info, [203.0, 373.0, 829.0, 52.5], C0_xraOCkW, 6515796]
[section-title, [1010.0, 506.0, 460.0, 93.0], okumdSEJPl, 6515796]
[folio, [610.0, 721.0, 1252.0, 52.5], zS9Ud3lHS4, 6515796]
[folio, [610.0, 773.5, 1252.0, 52.5], zS9Ud3lHS4, 6515796]
[dateline, [203.0, 963.0, 472.0, 52.5], LK0ft2TBOD, 6515796]
[dateline, [203.0, 1015.5, 472.0, 52.5], LK0ft2TBOD, 6515796]
[paragraph, [222.0, 1224.0, 264.0, 52.5], GdgZBr90DW, 6515796]
[paragraph, [188.0, 1335.0, 2104.0, 52.5], lQj1erGp37, 6515796]
[paragraph, [188.0, 1387.5, 2104.0, 52.5], lQj1erGp37, 6515796]
[paragraph, [188.0, 1440.0, 2104.0, 52.5], lQj1erGp37, 6515796]
[paragraph, [188.0, 1492.5, 2104.0, 52.5], lQj1erGp37, 6515796]
[paragraph, [188.0, 1545.0, 2104.0, 52.5], lQj1erGp37, 6515796]
[paragraph, [188.0, 1597.5, 2104.0, 52.5], lQj1erGp37, 6515796]
[paragraph, [176.0, 1723.0, 2112.0, 52.5], St5ylfb3C7, 6515796]
[paragraph, [176.0, 1775.5, 2112.0, 52.5], St5ylfb3C7, 6515796]
[paragraph, [176.0, 1828.0, 2112.0, 52.5], St5ylfb3C7, 6515796]
[paragraph, [176.0, 1880.5, 2112.0, 52.5], St5ylfb3C7, 6515796]
[paragraph, [176.0, 1933.0, 2112.0, 52.5], St5ylfb3C7, 6515796]
[paragraph, [176.0, 1985.5, 2112.0, 52.5], St5ylfb3C7, 6515796]
[paragraph, [176.0, 2038.0, 2112.0, 52.5], St5ylfb3C7, 6515796]
[paragraph, [207.0, 2099.0, 2108.0, 52.5], A5UsxgVNZx, 6515796]
[paragraph, [207.0, 2151.5, 2108.0, 52.5], A5UsxgVNZx, 6515796]
[paragraph, [207.0, 2204.0, 2108.0, 52.5], A5UsxgVNZx, 6515796]
[paragraph, [207.0, 2256.5, 2108.0, 52.5], A5UsxgVNZx, 6515796]
[placeholder-text, [1843.0, 2613.0, 491.0, 18.0], a-_vmoHVSe, 6515796]
[placeholder-text, [1843.0, 2631.0, 491.0, 18.0], a-_vmoHVSe, 6515796]
[placeholder-text, [1843.0, 2649.0, 491.0, 18.0], a-_vmoHVSe, 6515796]
[placeholder-text, [1843.0, 2667.0, 491.0, 18.0], a-_vmoHVSe, 6515796]
[placeholder-text, [1843.0, 2685.0, 491.0, 18.0], a-_vmoHVSe, 6515796]
[placeholder-text, [1843.0, 2703.0, 491.0, 18.0], a-_vmoHVSe, 6515796]
[placeholder-text, [1843.0, 2721.0, 491.0, 18.0], a-_vmoHVSe, 6515796]
[placeholder-text, [1843.0, 2739.0, 491.0, 18.0], a-_vmoHVSe, 6515796]
[placeholder-text, [1843.0, 2757.0, 491.0, 18.0], a-_vmoHVSe, 6515796]
[placeholder-text, [1843.0, 2775.0, 491.0, 18.0], a-_vmoHVSe, 6515796]
[placeholder-text, [1843.0, 2793.0, 491.0, 18.0], a-_vmoHVSe, 6515796]
[placeholder-text, [1843.0, 2811.0, 491.0, 18.0], a-_vmoHVSe, 6515796]
[placeholder-text, [1843.0, 2829.0, 491.0, 18.0], a-_vmoHVSe, 6515796]
[placeholder-text, [1843.0, 2847.0, 491.0, 18.0], a-_vmoHVSe, 6515796]
[placeholder-text, [1843.0, 2865.0, 491.0, 18.0], a-_vmoHVSe, 6515796]
[placeholder-text, [1843.0, 2883.0, 491.0, 18.0], a-_vmoHVSe, 6515796]
[placeholder-text, [1843.0, 2901.0, 491.0, 18.0], a-_vmoHVSe, 6515796]
[contact-info, [211.0, 3262.0, 514.0, 52.5], 1tCajuCsfO, 6515796]
[contact-info, [211.0, 3314.5, 514.0, 52.5], 1tCajuCsfO, 6515796]
