[842, 595]
[folio, [222.0, 127.0, 128.0, 18.0], adGCPhTq-X, 6513559]
[folio, [370.0, 127.0, 75.0, 18.0], AXFO3jSszk, 6513559]
[paragraph, [128.0, 160.0, 331.0, 18.0], shoonya_0s6331M8GK0TFV, 6513559]
[paragraph, [128.0, 178.0, 331.0, 18.0], shoonya_0s6331M8GK0TFV, 6513559]
[paragraph, [128.0, 196.0, 331.0, 18.0], shoonya_0s6331M8GK0TFV, 6513559]
[paragraph, [128.0, 214.0, 331.0, 18.0], shoonya_0s6331M8GK0TFV, 6513559]
[paragraph, [128.0, 232.0, 331.0, 18.0], shoonya_0s6331M8GK0TFV, 6513559]
[paragraph, [128.0, 250.0, 331.0, 18.0], shoonya_0s6331M8GK0TFV, 6513559]
[paragraph, [128.0, 268.0, 331.0, 18.0], shoonya_0s6331M8GK0TFV, 6513559]
[paragraph, [128.0, 286.0, 331.0, 18.0], shoonya_0s6331M8GK0TFV, 6513559]
[paragraph, [128.0, 304.0, 331.0, 18.0], shoonya_0s6331M8GK0TFV, 6513559]
[paragraph, [128.0, 322.0, 331.0, 18.0], shoonya_0s6331M8GK0TFV, 6513559]
[paragraph, [128.0, 340.0, 331.0, 18.0], shoonya_0s6331M8GK0TFV, 6513559]
[paragraph, [128.0, 358.0, 331.0, 18.0], shoonya_0s6331M8GK0TFV, 6513559]
[paragraph, [127.0, 378.0, 329.0, 18.0], vAJEp7Wr2k, 6513559]
[paragraph, [127.0, 396.0, 329.0, 18.0], vAJEp7Wr2k, 6513559]
[paragraph, [127.0, 414.0, 329.0, 18.0], vAJEp7Wr2k, 6513559]
[paragraph, [127.0, 432.0, 329.0, 18.0], vAJEp7Wr2k, 6513559]
[paragraph, [127.0, 450.0, 329.0, 18.0], vAJEp7Wr2k, 6513559]
[paragraph, [127.0, 468.0, 329.0, 18.0], vAJEp7Wr2k, 6513559]
[paragraph, [127.0, 486.0, 329.0, 18.0], vAJEp7Wr2k, 6513559]
[paragraph, [127.0, 504.0, 329.0, 18.0], vAJEp7Wr2k, 6513559]
[paragraph, [127.0, 522.0, 329.0, 18.0], vAJEp7Wr2k, 6513559]
[paragraph, [127.0, 540.0, 329.0, 18.0], vAJEp7Wr2k, 6513559]
[paragraph, [127.0, 558.0, 329.0, 18.0], vAJEp7Wr2k, 6513559]
[paragraph, [127.0, 576.0, 329.0, 18.0], vAJEp7Wr2k, 6513559]
[paragraph, [127.0, 594.0, 329.0, 18.0], vAJEp7Wr2k, 6513559]
[paragraph, [127.0, 612.0, 329.0, 18.0], vAJEp7Wr2k, 6513559]
[paragraph, [127.0, 630.0, 329.0, 18.0], vAJEp7Wr2k, 6513559]
