[1320, 1176]
[folio, [950.0, 62.0, 158.0, 18.0], shoonya_3sYZ42HXE8LNMS, 5694523]
[folio, [950.0, 80.0, 158.0, 18.0], shoonya_3sYZ42HXE8LNMS, 5694523]
[folio, [950.0, 98.0, 158.0, 18.0], shoonya_3sYZ42HXE8LNMS, 5694523]
[folio, [950.0, 116.0, 158.0, 18.0], shoonya_3sYZ42HXE8LNMS, 5694523]
[folio, [950.0, 134.0, 158.0, 18.0], shoonya_3sYZ42HXE8LNMS, 5694523]
[folio, [950.0, 152.0, 158.0, 18.0], shoonya_3sYZ42HXE8LNMS, 5694523]
[section-title, [57.0, 182.0, 198.0, 30.0], qKHwSvPMNM, 5694523]
[paragraph, [765.0, 182.0, 342.0, 18.0], shoonya_6s5S5MW9X9WNMI, 5694523]
[paragraph, [765.0, 200.0, 342.0, 18.0], shoonya_6s5S5MW9X9WNMI, 5694523]
[paragraph, [765.0, 218.0, 342.0, 18.0], shoonya_6s5S5MW9X9WNMI, 5694523]
[paragraph, [765.0, 236.0, 342.0, 18.0], shoonya_6s5S5MW9X9WNMI, 5694523]
[paragraph, [765.0, 254.0, 342.0, 18.0], shoonya_6s5S5MW9X9WNMI, 5694523]
[paragraph, [765.0, 272.0, 342.0, 18.0], shoonya_6s5S5MW9X9WNMI, 5694523]
[paragraph, [765.0, 290.0, 342.0, 18.0], shoonya_6s5S5MW9X9WNMI, 5694523]
[paragraph, [765.0, 308.0, 342.0, 18.0], shoonya_6s5S5MW9X9WNMI, 5694523]
[paragraph, [424.0, 191.0, 331.0, 18.0], shoonya_1sCQB5QPC05UQT, 5694523]
[paragraph, [424.0, 209.0, 331.0, 18.0], shoonya_1sCQB5QPC05UQT, 5694523]
[paragraph, [424.0, 227.0, 331.0, 18.0], shoonya_1sCQB5QPC05UQT, 5694523]
[paragraph, [424.0, 245.0, 331.0, 18.0], shoonya_1sCQB5QPC05UQT, 5694523]
[paragraph, [424.0, 263.0, 331.0, 18.0], shoonya_1sCQB5QPC05UQT, 5694523]
[paragraph, [424.0, 281.0, 331.0, 18.0], shoonya_1sCQB5QPC05UQT, 5694523]
[paragraph, [424.0, 299.0, 331.0, 18.0], shoonya_1sCQB5QPC05UQT, 5694523]
[paragraph, [69.0, 214.0, 343.0, 18.0], shoonya_2sLDT05AM73WST, 5694523]
[paragraph, [69.0, 232.0, 343.0, 18.0], shoonya_2sLDT05AM73WST, 5694523]
[paragraph, [69.0, 250.0, 343.0, 18.0], shoonya_2sLDT05AM73WST, 5694523]
[paragraph, [69.0, 268.0, 343.0, 18.0], shoonya_2sLDT05AM73WST, 5694523]
[paragraph, [69.0, 286.0, 343.0, 18.0], shoonya_2sLDT05AM73WST, 5694523]
[paragraph, [69.0, 304.0, 343.0, 18.0], shoonya_2sLDT05AM73WST, 5694523]
[paragraph, [69.0, 322.0, 343.0, 18.0], shoonya_2sLDT05AM73WST, 5694523]
[paragraph, [69.0, 340.0, 343.0, 18.0], shoonya_2sLDT05AM73WST, 5694523]
[paragraph, [69.0, 358.0, 343.0, 18.0], shoonya_2sLDT05AM73WST, 5694523]
[paragraph, [69.0, 376.0, 343.0, 18.0], shoonya_2sLDT05AM73WST, 5694523]
[paragraph, [69.0, 394.0, 343.0, 18.0], shoonya_2sLDT05AM73WST, 5694523]
[paragraph, [69.0, 412.0, 343.0, 18.0], shoonya_2sLDT05AM73WST, 5694523]
[paragraph, [69.0, 430.0, 343.0, 18.0], shoonya_2sLDT05AM73WST, 5694523]
[paragraph, [69.0, 448.0, 343.0, 18.0], shoonya_2sLDT05AM73WST, 5694523]
[paragraph, [69.0, 466.0, 343.0, 18.0], shoonya_2sLDT05AM73WST, 5694523]
[paragraph, [69.0, 484.0, 343.0, 18.0], shoonya_2sLDT05AM73WST, 5694523]
[paragraph, [69.0, 502.0, 343.0, 18.0], shoonya_2sLDT05AM73WST, 5694523]
[paragraph, [69.0, 520.0, 343.0, 18.0], shoonya_2sLDT05AM73WST, 5694523]
[paragraph, [69.0, 538.0, 343.0, 18.0], shoonya_2sLDT05AM73WST, 5694523]
[paragraph, [69.0, 556.0, 343.0, 18.0], shoonya_2sLDT05AM73WST, 5694523]
[paragraph, [69.0, 574.0, 343.0, 18.0], shoonya_2sLDT05AM73WST, 5694523]
[paragraph, [69.0, 592.0, 343.0, 18.0], shoonya_2sLDT05AM73WST, 5694523]
[paragraph, [69.0, 610.0, 343.0, 18.0], shoonya_2sLDT05AM73WST, 5694523]
[paragraph, [69.0, 628.0, 343.0, 18.0], shoonya_2sLDT05AM73WST, 5694523]
[paragraph, [69.0, 646.0, 343.0, 18.0], shoonya_2sLDT05AM73WST, 5694523]
[paragraph, [69.0, 664.0, 343.0, 18.0], shoonya_2sLDT05AM73WST, 5694523]
[paragraph, [69.0, 682.0, 343.0, 18.0], shoonya_2sLDT05AM73WST, 5694523]
[paragraph, [69.0, 700.0, 343.0, 18.0], shoonya_2sLDT05AM73WST, 5694523]
[paragraph, [69.0, 718.0, 343.0, 18.0], shoonya_2sLDT05AM73WST, 5694523]
[paragraph, [69.0, 736.0, 343.0, 18.0], shoonya_2sLDT05AM73WST, 5694523]
[paragraph, [69.0, 754.0, 343.0, 18.0], shoonya_2sLDT05AM73WST, 5694523]
[paragraph, [69.0, 772.0, 343.0, 18.0], shoonya_2sLDT05AM73WST, 5694523]
[paragraph, [69.0, 790.0, 343.0, 18.0], shoonya_2sLDT05AM73WST, 5694523]
[paragraph, [69.0, 808.0, 343.0, 18.0], shoonya_2sLDT05AM73WST, 5694523]
[paragraph, [69.0, 826.0, 343.0, 18.0], shoonya_2sLDT05AM73WST, 5694523]
[paragraph, [69.0, 844.0, 343.0, 18.0], shoonya_2sLDT05AM73WST, 5694523]
[paragraph, [69.0, 862.0, 343.0, 18.0], shoonya_2sLDT05AM73WST, 5694523]
[paragraph, [69.0, 880.0, 343.0, 18.0], shoonya_2sLDT05AM73WST, 5694523]
[paragraph, [69.0, 898.0, 343.0, 18.0], shoonya_2sLDT05AM73WST, 5694523]
[paragraph, [69.0, 916.0, 343.0, 18.0], shoonya_2sLDT05AM73WST, 5694523]
[paragraph, [69.0, 934.0, 343.0, 18.0], shoonya_2sLDT05AM73WST, 5694523]
[sub-section-title, [766.0, 327.0, 246.0, 25.5], sPsrPIwLZY, 5694523]
[paragraph, [413.0, 330.0, 349.0, 18.0], shoonya_0s0DJFNUFILX8J, 5694523]
[paragraph, [413.0, 348.0, 349.0, 18.0], shoonya_0s0DJFNUFILX8J, 5694523]
[paragraph, [413.0, 366.0, 349.0, 18.0], shoonya_0s0DJFNUFILX8J, 5694523]
[paragraph, [413.0, 384.0, 349.0, 18.0], shoonya_0s0DJFNUFILX8J, 5694523]
[paragraph, [413.0, 402.0, 349.0, 18.0], shoonya_0s0DJFNUFILX8J, 5694523]
[paragraph, [413.0, 420.0, 349.0, 18.0], shoonya_0s0DJFNUFILX8J, 5694523]
[paragraph, [413.0, 438.0, 349.0, 18.0], shoonya_0s0DJFNUFILX8J, 5694523]
[paragraph, [413.0, 456.0, 349.0, 18.0], shoonya_0s0DJFNUFILX8J, 5694523]
[paragraph, [413.0, 474.0, 349.0, 18.0], shoonya_0s0DJFNUFILX8J, 5694523]
[paragraph, [413.0, 492.0, 349.0, 18.0], shoonya_0s0DJFNUFILX8J, 5694523]
[paragraph, [413.0, 510.0, 349.0, 18.0], shoonya_0s0DJFNUFILX8J, 5694523]
[paragraph, [413.0, 528.0, 349.0, 18.0], shoonya_0s0DJFNUFILX8J, 5694523]
[paragraph, [413.0, 546.0, 349.0, 18.0], shoonya_0s0DJFNUFILX8J, 5694523]
[paragraph, [413.0, 564.0, 349.0, 18.0], shoonya_0s0DJFNUFILX8J, 5694523]
[paragraph, [413.0, 582.0, 349.0, 18.0], shoonya_0s0DJFNUFILX8J, 5694523]
[paragraph, [413.0, 600.0, 349.0, 18.0], shoonya_0s0DJFNUFILX8J, 5694523]
[paragraph, [413.0, 618.0, 349.0, 18.0], shoonya_0s0DJFNUFILX8J, 5694523]
