[1468, 909]
[folio, [363.0, 82.0, 152.0, 18.0], ntb3sljZNq, 5769999]
[folio, [363.0, 100.0, 152.0, 18.0], ntb3sljZNq, 5769999]
[paragraph, [453.0, 142.0, 372.0, 18.0], u7c2pCHcTT, 5769999]
[paragraph, [453.0, 160.0, 372.0, 18.0], u7c2pCHcTT, 5769999]
[paragraph, [453.0, 178.0, 372.0, 18.0], u7c2pCHcTT, 5769999]
[paragraph, [453.0, 196.0, 372.0, 18.0], u7c2pCHcTT, 5769999]
[paragraph, [453.0, 214.0, 372.0, 18.0], u7c2pCHcTT, 5769999]
[paragraph, [453.0, 232.0, 372.0, 18.0], u7c2pCHcTT, 5769999]
[paragraph, [453.0, 250.0, 372.0, 18.0], u7c2pCHcTT, 5769999]
[paragraph, [453.0, 268.0, 372.0, 18.0], u7c2pCHcTT, 5769999]
[paragraph, [453.0, 286.0, 372.0, 18.0], u7c2pCHcTT, 5769999]
[paragraph, [453.0, 304.0, 372.0, 18.0], u7c2pCHcTT, 5769999]
[paragraph, [453.0, 322.0, 372.0, 18.0], u7c2pCHcTT, 5769999]
[paragraph, [453.0, 340.0, 372.0, 18.0], u7c2pCHcTT, 5769999]
[paragraph, [453.0, 358.0, 372.0, 18.0], u7c2pCHcTT, 5769999]
[paragraph, [453.0, 376.0, 372.0, 18.0], u7c2pCHcTT, 5769999]
[paragraph, [453.0, 394.0, 372.0, 18.0], u7c2pCHcTT, 5769999]
[paragraph, [453.0, 412.0, 372.0, 18.0], u7c2pCHcTT, 5769999]
[paragraph, [453.0, 430.0, 372.0, 18.0], u7c2pCHcTT, 5769999]
[paragraph, [453.0, 448.0, 372.0, 18.0], u7c2pCHcTT, 5769999]
[paragraph, [453.0, 466.0, 372.0, 18.0], u7c2pCHcTT, 5769999]
[paragraph, [453.0, 484.0, 372.0, 18.0], u7c2pCHcTT, 5769999]
[paragraph, [453.0, 502.0, 372.0, 18.0], u7c2pCHcTT, 5769999]
[paragraph, [453.0, 520.0, 372.0, 18.0], u7c2pCHcTT, 5769999]
[paragraph, [453.0, 538.0, 372.0, 18.0], u7c2pCHcTT, 5769999]
[paragraph, [453.0, 556.0, 372.0, 18.0], u7c2pCHcTT, 5769999]
[paragraph, [453.0, 574.0, 372.0, 18.0], u7c2pCHcTT, 5769999]
[paragraph, [453.0, 592.0, 372.0, 18.0], u7c2pCHcTT, 5769999]
[paragraph, [453.0, 610.0, 372.0, 18.0], u7c2pCHcTT, 5769999]
[paragraph, [453.0, 628.0, 372.0, 18.0], u7c2pCHcTT, 5769999]
[paragraph, [453.0, 646.0, 372.0, 18.0], u7c2pCHcTT, 5769999]
[paragraph, [453.0, 664.0, 372.0, 18.0], u7c2pCHcTT, 5769999]
[paragraph, [453.0, 682.0, 372.0, 18.0], u7c2pCHcTT, 5769999]
[paragraph, [453.0, 700.0, 372.0, 18.0], u7c2pCHcTT, 5769999]
[paragraph, [453.0, 718.0, 372.0, 18.0], u7c2pCHcTT, 5769999]
[paragraph, [453.0, 736.0, 372.0, 18.0], u7c2pCHcTT, 5769999]
[paragraph, [453.0, 754.0, 372.0, 18.0], u7c2pCHcTT, 5769999]
[paragraph, [453.0, 772.0, 372.0, 18.0], u7c2pCHcTT, 5769999]
[paragraph, [453.0, 790.0, 372.0, 18.0], u7c2pCHcTT, 5769999]
[paragraph, [453.0, 808.0, 372.0, 18.0], u7c2pCHcTT, 5769999]
[paragraph, [453.0, 826.0, 372.0, 18.0], u7c2pCHcTT, 5769999]
[paragraph, [453.0, 844.0, 372.0, 18.0], u7c2pCHcTT, 5769999]
[paragraph, [453.0, 862.0, 372.0, 18.0], u7c2pCHcTT, 5769999]
[paragraph, [453.0, 880.0, 372.0, 18.0], u7c2pCHcTT, 5769999]
[paragraph, [453.0, 898.0, 372.0, 18.0], u7c2pCHcTT, 5769999]
[paragraph, [453.0, 916.0, 372.0, 18.0], u7c2pCHcTT, 5769999]
[paragraph, [453.0, 934.0, 372.0, 18.0], u7c2pCHcTT, 5769999]
[paragraph, [453.0, 952.0, 372.0, 18.0], u7c2pCHcTT, 5769999]
[paragraph, [453.0, 970.0, 372.0, 18.0], u7c2pCHcTT, 5769999]
[paragraph, [453.0, 988.0, 372.0, 18.0], u7c2pCHcTT, 5769999]
[paragraph, [453.0, 1006.0, 372.0, 18.0], u7c2pCHcTT, 5769999]
[paragraph, [453.0, 1024.0, 372.0, 18.0], u7c2pCHcTT, 5769999]
[paragraph, [453.0, 1042.0, 372.0, 18.0], u7c2pCHcTT, 5769999]
[paragraph, [81.0, 152.0, 365.0, 18.0], JuZ99K5V6J, 5769999]
[paragraph, [81.0, 170.0, 365.0, 18.0], JuZ99K5V6J, 5769999]
[paragraph, [81.0, 188.0, 365.0, 18.0], JuZ99K5V6J, 5769999]
[paragraph, [81.0, 206.0, 365.0, 18.0], JuZ99K5V6J, 5769999]
[paragraph, [81.0, 224.0, 365.0, 18.0], JuZ99K5V6J, 5769999]
[paragraph, [81.0, 242.0, 365.0, 18.0], JuZ99K5V6J, 5769999]
[paragraph, [81.0, 260.0, 365.0, 18.0], JuZ99K5V6J, 5769999]
[paragraph, [81.0, 278.0, 365.0, 18.0], JuZ99K5V6J, 5769999]
[paragraph, [81.0, 296.0, 365.0, 18.0], JuZ99K5V6J, 5769999]
[paragraph, [81.0, 314.0, 365.0, 18.0], JuZ99K5V6J, 5769999]
[paragraph, [81.0, 332.0, 365.0, 18.0], JuZ99K5V6J, 5769999]
[paragraph, [81.0, 350.0, 365.0, 18.0], JuZ99K5V6J, 5769999]
[paragraph, [81.0, 368.0, 365.0, 18.0], JuZ99K5V6J, 5769999]
[paragraph, [81.0, 386.0, 365.0, 18.0], JuZ99K5V6J, 5769999]
[paragraph, [81.0, 404.0, 365.0, 18.0], JuZ99K5V6J, 5769999]
[paragraph, [81.0, 422.0, 365.0, 18.0], JuZ99K5V6J, 5769999]
[paragraph, [81.0, 440.0, 365.0, 18.0], JuZ99K5V6J, 5769999]
[paragraph, [81.0, 458.0, 365.0, 18.0], JuZ99K5V6J, 5769999]
[paragraph, [81.0, 476.0, 365.0, 18.0], JuZ99K5V6J, 5769999]
[ordered-list, [127.0, 495.0, 320.0, 18.0], _WY_YjJRyH, 5769999]
[ordered-list, [127.0, 513.0, 320.0, 18.0], _WY_YjJRyH, 5769999]
[paragraph, [82.0, 502.0, 45.0, 18.0], 1DpfS7wqpU, 5769999]
[ordered-list, [86.0, 527.0, 364.0, 18.0], twyCfmwvYr, 5769999]
[ordered-list, [86.0, 545.0, 364.0, 18.0], twyCfmwvYr, 5769999]
[ordered-list, [86.0, 563.0, 364.0, 18.0], twyCfmwvYr, 5769999]
[ordered-list, [86.0, 581.0, 364.0, 18.0], twyCfmwvYr, 5769999]
[ordered-list, [86.0, 599.0, 364.0, 18.0], twyCfmwvYr, 5769999]
[ordered-list, [86.0, 617.0, 364.0, 18.0], twyCfmwvYr, 5769999]
[ordered-list, [86.0, 635.0, 364.0, 18.0], twyCfmwvYr, 5769999]
[ordered-list, [86.0, 653.0, 364.0, 18.0], twyCfmwvYr, 5769999]
[ordered-list, [86.0, 671.0, 364.0, 18.0], twyCfmwvYr, 5769999]
[ordered-list, [86.0, 689.0, 364.0, 18.0], twyCfmwvYr, 5769999]
[ordered-list, [86.0, 707.0, 364.0, 18.0], twyCfmwvYr, 5769999]
[ordered-list, [86.0, 725.0, 364.0, 18.0], twyCfmwvYr, 5769999]
[ordered-list, [86.0, 743.0, 364.0, 18.0], twyCfmwvYr, 5769999]
[ordered-list, [86.0, 761.0, 364.0, 18.0], twyCfmwvYr, 5769999]
[ordered-list, [86.0, 779.0, 364.0, 18.0], twyCfmwvYr, 5769999]
[ordered-list, [86.0, 797.0, 364.0, 18.0], twyCfmwvYr, 5769999]
