[6000, 4167]
[folio, [1192.0, 604.0, 1843.0, 52.5], HzVRUo53HB, 5721026]
[folio, [1192.0, 656.5, 1843.0, 52.5], HzVRUo53HB, 5721026]
[folio, [1192.0, 709.0, 1843.0, 52.5], HzVRUo53HB, 5721026]
[paragraph, [593.0, 890.0, 2979.0, 52.5], b_Oym3oWxk, 5721026]
[paragraph, [593.0, 942.5, 2979.0, 52.5], b_Oym3oWxk, 5721026]
[paragraph, [593.0, 995.0, 2979.0, 52.5], b_Oym3oWxk, 5721026]
[paragraph, [593.0, 1047.5, 2979.0, 52.5], b_Oym3oWxk, 5721026]
[paragraph, [593.0, 1100.0, 2979.0, 52.5], b_Oym3oWxk, 5721026]
[paragraph, [593.0, 1152.5, 2979.0, 52.5], b_Oym3oWxk, 5721026]
[paragraph, [593.0, 1205.0, 2979.0, 52.5], b_Oym3oWxk, 5721026]
[paragraph, [593.0, 1257.5, 2979.0, 52.5], b_Oym3oWxk, 5721026]
[paragraph, [593.0, 1310.0, 2979.0, 52.5], b_Oym3oWxk, 5721026]
[paragraph, [593.0, 1362.5, 2979.0, 52.5], b_Oym3oWxk, 5721026]
[paragraph, [593.0, 1415.0, 2979.0, 52.5], b_Oym3oWxk, 5721026]
[paragraph, [593.0, 1467.5, 2979.0, 52.5], b_Oym3oWxk, 5721026]
[paragraph, [593.0, 1520.0, 2979.0, 52.5], b_Oym3oWxk, 5721026]
[paragraph, [593.0, 1572.5, 2979.0, 52.5], b_Oym3oWxk, 5721026]
[paragraph, [593.0, 1625.0, 2979.0, 52.5], b_Oym3oWxk, 5721026]
[paragraph, [593.0, 1677.5, 2979.0, 52.5], b_Oym3oWxk, 5721026]
[paragraph, [593.0, 1730.0, 2979.0, 52.5], b_Oym3oWxk, 5721026]
[paragraph, [593.0, 1782.5, 2979.0, 52.5], b_Oym3oWxk, 5721026]
[paragraph, [593.0, 1835.0, 2979.0, 52.5], b_Oym3oWxk, 5721026]
[paragraph, [593.0, 1887.5, 2979.0, 52.5], b_Oym3oWxk, 5721026]
[paragraph, [593.0, 1940.0, 2979.0, 52.5], b_Oym3oWxk, 5721026]
[paragraph, [593.0, 1992.5, 2979.0, 52.5], b_Oym3oWxk, 5721026]
[paragraph, [593.0, 2045.0, 2979.0, 52.5], b_Oym3oWxk, 5721026]
[paragraph, [593.0, 2097.5, 2979.0, 52.5], b_Oym3oWxk, 5721026]
[paragraph, [593.0, 2150.0, 2979.0, 52.5], b_Oym3oWxk, 5721026]
[paragraph, [593.0, 2202.5, 2979.0, 52.5], b_Oym3oWxk, 5721026]
[paragraph, [593.0, 2255.0, 2979.0, 52.5], b_Oym3oWxk, 5721026]
[paragraph, [593.0, 2307.5, 2979.0, 52.5], b_Oym3oWxk, 5721026]
[paragraph, [593.0, 2360.0, 2979.0, 52.5], b_Oym3oWxk, 5721026]
[paragraph, [593.0, 2412.5, 2979.0, 52.5], b_Oym3oWxk, 5721026]
[paragraph, [593.0, 2465.0, 2979.0, 52.5], b_Oym3oWxk, 5721026]
[paragraph, [593.0, 2517.5, 2979.0, 52.5], b_Oym3oWxk, 5721026]
[paragraph, [593.0, 2570.0, 2979.0, 52.5], b_Oym3oWxk, 5721026]
[paragraph, [593.0, 2622.5, 2979.0, 52.5], b_Oym3oWxk, 5721026]
[paragraph, [593.0, 2675.0, 2979.0, 52.5], b_Oym3oWxk, 5721026]
[paragraph, [593.0, 2727.5, 2979.0, 52.5], b_Oym3oWxk, 5721026]
[paragraph, [593.0, 2780.0, 2979.0, 52.5], b_Oym3oWxk, 5721026]
[paragraph, [593.0, 2832.5, 2979.0, 52.5], b_Oym3oWxk, 5721026]
[paragraph, [593.0, 2885.0, 2979.0, 52.5], b_Oym3oWxk, 5721026]
[paragraph, [593.0, 2937.5, 2979.0, 52.5], b_Oym3oWxk, 5721026]
[paragraph, [593.0, 2990.0, 2979.0, 52.5], b_Oym3oWxk, 5721026]
[paragraph, [593.0, 3042.5, 2979.0, 52.5], b_Oym3oWxk, 5721026]
[paragraph, [593.0, 3095.0, 2979.0, 52.5], b_Oym3oWxk, 5721026]
[paragraph, [593.0, 3147.5, 2979.0, 52.5], b_Oym3oWxk, 5721026]
[paragraph, [593.0, 3200.0, 2979.0, 52.5], b_Oym3oWxk, 5721026]
[paragraph, [593.0, 3252.5, 2979.0, 52.5], b_Oym3oWxk, 5721026]
[paragraph, [593.0, 3305.0, 2979.0, 52.5], b_Oym3oWxk, 5721026]
[paragraph, [609.0, 3406.0, 2974.0, 52.5], gvT8SgmpBy, 5721026]
[paragraph, [609.0, 3458.5, 2974.0, 52.5], gvT8SgmpBy, 5721026]
[paragraph, [609.0, 3511.0, 2974.0, 52.5], gvT8SgmpBy, 5721026]
[paragraph, [609.0, 3563.5, 2974.0, 52.5], gvT8SgmpBy, 5721026]
[paragraph, [609.0, 3616.0, 2974.0, 52.5], gvT8SgmpBy, 5721026]
[paragraph, [609.0, 3668.5, 2974.0, 52.5], gvT8SgmpBy, 5721026]
[paragraph, [609.0, 3721.0, 2974.0, 52.5], gvT8SgmpBy, 5721026]
[paragraph, [609.0, 3773.5, 2974.0, 52.5], gvT8SgmpBy, 5721026]
[paragraph, [609.0, 3826.0, 2974.0, 52.5], gvT8SgmpBy, 5721026]
[paragraph, [609.0, 3878.5, 2974.0, 52.5], gvT8SgmpBy, 5721026]
[paragraph, [609.0, 3931.0, 2974.0, 52.5], gvT8SgmpBy, 5721026]
[paragraph, [609.0, 3983.5, 2974.0, 52.5], gvT8SgmpBy, 5721026]
[paragraph, [609.0, 4036.0, 2974.0, 52.5], gvT8SgmpBy, 5721026]
[paragraph, [609.0, 4088.5, 2974.0, 52.5], gvT8SgmpBy, 5721026]
[paragraph, [609.0, 4141.0, 2974.0, 52.5], gvT8SgmpBy, 5721026]
[paragraph, [609.0, 4193.5, 2974.0, 52.5], gvT8SgmpBy, 5721026]
[paragraph, [609.0, 4246.0, 2974.0, 52.5], gvT8SgmpBy, 5721026]
[paragraph, [609.0, 4298.5, 2974.0, 52.5], gvT8SgmpBy, 5721026]
[paragraph, [609.0, 4351.0, 2974.0, 52.5], gvT8SgmpBy, 5721026]
[paragraph, [609.0, 4403.5, 2974.0, 52.5], gvT8SgmpBy, 5721026]
[paragraph, [609.0, 4456.0, 2974.0, 52.5], gvT8SgmpBy, 5721026]
[paragraph, [609.0, 4508.5, 2974.0, 52.5], gvT8SgmpBy, 5721026]
[paragraph, [609.0, 4561.0, 2974.0, 52.5], gvT8SgmpBy, 5721026]
[paragraph, [609.0, 4613.5, 2974.0, 52.5], gvT8SgmpBy, 5721026]
[paragraph, [609.0, 4666.0, 2974.0, 52.5], gvT8SgmpBy, 5721026]
[paragraph, [609.0, 4718.5, 2974.0, 52.5], gvT8SgmpBy, 5721026]
[paragraph, [609.0, 4771.0, 2974.0, 52.5], gvT8SgmpBy, 5721026]
[paragraph, [609.0, 4823.5, 2974.0, 52.5], gvT8SgmpBy, 5721026]
[paragraph, [609.0, 4876.0, 2974.0, 52.5], gvT8SgmpBy, 5721026]
[paragraph, [609.0, 4928.5, 2974.0, 52.5], gvT8SgmpBy, 5721026]
[paragraph, [609.0, 4981.0, 2974.0, 52.5], gvT8SgmpBy, 5721026]
[paragraph, [609.0, 5033.5, 2974.0, 52.5], gvT8SgmpBy, 5721026]
[paragraph, [609.0, 5086.0, 2974.0, 52.5], gvT8SgmpBy, 5721026]
[paragraph, [609.0, 5138.5, 2974.0, 52.5], gvT8SgmpBy, 5721026]
[paragraph, [609.0, 5191.0, 2974.0, 52.5], gvT8SgmpBy, 5721026]
