[2481, 1654]
[folio, [1190.0, 109.0, 119.0, 36.0], Kp-j229Mds, 5721005]
[paragraph, [159.0, 213.0, 1270.0, 36.0], shoonya_3sOW7HMFWKQZBS, 5721005]
[paragraph, [159.0, 249.0, 1270.0, 36.0], shoonya_3sOW7HMFWKQZBS, 5721005]
[paragraph, [159.0, 285.0, 1270.0, 36.0], shoonya_3sOW7HMFWKQZBS, 5721005]
[paragraph, [159.0, 321.0, 1270.0, 36.0], shoonya_3sOW7HMFWKQZBS, 5721005]
[paragraph, [159.0, 357.0, 1270.0, 36.0], shoonya_3sOW7HMFWKQZBS, 5721005]
[paragraph, [159.0, 393.0, 1270.0, 36.0], shoonya_3sOW7HMFWKQZBS, 5721005]
[paragraph, [159.0, 429.0, 1270.0, 36.0], shoonya_3sOW7HMFWKQZBS, 5721005]
[paragraph, [159.0, 465.0, 1270.0, 36.0], shoonya_3sOW7HMFWKQZBS, 5721005]
[paragraph, [159.0, 501.0, 1270.0, 36.0], shoonya_3sOW7HMFWKQZBS, 5721005]
[paragraph, [159.0, 537.0, 1270.0, 36.0], shoonya_3sOW7HMFWKQZBS, 5721005]
[paragraph, [159.0, 573.0, 1270.0, 36.0], shoonya_3sOW7HMFWKQZBS, 5721005]
[paragraph, [159.0, 609.0, 1270.0, 36.0], shoonya_3sOW7HMFWKQZBS, 5721005]
[paragraph, [159.0, 645.0, 1270.0, 36.0], shoonya_3sOW7HMFWKQZBS, 5721005]
[paragraph, [159.0, 681.0, 1270.0, 36.0], shoonya_3sOW7HMFWKQZBS, 5721005]
[paragraph, [159.0, 717.0, 1270.0, 36.0], shoonya_3sOW7HMFWKQZBS, 5721005]
[paragraph, [159.0, 753.0, 1270.0, 36.0], shoonya_3sOW7HMFWKQZBS, 5721005]
[paragraph, [159.0, 789.0, 1270.0, 36.0], shoonya_3sOW7HMFWKQZBS, 5721005]
[paragraph, [159.0, 825.0, 1270.0, 36.0], shoonya_3sOW7HMFWKQZBS, 5721005]
[paragraph, [159.0, 861.0, 1270.0, 36.0], shoonya_3sOW7HMFWKQZBS, 5721005]
[paragraph, [167.0, 903.0, 1258.0, 36.0], shoonya_1sHYYNBRMPL7WU, 5721005]
[paragraph, [167.0, 939.0, 1258.0, 36.0], shoonya_1sHYYNBRMPL7WU, 5721005]
[paragraph, [167.0, 975.0, 1258.0, 36.0], shoonya_1sHYYNBRMPL7WU, 5721005]
[paragraph, [167.0, 1011.0, 1258.0, 36.0], shoonya_1sHYYNBRMPL7WU, 5721005]
[paragraph, [167.0, 1047.0, 1258.0, 36.0], shoonya_1sHYYNBRMPL7WU, 5721005]
[paragraph, [167.0, 1083.0, 1258.0, 36.0], shoonya_1sHYYNBRMPL7WU, 5721005]
[paragraph, [231.0, 1153.0, 382.0, 36.0], 7h3MErxFBz, 5721005]
[paragraph, [227.0, 1207.0, 384.0, 36.0], ZA-wNqO5vl, 5721005]
[paragraph, [227.0, 1261.0, 384.0, 36.0], 0npXAkXejn, 5721005]
[paragraph, [163.0, 1310.0, 1275.0, 36.0], e5hnxg1Kpj, 5721005]
[paragraph, [163.0, 1346.0, 1275.0, 36.0], e5hnxg1Kpj, 5721005]
[paragraph, [227.0, 1416.0, 920.0, 36.0], FTyNC-dacv, 5721005]
[paragraph, [229.0, 1469.0, 717.0, 36.0], 0SrQncIPDd, 5721005]
[paragraph, [165.0, 1532.0, 1290.0, 36.0], 8cX6dMHXEr, 5721005]
[paragraph, [165.0, 1568.0, 1290.0, 36.0], 8cX6dMHXEr, 5721005]
[paragraph, [165.0, 1604.0, 1290.0, 36.0], 8cX6dMHXEr, 5721005]
[paragraph, [165.0, 1640.0, 1290.0, 36.0], 8cX6dMHXEr, 5721005]
[paragraph, [165.0, 1676.0, 1290.0, 36.0], 8cX6dMHXEr, 5721005]
[paragraph, [165.0, 1712.0, 1290.0, 36.0], 8cX6dMHXEr, 5721005]
[paragraph, [165.0, 1748.0, 1290.0, 36.0], 8cX6dMHXEr, 5721005]
[paragraph, [165.0, 1784.0, 1290.0, 36.0], 8cX6dMHXEr, 5721005]
[paragraph, [218.0, 1832.0, 798.0, 36.0], shoonya_2sOJ2P2Z4QUQGN, 5721005]
[paragraph, [227.0, 1889.0, 477.0, 36.0], sQWINZp9iD, 5721005]
[paragraph, [235.0, 1943.0, 599.0, 36.0], _IIi0Wl_6e, 5721005]
[paragraph, [225.0, 1991.0, 365.0, 36.0], LhNz2pgCTX, 5721005]
[paragraph, [229.0, 2034.0, 930.0, 36.0], e2q1xjhnIi, 5721005]
[paragraph, [231.0, 2094.0, 184.0, 36.0], 8PaQwl5jTv, 5721005]
[paragraph, [233.0, 2133.0, 851.0, 36.0], SIeohj2msn, 5721005]
