[1818, 1374]
[folio, [625.0, 105.0, 117.0, 36.0], shoonya_0sV9WCM6X0JLG6, 5683249]
[paragraph, [692.0, 179.0, 570.0, 36.0], W9b9Ed2H4L, 5683249]
[paragraph, [692.0, 215.0, 570.0, 36.0], W9b9Ed2H4L, 5683249]
[paragraph, [692.0, 251.0, 570.0, 36.0], W9b9Ed2H4L, 5683249]
[paragraph, [141.0, 217.0, 244.0, 36.0], CRRHnN0Hyh, 5683249]
[paragraph, [100.0, 263.0, 572.0, 36.0], jEm7XgkmBW, 5683249]
[paragraph, [100.0, 299.0, 572.0, 36.0], jEm7XgkmBW, 5683249]
[paragraph, [100.0, 335.0, 572.0, 36.0], jEm7XgkmBW, 5683249]
[paragraph, [100.0, 371.0, 572.0, 36.0], jEm7XgkmBW, 5683249]
[paragraph, [692.0, 349.0, 571.0, 36.0], o5Qj5Odegk, 5683249]
[paragraph, [692.0, 385.0, 571.0, 36.0], o5Qj5Odegk, 5683249]
[paragraph, [692.0, 421.0, 571.0, 36.0], o5Qj5Odegk, 5683249]
[paragraph, [692.0, 457.0, 571.0, 36.0], o5Qj5Odegk, 5683249]
[paragraph, [692.0, 493.0, 571.0, 36.0], o5Qj5Odegk, 5683249]
[paragraph, [692.0, 529.0, 571.0, 36.0], o5Qj5Odegk, 5683249]
[paragraph, [98.0, 434.0, 572.0, 36.0], 54xuZUplCc, 5683249]
[paragraph, [98.0, 470.0, 572.0, 36.0], 54xuZUplCc, 5683249]
[paragraph, [146.0, 517.0, 392.0, 36.0], eF_-w2u0i4, 5683249]
[paragraph, [99.0, 562.0, 568.0, 36.0], nY9VZRPdyA, 5683249]
[paragraph, [99.0, 598.0, 568.0, 36.0], nY9VZRPdyA, 5683249]
[paragraph, [734.0, 606.0, 463.0, 36.0], zMS_Xh5xp3, 5683249]
[paragraph, [151.0, 649.0, 248.0, 36.0], XDhZLXc4fQ, 5683249]
[paragraph, [690.0, 649.0, 574.0, 36.0], i9vMgZXxvI, 5683249]
[paragraph, [690.0, 685.0, 574.0, 36.0], i9vMgZXxvI, 5683249]
[paragraph, [690.0, 721.0, 574.0, 36.0], i9vMgZXxvI, 5683249]
[paragraph, [690.0, 757.0, 574.0, 36.0], i9vMgZXxvI, 5683249]
[paragraph, [690.0, 793.0, 574.0, 36.0], i9vMgZXxvI, 5683249]
[paragraph, [690.0, 829.0, 574.0, 36.0], i9vMgZXxvI, 5683249]
[paragraph, [690.0, 865.0, 574.0, 36.0], i9vMgZXxvI, 5683249]
[paragraph, [690.0, 901.0, 574.0, 36.0], i9vMgZXxvI, 5683249]
[paragraph, [100.0, 693.0, 572.0, 36.0], To94ePRPWP, 5683249]
[paragraph, [100.0, 729.0, 572.0, 36.0], To94ePRPWP, 5683249]
[paragraph, [100.0, 765.0, 572.0, 36.0], To94ePRPWP, 5683249]
[paragraph, [100.0, 820.0, 574.0, 36.0], NNuwsoN__z, 5683249]
[paragraph, [100.0, 856.0, 574.0, 36.0], NNuwsoN__z, 5683249]
[paragraph, [100.0, 892.0, 574.0, 36.0], NNuwsoN__z, 5683249]
[paragraph, [100.0, 928.0, 574.0, 36.0], NNuwsoN__z, 5683249]
[paragraph, [100.0, 964.0, 574.0, 36.0], NNuwsoN__z, 5683249]
[paragraph, [690.0, 946.0, 573.0, 36.0], WPKLkamoIe, 5683249]
[paragraph, [690.0, 982.0, 573.0, 36.0], WPKLkamoIe, 5683249]
[paragraph, [690.0, 1018.0, 573.0, 36.0], WPKLkamoIe, 5683249]
[paragraph, [690.0, 1054.0, 573.0, 36.0], WPKLkamoIe, 5683249]
[paragraph, [690.0, 1090.0, 573.0, 36.0], WPKLkamoIe, 5683249]
[paragraph, [690.0, 1126.0, 573.0, 36.0], WPKLkamoIe, 5683249]
[paragraph, [690.0, 1162.0, 573.0, 36.0], WPKLkamoIe, 5683249]
[paragraph, [690.0, 1198.0, 573.0, 36.0], WPKLkamoIe, 5683249]
[paragraph, [690.0, 1234.0, 573.0, 36.0], WPKLkamoIe, 5683249]
[paragraph, [690.0, 1270.0, 573.0, 36.0], WPKLkamoIe, 5683249]
[paragraph, [103.0, 1153.0, 578.0, 36.0], uw6pQnzFtU, 5683249]
[paragraph, [103.0, 1189.0, 578.0, 36.0], uw6pQnzFtU, 5683249]
[paragraph, [103.0, 1225.0, 578.0, 36.0], uw6pQnzFtU, 5683249]
[paragraph, [103.0, 1261.0, 578.0, 36.0], uw6pQnzFtU, 5683249]
[paragraph, [103.0, 1297.0, 578.0, 36.0], uw6pQnzFtU, 5683249]
[paragraph, [103.0, 1333.0, 578.0, 36.0], uw6pQnzFtU, 5683249]
[paragraph, [103.0, 1369.0, 578.0, 36.0], uw6pQnzFtU, 5683249]
[paragraph, [103.0, 1405.0, 578.0, 36.0], uw6pQnzFtU, 5683249]
[paragraph, [103.0, 1441.0, 578.0, 36.0], uw6pQnzFtU, 5683249]
[paragraph, [691.0, 1328.0, 574.0, 36.0], 6cF_zfu9YZ, 5683249]
[paragraph, [691.0, 1364.0, 574.0, 36.0], 6cF_zfu9YZ, 5683249]
[paragraph, [691.0, 1400.0, 574.0, 36.0], 6cF_zfu9YZ, 5683249]
[paragraph, [691.0, 1436.0, 574.0, 36.0], 6cF_zfu9YZ, 5683249]
[paragraph, [691.0, 1472.0, 574.0, 36.0], 6cF_zfu9YZ, 5683249]
[paragraph, [730.0, 1543.0, 423.0, 36.0], WX9OMvIaOL, 5683249]
[paragraph, [105.0, 1544.0, 581.0, 36.0], JlqHVNkmFj, 5683249]
[paragraph, [105.0, 1580.0, 581.0, 36.0], JlqHVNkmFj, 5683249]
[paragraph, [105.0, 1616.0, 581.0, 36.0], JlqHVNkmFj, 5683249]
[paragraph, [699.0, 1584.0, 576.0, 36.0], nW4ZUUa2IS, 5683249]
[paragraph, [699.0, 1620.0, 576.0, 36.0], nW4ZUUa2IS, 5683249]
[paragraph, [699.0, 1656.0, 576.0, 36.0], nW4ZUUa2IS, 5683249]
[paragraph, [148.0, 1676.0, 443.0, 36.0], eJqBGC4f4u, 5683249]
