[1250, 844]
[chapter-title, [395.0, 62.0, 190.0, 30.0], shoonya_0sG5VMKCPO286E, 5776096]
[paragraph, [164.0, 118.0, 646.0, 18.0], 40Tb620izU, 5776096]
[paragraph, [164.0, 136.0, 646.0, 18.0], 40Tb620izU, 5776096]
[paragraph, [164.0, 154.0, 646.0, 18.0], 40Tb620izU, 5776096]
[paragraph, [164.0, 172.0, 646.0, 18.0], 40Tb620izU, 5776096]
[paragraph, [164.0, 190.0, 646.0, 18.0], 40Tb620izU, 5776096]
[paragraph, [162.0, 215.0, 649.0, 18.0], F6soj25a6o, 5776096]
[paragraph, [162.0, 233.0, 649.0, 18.0], F6soj25a6o, 5776096]
[paragraph, [162.0, 269.0, 651.0, 18.0], PCcQszcx96, 5776096]
[paragraph, [162.0, 287.0, 651.0, 18.0], PCcQszcx96, 5776096]
[paragraph, [162.0, 305.0, 651.0, 18.0], PCcQszcx96, 5776096]
[paragraph, [162.0, 323.0, 651.0, 18.0], PCcQszcx96, 5776096]
[paragraph, [162.0, 341.0, 651.0, 18.0], PCcQszcx96, 5776096]
[paragraph, [164.0, 371.0, 652.0, 18.0], UNGUP-X8Ke, 5776096]
[paragraph, [164.0, 389.0, 652.0, 18.0], UNGUP-X8Ke, 5776096]
[paragraph, [164.0, 407.0, 652.0, 18.0], UNGUP-X8Ke, 5776096]
[paragraph, [164.0, 425.0, 652.0, 18.0], UNGUP-X8Ke, 5776096]
[paragraph, [164.0, 443.0, 652.0, 18.0], UNGUP-X8Ke, 5776096]
[paragraph, [165.0, 470.0, 651.0, 18.0], -LPXzu_vwe, 5776096]
[paragraph, [165.0, 488.0, 651.0, 18.0], -LPXzu_vwe, 5776096]
[paragraph, [165.0, 506.0, 651.0, 18.0], -LPXzu_vwe, 5776096]
[paragraph, [165.0, 524.0, 651.0, 18.0], -LPXzu_vwe, 5776096]
[paragraph, [165.0, 542.0, 651.0, 18.0], -LPXzu_vwe, 5776096]
[paragraph, [165.0, 560.0, 651.0, 18.0], -LPXzu_vwe, 5776096]
[paragraph, [166.0, 590.0, 538.0, 18.0], NfEapRR5X4, 5776096]
[paragraph, [164.0, 621.0, 661.0, 18.0], wAY5HTLTne, 5776096]
[paragraph, [164.0, 639.0, 661.0, 18.0], wAY5HTLTne, 5776096]
[paragraph, [164.0, 657.0, 661.0, 18.0], wAY5HTLTne, 5776096]
[paragraph, [164.0, 675.0, 661.0, 18.0], wAY5HTLTne, 5776096]
[paragraph, [164.0, 693.0, 661.0, 18.0], wAY5HTLTne, 5776096]
[paragraph, [162.0, 721.0, 567.0, 18.0], cy_w71Vzr_, 5776096]
[paragraph, [162.0, 749.0, 657.0, 18.0], DwE-81S7Kw, 5776096]
[paragraph, [162.0, 767.0, 657.0, 18.0], DwE-81S7Kw, 5776096]
[paragraph, [159.0, 796.0, 343.0, 18.0], hZN1NgdOzx, 5776096]
[paragraph, [163.0, 819.0, 653.0, 18.0], yXC41OIAoH, 5776096]
[paragraph, [163.0, 837.0, 653.0, 18.0], yXC41OIAoH, 5776096]
[paragraph, [163.0, 855.0, 653.0, 18.0], yXC41OIAoH, 5776096]
[paragraph, [163.0, 873.0, 653.0, 18.0], yXC41OIAoH, 5776096]
[paragraph, [163.0, 891.0, 653.0, 18.0], yXC41OIAoH, 5776096]
[paragraph, [164.0, 920.0, 367.0, 18.0], olcncf4Giy, 5776096]
[paragraph, [162.0, 948.0, 648.0, 18.0], JRMLCz9b5H, 5776096]
[paragraph, [162.0, 966.0, 648.0, 18.0], JRMLCz9b5H, 5776096]
[paragraph, [159.0, 996.0, 650.0, 18.0], as2kroprk2, 5776096]
[paragraph, [159.0, 1014.0, 650.0, 18.0], as2kroprk2, 5776096]
[paragraph, [159.0, 1047.0, 649.0, 18.0], aeLys-KihN, 5776096]
[paragraph, [159.0, 1065.0, 649.0, 18.0], aeLys-KihN, 5776096]
[paragraph, [159.0, 1083.0, 649.0, 18.0], aeLys-KihN, 5776096]
[paragraph, [159.0, 1101.0, 649.0, 18.0], aeLys-KihN, 5776096]
