[709, 412]
[folio, [170.0, 31.0, 76.0, 18.0], 9a-ISBAoMq, 5740328]
[paragraph, [25.0, 55.0, 178.0, 18.0], Osk7ME3mwg, 5740328]
[paragraph, [25.0, 73.0, 178.0, 18.0], Osk7ME3mwg, 5740328]
[paragraph, [25.0, 91.0, 178.0, 18.0], Osk7ME3mwg, 5740328]
[paragraph, [25.0, 109.0, 178.0, 18.0], Osk7ME3mwg, 5740328]
[paragraph, [25.0, 127.0, 178.0, 18.0], Osk7ME3mwg, 5740328]
[paragraph, [25.0, 145.0, 178.0, 18.0], Osk7ME3mwg, 5740328]
[paragraph, [25.0, 163.0, 178.0, 18.0], Osk7ME3mwg, 5740328]
[paragraph, [25.0, 181.0, 178.0, 18.0], Osk7ME3mwg, 5740328]
[paragraph, [25.0, 199.0, 178.0, 18.0], Osk7ME3mwg, 5740328]
[paragraph, [25.0, 217.0, 178.0, 18.0], Osk7ME3mwg, 5740328]
[paragraph, [25.0, 235.0, 178.0, 18.0], Osk7ME3mwg, 5740328]
[paragraph, [25.0, 253.0, 178.0, 18.0], Osk7ME3mwg, 5740328]
[paragraph, [25.0, 271.0, 178.0, 18.0], Osk7ME3mwg, 5740328]
[paragraph, [25.0, 289.0, 178.0, 18.0], Osk7ME3mwg, 5740328]
[paragraph, [25.0, 307.0, 178.0, 18.0], Osk7ME3mwg, 5740328]
[paragraph, [25.0, 325.0, 178.0, 18.0], Osk7ME3mwg, 5740328]
[paragraph, [25.0, 343.0, 178.0, 18.0], Osk7ME3mwg, 5740328]
[paragraph, [25.0, 361.0, 178.0, 18.0], Osk7ME3mwg, 5740328]
[paragraph, [25.0, 379.0, 178.0, 18.0], Osk7ME3mwg, 5740328]
[paragraph, [25.0, 397.0, 178.0, 18.0], Osk7ME3mwg, 5740328]
[paragraph, [25.0, 415.0, 178.0, 18.0], Osk7ME3mwg, 5740328]
[paragraph, [25.0, 433.0, 178.0, 18.0], Osk7ME3mwg, 5740328]
[paragraph, [25.0, 451.0, 178.0, 18.0], Osk7ME3mwg, 5740328]
[paragraph, [25.0, 469.0, 178.0, 18.0], Osk7ME3mwg, 5740328]
[paragraph, [25.0, 487.0, 178.0, 18.0], Osk7ME3mwg, 5740328]
[paragraph, [25.0, 505.0, 178.0, 18.0], Osk7ME3mwg, 5740328]
[paragraph, [25.0, 523.0, 178.0, 18.0], Osk7ME3mwg, 5740328]
[paragraph, [25.0, 541.0, 178.0, 18.0], Osk7ME3mwg, 5740328]
[paragraph, [25.0, 559.0, 178.0, 18.0], Osk7ME3mwg, 5740328]
[paragraph, [25.0, 577.0, 178.0, 18.0], Osk7ME3mwg, 5740328]
[paragraph, [25.0, 595.0, 178.0, 18.0], Osk7ME3mwg, 5740328]
[paragraph, [25.0, 613.0, 178.0, 18.0], Osk7ME3mwg, 5740328]
[paragraph, [25.0, 631.0, 178.0, 18.0], Osk7ME3mwg, 5740328]
[paragraph, [25.0, 649.0, 178.0, 18.0], Osk7ME3mwg, 5740328]
[paragraph, [207.0, 57.0, 174.0, 18.0], shoonya_0s941KS2SLS1FF, 5740328]
[paragraph, [207.0, 75.0, 174.0, 18.0], shoonya_0s941KS2SLS1FF, 5740328]
[paragraph, [207.0, 93.0, 174.0, 18.0], shoonya_0s941KS2SLS1FF, 5740328]
[paragraph, [207.0, 111.0, 174.0, 18.0], shoonya_0s941KS2SLS1FF, 5740328]
[paragraph, [207.0, 129.0, 174.0, 18.0], shoonya_0s941KS2SLS1FF, 5740328]
[paragraph, [207.0, 147.0, 174.0, 18.0], shoonya_0s941KS2SLS1FF, 5740328]
[paragraph, [207.0, 165.0, 174.0, 18.0], shoonya_0s941KS2SLS1FF, 5740328]
[paragraph, [207.0, 183.0, 174.0, 18.0], shoonya_0s941KS2SLS1FF, 5740328]
[paragraph, [207.0, 201.0, 174.0, 18.0], shoonya_0s941KS2SLS1FF, 5740328]
[paragraph, [207.0, 219.0, 174.0, 18.0], shoonya_0s941KS2SLS1FF, 5740328]
[paragraph, [207.0, 237.0, 174.0, 18.0], shoonya_0s941KS2SLS1FF, 5740328]
[paragraph, [207.0, 255.0, 174.0, 18.0], shoonya_0s941KS2SLS1FF, 5740328]
[paragraph, [207.0, 273.0, 174.0, 18.0], shoonya_0s941KS2SLS1FF, 5740328]
[paragraph, [207.0, 291.0, 174.0, 18.0], shoonya_0s941KS2SLS1FF, 5740328]
[paragraph, [207.0, 309.0, 174.0, 18.0], shoonya_0s941KS2SLS1FF, 5740328]
[paragraph, [207.0, 327.0, 174.0, 18.0], shoonya_0s941KS2SLS1FF, 5740328]
[paragraph, [207.0, 345.0, 174.0, 18.0], shoonya_0s941KS2SLS1FF, 5740328]
[paragraph, [207.0, 363.0, 174.0, 18.0], shoonya_0s941KS2SLS1FF, 5740328]
[paragraph, [207.0, 381.0, 174.0, 18.0], shoonya_0s941KS2SLS1FF, 5740328]
[paragraph, [207.0, 399.0, 174.0, 18.0], shoonya_0s941KS2SLS1FF, 5740328]
[paragraph, [207.0, 417.0, 174.0, 18.0], shoonya_0s941KS2SLS1FF, 5740328]
[paragraph, [207.0, 435.0, 174.0, 18.0], shoonya_0s941KS2SLS1FF, 5740328]
[paragraph, [207.0, 453.0, 174.0, 18.0], shoonya_0s941KS2SLS1FF, 5740328]
[paragraph, [207.0, 471.0, 174.0, 18.0], shoonya_0s941KS2SLS1FF, 5740328]
[paragraph, [207.0, 489.0, 174.0, 18.0], shoonya_0s941KS2SLS1FF, 5740328]
[paragraph, [207.0, 507.0, 174.0, 18.0], shoonya_0s941KS2SLS1FF, 5740328]
[paragraph, [207.0, 525.0, 174.0, 18.0], shoonya_0s941KS2SLS1FF, 5740328]
[paragraph, [207.0, 543.0, 174.0, 18.0], shoonya_0s941KS2SLS1FF, 5740328]
[paragraph, [207.0, 561.0, 174.0, 18.0], shoonya_0s941KS2SLS1FF, 5740328]
[paragraph, [207.0, 579.0, 174.0, 18.0], shoonya_0s941KS2SLS1FF, 5740328]
[paragraph, [207.0, 597.0, 174.0, 18.0], shoonya_0s941KS2SLS1FF, 5740328]
[paragraph, [207.0, 615.0, 174.0, 18.0], shoonya_0s941KS2SLS1FF, 5740328]
[paragraph, [207.0, 633.0, 174.0, 18.0], shoonya_0s941KS2SLS1FF, 5740328]
[paragraph, [207.0, 651.0, 174.0, 18.0], shoonya_0s941KS2SLS1FF, 5740328]
