[2481, 1654]
[folio, [1178.0, 101.0, 155.0, 36.0], oPxDStFld7, 5721238]
[paragraph, [162.0, 211.0, 1283.0, 36.0], shoonya_1sQMVIB37OQ9RV, 5721238]
[paragraph, [162.0, 247.0, 1283.0, 36.0], shoonya_1sQMVIB37OQ9RV, 5721238]
[paragraph, [162.0, 283.0, 1283.0, 36.0], shoonya_1sQMVIB37OQ9RV, 5721238]
[paragraph, [227.0, 322.0, 611.0, 36.0], YhyYv6V-SF, 5721238]
[paragraph, [165.0, 376.0, 1267.0, 36.0], MDPcTfS3TX, 5721238]
[paragraph, [165.0, 412.0, 1267.0, 36.0], MDPcTfS3TX, 5721238]
[paragraph, [165.0, 448.0, 1267.0, 36.0], MDPcTfS3TX, 5721238]
[paragraph, [165.0, 484.0, 1267.0, 36.0], MDPcTfS3TX, 5721238]
[paragraph, [167.0, 531.0, 1269.0, 36.0], SqEnp6U4Mu, 5721238]
[paragraph, [167.0, 567.0, 1269.0, 36.0], SqEnp6U4Mu, 5721238]
[paragraph, [167.0, 603.0, 1269.0, 36.0], SqEnp6U4Mu, 5721238]
[paragraph, [167.0, 639.0, 1269.0, 36.0], SqEnp6U4Mu, 5721238]
[paragraph, [167.0, 675.0, 1269.0, 36.0], SqEnp6U4Mu, 5721238]
[paragraph, [223.0, 740.0, 552.0, 36.0], laz_sKDWdt, 5721238]
[paragraph, [159.0, 791.0, 1271.0, 36.0], fBDS0w7E0t, 5721238]
[paragraph, [159.0, 827.0, 1271.0, 36.0], fBDS0w7E0t, 5721238]
[paragraph, [216.0, 895.0, 416.0, 36.0], shoonya_2s3UA0H1CARMK7, 5721238]
[paragraph, [223.0, 948.0, 626.0, 36.0], ZcLEFYXUER, 5721238]
[paragraph, [165.0, 1002.0, 1271.0, 36.0], 6Gsb0XtxLo, 5721238]
[paragraph, [165.0, 1038.0, 1271.0, 36.0], 6Gsb0XtxLo, 5721238]
[paragraph, [223.0, 1106.0, 477.0, 36.0], g1Nq-wSZeC, 5721238]
[paragraph, [169.0, 1157.0, 1271.0, 36.0], sSjixGu7Sb, 5721238]
[paragraph, [169.0, 1193.0, 1271.0, 36.0], sSjixGu7Sb, 5721238]
[paragraph, [221.0, 1259.0, 184.0, 36.0], -C4I-94cEv, 5721238]
[paragraph, [163.0, 1312.0, 1275.0, 36.0], H0GeNZQaex, 5721238]
[paragraph, [163.0, 1348.0, 1275.0, 36.0], H0GeNZQaex, 5721238]
[paragraph, [163.0, 1384.0, 1275.0, 36.0], H0GeNZQaex, 5721238]
[paragraph, [163.0, 1420.0, 1275.0, 36.0], H0GeNZQaex, 5721238]
[paragraph, [163.0, 1456.0, 1275.0, 36.0], H0GeNZQaex, 5721238]
[paragraph, [163.0, 1492.0, 1275.0, 36.0], H0GeNZQaex, 5721238]
[paragraph, [163.0, 1528.0, 1275.0, 36.0], H0GeNZQaex, 5721238]
[paragraph, [225.0, 1573.0, 1207.0, 36.0], 361YD4XgZa, 5721238]
[paragraph, [163.0, 1627.0, 1273.0, 36.0], _4-UtbpFel, 5721238]
[paragraph, [163.0, 1663.0, 1273.0, 36.0], _4-UtbpFel, 5721238]
[paragraph, [163.0, 1699.0, 1273.0, 36.0], _4-UtbpFel, 5721238]
[paragraph, [163.0, 1735.0, 1273.0, 36.0], _4-UtbpFel, 5721238]
[paragraph, [163.0, 1771.0, 1273.0, 36.0], _4-UtbpFel, 5721238]
[paragraph, [165.0, 1833.0, 1273.0, 36.0], l_VzGIRQUe, 5721238]
[paragraph, [165.0, 1869.0, 1273.0, 36.0], l_VzGIRQUe, 5721238]
[paragraph, [165.0, 1905.0, 1273.0, 36.0], l_VzGIRQUe, 5721238]
[paragraph, [165.0, 1941.0, 1273.0, 36.0], l_VzGIRQUe, 5721238]
[paragraph, [165.0, 1977.0, 1273.0, 36.0], l_VzGIRQUe, 5721238]
[paragraph, [165.0, 2044.0, 1267.0, 36.0], kceeuXPJmQ, 5721238]
[paragraph, [165.0, 2080.0, 1267.0, 36.0], kceeuXPJmQ, 5721238]
[paragraph, [229.0, 2148.0, 705.0, 36.0], IXzNkunyZh, 5721238]
