[3509, 2482]
[folio, [859.0, 204.0, 508.0, 52.5], IaIZs0zCew, 5691563]
[paragraph, [313.0, 350.0, 716.0, 52.5], 0YjyI5E6SD, 5691563]
[paragraph, [214.0, 440.0, 1768.0, 52.5], RKwQdfB2_5, 5691563]
[paragraph, [214.0, 492.5, 1768.0, 52.5], RKwQdfB2_5, 5691563]
[paragraph, [214.0, 545.0, 1768.0, 52.5], RKwQdfB2_5, 5691563]
[paragraph, [214.0, 597.5, 1768.0, 52.5], RKwQdfB2_5, 5691563]
[paragraph, [307.0, 673.0, 1206.0, 52.5], 2I7qJRrA3J, 5691563]
[paragraph, [297.0, 750.0, 819.0, 52.5], MELX5tFnOH, 5691563]
[paragraph, [300.0, 837.0, 1687.0, 52.5], 3-4Wfxyu5l, 5691563]
[paragraph, [232.0, 915.0, 1793.0, 52.5], ie2J7HTJWW, 5691563]
[paragraph, [232.0, 967.5, 1793.0, 52.5], ie2J7HTJWW, 5691563]
[paragraph, [232.0, 1020.0, 1793.0, 52.5], ie2J7HTJWW, 5691563]
[paragraph, [232.0, 1072.5, 1793.0, 52.5], ie2J7HTJWW, 5691563]
[paragraph, [232.0, 1125.0, 1793.0, 52.5], ie2J7HTJWW, 5691563]
[paragraph, [232.0, 1177.5, 1793.0, 52.5], ie2J7HTJWW, 5691563]
[paragraph, [232.0, 1230.0, 1793.0, 52.5], ie2J7HTJWW, 5691563]
[paragraph, [220.0, 1293.0, 1889.0, 52.5], XkXZvXFLqO, 5691563]
[paragraph, [220.0, 1345.5, 1889.0, 52.5], XkXZvXFLqO, 5691563]
[paragraph, [220.0, 1398.0, 1889.0, 52.5], XkXZvXFLqO, 5691563]
[paragraph, [220.0, 1450.5, 1889.0, 52.5], XkXZvXFLqO, 5691563]
[paragraph, [285.0, 1535.0, 930.0, 52.5], 0n3NglnCP6, 5691563]
[paragraph, [235.0, 1610.0, 1811.0, 52.5], 39H04AiERl, 5691563]
[paragraph, [235.0, 1662.5, 1811.0, 52.5], 39H04AiERl, 5691563]
[paragraph, [226.0, 1756.0, 1830.0, 52.5], LuYfPCH1fC, 5691563]
[paragraph, [226.0, 1808.5, 1830.0, 52.5], LuYfPCH1fC, 5691563]
[paragraph, [226.0, 1861.0, 1830.0, 52.5], LuYfPCH1fC, 5691563]
[paragraph, [226.0, 1913.5, 1830.0, 52.5], LuYfPCH1fC, 5691563]
[paragraph, [226.0, 1966.0, 1830.0, 52.5], LuYfPCH1fC, 5691563]
[paragraph, [251.0, 2063.0, 1787.0, 52.5], r8FdFI1SUt, 5691563]
[paragraph, [251.0, 2115.5, 1787.0, 52.5], r8FdFI1SUt, 5691563]
[paragraph, [235.0, 2221.0, 1768.0, 52.5], f2aTSpx535, 5691563]
[paragraph, [235.0, 2273.5, 1768.0, 52.5], f2aTSpx535, 5691563]
[paragraph, [235.0, 2326.0, 1768.0, 52.5], f2aTSpx535, 5691563]
[paragraph, [235.0, 2378.5, 1768.0, 52.5], f2aTSpx535, 5691563]
[paragraph, [195.0, 2451.0, 1802.0, 52.5], QoL1qSbuoz, 5691563]
[paragraph, [195.0, 2503.5, 1802.0, 52.5], QoL1qSbuoz, 5691563]
[paragraph, [195.0, 2556.0, 1802.0, 52.5], QoL1qSbuoz, 5691563]
[paragraph, [195.0, 2608.5, 1802.0, 52.5], QoL1qSbuoz, 5691563]
[paragraph, [195.0, 2661.0, 1802.0, 52.5], QoL1qSbuoz, 5691563]
[paragraph, [195.0, 2713.5, 1802.0, 52.5], QoL1qSbuoz, 5691563]
[paragraph, [195.0, 2766.0, 1802.0, 52.5], QoL1qSbuoz, 5691563]
[paragraph, [195.0, 2818.5, 1802.0, 52.5], QoL1qSbuoz, 5691563]
[paragraph, [195.0, 2871.0, 1802.0, 52.5], QoL1qSbuoz, 5691563]
[paragraph, [195.0, 2923.5, 1802.0, 52.5], QoL1qSbuoz, 5691563]
[paragraph, [195.0, 2976.0, 1802.0, 52.5], QoL1qSbuoz, 5691563]
[paragraph, [220.0, 3082.0, 1752.0, 52.5], shoonya_1sYY9R325GHVBI, 5691563]
[paragraph, [220.0, 3134.5, 1752.0, 52.5], shoonya_1sYY9R325GHVBI, 5691563]
[paragraph, [220.0, 3187.0, 1752.0, 52.5], shoonya_1sYY9R325GHVBI, 5691563]
[paragraph, [220.0, 3239.5, 1752.0, 52.5], shoonya_1sYY9R325GHVBI, 5691563]
[paragraph, [220.0, 3292.0, 1752.0, 52.5], shoonya_1sYY9R325GHVBI, 5691563]
