[2339, 1656]
[paragraph, [153.0, 85.0, 778.0, 36.0], aHal1J6sgy, 5753159]
[paragraph, [153.0, 121.0, 778.0, 36.0], aHal1J6sgy, 5753159]
[paragraph, [153.0, 157.0, 778.0, 36.0], aHal1J6sgy, 5753159]
[paragraph, [153.0, 193.0, 778.0, 36.0], aHal1J6sgy, 5753159]
[paragraph, [153.0, 229.0, 778.0, 36.0], aHal1J6sgy, 5753159]
[paragraph, [153.0, 265.0, 778.0, 36.0], aHal1J6sgy, 5753159]
[paragraph, [153.0, 301.0, 778.0, 36.0], aHal1J6sgy, 5753159]
[paragraph, [153.0, 337.0, 778.0, 36.0], aHal1J6sgy, 5753159]
[paragraph, [153.0, 373.0, 778.0, 36.0], aHal1J6sgy, 5753159]
[paragraph, [153.0, 409.0, 778.0, 36.0], aHal1J6sgy, 5753159]
[paragraph, [153.0, 445.0, 778.0, 36.0], aHal1J6sgy, 5753159]
[paragraph, [153.0, 481.0, 778.0, 36.0], aHal1J6sgy, 5753159]
[paragraph, [153.0, 517.0, 778.0, 36.0], aHal1J6sgy, 5753159]
[paragraph, [153.0, 553.0, 778.0, 36.0], aHal1J6sgy, 5753159]
[paragraph, [153.0, 589.0, 778.0, 36.0], aHal1J6sgy, 5753159]
[paragraph, [153.0, 625.0, 778.0, 36.0], aHal1J6sgy, 5753159]
[paragraph, [153.0, 661.0, 778.0, 36.0], aHal1J6sgy, 5753159]
[paragraph, [153.0, 697.0, 778.0, 36.0], aHal1J6sgy, 5753159]
[paragraph, [153.0, 733.0, 778.0, 36.0], aHal1J6sgy, 5753159]
[paragraph, [153.0, 769.0, 778.0, 36.0], aHal1J6sgy, 5753159]
[paragraph, [153.0, 805.0, 778.0, 36.0], aHal1J6sgy, 5753159]
[paragraph, [153.0, 841.0, 778.0, 36.0], aHal1J6sgy, 5753159]
[paragraph, [153.0, 877.0, 778.0, 36.0], aHal1J6sgy, 5753159]
[paragraph, [153.0, 913.0, 778.0, 36.0], aHal1J6sgy, 5753159]
[paragraph, [153.0, 949.0, 778.0, 36.0], aHal1J6sgy, 5753159]
[paragraph, [153.0, 985.0, 778.0, 36.0], aHal1J6sgy, 5753159]
[paragraph, [153.0, 1156.0, 715.0, 36.0], iahA7Gpo9E, 5753159]
[paragraph, [153.0, 1192.0, 715.0, 36.0], iahA7Gpo9E, 5753159]
[paragraph, [153.0, 1228.0, 715.0, 36.0], iahA7Gpo9E, 5753159]
[paragraph, [153.0, 1264.0, 715.0, 36.0], iahA7Gpo9E, 5753159]
[paragraph, [153.0, 1300.0, 715.0, 36.0], iahA7Gpo9E, 5753159]
[paragraph, [153.0, 1336.0, 715.0, 36.0], iahA7Gpo9E, 5753159]
[paragraph, [153.0, 1372.0, 715.0, 36.0], iahA7Gpo9E, 5753159]
[paragraph, [153.0, 1408.0, 715.0, 36.0], iahA7Gpo9E, 5753159]
[paragraph, [153.0, 1444.0, 715.0, 36.0], iahA7Gpo9E, 5753159]
[paragraph, [153.0, 1480.0, 715.0, 36.0], iahA7Gpo9E, 5753159]
[paragraph, [153.0, 1516.0, 715.0, 36.0], iahA7Gpo9E, 5753159]
[paragraph, [153.0, 1552.0, 715.0, 36.0], iahA7Gpo9E, 5753159]
[paragraph, [153.0, 1588.0, 715.0, 36.0], iahA7Gpo9E, 5753159]
[paragraph, [153.0, 1624.0, 715.0, 36.0], iahA7Gpo9E, 5753159]
[paragraph, [153.0, 1660.0, 715.0, 36.0], iahA7Gpo9E, 5753159]
[paragraph, [153.0, 1696.0, 715.0, 36.0], iahA7Gpo9E, 5753159]
[paragraph, [153.0, 1732.0, 715.0, 36.0], iahA7Gpo9E, 5753159]
[paragraph, [153.0, 1768.0, 715.0, 36.0], iahA7Gpo9E, 5753159]
[paragraph, [153.0, 1804.0, 715.0, 36.0], iahA7Gpo9E, 5753159]
[paragraph, [153.0, 1840.0, 715.0, 36.0], iahA7Gpo9E, 5753159]
[paragraph, [153.0, 1876.0, 715.0, 36.0], iahA7Gpo9E, 5753159]
[paragraph, [153.0, 1912.0, 715.0, 36.0], iahA7Gpo9E, 5753159]
[paragraph, [153.0, 1948.0, 715.0, 36.0], iahA7Gpo9E, 5753159]
[author, [975.0, 1857.0, 547.0, 36.0], w55qmHZXQ9, 5753159]
[author, [975.0, 1893.0, 547.0, 36.0], w55qmHZXQ9, 5753159]
[author, [975.0, 1929.0, 547.0, 36.0], w55qmHZXQ9, 5753159]
[author, [975.0, 1965.0, 547.0, 36.0], w55qmHZXQ9, 5753159]
[folio, [98.0, 2182.0, 486.0, 36.0], shoonya_1s02BX536XYGB1, 5753159]
