[872, 605]
[chapter-title, [258.0, 31.0, 88.0, 30.0], shoonya_0sRUB54I6679KO, 6457111]
[folio, [404.0, 34.0, 148.0, 18.0], 8Mm69G2ABp, 6457111]
[paragraph, [301.0, 75.0, 249.0, 18.0], FegzR70457, 6457111]
[paragraph, [301.0, 93.0, 249.0, 18.0], FegzR70457, 6457111]
[paragraph, [301.0, 111.0, 249.0, 18.0], FegzR70457, 6457111]
[paragraph, [65.0, 95.0, 231.0, 18.0], CCVYWd_7RK, 6457111]
[paragraph, [52.0, 117.0, 244.0, 18.0], CWlg_fMJJe, 6457111]
[paragraph, [299.0, 131.0, 213.0, 18.0], hLckN2SvjE, 6457111]
[paragraph, [303.0, 151.0, 245.0, 18.0], Kxbvwge6R8, 6457111]
[paragraph, [56.0, 154.0, 242.0, 18.0], pHPqlqkrIw, 6457111]
[paragraph, [55.0, 187.0, 211.0, 18.0], c6iblz37wJ, 6457111]
[paragraph, [301.0, 188.0, 255.0, 18.0], jVGfEEL6SQ, 6457111]
[paragraph, [54.0, 208.0, 227.0, 18.0], wbxjt6SnUa, 6457111]
[paragraph, [301.0, 209.0, 249.0, 18.0], QUh_EW0XdZ, 6457111]
[paragraph, [46.0, 227.0, 252.0, 18.0], ehr6InFgmd, 6457111]
[paragraph, [300.0, 243.0, 244.0, 18.0], vGKQ8gI8fH, 6457111]
[paragraph, [65.0, 261.0, 231.0, 18.0], 7wnVFSTAyC, 6457111]
[paragraph, [54.0, 284.0, 243.0, 18.0], _H98eRqxMb, 6457111]
[paragraph, [50.0, 304.0, 247.0, 18.0], k-uFgApKvh, 6457111]
[paragraph, [300.0, 304.0, 117.0, 18.0], epUgCxGVgF, 6457111]
[paragraph, [301.0, 323.0, 256.0, 18.0], emMMs21ma8, 6457111]
[paragraph, [301.0, 341.0, 256.0, 18.0], emMMs21ma8, 6457111]
[paragraph, [50.0, 341.0, 248.0, 18.0], XacjS4J1Dm, 6457111]
[paragraph, [50.0, 359.0, 248.0, 18.0], XacjS4J1Dm, 6457111]
[paragraph, [50.0, 377.0, 248.0, 18.0], XacjS4J1Dm, 6457111]
[paragraph, [398.0, 375.0, 139.0, 18.0], fkL2jmf5Lc, 6457111]
[paragraph, [52.0, 409.0, 224.0, 18.0], tJIrIavsNs, 6457111]
[paragraph, [298.0, 414.0, 255.0, 18.0], iFq7E-cBGc, 6457111]
[paragraph, [50.0, 446.0, 249.0, 18.0], nv_QAZlRR5, 6457111]
[paragraph, [303.0, 454.0, 245.0, 18.0], KsV9UySstS, 6457111]
[paragraph, [88.0, 484.0, 210.0, 18.0], W_WN-qk54o, 6457111]
[paragraph, [304.0, 488.0, 247.0, 18.0], W7yB9es65p, 6457111]
[paragraph, [304.0, 506.0, 247.0, 18.0], W7yB9es65p, 6457111]
[paragraph, [51.0, 505.0, 249.0, 18.0], 15_zaZIx-R, 6457111]
[paragraph, [54.0, 524.0, 244.0, 18.0], nRs36zZewm, 6457111]
[paragraph, [304.0, 525.0, 243.0, 18.0], JSGpB4-tfs, 6457111]
[paragraph, [55.0, 555.0, 240.0, 18.0], bI0JNhNkj4, 6457111]
[paragraph, [302.0, 575.0, 236.0, 18.0], wbwF5fSWWP, 6457111]
[paragraph, [302.0, 593.0, 236.0, 18.0], wbwF5fSWWP, 6457111]
[paragraph, [53.0, 592.0, 203.0, 18.0], divNnSX3Ws, 6457111]
[paragraph, [299.0, 614.0, 111.0, 18.0], Re-sG1_G8X, 6457111]
[paragraph, [303.0, 631.0, 253.0, 18.0], 6Yr339KFLg, 6457111]
[paragraph, [303.0, 649.0, 253.0, 18.0], 6Yr339KFLg, 6457111]
[paragraph, [53.0, 666.0, 246.0, 18.0], LjoPwneZL-, 6457111]
[paragraph, [53.0, 684.0, 246.0, 18.0], LjoPwneZL-, 6457111]
[paragraph, [303.0, 684.0, 252.0, 18.0], MGUw_QdyRe, 6457111]
[paragraph, [303.0, 702.0, 252.0, 18.0], MGUw_QdyRe, 6457111]
[reference, [56.0, 710.0, 241.0, 18.0], hzQe2GQ-LR, 6457111]
[reference, [56.0, 728.0, 241.0, 18.0], hzQe2GQ-LR, 6457111]
[reference, [56.0, 746.0, 241.0, 18.0], hzQe2GQ-LR, 6457111]
[reference, [56.0, 764.0, 241.0, 18.0], hzQe2GQ-LR, 6457111]
[reference, [56.0, 782.0, 241.0, 18.0], hzQe2GQ-LR, 6457111]
[reference, [56.0, 800.0, 241.0, 18.0], hzQe2GQ-LR, 6457111]
[paragraph, [300.0, 719.0, 205.0, 18.0], nZ8V1XJwGT, 6457111]
[paragraph, [311.0, 737.0, 238.0, 18.0], TqVGD5TJsU, 6457111]
[reference, [300.0, 760.0, 246.0, 18.0], 7Ti8n5a--W, 6457111]
[reference, [300.0, 778.0, 246.0, 18.0], 7Ti8n5a--W, 6457111]
[reference, [300.0, 796.0, 246.0, 18.0], 7Ti8n5a--W, 6457111]
