[1320, 1176]
[chapter-title, [204.0, 169.0, 421.0, 30.0], nIfV8YMmqn, 5694443]
[chapter-title, [204.0, 199.0, 421.0, 30.0], nIfV8YMmqn, 5694443]
[chapter-title, [204.0, 229.0, 421.0, 30.0], nIfV8YMmqn, 5694443]
[author, [659.0, 195.0, 302.0, 18.0], KWXqQ_AFML, 5694443]
[author, [659.0, 213.0, 302.0, 18.0], KWXqQ_AFML, 5694443]
[paragraph, [759.0, 265.0, 338.0, 18.0], shoonya_4s86BY8XGGDQN9, 5694443]
[paragraph, [759.0, 283.0, 338.0, 18.0], shoonya_4s86BY8XGGDQN9, 5694443]
[paragraph, [759.0, 301.0, 338.0, 18.0], shoonya_4s86BY8XGGDQN9, 5694443]
[paragraph, [759.0, 319.0, 338.0, 18.0], shoonya_4s86BY8XGGDQN9, 5694443]
[paragraph, [759.0, 337.0, 338.0, 18.0], shoonya_4s86BY8XGGDQN9, 5694443]
[paragraph, [759.0, 355.0, 338.0, 18.0], shoonya_4s86BY8XGGDQN9, 5694443]
[paragraph, [421.0, 266.0, 335.0, 18.0], qMfcMmuEuI, 5694443]
[paragraph, [421.0, 284.0, 335.0, 18.0], qMfcMmuEuI, 5694443]
[paragraph, [421.0, 302.0, 335.0, 18.0], qMfcMmuEuI, 5694443]
[paragraph, [421.0, 320.0, 335.0, 18.0], qMfcMmuEuI, 5694443]
[paragraph, [82.0, 271.0, 330.0, 18.0], shoonya_1sAYKLQL35I1Q2, 5694443]
[paragraph, [82.0, 289.0, 330.0, 18.0], shoonya_1sAYKLQL35I1Q2, 5694443]
[paragraph, [82.0, 307.0, 330.0, 18.0], shoonya_1sAYKLQL35I1Q2, 5694443]
[paragraph, [82.0, 325.0, 330.0, 18.0], shoonya_1sAYKLQL35I1Q2, 5694443]
[paragraph, [82.0, 343.0, 330.0, 18.0], shoonya_1sAYKLQL35I1Q2, 5694443]
[paragraph, [82.0, 361.0, 330.0, 18.0], shoonya_1sAYKLQL35I1Q2, 5694443]
[paragraph, [82.0, 379.0, 330.0, 18.0], shoonya_1sAYKLQL35I1Q2, 5694443]
[paragraph, [82.0, 397.0, 330.0, 18.0], shoonya_1sAYKLQL35I1Q2, 5694443]
[paragraph, [82.0, 415.0, 330.0, 18.0], shoonya_1sAYKLQL35I1Q2, 5694443]
[paragraph, [82.0, 433.0, 330.0, 18.0], shoonya_1sAYKLQL35I1Q2, 5694443]
[paragraph, [416.0, 354.0, 339.0, 18.0], JHSYBaxiYJ, 5694443]
[paragraph, [416.0, 372.0, 339.0, 18.0], JHSYBaxiYJ, 5694443]
[paragraph, [416.0, 390.0, 339.0, 18.0], JHSYBaxiYJ, 5694443]
[paragraph, [416.0, 408.0, 339.0, 18.0], JHSYBaxiYJ, 5694443]
[paragraph, [416.0, 426.0, 339.0, 18.0], JHSYBaxiYJ, 5694443]
[paragraph, [416.0, 444.0, 339.0, 18.0], JHSYBaxiYJ, 5694443]
[paragraph, [416.0, 462.0, 339.0, 18.0], JHSYBaxiYJ, 5694443]
[paragraph, [416.0, 480.0, 339.0, 18.0], JHSYBaxiYJ, 5694443]
[paragraph, [416.0, 498.0, 339.0, 18.0], JHSYBaxiYJ, 5694443]
[paragraph, [757.0, 382.0, 341.0, 18.0], vRZISgc8Cz, 5694443]
[paragraph, [757.0, 400.0, 341.0, 18.0], vRZISgc8Cz, 5694443]
[paragraph, [757.0, 418.0, 341.0, 18.0], vRZISgc8Cz, 5694443]
[paragraph, [757.0, 436.0, 341.0, 18.0], vRZISgc8Cz, 5694443]
[paragraph, [77.0, 461.0, 333.0, 18.0], 8xK8DHUYjz, 5694443]
[paragraph, [77.0, 479.0, 333.0, 18.0], 8xK8DHUYjz, 5694443]
[paragraph, [77.0, 497.0, 333.0, 18.0], 8xK8DHUYjz, 5694443]
[paragraph, [77.0, 515.0, 333.0, 18.0], 8xK8DHUYjz, 5694443]
[paragraph, [77.0, 533.0, 333.0, 18.0], 8xK8DHUYjz, 5694443]
[paragraph, [77.0, 551.0, 333.0, 18.0], 8xK8DHUYjz, 5694443]
[paragraph, [77.0, 569.0, 333.0, 18.0], 8xK8DHUYjz, 5694443]
[paragraph, [77.0, 587.0, 333.0, 18.0], 8xK8DHUYjz, 5694443]
[paragraph, [77.0, 605.0, 333.0, 18.0], 8xK8DHUYjz, 5694443]
[paragraph, [77.0, 623.0, 333.0, 18.0], 8xK8DHUYjz, 5694443]
[paragraph, [77.0, 641.0, 333.0, 18.0], 8xK8DHUYjz, 5694443]
[paragraph, [77.0, 659.0, 333.0, 18.0], 8xK8DHUYjz, 5694443]
[paragraph, [77.0, 677.0, 333.0, 18.0], 8xK8DHUYjz, 5694443]
[paragraph, [77.0, 695.0, 333.0, 18.0], 8xK8DHUYjz, 5694443]
[paragraph, [77.0, 713.0, 333.0, 18.0], 8xK8DHUYjz, 5694443]
[paragraph, [77.0, 731.0, 333.0, 18.0], 8xK8DHUYjz, 5694443]
[paragraph, [77.0, 749.0, 333.0, 18.0], 8xK8DHUYjz, 5694443]
[paragraph, [77.0, 767.0, 333.0, 18.0], 8xK8DHUYjz, 5694443]
[paragraph, [77.0, 785.0, 333.0, 18.0], 8xK8DHUYjz, 5694443]
[paragraph, [77.0, 803.0, 333.0, 18.0], 8xK8DHUYjz, 5694443]
[paragraph, [77.0, 821.0, 333.0, 18.0], 8xK8DHUYjz, 5694443]
[paragraph, [757.0, 467.0, 344.0, 18.0], M2yPepoX2j, 5694443]
[paragraph, [757.0, 485.0, 344.0, 18.0], M2yPepoX2j, 5694443]
[paragraph, [757.0, 503.0, 344.0, 18.0], M2yPepoX2j, 5694443]
[paragraph, [757.0, 521.0, 344.0, 18.0], M2yPepoX2j, 5694443]
[paragraph, [757.0, 539.0, 344.0, 18.0], M2yPepoX2j, 5694443]
[paragraph, [757.0, 557.0, 344.0, 18.0], M2yPepoX2j, 5694443]
[paragraph, [417.0, 521.0, 336.0, 18.0], shoonya_3sZY5ZU1AY0MCB, 5694443]
[paragraph, [417.0, 539.0, 336.0, 18.0], shoonya_3sZY5ZU1AY0MCB, 5694443]
[paragraph, [417.0, 557.0, 336.0, 18.0], shoonya_3sZY5ZU1AY0MCB, 5694443]
[paragraph, [417.0, 575.0, 336.0, 18.0], shoonya_3sZY5ZU1AY0MCB, 5694443]
[paragraph, [417.0, 593.0, 336.0, 18.0], shoonya_3sZY5ZU1AY0MCB, 5694443]
[paragraph, [417.0, 611.0, 336.0, 18.0], shoonya_3sZY5ZU1AY0MCB, 5694443]
[paragraph, [417.0, 629.0, 336.0, 18.0], shoonya_3sZY5ZU1AY0MCB, 5694443]
[paragraph, [417.0, 647.0, 336.0, 18.0], shoonya_3sZY5ZU1AY0MCB, 5694443]
[paragraph, [417.0, 665.0, 336.0, 18.0], shoonya_3sZY5ZU1AY0MCB, 5694443]
[paragraph, [417.0, 683.0, 336.0, 18.0], shoonya_3sZY5ZU1AY0MCB, 5694443]
[paragraph, [417.0, 701.0, 336.0, 18.0], shoonya_3sZY5ZU1AY0MCB, 5694443]
[paragraph, [417.0, 719.0, 336.0, 18.0], shoonya_3sZY5ZU1AY0MCB, 5694443]
[paragraph, [417.0, 737.0, 336.0, 18.0], shoonya_3sZY5ZU1AY0MCB, 5694443]
[paragraph, [417.0, 755.0, 336.0, 18.0], shoonya_3sZY5ZU1AY0MCB, 5694443]
[paragraph, [417.0, 773.0, 336.0, 18.0], shoonya_3sZY5ZU1AY0MCB, 5694443]
[paragraph, [417.0, 791.0, 336.0, 18.0], shoonya_3sZY5ZU1AY0MCB, 5694443]
[paragraph, [417.0, 809.0, 336.0, 18.0], shoonya_3sZY5ZU1AY0MCB, 5694443]
[paragraph, [417.0, 827.0, 336.0, 18.0], shoonya_3sZY5ZU1AY0MCB, 5694443]
