[842, 595]
[website-link, [217.0, 21.0, 150.0, 18.0], RstizjrDXa, 5739706]
[paragraph, [299.0, 113.0, 223.0, 18.0], MZrhPo3gvE, 5739706]
[paragraph, [299.0, 131.0, 223.0, 18.0], MZrhPo3gvE, 5739706]
[paragraph, [299.0, 149.0, 223.0, 18.0], MZrhPo3gvE, 5739706]
[paragraph, [299.0, 167.0, 223.0, 18.0], MZrhPo3gvE, 5739706]
[paragraph, [299.0, 185.0, 223.0, 18.0], MZrhPo3gvE, 5739706]
[paragraph, [299.0, 203.0, 223.0, 18.0], MZrhPo3gvE, 5739706]
[paragraph, [299.0, 221.0, 223.0, 18.0], MZrhPo3gvE, 5739706]
[paragraph, [299.0, 239.0, 223.0, 18.0], MZrhPo3gvE, 5739706]
[paragraph, [299.0, 257.0, 223.0, 18.0], MZrhPo3gvE, 5739706]
[paragraph, [299.0, 275.0, 223.0, 18.0], MZrhPo3gvE, 5739706]
[paragraph, [299.0, 293.0, 223.0, 18.0], MZrhPo3gvE, 5739706]
[paragraph, [299.0, 311.0, 223.0, 18.0], MZrhPo3gvE, 5739706]
[paragraph, [127.0, 115.0, 171.0, 18.0], shoonya_0sVC9YFC18MBE6, 5739706]
[paragraph, [127.0, 133.0, 171.0, 18.0], shoonya_0sVC9YFC18MBE6, 5739706]
[paragraph, [127.0, 151.0, 171.0, 18.0], shoonya_0sVC9YFC18MBE6, 5739706]
[paragraph, [127.0, 169.0, 171.0, 18.0], shoonya_0sVC9YFC18MBE6, 5739706]
[paragraph, [127.0, 187.0, 171.0, 18.0], shoonya_0sVC9YFC18MBE6, 5739706]
[paragraph, [127.0, 205.0, 171.0, 18.0], shoonya_0sVC9YFC18MBE6, 5739706]
[paragraph, [127.0, 223.0, 171.0, 18.0], shoonya_0sVC9YFC18MBE6, 5739706]
[paragraph, [127.0, 241.0, 171.0, 18.0], shoonya_0sVC9YFC18MBE6, 5739706]
[paragraph, [127.0, 259.0, 171.0, 18.0], shoonya_0sVC9YFC18MBE6, 5739706]
[paragraph, [127.0, 277.0, 171.0, 18.0], shoonya_0sVC9YFC18MBE6, 5739706]
[paragraph, [127.0, 295.0, 171.0, 18.0], shoonya_0sVC9YFC18MBE6, 5739706]
[paragraph, [127.0, 313.0, 171.0, 18.0], shoonya_0sVC9YFC18MBE6, 5739706]
[paragraph, [127.0, 331.0, 171.0, 18.0], shoonya_0sVC9YFC18MBE6, 5739706]
[paragraph, [301.0, 346.0, 221.0, 18.0], 5Pjj5BHCwz, 5739706]
[paragraph, [301.0, 364.0, 221.0, 18.0], 5Pjj5BHCwz, 5739706]
[paragraph, [301.0, 382.0, 221.0, 18.0], 5Pjj5BHCwz, 5739706]
[paragraph, [77.0, 365.0, 219.0, 18.0], YOJoYH1Eew, 5739706]
[paragraph, [77.0, 383.0, 219.0, 18.0], YOJoYH1Eew, 5739706]
[paragraph, [77.0, 401.0, 219.0, 18.0], YOJoYH1Eew, 5739706]
[paragraph, [77.0, 419.0, 219.0, 18.0], YOJoYH1Eew, 5739706]
[paragraph, [77.0, 437.0, 219.0, 18.0], YOJoYH1Eew, 5739706]
[paragraph, [77.0, 455.0, 219.0, 18.0], YOJoYH1Eew, 5739706]
[paragraph, [77.0, 473.0, 219.0, 18.0], YOJoYH1Eew, 5739706]
[paragraph, [77.0, 491.0, 219.0, 18.0], YOJoYH1Eew, 5739706]
[paragraph, [302.0, 419.0, 221.0, 18.0], _GKwgj-Ol0, 5739706]
[paragraph, [302.0, 437.0, 221.0, 18.0], _GKwgj-Ol0, 5739706]
[paragraph, [302.0, 455.0, 221.0, 18.0], _GKwgj-Ol0, 5739706]
[paragraph, [302.0, 473.0, 221.0, 18.0], _GKwgj-Ol0, 5739706]
[paragraph, [302.0, 491.0, 221.0, 18.0], _GKwgj-Ol0, 5739706]
[paragraph, [302.0, 509.0, 221.0, 18.0], _GKwgj-Ol0, 5739706]
[paragraph, [302.0, 527.0, 221.0, 18.0], _GKwgj-Ol0, 5739706]
[paragraph, [302.0, 545.0, 221.0, 18.0], _GKwgj-Ol0, 5739706]
[paragraph, [302.0, 563.0, 221.0, 18.0], _GKwgj-Ol0, 5739706]
[paragraph, [129.0, 523.0, 165.0, 18.0], 2KTZsKc7T8, 5739706]
[paragraph, [129.0, 541.0, 165.0, 18.0], 2KTZsKc7T8, 5739706]
[paragraph, [129.0, 559.0, 165.0, 18.0], 2KTZsKc7T8, 5739706]
[paragraph, [129.0, 577.0, 165.0, 18.0], 2KTZsKc7T8, 5739706]
[paragraph, [129.0, 595.0, 165.0, 18.0], 2KTZsKc7T8, 5739706]
[paragraph, [129.0, 613.0, 165.0, 18.0], 2KTZsKc7T8, 5739706]
[paragraph, [129.0, 631.0, 165.0, 18.0], 2KTZsKc7T8, 5739706]
[paragraph, [359.0, 584.0, 166.0, 18.0], 48AQiJXN9e, 5739706]
[paragraph, [359.0, 602.0, 166.0, 18.0], 48AQiJXN9e, 5739706]
[paragraph, [359.0, 620.0, 166.0, 18.0], 48AQiJXN9e, 5739706]
[paragraph, [359.0, 638.0, 166.0, 18.0], 48AQiJXN9e, 5739706]
[paragraph, [359.0, 656.0, 166.0, 18.0], 48AQiJXN9e, 5739706]
[paragraph, [359.0, 674.0, 166.0, 18.0], 48AQiJXN9e, 5739706]
[paragraph, [359.0, 692.0, 166.0, 18.0], 48AQiJXN9e, 5739706]
[paragraph, [75.0, 657.0, 221.0, 18.0], shoonya_2s70OXYR1FOEUJ, 5739706]
[paragraph, [75.0, 675.0, 221.0, 18.0], shoonya_2s70OXYR1FOEUJ, 5739706]
[paragraph, [75.0, 693.0, 221.0, 18.0], shoonya_2s70OXYR1FOEUJ, 5739706]
[website-link, [226.0, 800.0, 140.0, 18.0], _I6L8EPX1B, 5739706]
