[3509, 2480]
[paragraph, [358.0, 337.0, 1759.0, 52.5], shoonya_2sZA55MT437HMD, 5723785]
[paragraph, [358.0, 389.5, 1759.0, 52.5], shoonya_2sZA55MT437HMD, 5723785]
[paragraph, [358.0, 442.0, 1759.0, 52.5], shoonya_2sZA55MT437HMD, 5723785]
[paragraph, [358.0, 494.5, 1759.0, 52.5], shoonya_2sZA55MT437HMD, 5723785]
[paragraph, [358.0, 547.0, 1759.0, 52.5], shoonya_2sZA55MT437HMD, 5723785]
[paragraph, [362.0, 646.0, 1776.0, 52.5], OhyYxso_Tk, 5723785]
[paragraph, [362.0, 698.5, 1776.0, 52.5], OhyYxso_Tk, 5723785]
[paragraph, [362.0, 751.0, 1776.0, 52.5], OhyYxso_Tk, 5723785]
[paragraph, [362.0, 803.5, 1776.0, 52.5], OhyYxso_Tk, 5723785]
[paragraph, [362.0, 856.0, 1776.0, 52.5], OhyYxso_Tk, 5723785]
[paragraph, [362.0, 908.5, 1776.0, 52.5], OhyYxso_Tk, 5723785]
[paragraph, [362.0, 961.0, 1776.0, 52.5], OhyYxso_Tk, 5723785]
[paragraph, [362.0, 1013.5, 1776.0, 52.5], OhyYxso_Tk, 5723785]
[paragraph, [362.0, 1066.0, 1776.0, 52.5], OhyYxso_Tk, 5723785]
[paragraph, [362.0, 1118.5, 1776.0, 52.5], OhyYxso_Tk, 5723785]
[paragraph, [362.0, 1171.0, 1776.0, 52.5], OhyYxso_Tk, 5723785]
[paragraph, [362.0, 1223.5, 1776.0, 52.5], OhyYxso_Tk, 5723785]
[paragraph, [362.0, 1276.0, 1776.0, 52.5], OhyYxso_Tk, 5723785]
[paragraph, [362.0, 1328.5, 1776.0, 52.5], OhyYxso_Tk, 5723785]
[paragraph, [362.0, 1381.0, 1776.0, 52.5], OhyYxso_Tk, 5723785]
[paragraph, [362.0, 1433.5, 1776.0, 52.5], OhyYxso_Tk, 5723785]
[paragraph, [362.0, 1486.0, 1776.0, 52.5], OhyYxso_Tk, 5723785]
[paragraph, [362.0, 1538.5, 1776.0, 52.5], OhyYxso_Tk, 5723785]
[paragraph, [362.0, 1591.0, 1776.0, 52.5], OhyYxso_Tk, 5723785]
[paragraph, [362.0, 1643.5, 1776.0, 52.5], OhyYxso_Tk, 5723785]
[paragraph, [352.0, 1781.0, 1779.0, 52.5], shoonya_0s807E67WEMM6Y, 5723785]
[paragraph, [352.0, 1833.5, 1779.0, 52.5], shoonya_0s807E67WEMM6Y, 5723785]
[paragraph, [352.0, 1886.0, 1779.0, 52.5], shoonya_0s807E67WEMM6Y, 5723785]
[paragraph, [352.0, 1938.5, 1779.0, 52.5], shoonya_0s807E67WEMM6Y, 5723785]
[paragraph, [352.0, 1991.0, 1779.0, 52.5], shoonya_0s807E67WEMM6Y, 5723785]
[paragraph, [352.0, 2043.5, 1779.0, 52.5], shoonya_0s807E67WEMM6Y, 5723785]
[paragraph, [352.0, 2096.0, 1779.0, 52.5], shoonya_0s807E67WEMM6Y, 5723785]
[paragraph, [352.0, 2148.5, 1779.0, 52.5], shoonya_0s807E67WEMM6Y, 5723785]
[paragraph, [352.0, 2201.0, 1779.0, 52.5], shoonya_0s807E67WEMM6Y, 5723785]
[paragraph, [352.0, 2253.5, 1779.0, 52.5], shoonya_0s807E67WEMM6Y, 5723785]
[paragraph, [352.0, 2306.0, 1779.0, 52.5], shoonya_0s807E67WEMM6Y, 5723785]
[paragraph, [352.0, 2358.5, 1779.0, 52.5], shoonya_0s807E67WEMM6Y, 5723785]
[paragraph, [352.0, 2411.0, 1779.0, 52.5], shoonya_0s807E67WEMM6Y, 5723785]
[paragraph, [352.0, 2463.5, 1779.0, 52.5], shoonya_0s807E67WEMM6Y, 5723785]
[paragraph, [352.0, 2516.0, 1779.0, 52.5], shoonya_0s807E67WEMM6Y, 5723785]
[paragraph, [352.0, 2568.5, 1779.0, 52.5], shoonya_0s807E67WEMM6Y, 5723785]
[paragraph, [352.0, 2621.0, 1779.0, 52.5], shoonya_0s807E67WEMM6Y, 5723785]
[paragraph, [352.0, 2673.5, 1779.0, 52.5], shoonya_0s807E67WEMM6Y, 5723785]
[paragraph, [352.0, 2726.0, 1779.0, 52.5], shoonya_0s807E67WEMM6Y, 5723785]
[paragraph, [352.0, 2778.5, 1779.0, 52.5], shoonya_0s807E67WEMM6Y, 5723785]
[paragraph, [352.0, 2831.0, 1779.0, 52.5], shoonya_0s807E67WEMM6Y, 5723785]
[paragraph, [352.0, 2883.5, 1779.0, 52.5], shoonya_0s807E67WEMM6Y, 5723785]
[paragraph, [352.0, 2936.0, 1779.0, 52.5], shoonya_0s807E67WEMM6Y, 5723785]
[paragraph, [352.0, 2988.5, 1779.0, 52.5], shoonya_0s807E67WEMM6Y, 5723785]
[paragraph, [352.0, 3041.0, 1779.0, 52.5], shoonya_0s807E67WEMM6Y, 5723785]
