[1736, 1323]
[headline, [744.0, 246.0, 458.0, 37.5], 3oOyCRK10v, 5771580]
[headline, [744.0, 283.5, 458.0, 37.5], 3oOyCRK10v, 5771580]
[headline, [744.0, 321.0, 458.0, 37.5], 3oOyCRK10v, 5771580]
[headline, [744.0, 358.5, 458.0, 37.5], 3oOyCRK10v, 5771580]
[headline, [744.0, 396.0, 458.0, 37.5], 3oOyCRK10v, 5771580]
[headline, [744.0, 433.5, 458.0, 37.5], 3oOyCRK10v, 5771580]
[paragraph, [661.0, 596.0, 539.0, 36.0], Uax2T1mdo7, 5771580]
[paragraph, [661.0, 632.0, 539.0, 36.0], Uax2T1mdo7, 5771580]
[paragraph, [661.0, 668.0, 539.0, 36.0], Uax2T1mdo7, 5771580]
[paragraph, [661.0, 704.0, 539.0, 36.0], Uax2T1mdo7, 5771580]
[paragraph, [117.0, 611.0, 543.0, 36.0], shoonya_13sSNISM7T54ZK, 5771580]
[paragraph, [117.0, 647.0, 543.0, 36.0], shoonya_13sSNISM7T54ZK, 5771580]
[paragraph, [117.0, 683.0, 543.0, 36.0], shoonya_13sSNISM7T54ZK, 5771580]
[paragraph, [117.0, 719.0, 543.0, 36.0], shoonya_13sSNISM7T54ZK, 5771580]
[paragraph, [117.0, 755.0, 543.0, 36.0], shoonya_13sSNISM7T54ZK, 5771580]
[paragraph, [117.0, 791.0, 543.0, 36.0], shoonya_13sSNISM7T54ZK, 5771580]
[paragraph, [117.0, 827.0, 543.0, 36.0], shoonya_13sSNISM7T54ZK, 5771580]
[paragraph, [117.0, 863.0, 543.0, 36.0], shoonya_13sSNISM7T54ZK, 5771580]
[paragraph, [117.0, 899.0, 543.0, 36.0], shoonya_13sSNISM7T54ZK, 5771580]
[paragraph, [663.0, 757.0, 549.0, 36.0], MDQafb8_bB, 5771580]
[paragraph, [663.0, 793.0, 549.0, 36.0], MDQafb8_bB, 5771580]
[paragraph, [663.0, 829.0, 549.0, 36.0], MDQafb8_bB, 5771580]
[paragraph, [663.0, 865.0, 549.0, 36.0], MDQafb8_bB, 5771580]
[paragraph, [663.0, 901.0, 549.0, 36.0], MDQafb8_bB, 5771580]
[paragraph, [663.0, 937.0, 549.0, 36.0], MDQafb8_bB, 5771580]
[paragraph, [663.0, 973.0, 549.0, 36.0], MDQafb8_bB, 5771580]
[paragraph, [663.0, 1009.0, 549.0, 36.0], MDQafb8_bB, 5771580]
[paragraph, [120.0, 970.0, 537.0, 36.0], q35yLNG7ta, 5771580]
[paragraph, [120.0, 1006.0, 537.0, 36.0], q35yLNG7ta, 5771580]
[paragraph, [120.0, 1042.0, 537.0, 36.0], q35yLNG7ta, 5771580]
[paragraph, [120.0, 1078.0, 537.0, 36.0], q35yLNG7ta, 5771580]
[paragraph, [120.0, 1114.0, 537.0, 36.0], q35yLNG7ta, 5771580]
[paragraph, [120.0, 1150.0, 537.0, 36.0], q35yLNG7ta, 5771580]
[paragraph, [120.0, 1186.0, 537.0, 36.0], q35yLNG7ta, 5771580]
[paragraph, [120.0, 1222.0, 537.0, 36.0], q35yLNG7ta, 5771580]
[paragraph, [658.0, 1074.0, 549.0, 36.0], FJE1rJy3Hd, 5771580]
[paragraph, [658.0, 1110.0, 549.0, 36.0], FJE1rJy3Hd, 5771580]
[paragraph, [658.0, 1146.0, 549.0, 36.0], FJE1rJy3Hd, 5771580]
[paragraph, [658.0, 1182.0, 549.0, 36.0], FJE1rJy3Hd, 5771580]
[paragraph, [658.0, 1218.0, 549.0, 36.0], FJE1rJy3Hd, 5771580]
[paragraph, [658.0, 1254.0, 549.0, 36.0], FJE1rJy3Hd, 5771580]
[paragraph, [658.0, 1290.0, 549.0, 36.0], FJE1rJy3Hd, 5771580]
[paragraph, [658.0, 1326.0, 549.0, 36.0], FJE1rJy3Hd, 5771580]
[paragraph, [658.0, 1362.0, 549.0, 36.0], FJE1rJy3Hd, 5771580]
[paragraph, [658.0, 1398.0, 549.0, 36.0], FJE1rJy3Hd, 5771580]
[paragraph, [658.0, 1434.0, 549.0, 36.0], FJE1rJy3Hd, 5771580]
[paragraph, [107.0, 1284.0, 547.0, 36.0], hxUiICEynN, 5771580]
[paragraph, [107.0, 1320.0, 547.0, 36.0], hxUiICEynN, 5771580]
[paragraph, [107.0, 1356.0, 547.0, 36.0], hxUiICEynN, 5771580]
[paragraph, [107.0, 1392.0, 547.0, 36.0], hxUiICEynN, 5771580]
[paragraph, [107.0, 1428.0, 547.0, 36.0], hxUiICEynN, 5771580]
[paragraph, [107.0, 1464.0, 547.0, 36.0], hxUiICEynN, 5771580]
[paragraph, [107.0, 1500.0, 547.0, 36.0], hxUiICEynN, 5771580]
[paragraph, [661.0, 1488.0, 547.0, 36.0], i2IAjAot6V, 5771580]
[paragraph, [661.0, 1524.0, 547.0, 36.0], i2IAjAot6V, 5771580]
[folio, [573.0, 1565.0, 193.0, 36.0], 9v2ReKtGH3, 5771580]
[folio, [67.0, 1691.0, 191.0, 36.0], 9BZGe03_R_, 5771580]
