[1162, 749]
[folio, [291.0, 77.0, 143.0, 18.0], kA3WDNzHUU, 5699868]
[paragraph, [80.0, 120.0, 594.0, 18.0], shoonya_0sXCYG9I3Q08BY, 5699868]
[paragraph, [80.0, 138.0, 594.0, 18.0], shoonya_0sXCYG9I3Q08BY, 5699868]
[paragraph, [80.0, 156.0, 594.0, 18.0], shoonya_0sXCYG9I3Q08BY, 5699868]
[paragraph, [80.0, 174.0, 594.0, 18.0], shoonya_0sXCYG9I3Q08BY, 5699868]
[paragraph, [80.0, 192.0, 594.0, 18.0], shoonya_0sXCYG9I3Q08BY, 5699868]
[paragraph, [80.0, 210.0, 594.0, 18.0], shoonya_0sXCYG9I3Q08BY, 5699868]
[paragraph, [80.0, 228.0, 594.0, 18.0], shoonya_0sXCYG9I3Q08BY, 5699868]
[paragraph, [80.0, 246.0, 594.0, 18.0], shoonya_0sXCYG9I3Q08BY, 5699868]
[paragraph, [80.0, 264.0, 594.0, 18.0], shoonya_0sXCYG9I3Q08BY, 5699868]
[paragraph, [80.0, 282.0, 594.0, 18.0], shoonya_0sXCYG9I3Q08BY, 5699868]
[paragraph, [80.0, 300.0, 594.0, 18.0], shoonya_0sXCYG9I3Q08BY, 5699868]
[paragraph, [80.0, 318.0, 594.0, 18.0], shoonya_0sXCYG9I3Q08BY, 5699868]
[paragraph, [80.0, 336.0, 594.0, 18.0], shoonya_0sXCYG9I3Q08BY, 5699868]
[paragraph, [80.0, 354.0, 594.0, 18.0], shoonya_0sXCYG9I3Q08BY, 5699868]
[paragraph, [80.0, 372.0, 594.0, 18.0], shoonya_0sXCYG9I3Q08BY, 5699868]
[paragraph, [80.0, 390.0, 594.0, 18.0], shoonya_0sXCYG9I3Q08BY, 5699868]
[paragraph, [80.0, 408.0, 594.0, 18.0], shoonya_0sXCYG9I3Q08BY, 5699868]
[paragraph, [80.0, 426.0, 594.0, 18.0], shoonya_0sXCYG9I3Q08BY, 5699868]
[paragraph, [80.0, 444.0, 594.0, 18.0], shoonya_0sXCYG9I3Q08BY, 5699868]
[paragraph, [80.0, 462.0, 594.0, 18.0], shoonya_0sXCYG9I3Q08BY, 5699868]
[paragraph, [80.0, 480.0, 594.0, 18.0], shoonya_0sXCYG9I3Q08BY, 5699868]
[paragraph, [80.0, 498.0, 594.0, 18.0], shoonya_0sXCYG9I3Q08BY, 5699868]
[paragraph, [81.0, 539.0, 592.0, 18.0], shoonya_1s0KWDMUY4RA8B, 5699868]
[paragraph, [81.0, 557.0, 592.0, 18.0], shoonya_1s0KWDMUY4RA8B, 5699868]
[paragraph, [81.0, 575.0, 592.0, 18.0], shoonya_1s0KWDMUY4RA8B, 5699868]
[paragraph, [81.0, 593.0, 592.0, 18.0], shoonya_1s0KWDMUY4RA8B, 5699868]
[paragraph, [81.0, 611.0, 592.0, 18.0], shoonya_1s0KWDMUY4RA8B, 5699868]
[paragraph, [81.0, 629.0, 592.0, 18.0], shoonya_1s0KWDMUY4RA8B, 5699868]
[paragraph, [81.0, 647.0, 592.0, 18.0], shoonya_1s0KWDMUY4RA8B, 5699868]
[paragraph, [81.0, 665.0, 592.0, 18.0], shoonya_1s0KWDMUY4RA8B, 5699868]
[paragraph, [81.0, 683.0, 592.0, 18.0], shoonya_1s0KWDMUY4RA8B, 5699868]
[paragraph, [81.0, 701.0, 592.0, 18.0], shoonya_1s0KWDMUY4RA8B, 5699868]
[paragraph, [81.0, 719.0, 592.0, 18.0], shoonya_1s0KWDMUY4RA8B, 5699868]
[paragraph, [81.0, 737.0, 592.0, 18.0], shoonya_1s0KWDMUY4RA8B, 5699868]
[paragraph, [81.0, 755.0, 592.0, 18.0], shoonya_1s0KWDMUY4RA8B, 5699868]
[paragraph, [81.0, 773.0, 592.0, 18.0], shoonya_1s0KWDMUY4RA8B, 5699868]
[paragraph, [81.0, 791.0, 592.0, 18.0], shoonya_1s0KWDMUY4RA8B, 5699868]
[paragraph, [81.0, 809.0, 592.0, 18.0], shoonya_1s0KWDMUY4RA8B, 5699868]
[paragraph, [81.0, 827.0, 592.0, 18.0], shoonya_1s0KWDMUY4RA8B, 5699868]
[paragraph, [81.0, 845.0, 592.0, 18.0], shoonya_1s0KWDMUY4RA8B, 5699868]
[paragraph, [81.0, 863.0, 592.0, 18.0], shoonya_1s0KWDMUY4RA8B, 5699868]
[paragraph, [81.0, 881.0, 592.0, 18.0], shoonya_1s0KWDMUY4RA8B, 5699868]
[paragraph, [81.0, 899.0, 592.0, 18.0], shoonya_1s0KWDMUY4RA8B, 5699868]
[paragraph, [81.0, 917.0, 592.0, 18.0], shoonya_1s0KWDMUY4RA8B, 5699868]
[paragraph, [81.0, 935.0, 592.0, 18.0], shoonya_1s0KWDMUY4RA8B, 5699868]
[paragraph, [81.0, 953.0, 592.0, 18.0], shoonya_1s0KWDMUY4RA8B, 5699868]
[paragraph, [81.0, 971.0, 592.0, 18.0], shoonya_1s0KWDMUY4RA8B, 5699868]
[paragraph, [81.0, 989.0, 592.0, 18.0], shoonya_1s0KWDMUY4RA8B, 5699868]
[paragraph, [81.0, 1007.0, 592.0, 18.0], shoonya_1s0KWDMUY4RA8B, 5699868]
[footnote, [145.0, 1059.0, 423.0, 18.0], shoonya_2s3D8JM1QRP2P3, 5699868]
