[3968, 2806]
[paragraph, [174.0, 193.0, 1216.0, 52.5], shoonya_7s6SA3JVOKWQE7, 5684007]
[paragraph, [174.0, 245.5, 1216.0, 52.5], shoonya_7s6SA3JVOKWQE7, 5684007]
[paragraph, [174.0, 298.0, 1216.0, 52.5], shoonya_7s6SA3JVOKWQE7, 5684007]
[paragraph, [174.0, 350.5, 1216.0, 52.5], shoonya_7s6SA3JVOKWQE7, 5684007]
[paragraph, [174.0, 403.0, 1216.0, 52.5], shoonya_7s6SA3JVOKWQE7, 5684007]
[paragraph, [174.0, 455.5, 1216.0, 52.5], shoonya_7s6SA3JVOKWQE7, 5684007]
[paragraph, [174.0, 508.0, 1216.0, 52.5], shoonya_7s6SA3JVOKWQE7, 5684007]
[paragraph, [174.0, 560.5, 1216.0, 52.5], shoonya_7s6SA3JVOKWQE7, 5684007]
[paragraph, [174.0, 613.0, 1216.0, 52.5], shoonya_7s6SA3JVOKWQE7, 5684007]
[paragraph, [1416.0, 205.0, 1205.0, 52.5], shoonya_8sENKM86NIFGUQ, 5684007]
[paragraph, [1416.0, 257.5, 1205.0, 52.5], shoonya_8sENKM86NIFGUQ, 5684007]
[paragraph, [1416.0, 310.0, 1205.0, 52.5], shoonya_8sENKM86NIFGUQ, 5684007]
[paragraph, [1416.0, 362.5, 1205.0, 52.5], shoonya_8sENKM86NIFGUQ, 5684007]
[paragraph, [1414.0, 453.0, 1223.0, 52.5], shoonya_2s8SLZ9EHGH883, 5684007]
[paragraph, [1414.0, 505.5, 1223.0, 52.5], shoonya_2s8SLZ9EHGH883, 5684007]
[paragraph, [1414.0, 558.0, 1223.0, 52.5], shoonya_2s8SLZ9EHGH883, 5684007]
[paragraph, [1414.0, 610.5, 1223.0, 52.5], shoonya_2s8SLZ9EHGH883, 5684007]
[paragraph, [1414.0, 663.0, 1223.0, 52.5], shoonya_2s8SLZ9EHGH883, 5684007]
[paragraph, [1414.0, 715.5, 1223.0, 52.5], shoonya_2s8SLZ9EHGH883, 5684007]
[paragraph, [1414.0, 768.0, 1223.0, 52.5], shoonya_2s8SLZ9EHGH883, 5684007]
[paragraph, [1414.0, 820.5, 1223.0, 52.5], shoonya_2s8SLZ9EHGH883, 5684007]
[paragraph, [1414.0, 873.0, 1223.0, 52.5], shoonya_2s8SLZ9EHGH883, 5684007]
[paragraph, [1414.0, 925.5, 1223.0, 52.5], shoonya_2s8SLZ9EHGH883, 5684007]
[paragraph, [1414.0, 978.0, 1223.0, 52.5], shoonya_2s8SLZ9EHGH883, 5684007]
[paragraph, [1414.0, 1030.5, 1223.0, 52.5], shoonya_2s8SLZ9EHGH883, 5684007]
[paragraph, [1414.0, 1083.0, 1223.0, 52.5], shoonya_2s8SLZ9EHGH883, 5684007]
[paragraph, [1414.0, 1135.5, 1223.0, 52.5], shoonya_2s8SLZ9EHGH883, 5684007]
[paragraph, [1414.0, 1188.0, 1223.0, 52.5], shoonya_2s8SLZ9EHGH883, 5684007]
[paragraph, [1414.0, 1240.5, 1223.0, 52.5], shoonya_2s8SLZ9EHGH883, 5684007]
[paragraph, [1414.0, 1293.0, 1223.0, 52.5], shoonya_2s8SLZ9EHGH883, 5684007]
[paragraph, [1414.0, 1345.5, 1223.0, 52.5], shoonya_2s8SLZ9EHGH883, 5684007]
[paragraph, [1414.0, 1398.0, 1223.0, 52.5], shoonya_2s8SLZ9EHGH883, 5684007]
[paragraph, [1414.0, 1450.5, 1223.0, 52.5], shoonya_2s8SLZ9EHGH883, 5684007]
[paragraph, [1414.0, 1503.0, 1223.0, 52.5], shoonya_2s8SLZ9EHGH883, 5684007]
[paragraph, [1414.0, 1555.5, 1223.0, 52.5], shoonya_2s8SLZ9EHGH883, 5684007]
[paragraph, [1414.0, 1608.0, 1223.0, 52.5], shoonya_2s8SLZ9EHGH883, 5684007]
[paragraph, [1414.0, 1660.5, 1223.0, 52.5], shoonya_2s8SLZ9EHGH883, 5684007]
[paragraph, [1414.0, 1713.0, 1223.0, 52.5], shoonya_2s8SLZ9EHGH883, 5684007]
[paragraph, [167.0, 711.0, 1227.0, 52.5], shoonya_3s9E3EN7Q120MV, 5684007]
[paragraph, [167.0, 763.5, 1227.0, 52.5], shoonya_3s9E3EN7Q120MV, 5684007]
[paragraph, [167.0, 816.0, 1227.0, 52.5], shoonya_3s9E3EN7Q120MV, 5684007]
[paragraph, [167.0, 868.5, 1227.0, 52.5], shoonya_3s9E3EN7Q120MV, 5684007]
[paragraph, [167.0, 921.0, 1227.0, 52.5], shoonya_3s9E3EN7Q120MV, 5684007]
[paragraph, [167.0, 973.5, 1227.0, 52.5], shoonya_3s9E3EN7Q120MV, 5684007]
[paragraph, [167.0, 1026.0, 1227.0, 52.5], shoonya_3s9E3EN7Q120MV, 5684007]
[paragraph, [167.0, 1078.5, 1227.0, 52.5], shoonya_3s9E3EN7Q120MV, 5684007]
[paragraph, [167.0, 1131.0, 1227.0, 52.5], shoonya_3s9E3EN7Q120MV, 5684007]
[paragraph, [167.0, 1183.5, 1227.0, 52.5], shoonya_3s9E3EN7Q120MV, 5684007]
[paragraph, [167.0, 1236.0, 1227.0, 52.5], shoonya_3s9E3EN7Q120MV, 5684007]
[paragraph, [167.0, 1288.5, 1227.0, 52.5], shoonya_3s9E3EN7Q120MV, 5684007]
[paragraph, [167.0, 1341.0, 1227.0, 52.5], shoonya_3s9E3EN7Q120MV, 5684007]
[paragraph, [167.0, 1393.5, 1227.0, 52.5], shoonya_3s9E3EN7Q120MV, 5684007]
[paragraph, [167.0, 1446.0, 1227.0, 52.5], shoonya_3s9E3EN7Q120MV, 5684007]
[paragraph, [167.0, 1498.5, 1227.0, 52.5], shoonya_3s9E3EN7Q120MV, 5684007]
[paragraph, [167.0, 1551.0, 1227.0, 52.5], shoonya_3s9E3EN7Q120MV, 5684007]
[paragraph, [184.0, 1664.0, 1212.0, 52.5], shoonya_0s75C58KF7799N, 5684007]
[paragraph, [184.0, 1716.5, 1212.0, 52.5], shoonya_0s75C58KF7799N, 5684007]
[paragraph, [184.0, 1769.0, 1212.0, 52.5], shoonya_0s75C58KF7799N, 5684007]
[paragraph, [184.0, 1821.5, 1212.0, 52.5], shoonya_0s75C58KF7799N, 5684007]
[paragraph, [184.0, 1874.0, 1212.0, 52.5], shoonya_0s75C58KF7799N, 5684007]
[paragraph, [184.0, 1926.5, 1212.0, 52.5], shoonya_0s75C58KF7799N, 5684007]
[paragraph, [184.0, 1979.0, 1212.0, 52.5], shoonya_0s75C58KF7799N, 5684007]
[paragraph, [184.0, 2031.5, 1212.0, 52.5], shoonya_0s75C58KF7799N, 5684007]
