[2339, 1653]
[folio, [291.0, 210.0, 185.0, 36.0], MLcHwWmfVI, 5655096]
[paragraph, [288.0, 312.0, 1072.0, 36.0], shoonya_2sDOOODU02XOPN, 5655096]
[paragraph, [288.0, 348.0, 1072.0, 36.0], shoonya_2sDOOODU02XOPN, 5655096]
[paragraph, [288.0, 384.0, 1072.0, 36.0], shoonya_2sDOOODU02XOPN, 5655096]
[paragraph, [288.0, 420.0, 1072.0, 36.0], shoonya_2sDOOODU02XOPN, 5655096]
[paragraph, [288.0, 456.0, 1072.0, 36.0], shoonya_2sDOOODU02XOPN, 5655096]
[paragraph, [288.0, 492.0, 1072.0, 36.0], shoonya_2sDOOODU02XOPN, 5655096]
[paragraph, [286.0, 582.0, 1080.0, 36.0], shoonya_1sB7RT4RWJ7NZ4, 5655096]
[paragraph, [286.0, 618.0, 1080.0, 36.0], shoonya_1sB7RT4RWJ7NZ4, 5655096]
[paragraph, [286.0, 654.0, 1080.0, 36.0], shoonya_1sB7RT4RWJ7NZ4, 5655096]
[paragraph, [286.0, 690.0, 1080.0, 36.0], shoonya_1sB7RT4RWJ7NZ4, 5655096]
[paragraph, [286.0, 726.0, 1080.0, 36.0], shoonya_1sB7RT4RWJ7NZ4, 5655096]
[paragraph, [286.0, 762.0, 1080.0, 36.0], shoonya_1sB7RT4RWJ7NZ4, 5655096]
[paragraph, [286.0, 798.0, 1080.0, 36.0], shoonya_1sB7RT4RWJ7NZ4, 5655096]
[paragraph, [286.0, 834.0, 1080.0, 36.0], shoonya_1sB7RT4RWJ7NZ4, 5655096]
[paragraph, [286.0, 870.0, 1080.0, 36.0], shoonya_1sB7RT4RWJ7NZ4, 5655096]
[paragraph, [286.0, 906.0, 1080.0, 36.0], shoonya_1sB7RT4RWJ7NZ4, 5655096]
[paragraph, [286.0, 942.0, 1080.0, 36.0], shoonya_1sB7RT4RWJ7NZ4, 5655096]
[paragraph, [286.0, 1026.0, 1078.0, 36.0], shoonya_0sADPJLFVGQ9XJ, 5655096]
[paragraph, [286.0, 1062.0, 1078.0, 36.0], shoonya_0sADPJLFVGQ9XJ, 5655096]
[paragraph, [286.0, 1098.0, 1078.0, 36.0], shoonya_0sADPJLFVGQ9XJ, 5655096]
[paragraph, [286.0, 1134.0, 1078.0, 36.0], shoonya_0sADPJLFVGQ9XJ, 5655096]
[paragraph, [286.0, 1170.0, 1078.0, 36.0], shoonya_0sADPJLFVGQ9XJ, 5655096]
[paragraph, [286.0, 1206.0, 1078.0, 36.0], shoonya_0sADPJLFVGQ9XJ, 5655096]
[paragraph, [286.0, 1242.0, 1078.0, 36.0], shoonya_0sADPJLFVGQ9XJ, 5655096]
[paragraph, [286.0, 1278.0, 1078.0, 36.0], shoonya_0sADPJLFVGQ9XJ, 5655096]
[paragraph, [286.0, 1314.0, 1078.0, 36.0], shoonya_0sADPJLFVGQ9XJ, 5655096]
[paragraph, [286.0, 1350.0, 1078.0, 36.0], shoonya_0sADPJLFVGQ9XJ, 5655096]
[paragraph, [286.0, 1386.0, 1078.0, 36.0], shoonya_0sADPJLFVGQ9XJ, 5655096]
[paragraph, [286.0, 1422.0, 1078.0, 36.0], shoonya_0sADPJLFVGQ9XJ, 5655096]
[paragraph, [286.0, 1458.0, 1078.0, 36.0], shoonya_0sADPJLFVGQ9XJ, 5655096]
[paragraph, [286.0, 1494.0, 1078.0, 36.0], shoonya_0sADPJLFVGQ9XJ, 5655096]
[paragraph, [286.0, 1530.0, 1078.0, 36.0], shoonya_0sADPJLFVGQ9XJ, 5655096]
[paragraph, [286.0, 1566.0, 1078.0, 36.0], shoonya_0sADPJLFVGQ9XJ, 5655096]
[paragraph, [286.0, 1602.0, 1078.0, 36.0], shoonya_0sADPJLFVGQ9XJ, 5655096]
[paragraph, [286.0, 1638.0, 1078.0, 36.0], shoonya_0sADPJLFVGQ9XJ, 5655096]
[paragraph, [286.0, 1674.0, 1078.0, 36.0], shoonya_0sADPJLFVGQ9XJ, 5655096]
[paragraph, [286.0, 1710.0, 1078.0, 36.0], shoonya_0sADPJLFVGQ9XJ, 5655096]
[paragraph, [286.0, 1746.0, 1078.0, 36.0], shoonya_0sADPJLFVGQ9XJ, 5655096]
[paragraph, [286.0, 1782.0, 1078.0, 36.0], shoonya_0sADPJLFVGQ9XJ, 5655096]
[paragraph, [286.0, 1818.0, 1078.0, 36.0], shoonya_0sADPJLFVGQ9XJ, 5655096]
[paragraph, [286.0, 1854.0, 1078.0, 36.0], shoonya_0sADPJLFVGQ9XJ, 5655096]
[paragraph, [284.0, 1913.0, 1080.0, 36.0], shoonya_3sXNDV0JLQ3ABM, 5655096]
[paragraph, [284.0, 1949.0, 1080.0, 36.0], shoonya_3sXNDV0JLQ3ABM, 5655096]
[paragraph, [284.0, 1985.0, 1080.0, 36.0], shoonya_3sXNDV0JLQ3ABM, 5655096]
[paragraph, [284.0, 2021.0, 1080.0, 36.0], shoonya_3sXNDV0JLQ3ABM, 5655096]
