[1063, 680]
[chapter-title, [51.0, 257.0, 558.0, 30.0], shoonya_0s0XIEOTTXUZ7W, 5739502]
[chapter-title, [51.0, 287.0, 558.0, 30.0], shoonya_0s0XIEOTTXUZ7W, 5739502]
[paragraph, [50.0, 349.0, 560.0, 18.0], lC0YAIf2SI, 5739502]
[paragraph, [50.0, 367.0, 560.0, 18.0], lC0YAIf2SI, 5739502]
[paragraph, [50.0, 385.0, 560.0, 18.0], lC0YAIf2SI, 5739502]
[paragraph, [50.0, 403.0, 560.0, 18.0], lC0YAIf2SI, 5739502]
[paragraph, [50.0, 421.0, 560.0, 18.0], lC0YAIf2SI, 5739502]
[paragraph, [50.0, 439.0, 560.0, 18.0], lC0YAIf2SI, 5739502]
[paragraph, [50.0, 457.0, 560.0, 18.0], lC0YAIf2SI, 5739502]
[paragraph, [50.0, 475.0, 560.0, 18.0], lC0YAIf2SI, 5739502]
[paragraph, [50.0, 493.0, 560.0, 18.0], lC0YAIf2SI, 5739502]
[paragraph, [50.0, 511.0, 560.0, 18.0], lC0YAIf2SI, 5739502]
[paragraph, [50.0, 529.0, 560.0, 18.0], lC0YAIf2SI, 5739502]
[paragraph, [50.0, 547.0, 560.0, 18.0], lC0YAIf2SI, 5739502]
[paragraph, [50.0, 565.0, 560.0, 18.0], lC0YAIf2SI, 5739502]
[paragraph, [50.0, 583.0, 560.0, 18.0], lC0YAIf2SI, 5739502]
[paragraph, [50.0, 601.0, 560.0, 18.0], lC0YAIf2SI, 5739502]
[paragraph, [50.0, 619.0, 560.0, 18.0], lC0YAIf2SI, 5739502]
[paragraph, [50.0, 637.0, 560.0, 18.0], lC0YAIf2SI, 5739502]
[paragraph, [50.0, 655.0, 560.0, 18.0], lC0YAIf2SI, 5739502]
[paragraph, [50.0, 673.0, 560.0, 18.0], lC0YAIf2SI, 5739502]
[paragraph, [50.0, 691.0, 560.0, 18.0], lC0YAIf2SI, 5739502]
[paragraph, [50.0, 709.0, 560.0, 18.0], lC0YAIf2SI, 5739502]
[paragraph, [50.0, 727.0, 560.0, 18.0], lC0YAIf2SI, 5739502]
[paragraph, [50.0, 745.0, 560.0, 18.0], lC0YAIf2SI, 5739502]
[paragraph, [50.0, 763.0, 560.0, 18.0], lC0YAIf2SI, 5739502]
[paragraph, [50.0, 781.0, 560.0, 18.0], lC0YAIf2SI, 5739502]
[paragraph, [50.0, 799.0, 560.0, 18.0], lC0YAIf2SI, 5739502]
[paragraph, [50.0, 817.0, 560.0, 18.0], lC0YAIf2SI, 5739502]
[paragraph, [50.0, 835.0, 560.0, 18.0], lC0YAIf2SI, 5739502]
[paragraph, [50.0, 853.0, 560.0, 18.0], lC0YAIf2SI, 5739502]
[paragraph, [50.0, 871.0, 560.0, 18.0], lC0YAIf2SI, 5739502]
[paragraph, [50.0, 889.0, 560.0, 18.0], lC0YAIf2SI, 5739502]
[paragraph, [50.0, 907.0, 560.0, 18.0], lC0YAIf2SI, 5739502]
[paragraph, [50.0, 925.0, 560.0, 18.0], lC0YAIf2SI, 5739502]
[paragraph, [50.0, 943.0, 560.0, 18.0], lC0YAIf2SI, 5739502]
[paragraph, [50.0, 961.0, 560.0, 18.0], lC0YAIf2SI, 5739502]
[footnote, [460.0, 1014.0, 184.0, 18.0], ijFL-iH-a9, 5739502]
