[1839, 1268]
[section-title, [220.0, 217.0, 426.0, 49.5], shoonya_1sLDZSPN8RPWGL, 5743486]
[section-title, [220.0, 266.5, 426.0, 49.5], shoonya_1sLDZSPN8RPWGL, 5743486]
[paragraph, [173.0, 461.0, 947.0, 36.0], shoonya_0s4TTPNRSW80IO, 5743486]
[paragraph, [173.0, 497.0, 947.0, 36.0], shoonya_0s4TTPNRSW80IO, 5743486]
[paragraph, [173.0, 533.0, 947.0, 36.0], shoonya_0s4TTPNRSW80IO, 5743486]
[paragraph, [173.0, 569.0, 947.0, 36.0], shoonya_0s4TTPNRSW80IO, 5743486]
[paragraph, [173.0, 605.0, 947.0, 36.0], shoonya_0s4TTPNRSW80IO, 5743486]
[paragraph, [173.0, 641.0, 947.0, 36.0], shoonya_0s4TTPNRSW80IO, 5743486]
[paragraph, [173.0, 677.0, 947.0, 36.0], shoonya_0s4TTPNRSW80IO, 5743486]
[paragraph, [173.0, 713.0, 947.0, 36.0], shoonya_0s4TTPNRSW80IO, 5743486]
[paragraph, [173.0, 749.0, 947.0, 36.0], shoonya_0s4TTPNRSW80IO, 5743486]
[paragraph, [173.0, 785.0, 947.0, 36.0], shoonya_0s4TTPNRSW80IO, 5743486]
[paragraph, [173.0, 821.0, 947.0, 36.0], shoonya_0s4TTPNRSW80IO, 5743486]
[paragraph, [173.0, 857.0, 947.0, 36.0], shoonya_0s4TTPNRSW80IO, 5743486]
[paragraph, [173.0, 893.0, 947.0, 36.0], shoonya_0s4TTPNRSW80IO, 5743486]
[paragraph, [173.0, 929.0, 947.0, 36.0], shoonya_0s4TTPNRSW80IO, 5743486]
[paragraph, [173.0, 965.0, 947.0, 36.0], shoonya_0s4TTPNRSW80IO, 5743486]
[paragraph, [173.0, 1001.0, 947.0, 36.0], shoonya_0s4TTPNRSW80IO, 5743486]
[paragraph, [173.0, 1037.0, 947.0, 36.0], shoonya_0s4TTPNRSW80IO, 5743486]
[paragraph, [173.0, 1073.0, 947.0, 36.0], shoonya_0s4TTPNRSW80IO, 5743486]
[paragraph, [173.0, 1109.0, 947.0, 36.0], shoonya_0s4TTPNRSW80IO, 5743486]
[paragraph, [173.0, 1145.0, 947.0, 36.0], shoonya_0s4TTPNRSW80IO, 5743486]
[paragraph, [173.0, 1181.0, 947.0, 36.0], shoonya_0s4TTPNRSW80IO, 5743486]
[paragraph, [173.0, 1217.0, 947.0, 36.0], shoonya_0s4TTPNRSW80IO, 5743486]
[paragraph, [173.0, 1253.0, 947.0, 36.0], shoonya_0s4TTPNRSW80IO, 5743486]
[paragraph, [173.0, 1289.0, 947.0, 36.0], shoonya_0s4TTPNRSW80IO, 5743486]
[paragraph, [173.0, 1325.0, 947.0, 36.0], shoonya_0s4TTPNRSW80IO, 5743486]
[paragraph, [173.0, 1361.0, 947.0, 36.0], shoonya_0s4TTPNRSW80IO, 5743486]
[paragraph, [173.0, 1397.0, 947.0, 36.0], shoonya_0s4TTPNRSW80IO, 5743486]
[paragraph, [173.0, 1433.0, 947.0, 36.0], shoonya_0s4TTPNRSW80IO, 5743486]
[paragraph, [173.0, 1469.0, 947.0, 36.0], shoonya_0s4TTPNRSW80IO, 5743486]
[paragraph, [173.0, 1505.0, 947.0, 36.0], shoonya_0s4TTPNRSW80IO, 5743486]
[paragraph, [173.0, 1541.0, 947.0, 36.0], shoonya_0s4TTPNRSW80IO, 5743486]
[paragraph, [173.0, 1577.0, 947.0, 36.0], shoonya_0s4TTPNRSW80IO, 5743486]
[paragraph, [173.0, 1613.0, 947.0, 36.0], shoonya_0s4TTPNRSW80IO, 5743486]
