[1275, 750]
[folio, [244.0, 87.0, 276.0, 18.0], shoonya_3sKVC43IWYBQOQ, 5767587]
[folio, [244.0, 105.0, 276.0, 18.0], shoonya_3sKVC43IWYBQOQ, 5767587]
[ordered-list, [64.0, 153.0, 626.0, 18.0], shoonya_0sSKVYZ8XN3TRQ, 5767587]
[ordered-list, [64.0, 171.0, 626.0, 18.0], shoonya_0sSKVYZ8XN3TRQ, 5767587]
[ordered-list, [64.0, 189.0, 626.0, 18.0], shoonya_0sSKVYZ8XN3TRQ, 5767587]
[ordered-list, [64.0, 207.0, 626.0, 18.0], shoonya_0sSKVYZ8XN3TRQ, 5767587]
[ordered-list, [64.0, 225.0, 626.0, 18.0], shoonya_0sSKVYZ8XN3TRQ, 5767587]
[ordered-list, [64.0, 243.0, 626.0, 18.0], shoonya_0sSKVYZ8XN3TRQ, 5767587]
[ordered-list, [64.0, 261.0, 626.0, 18.0], shoonya_0sSKVYZ8XN3TRQ, 5767587]
[ordered-list, [64.0, 279.0, 626.0, 18.0], shoonya_0sSKVYZ8XN3TRQ, 5767587]
[ordered-list, [64.0, 297.0, 626.0, 18.0], shoonya_0sSKVYZ8XN3TRQ, 5767587]
[ordered-list, [64.0, 315.0, 626.0, 18.0], shoonya_0sSKVYZ8XN3TRQ, 5767587]
[ordered-list, [64.0, 333.0, 626.0, 18.0], shoonya_0sSKVYZ8XN3TRQ, 5767587]
[ordered-list, [64.0, 351.0, 626.0, 18.0], shoonya_0sSKVYZ8XN3TRQ, 5767587]
[ordered-list, [64.0, 369.0, 626.0, 18.0], shoonya_0sSKVYZ8XN3TRQ, 5767587]
[ordered-list, [64.0, 387.0, 626.0, 18.0], shoonya_0sSKVYZ8XN3TRQ, 5767587]
[ordered-list, [64.0, 405.0, 626.0, 18.0], shoonya_0sSKVYZ8XN3TRQ, 5767587]
[ordered-list, [64.0, 423.0, 626.0, 18.0], shoonya_0sSKVYZ8XN3TRQ, 5767587]
[ordered-list, [64.0, 441.0, 626.0, 18.0], shoonya_0sSKVYZ8XN3TRQ, 5767587]
[ordered-list, [64.0, 459.0, 626.0, 18.0], shoonya_0sSKVYZ8XN3TRQ, 5767587]
[ordered-list, [64.0, 477.0, 626.0, 18.0], shoonya_0sSKVYZ8XN3TRQ, 5767587]
[ordered-list, [64.0, 495.0, 626.0, 18.0], shoonya_0sSKVYZ8XN3TRQ, 5767587]
[ordered-list, [64.0, 513.0, 626.0, 18.0], shoonya_0sSKVYZ8XN3TRQ, 5767587]
[ordered-list, [64.0, 531.0, 626.0, 18.0], shoonya_0sSKVYZ8XN3TRQ, 5767587]
[ordered-list, [64.0, 549.0, 626.0, 18.0], shoonya_0sSKVYZ8XN3TRQ, 5767587]
[ordered-list, [64.0, 567.0, 626.0, 18.0], shoonya_0sSKVYZ8XN3TRQ, 5767587]
[ordered-list, [64.0, 585.0, 626.0, 18.0], shoonya_0sSKVYZ8XN3TRQ, 5767587]
[ordered-list, [64.0, 603.0, 626.0, 18.0], shoonya_0sSKVYZ8XN3TRQ, 5767587]
[ordered-list, [64.0, 621.0, 626.0, 18.0], shoonya_0sSKVYZ8XN3TRQ, 5767587]
[ordered-list, [64.0, 639.0, 626.0, 18.0], shoonya_0sSKVYZ8XN3TRQ, 5767587]
[ordered-list, [64.0, 657.0, 626.0, 18.0], shoonya_0sSKVYZ8XN3TRQ, 5767587]
[ordered-list, [64.0, 675.0, 626.0, 18.0], shoonya_0sSKVYZ8XN3TRQ, 5767587]
[ordered-list, [64.0, 693.0, 626.0, 18.0], shoonya_0sSKVYZ8XN3TRQ, 5767587]
[ordered-list, [64.0, 711.0, 626.0, 18.0], shoonya_0sSKVYZ8XN3TRQ, 5767587]
[ordered-list, [64.0, 729.0, 626.0, 18.0], shoonya_0sSKVYZ8XN3TRQ, 5767587]
[ordered-list, [64.0, 747.0, 626.0, 18.0], shoonya_0sSKVYZ8XN3TRQ, 5767587]
[ordered-list, [64.0, 765.0, 626.0, 18.0], shoonya_0sSKVYZ8XN3TRQ, 5767587]
[ordered-list, [64.0, 783.0, 626.0, 18.0], shoonya_0sSKVYZ8XN3TRQ, 5767587]
[ordered-list, [64.0, 801.0, 626.0, 18.0], shoonya_0sSKVYZ8XN3TRQ, 5767587]
[ordered-list, [64.0, 819.0, 626.0, 18.0], shoonya_0sSKVYZ8XN3TRQ, 5767587]
[ordered-list, [64.0, 837.0, 626.0, 18.0], shoonya_0sSKVYZ8XN3TRQ, 5767587]
[ordered-list, [64.0, 855.0, 626.0, 18.0], shoonya_0sSKVYZ8XN3TRQ, 5767587]
[ordered-list, [64.0, 873.0, 626.0, 18.0], shoonya_0sSKVYZ8XN3TRQ, 5767587]
[ordered-list, [64.0, 891.0, 626.0, 18.0], shoonya_0sSKVYZ8XN3TRQ, 5767587]
[ordered-list, [64.0, 909.0, 626.0, 18.0], shoonya_0sSKVYZ8XN3TRQ, 5767587]
[ordered-list, [64.0, 927.0, 626.0, 18.0], shoonya_0sSKVYZ8XN3TRQ, 5767587]
[ordered-list, [64.0, 945.0, 626.0, 18.0], shoonya_0sSKVYZ8XN3TRQ, 5767587]
[ordered-list, [64.0, 963.0, 626.0, 18.0], shoonya_0sSKVYZ8XN3TRQ, 5767587]
[ordered-list, [64.0, 981.0, 626.0, 18.0], shoonya_0sSKVYZ8XN3TRQ, 5767587]
[ordered-list, [64.0, 999.0, 626.0, 18.0], shoonya_0sSKVYZ8XN3TRQ, 5767587]
[ordered-list, [64.0, 1017.0, 626.0, 18.0], shoonya_0sSKVYZ8XN3TRQ, 5767587]
[ordered-list, [64.0, 1035.0, 626.0, 18.0], shoonya_0sSKVYZ8XN3TRQ, 5767587]
[ordered-list, [64.0, 1053.0, 626.0, 18.0], shoonya_0sSKVYZ8XN3TRQ, 5767587]
[ordered-list, [64.0, 1071.0, 626.0, 18.0], shoonya_0sSKVYZ8XN3TRQ, 5767587]
[ordered-list, [64.0, 1089.0, 626.0, 18.0], shoonya_0sSKVYZ8XN3TRQ, 5767587]
[ordered-list, [64.0, 1107.0, 626.0, 18.0], shoonya_0sSKVYZ8XN3TRQ, 5767587]
[ordered-list, [64.0, 1125.0, 626.0, 18.0], shoonya_0sSKVYZ8XN3TRQ, 5767587]
