[2339, 1653]
[paragraph, [326.0, 162.0, 1136.0, 36.0], shoonya_2sD8F3VZK9K2OA, 5733683]
[paragraph, [326.0, 198.0, 1136.0, 36.0], shoonya_2sD8F3VZK9K2OA, 5733683]
[paragraph, [326.0, 234.0, 1136.0, 36.0], shoonya_2sD8F3VZK9K2OA, 5733683]
[paragraph, [326.0, 270.0, 1136.0, 36.0], shoonya_2sD8F3VZK9K2OA, 5733683]
[paragraph, [326.0, 306.0, 1136.0, 36.0], shoonya_2sD8F3VZK9K2OA, 5733683]
[paragraph, [326.0, 342.0, 1136.0, 36.0], shoonya_2sD8F3VZK9K2OA, 5733683]
[paragraph, [326.0, 378.0, 1136.0, 36.0], shoonya_2sD8F3VZK9K2OA, 5733683]
[paragraph, [326.0, 414.0, 1136.0, 36.0], shoonya_2sD8F3VZK9K2OA, 5733683]
[paragraph, [326.0, 450.0, 1136.0, 36.0], shoonya_2sD8F3VZK9K2OA, 5733683]
[paragraph, [326.0, 486.0, 1136.0, 36.0], shoonya_2sD8F3VZK9K2OA, 5733683]
[paragraph, [326.0, 522.0, 1136.0, 36.0], shoonya_2sD8F3VZK9K2OA, 5733683]
[paragraph, [326.0, 558.0, 1136.0, 36.0], shoonya_2sD8F3VZK9K2OA, 5733683]
[paragraph, [326.0, 594.0, 1136.0, 36.0], shoonya_2sD8F3VZK9K2OA, 5733683]
[paragraph, [326.0, 630.0, 1136.0, 36.0], shoonya_2sD8F3VZK9K2OA, 5733683]
[paragraph, [326.0, 666.0, 1136.0, 36.0], shoonya_2sD8F3VZK9K2OA, 5733683]
[paragraph, [326.0, 702.0, 1136.0, 36.0], shoonya_2sD8F3VZK9K2OA, 5733683]
[paragraph, [320.0, 770.0, 1134.0, 36.0], shoonya_0sYKJ4MOXIECOX, 5733683]
[paragraph, [320.0, 806.0, 1134.0, 36.0], shoonya_0sYKJ4MOXIECOX, 5733683]
[paragraph, [320.0, 842.0, 1134.0, 36.0], shoonya_0sYKJ4MOXIECOX, 5733683]
[paragraph, [320.0, 878.0, 1134.0, 36.0], shoonya_0sYKJ4MOXIECOX, 5733683]
[paragraph, [320.0, 914.0, 1134.0, 36.0], shoonya_0sYKJ4MOXIECOX, 5733683]
[paragraph, [320.0, 950.0, 1134.0, 36.0], shoonya_0sYKJ4MOXIECOX, 5733683]
[paragraph, [320.0, 986.0, 1134.0, 36.0], shoonya_0sYKJ4MOXIECOX, 5733683]
[paragraph, [320.0, 1022.0, 1134.0, 36.0], shoonya_0sYKJ4MOXIECOX, 5733683]
[paragraph, [320.0, 1058.0, 1134.0, 36.0], shoonya_0sYKJ4MOXIECOX, 5733683]
[paragraph, [320.0, 1094.0, 1134.0, 36.0], shoonya_0sYKJ4MOXIECOX, 5733683]
[paragraph, [320.0, 1130.0, 1134.0, 36.0], shoonya_0sYKJ4MOXIECOX, 5733683]
[paragraph, [320.0, 1166.0, 1134.0, 36.0], shoonya_0sYKJ4MOXIECOX, 5733683]
[paragraph, [320.0, 1202.0, 1134.0, 36.0], shoonya_0sYKJ4MOXIECOX, 5733683]
[paragraph, [320.0, 1238.0, 1134.0, 36.0], shoonya_0sYKJ4MOXIECOX, 5733683]
[paragraph, [320.0, 1274.0, 1134.0, 36.0], shoonya_0sYKJ4MOXIECOX, 5733683]
[paragraph, [320.0, 1310.0, 1134.0, 36.0], shoonya_0sYKJ4MOXIECOX, 5733683]
[paragraph, [320.0, 1346.0, 1134.0, 36.0], shoonya_0sYKJ4MOXIECOX, 5733683]
[paragraph, [320.0, 1382.0, 1134.0, 36.0], shoonya_0sYKJ4MOXIECOX, 5733683]
[paragraph, [320.0, 1418.0, 1134.0, 36.0], shoonya_0sYKJ4MOXIECOX, 5733683]
[paragraph, [320.0, 1454.0, 1134.0, 36.0], shoonya_0sYKJ4MOXIECOX, 5733683]
[paragraph, [320.0, 1490.0, 1134.0, 36.0], shoonya_0sYKJ4MOXIECOX, 5733683]
[paragraph, [326.0, 1553.0, 1135.0, 36.0], shoonya_1sL24STFXNGTEA, 5733683]
[paragraph, [326.0, 1589.0, 1135.0, 36.0], shoonya_1sL24STFXNGTEA, 5733683]
[paragraph, [326.0, 1625.0, 1135.0, 36.0], shoonya_1sL24STFXNGTEA, 5733683]
[paragraph, [326.0, 1661.0, 1135.0, 36.0], shoonya_1sL24STFXNGTEA, 5733683]
[paragraph, [326.0, 1697.0, 1135.0, 36.0], shoonya_1sL24STFXNGTEA, 5733683]
[paragraph, [326.0, 1733.0, 1135.0, 36.0], shoonya_1sL24STFXNGTEA, 5733683]
[paragraph, [326.0, 1769.0, 1135.0, 36.0], shoonya_1sL24STFXNGTEA, 5733683]
[paragraph, [326.0, 1805.0, 1135.0, 36.0], shoonya_1sL24STFXNGTEA, 5733683]
[paragraph, [326.0, 1841.0, 1135.0, 36.0], shoonya_1sL24STFXNGTEA, 5733683]
[paragraph, [326.0, 1877.0, 1135.0, 36.0], shoonya_1sL24STFXNGTEA, 5733683]
[paragraph, [328.0, 1944.0, 1130.0, 36.0], shoonya_4s8N70YEQAN4I8, 5733683]
[paragraph, [328.0, 1980.0, 1130.0, 36.0], shoonya_4s8N70YEQAN4I8, 5733683]
[paragraph, [328.0, 2016.0, 1130.0, 36.0], shoonya_4s8N70YEQAN4I8, 5733683]
[paragraph, [328.0, 2052.0, 1130.0, 36.0], shoonya_4s8N70YEQAN4I8, 5733683]
[folio, [810.0, 2160.0, 573.0, 36.0], FZJa43Pjsm, 5733683]
