[1162, 749]
[folio, [320.0, 73.0, 114.0, 18.0], shoonya_4sM02Y00FHYTMZ, 5699604]
[paragraph, [78.0, 117.0, 595.0, 18.0], shoonya_5sFHVOSGVUNDV8, 5699604]
[paragraph, [78.0, 135.0, 595.0, 18.0], shoonya_5sFHVOSGVUNDV8, 5699604]
[paragraph, [78.0, 153.0, 595.0, 18.0], shoonya_5sFHVOSGVUNDV8, 5699604]
[paragraph, [78.0, 188.0, 595.0, 18.0], shoonya_1sWU57W19EVTES, 5699604]
[paragraph, [78.0, 206.0, 595.0, 18.0], shoonya_1sWU57W19EVTES, 5699604]
[paragraph, [78.0, 224.0, 595.0, 18.0], shoonya_1sWU57W19EVTES, 5699604]
[paragraph, [78.0, 242.0, 595.0, 18.0], shoonya_1sWU57W19EVTES, 5699604]
[paragraph, [78.0, 260.0, 595.0, 18.0], shoonya_1sWU57W19EVTES, 5699604]
[paragraph, [78.0, 278.0, 595.0, 18.0], shoonya_1sWU57W19EVTES, 5699604]
[paragraph, [78.0, 296.0, 595.0, 18.0], shoonya_1sWU57W19EVTES, 5699604]
[paragraph, [78.0, 314.0, 595.0, 18.0], shoonya_1sWU57W19EVTES, 5699604]
[paragraph, [78.0, 332.0, 595.0, 18.0], shoonya_1sWU57W19EVTES, 5699604]
[paragraph, [78.0, 350.0, 595.0, 18.0], shoonya_1sWU57W19EVTES, 5699604]
[paragraph, [78.0, 368.0, 595.0, 18.0], shoonya_1sWU57W19EVTES, 5699604]
[paragraph, [78.0, 386.0, 595.0, 18.0], shoonya_1sWU57W19EVTES, 5699604]
[paragraph, [78.0, 404.0, 595.0, 18.0], shoonya_1sWU57W19EVTES, 5699604]
[paragraph, [78.0, 422.0, 595.0, 18.0], shoonya_1sWU57W19EVTES, 5699604]
[paragraph, [78.0, 458.0, 595.0, 18.0], shoonya_0sDAOSR572ZGND, 5699604]
[paragraph, [78.0, 476.0, 595.0, 18.0], shoonya_0sDAOSR572ZGND, 5699604]
[paragraph, [78.0, 494.0, 595.0, 18.0], shoonya_0sDAOSR572ZGND, 5699604]
[paragraph, [78.0, 512.0, 595.0, 18.0], shoonya_0sDAOSR572ZGND, 5699604]
[paragraph, [78.0, 530.0, 595.0, 18.0], shoonya_0sDAOSR572ZGND, 5699604]
[paragraph, [78.0, 548.0, 595.0, 18.0], shoonya_0sDAOSR572ZGND, 5699604]
[paragraph, [78.0, 566.0, 595.0, 18.0], shoonya_0sDAOSR572ZGND, 5699604]
[paragraph, [78.0, 584.0, 595.0, 18.0], shoonya_0sDAOSR572ZGND, 5699604]
[paragraph, [78.0, 602.0, 595.0, 18.0], shoonya_0sDAOSR572ZGND, 5699604]
[paragraph, [78.0, 620.0, 595.0, 18.0], shoonya_0sDAOSR572ZGND, 5699604]
[paragraph, [78.0, 638.0, 595.0, 18.0], shoonya_0sDAOSR572ZGND, 5699604]
[paragraph, [78.0, 656.0, 595.0, 18.0], shoonya_0sDAOSR572ZGND, 5699604]
[paragraph, [77.0, 695.0, 595.0, 18.0], shoonya_2sQ1RXEPHUIGLC, 5699604]
[paragraph, [77.0, 713.0, 595.0, 18.0], shoonya_2sQ1RXEPHUIGLC, 5699604]
[paragraph, [77.0, 731.0, 595.0, 18.0], shoonya_2sQ1RXEPHUIGLC, 5699604]
[paragraph, [77.0, 749.0, 595.0, 18.0], shoonya_2sQ1RXEPHUIGLC, 5699604]
[paragraph, [77.0, 767.0, 595.0, 18.0], shoonya_2sQ1RXEPHUIGLC, 5699604]
[paragraph, [77.0, 785.0, 595.0, 18.0], shoonya_2sQ1RXEPHUIGLC, 5699604]
[paragraph, [77.0, 803.0, 595.0, 18.0], shoonya_2sQ1RXEPHUIGLC, 5699604]
[paragraph, [77.0, 821.0, 595.0, 18.0], shoonya_2sQ1RXEPHUIGLC, 5699604]
[paragraph, [77.0, 839.0, 595.0, 18.0], shoonya_2sQ1RXEPHUIGLC, 5699604]
[paragraph, [77.0, 857.0, 595.0, 18.0], shoonya_2sQ1RXEPHUIGLC, 5699604]
[paragraph, [77.0, 875.0, 595.0, 18.0], shoonya_2sQ1RXEPHUIGLC, 5699604]
[paragraph, [77.0, 893.0, 595.0, 18.0], shoonya_2sQ1RXEPHUIGLC, 5699604]
[paragraph, [77.0, 911.0, 595.0, 18.0], shoonya_2sQ1RXEPHUIGLC, 5699604]
[paragraph, [77.0, 929.0, 595.0, 18.0], shoonya_2sQ1RXEPHUIGLC, 5699604]
[paragraph, [77.0, 947.0, 595.0, 18.0], shoonya_2sQ1RXEPHUIGLC, 5699604]
[paragraph, [77.0, 965.0, 595.0, 18.0], shoonya_2sQ1RXEPHUIGLC, 5699604]
[paragraph, [74.0, 996.0, 595.0, 18.0], jMET-cEzss, 5699604]
[paragraph, [74.0, 1014.0, 595.0, 18.0], jMET-cEzss, 5699604]
[paragraph, [74.0, 1032.0, 595.0, 18.0], jMET-cEzss, 5699604]
