[2339, 1653]
[folio, [1130.0, 330.0, 280.0, 36.0], feTnIgnvKY, 5735549]
[folio, [227.0, 334.0, 148.0, 36.0], MWJ_v8JWTc, 5735549]
[sidebar, [1423.0, 386.0, 144.0, 36.0], NiCdhSKCdQ, 5735549]
[figure-caption, [423.0, 1255.0, 808.0, 36.0], shoonya_6s4VSXH42JIG55, 5735549]
[paragraph, [835.0, 1321.0, 580.0, 36.0], shoonya_1sY8GF5K5JBXSS, 5735549]
[paragraph, [835.0, 1357.0, 580.0, 36.0], shoonya_1sY8GF5K5JBXSS, 5735549]
[paragraph, [835.0, 1393.0, 580.0, 36.0], shoonya_1sY8GF5K5JBXSS, 5735549]
[paragraph, [835.0, 1429.0, 580.0, 36.0], shoonya_1sY8GF5K5JBXSS, 5735549]
[paragraph, [835.0, 1465.0, 580.0, 36.0], shoonya_1sY8GF5K5JBXSS, 5735549]
[paragraph, [835.0, 1501.0, 580.0, 36.0], shoonya_1sY8GF5K5JBXSS, 5735549]
[paragraph, [835.0, 1537.0, 580.0, 36.0], shoonya_1sY8GF5K5JBXSS, 5735549]
[paragraph, [835.0, 1573.0, 580.0, 36.0], shoonya_1sY8GF5K5JBXSS, 5735549]
[paragraph, [835.0, 1609.0, 580.0, 36.0], shoonya_1sY8GF5K5JBXSS, 5735549]
[paragraph, [835.0, 1645.0, 580.0, 36.0], shoonya_1sY8GF5K5JBXSS, 5735549]
[paragraph, [835.0, 1681.0, 580.0, 36.0], shoonya_1sY8GF5K5JBXSS, 5735549]
[paragraph, [236.0, 1322.0, 582.0, 36.0], shoonya_2sIKCH8J7VHPBR, 5735549]
[paragraph, [236.0, 1358.0, 582.0, 36.0], shoonya_2sIKCH8J7VHPBR, 5735549]
[paragraph, [236.0, 1394.0, 582.0, 36.0], shoonya_2sIKCH8J7VHPBR, 5735549]
[paragraph, [236.0, 1430.0, 582.0, 36.0], shoonya_2sIKCH8J7VHPBR, 5735549]
[paragraph, [236.0, 1466.0, 582.0, 36.0], shoonya_2sIKCH8J7VHPBR, 5735549]
[paragraph, [236.0, 1502.0, 582.0, 36.0], shoonya_2sIKCH8J7VHPBR, 5735549]
[paragraph, [236.0, 1538.0, 582.0, 36.0], shoonya_2sIKCH8J7VHPBR, 5735549]
[paragraph, [236.0, 1574.0, 582.0, 36.0], shoonya_2sIKCH8J7VHPBR, 5735549]
[paragraph, [236.0, 1610.0, 582.0, 36.0], shoonya_2sIKCH8J7VHPBR, 5735549]
[paragraph, [236.0, 1646.0, 582.0, 36.0], shoonya_2sIKCH8J7VHPBR, 5735549]
[paragraph, [236.0, 1682.0, 582.0, 36.0], shoonya_2sIKCH8J7VHPBR, 5735549]
[paragraph, [237.0, 1722.0, 580.0, 36.0], shoonya_3s00LQONA9M1FN, 5735549]
[paragraph, [237.0, 1758.0, 580.0, 36.0], shoonya_3s00LQONA9M1FN, 5735549]
[paragraph, [237.0, 1794.0, 580.0, 36.0], shoonya_3s00LQONA9M1FN, 5735549]
[paragraph, [237.0, 1830.0, 580.0, 36.0], shoonya_3s00LQONA9M1FN, 5735549]
[paragraph, [237.0, 1866.0, 580.0, 36.0], shoonya_3s00LQONA9M1FN, 5735549]
[paragraph, [237.0, 1902.0, 580.0, 36.0], shoonya_3s00LQONA9M1FN, 5735549]
[paragraph, [833.0, 1723.0, 581.0, 36.0], shoonya_4sNN2N83HJ6IM4, 5735549]
[paragraph, [833.0, 1759.0, 581.0, 36.0], shoonya_4sNN2N83HJ6IM4, 5735549]
[paragraph, [833.0, 1795.0, 581.0, 36.0], shoonya_4sNN2N83HJ6IM4, 5735549]
[paragraph, [833.0, 1831.0, 581.0, 36.0], shoonya_4sNN2N83HJ6IM4, 5735549]
[paragraph, [833.0, 1867.0, 581.0, 36.0], shoonya_4sNN2N83HJ6IM4, 5735549]
[paragraph, [833.0, 1903.0, 581.0, 36.0], shoonya_4sNN2N83HJ6IM4, 5735549]
[folio, [237.0, 1965.0, 237.0, 36.0], 585wxeqc0x, 5735549]
