[3509, 2482]
[folio, [878.0, 201.0, 521.0, 52.5], hENMklxK4m, 5691551]
[paragraph, [176.0, 331.0, 850.0, 52.5], B1eRnjsxDZ, 5691551]
[paragraph, [187.0, 425.0, 1812.0, 52.5], shoonya_2sYKILHWPF9TK7, 5691551]
[paragraph, [187.0, 477.5, 1812.0, 52.5], shoonya_2sYKILHWPF9TK7, 5691551]
[paragraph, [187.0, 530.0, 1812.0, 52.5], shoonya_2sYKILHWPF9TK7, 5691551]
[paragraph, [187.0, 582.5, 1812.0, 52.5], shoonya_2sYKILHWPF9TK7, 5691551]
[paragraph, [187.0, 635.0, 1812.0, 52.5], shoonya_2sYKILHWPF9TK7, 5691551]
[paragraph, [187.0, 687.5, 1812.0, 52.5], shoonya_2sYKILHWPF9TK7, 5691551]
[paragraph, [187.0, 740.0, 1812.0, 52.5], shoonya_2sYKILHWPF9TK7, 5691551]
[paragraph, [187.0, 792.5, 1812.0, 52.5], shoonya_2sYKILHWPF9TK7, 5691551]
[paragraph, [187.0, 845.0, 1812.0, 52.5], shoonya_2sYKILHWPF9TK7, 5691551]
[paragraph, [187.0, 897.5, 1812.0, 52.5], shoonya_2sYKILHWPF9TK7, 5691551]
[paragraph, [187.0, 950.0, 1812.0, 52.5], shoonya_2sYKILHWPF9TK7, 5691551]
[paragraph, [187.0, 1002.5, 1812.0, 52.5], shoonya_2sYKILHWPF9TK7, 5691551]
[paragraph, [187.0, 1055.0, 1812.0, 52.5], shoonya_2sYKILHWPF9TK7, 5691551]
[paragraph, [235.0, 1129.0, 1756.0, 52.5], vX0_oHLVp-, 5691551]
[paragraph, [204.0, 1203.0, 1808.0, 52.5], 1z92yUjRlg, 5691551]
[paragraph, [204.0, 1255.5, 1808.0, 52.5], 1z92yUjRlg, 5691551]
[paragraph, [204.0, 1308.0, 1808.0, 52.5], 1z92yUjRlg, 5691551]
[paragraph, [288.0, 1363.0, 1492.0, 52.5], Dp-HciROyH, 5691551]
[paragraph, [288.0, 1415.5, 1492.0, 52.5], Dp-HciROyH, 5691551]
[paragraph, [288.0, 1468.0, 1492.0, 52.5], Dp-HciROyH, 5691551]
[paragraph, [198.0, 1517.0, 1818.0, 52.5], YVTps_yN0Z, 5691551]
[paragraph, [198.0, 1569.5, 1818.0, 52.5], YVTps_yN0Z, 5691551]
[paragraph, [198.0, 1622.0, 1818.0, 52.5], YVTps_yN0Z, 5691551]
[paragraph, [198.0, 1674.5, 1818.0, 52.5], YVTps_yN0Z, 5691551]
[paragraph, [198.0, 1727.0, 1818.0, 52.5], YVTps_yN0Z, 5691551]
[paragraph, [198.0, 1779.5, 1818.0, 52.5], YVTps_yN0Z, 5691551]
[paragraph, [198.0, 1832.0, 1818.0, 52.5], YVTps_yN0Z, 5691551]
[paragraph, [186.0, 1909.0, 1836.0, 52.5], shoonya_0sP2E6Q2PB3MIA, 5691551]
[paragraph, [186.0, 1961.5, 1836.0, 52.5], shoonya_0sP2E6Q2PB3MIA, 5691551]
[paragraph, [186.0, 2014.0, 1836.0, 52.5], shoonya_0sP2E6Q2PB3MIA, 5691551]
[paragraph, [186.0, 2066.5, 1836.0, 52.5], shoonya_0sP2E6Q2PB3MIA, 5691551]
[paragraph, [186.0, 2119.0, 1836.0, 52.5], shoonya_0sP2E6Q2PB3MIA, 5691551]
[paragraph, [186.0, 2171.5, 1836.0, 52.5], shoonya_0sP2E6Q2PB3MIA, 5691551]
[paragraph, [186.0, 2224.0, 1836.0, 52.5], shoonya_0sP2E6Q2PB3MIA, 5691551]
[paragraph, [186.0, 2276.5, 1836.0, 52.5], shoonya_0sP2E6Q2PB3MIA, 5691551]
[paragraph, [186.0, 2329.0, 1836.0, 52.5], shoonya_0sP2E6Q2PB3MIA, 5691551]
[paragraph, [186.0, 2381.5, 1836.0, 52.5], shoonya_0sP2E6Q2PB3MIA, 5691551]
[paragraph, [186.0, 2434.0, 1836.0, 52.5], shoonya_0sP2E6Q2PB3MIA, 5691551]
[paragraph, [183.0, 2539.0, 1861.0, 52.5], udBYuMRGg1, 5691551]
[paragraph, [183.0, 2591.5, 1861.0, 52.5], udBYuMRGg1, 5691551]
[paragraph, [183.0, 2644.0, 1861.0, 52.5], udBYuMRGg1, 5691551]
[paragraph, [183.0, 2696.5, 1861.0, 52.5], udBYuMRGg1, 5691551]
[paragraph, [183.0, 2749.0, 1861.0, 52.5], udBYuMRGg1, 5691551]
[paragraph, [183.0, 2801.5, 1861.0, 52.5], udBYuMRGg1, 5691551]
[paragraph, [183.0, 2854.0, 1861.0, 52.5], udBYuMRGg1, 5691551]
[paragraph, [282.0, 2928.0, 704.0, 52.5], 1COWf2NGhU, 5691551]
[paragraph, [198.0, 3012.0, 1836.0, 52.5], LGTSzhFB2e, 5691551]
[paragraph, [198.0, 3064.5, 1836.0, 52.5], LGTSzhFB2e, 5691551]
[paragraph, [198.0, 3117.0, 1836.0, 52.5], LGTSzhFB2e, 5691551]
[paragraph, [198.0, 3169.5, 1836.0, 52.5], LGTSzhFB2e, 5691551]
[paragraph, [297.0, 3250.0, 791.0, 52.5], yJoHQeRHZq, 5691551]
