[2339, 1653]
[folio, [1013.0, 135.0, 468.0, 36.0], iE_iIjGsIS, 5685484]
[folio, [1013.0, 171.0, 468.0, 36.0], iE_iIjGsIS, 5685484]
[sidebar, [309.0, 238.0, 1193.0, 36.0], czRCgBrATS, 5685484]
[sidebar, [309.0, 274.0, 1193.0, 36.0], czRCgBrATS, 5685484]
[sidebar, [309.0, 310.0, 1193.0, 36.0], czRCgBrATS, 5685484]
[sidebar, [309.0, 346.0, 1193.0, 36.0], czRCgBrATS, 5685484]
[sidebar, [309.0, 382.0, 1193.0, 36.0], czRCgBrATS, 5685484]
[sidebar, [309.0, 418.0, 1193.0, 36.0], czRCgBrATS, 5685484]
[sidebar, [309.0, 454.0, 1193.0, 36.0], czRCgBrATS, 5685484]
[sidebar, [309.0, 490.0, 1193.0, 36.0], czRCgBrATS, 5685484]
[sidebar, [309.0, 526.0, 1193.0, 36.0], czRCgBrATS, 5685484]
[sidebar, [309.0, 562.0, 1193.0, 36.0], czRCgBrATS, 5685484]
[sidebar, [309.0, 598.0, 1193.0, 36.0], czRCgBrATS, 5685484]
[sidebar, [309.0, 634.0, 1193.0, 36.0], czRCgBrATS, 5685484]
[sidebar, [309.0, 670.0, 1193.0, 36.0], czRCgBrATS, 5685484]
[sidebar, [309.0, 706.0, 1193.0, 36.0], czRCgBrATS, 5685484]
[sidebar, [309.0, 742.0, 1193.0, 36.0], czRCgBrATS, 5685484]
[sidebar, [309.0, 778.0, 1193.0, 36.0], czRCgBrATS, 5685484]
[sidebar, [309.0, 814.0, 1193.0, 36.0], czRCgBrATS, 5685484]
[sidebar, [309.0, 850.0, 1193.0, 36.0], czRCgBrATS, 5685484]
[sidebar, [309.0, 886.0, 1193.0, 36.0], czRCgBrATS, 5685484]
[sidebar, [309.0, 922.0, 1193.0, 36.0], czRCgBrATS, 5685484]
[sidebar, [309.0, 958.0, 1193.0, 36.0], czRCgBrATS, 5685484]
[sidebar, [309.0, 994.0, 1193.0, 36.0], czRCgBrATS, 5685484]
[sidebar, [309.0, 1030.0, 1193.0, 36.0], czRCgBrATS, 5685484]
[sidebar, [309.0, 1066.0, 1193.0, 36.0], czRCgBrATS, 5685484]
[sidebar, [309.0, 1102.0, 1193.0, 36.0], czRCgBrATS, 5685484]
[sidebar, [309.0, 1138.0, 1193.0, 36.0], czRCgBrATS, 5685484]
[sidebar, [309.0, 1174.0, 1193.0, 36.0], czRCgBrATS, 5685484]
[sidebar, [309.0, 1210.0, 1193.0, 36.0], czRCgBrATS, 5685484]
[sidebar, [309.0, 1246.0, 1193.0, 36.0], czRCgBrATS, 5685484]
[sidebar, [309.0, 1282.0, 1193.0, 36.0], czRCgBrATS, 5685484]
[sidebar, [309.0, 1318.0, 1193.0, 36.0], czRCgBrATS, 5685484]
[sidebar, [309.0, 1354.0, 1193.0, 36.0], czRCgBrATS, 5685484]
[sidebar, [309.0, 1390.0, 1193.0, 36.0], czRCgBrATS, 5685484]
[sidebar, [309.0, 1426.0, 1193.0, 36.0], czRCgBrATS, 5685484]
[sidebar, [309.0, 1462.0, 1193.0, 36.0], czRCgBrATS, 5685484]
[sidebar, [309.0, 1498.0, 1193.0, 36.0], czRCgBrATS, 5685484]
[sidebar, [309.0, 1534.0, 1193.0, 36.0], czRCgBrATS, 5685484]
[sidebar, [309.0, 1570.0, 1193.0, 36.0], czRCgBrATS, 5685484]
[sidebar, [309.0, 1606.0, 1193.0, 36.0], czRCgBrATS, 5685484]
[sidebar, [309.0, 1642.0, 1193.0, 36.0], czRCgBrATS, 5685484]
[sidebar, [309.0, 1678.0, 1193.0, 36.0], czRCgBrATS, 5685484]
[sidebar, [309.0, 1714.0, 1193.0, 36.0], czRCgBrATS, 5685484]
[sidebar, [309.0, 1750.0, 1193.0, 36.0], czRCgBrATS, 5685484]
[sidebar, [309.0, 1786.0, 1193.0, 36.0], czRCgBrATS, 5685484]
[sidebar, [309.0, 1822.0, 1193.0, 36.0], czRCgBrATS, 5685484]
[sidebar, [309.0, 1858.0, 1193.0, 36.0], czRCgBrATS, 5685484]
[sidebar, [309.0, 1894.0, 1193.0, 36.0], czRCgBrATS, 5685484]
[sidebar, [309.0, 1930.0, 1193.0, 36.0], czRCgBrATS, 5685484]
[sidebar, [309.0, 1966.0, 1193.0, 36.0], czRCgBrATS, 5685484]
[sidebar, [309.0, 2002.0, 1193.0, 36.0], czRCgBrATS, 5685484]
[sidebar, [309.0, 2038.0, 1193.0, 36.0], czRCgBrATS, 5685484]
[section-title, [649.0, 261.0, 511.0, 52.5], gCQCbGPRIA, 5685484]
[paragraph, [343.0, 337.0, 1126.0, 36.0], shoonya_0s7UAU86CREWB7, 5685484]
[paragraph, [343.0, 373.0, 1126.0, 36.0], shoonya_0s7UAU86CREWB7, 5685484]
[paragraph, [343.0, 409.0, 1126.0, 36.0], shoonya_0s7UAU86CREWB7, 5685484]
[paragraph, [343.0, 445.0, 1126.0, 36.0], shoonya_0s7UAU86CREWB7, 5685484]
[paragraph, [343.0, 481.0, 1126.0, 36.0], shoonya_0s7UAU86CREWB7, 5685484]
[paragraph, [343.0, 517.0, 1126.0, 36.0], shoonya_0s7UAU86CREWB7, 5685484]
[paragraph, [343.0, 553.0, 1126.0, 36.0], shoonya_0s7UAU86CREWB7, 5685484]
[paragraph, [343.0, 589.0, 1126.0, 36.0], shoonya_0s7UAU86CREWB7, 5685484]
[paragraph, [343.0, 625.0, 1126.0, 36.0], shoonya_0s7UAU86CREWB7, 5685484]
[paragraph, [343.0, 661.0, 1126.0, 36.0], shoonya_0s7UAU86CREWB7, 5685484]
[paragraph, [343.0, 697.0, 1126.0, 36.0], shoonya_0s7UAU86CREWB7, 5685484]
[paragraph, [343.0, 733.0, 1126.0, 36.0], shoonya_0s7UAU86CREWB7, 5685484]
[paragraph, [340.0, 1327.0, 1130.0, 36.0], shoonya_1sXMV3L08AKYDL, 5685484]
[paragraph, [340.0, 1363.0, 1130.0, 36.0], shoonya_1sXMV3L08AKYDL, 5685484]
[paragraph, [340.0, 1399.0, 1130.0, 36.0], shoonya_1sXMV3L08AKYDL, 5685484]
[paragraph, [340.0, 1435.0, 1130.0, 36.0], shoonya_1sXMV3L08AKYDL, 5685484]
[paragraph, [340.0, 1471.0, 1130.0, 36.0], shoonya_1sXMV3L08AKYDL, 5685484]
[paragraph, [340.0, 1507.0, 1130.0, 36.0], shoonya_1sXMV3L08AKYDL, 5685484]
[paragraph, [340.0, 1543.0, 1130.0, 36.0], shoonya_1sXMV3L08AKYDL, 5685484]
[paragraph, [340.0, 1579.0, 1130.0, 36.0], shoonya_1sXMV3L08AKYDL, 5685484]
[paragraph, [340.0, 1615.0, 1130.0, 36.0], shoonya_1sXMV3L08AKYDL, 5685484]
[paragraph, [340.0, 1651.0, 1130.0, 36.0], shoonya_1sXMV3L08AKYDL, 5685484]
[paragraph, [340.0, 1687.0, 1130.0, 36.0], shoonya_1sXMV3L08AKYDL, 5685484]
[paragraph, [340.0, 1723.0, 1130.0, 36.0], shoonya_1sXMV3L08AKYDL, 5685484]
[paragraph, [340.0, 1759.0, 1130.0, 36.0], shoonya_1sXMV3L08AKYDL, 5685484]
[paragraph, [343.0, 1847.0, 1128.0, 36.0], shoonya_4sNEDYDXRL6NHR, 5685484]
[paragraph, [343.0, 1883.0, 1128.0, 36.0], shoonya_4sNEDYDXRL6NHR, 5685484]
