[2339, 1654]
[chapter-title, [383.0, 22.0, 896.0, 70.5], shoonya_4sXE5VY1LRU8IX, 5750370]
[paragraph, [251.0, 202.0, 1149.0, 36.0], shoonya_3sRVAU68Z5YY6B, 5750370]
[paragraph, [251.0, 238.0, 1149.0, 36.0], shoonya_3sRVAU68Z5YY6B, 5750370]
[paragraph, [251.0, 274.0, 1149.0, 36.0], shoonya_3sRVAU68Z5YY6B, 5750370]
[paragraph, [251.0, 310.0, 1149.0, 36.0], shoonya_3sRVAU68Z5YY6B, 5750370]
[paragraph, [251.0, 346.0, 1149.0, 36.0], shoonya_3sRVAU68Z5YY6B, 5750370]
[paragraph, [251.0, 382.0, 1149.0, 36.0], shoonya_3sRVAU68Z5YY6B, 5750370]
[paragraph, [251.0, 418.0, 1149.0, 36.0], shoonya_3sRVAU68Z5YY6B, 5750370]
[paragraph, [251.0, 454.0, 1149.0, 36.0], shoonya_3sRVAU68Z5YY6B, 5750370]
[paragraph, [251.0, 490.0, 1149.0, 36.0], shoonya_3sRVAU68Z5YY6B, 5750370]
[paragraph, [251.0, 526.0, 1149.0, 36.0], shoonya_3sRVAU68Z5YY6B, 5750370]
[paragraph, [251.0, 562.0, 1149.0, 36.0], shoonya_3sRVAU68Z5YY6B, 5750370]
[reference, [1015.0, 615.0, 366.0, 36.0], shoonya_0sBXP2MS5YOVFL, 5750370]
[paragraph, [76.0, 662.0, 1451.0, 36.0], shoonya_1sFN675NW1SHZE, 5750370]
[paragraph, [76.0, 698.0, 1451.0, 36.0], shoonya_1sFN675NW1SHZE, 5750370]
[paragraph, [76.0, 734.0, 1451.0, 36.0], shoonya_1sFN675NW1SHZE, 5750370]
[paragraph, [76.0, 770.0, 1451.0, 36.0], shoonya_1sFN675NW1SHZE, 5750370]
[paragraph, [76.0, 806.0, 1451.0, 36.0], shoonya_1sFN675NW1SHZE, 5750370]
[paragraph, [76.0, 842.0, 1451.0, 36.0], shoonya_1sFN675NW1SHZE, 5750370]
[paragraph, [76.0, 878.0, 1451.0, 36.0], shoonya_1sFN675NW1SHZE, 5750370]
[paragraph, [76.0, 914.0, 1451.0, 36.0], shoonya_1sFN675NW1SHZE, 5750370]
[paragraph, [76.0, 950.0, 1451.0, 36.0], shoonya_1sFN675NW1SHZE, 5750370]
[paragraph, [76.0, 986.0, 1451.0, 36.0], shoonya_1sFN675NW1SHZE, 5750370]
[paragraph, [76.0, 1022.0, 1451.0, 36.0], shoonya_1sFN675NW1SHZE, 5750370]
[paragraph, [76.0, 1058.0, 1451.0, 36.0], shoonya_1sFN675NW1SHZE, 5750370]
[paragraph, [76.0, 1094.0, 1451.0, 36.0], shoonya_1sFN675NW1SHZE, 5750370]
[paragraph, [76.0, 1130.0, 1451.0, 36.0], shoonya_1sFN675NW1SHZE, 5750370]
[paragraph, [76.0, 1166.0, 1451.0, 36.0], shoonya_1sFN675NW1SHZE, 5750370]
[paragraph, [76.0, 1202.0, 1451.0, 36.0], shoonya_1sFN675NW1SHZE, 5750370]
[paragraph, [76.0, 1238.0, 1451.0, 36.0], shoonya_1sFN675NW1SHZE, 5750370]
[paragraph, [76.0, 1274.0, 1451.0, 36.0], shoonya_1sFN675NW1SHZE, 5750370]
[paragraph, [76.0, 1310.0, 1451.0, 36.0], shoonya_1sFN675NW1SHZE, 5750370]
[paragraph, [76.0, 1346.0, 1451.0, 36.0], shoonya_1sFN675NW1SHZE, 5750370]
[paragraph, [76.0, 1382.0, 1451.0, 36.0], shoonya_1sFN675NW1SHZE, 5750370]
[paragraph, [76.0, 1418.0, 1451.0, 36.0], shoonya_1sFN675NW1SHZE, 5750370]
[paragraph, [76.0, 1454.0, 1451.0, 36.0], shoonya_1sFN675NW1SHZE, 5750370]
[paragraph, [76.0, 1490.0, 1451.0, 36.0], shoonya_1sFN675NW1SHZE, 5750370]
[paragraph, [76.0, 1526.0, 1451.0, 36.0], shoonya_1sFN675NW1SHZE, 5750370]
[paragraph, [76.0, 1562.0, 1451.0, 36.0], shoonya_1sFN675NW1SHZE, 5750370]
[paragraph, [76.0, 1598.0, 1451.0, 36.0], shoonya_1sFN675NW1SHZE, 5750370]
[paragraph, [76.0, 1634.0, 1451.0, 36.0], shoonya_1sFN675NW1SHZE, 5750370]
[paragraph, [76.0, 1670.0, 1451.0, 36.0], shoonya_1sFN675NW1SHZE, 5750370]
[paragraph, [76.0, 1706.0, 1451.0, 36.0], shoonya_1sFN675NW1SHZE, 5750370]
[paragraph, [76.0, 1742.0, 1451.0, 36.0], shoonya_1sFN675NW1SHZE, 5750370]
[paragraph, [76.0, 1778.0, 1451.0, 36.0], shoonya_1sFN675NW1SHZE, 5750370]
[paragraph, [76.0, 1814.0, 1451.0, 36.0], shoonya_1sFN675NW1SHZE, 5750370]
[paragraph, [76.0, 1850.0, 1451.0, 36.0], shoonya_1sFN675NW1SHZE, 5750370]
[paragraph, [76.0, 1886.0, 1451.0, 36.0], shoonya_1sFN675NW1SHZE, 5750370]
[paragraph, [76.0, 1922.0, 1451.0, 36.0], shoonya_1sFN675NW1SHZE, 5750370]
[paragraph, [76.0, 1958.0, 1451.0, 36.0], shoonya_1sFN675NW1SHZE, 5750370]
