[1387, 987]
[paragraph, [85.0, 92.0, 807.0, 18.0], shoonya_0s0LZU2PS9FDSP, 5653007]
[paragraph, [85.0, 110.0, 807.0, 18.0], shoonya_0s0LZU2PS9FDSP, 5653007]
[paragraph, [85.0, 128.0, 807.0, 18.0], shoonya_0s0LZU2PS9FDSP, 5653007]
[paragraph, [85.0, 146.0, 807.0, 18.0], shoonya_0s0LZU2PS9FDSP, 5653007]
[paragraph, [85.0, 164.0, 807.0, 18.0], shoonya_0s0LZU2PS9FDSP, 5653007]
[paragraph, [85.0, 182.0, 807.0, 18.0], shoonya_0s0LZU2PS9FDSP, 5653007]
[paragraph, [85.0, 200.0, 807.0, 18.0], shoonya_0s0LZU2PS9FDSP, 5653007]
[paragraph, [85.0, 218.0, 807.0, 18.0], shoonya_0s0LZU2PS9FDSP, 5653007]
[paragraph, [85.0, 236.0, 807.0, 18.0], shoonya_0s0LZU2PS9FDSP, 5653007]
[paragraph, [85.0, 254.0, 807.0, 18.0], shoonya_0s0LZU2PS9FDSP, 5653007]
[paragraph, [85.0, 272.0, 807.0, 18.0], shoonya_0s0LZU2PS9FDSP, 5653007]
[paragraph, [85.0, 290.0, 807.0, 18.0], shoonya_0s0LZU2PS9FDSP, 5653007]
[paragraph, [85.0, 308.0, 807.0, 18.0], shoonya_0s0LZU2PS9FDSP, 5653007]
[paragraph, [85.0, 326.0, 807.0, 18.0], shoonya_0s0LZU2PS9FDSP, 5653007]
[paragraph, [85.0, 344.0, 807.0, 18.0], shoonya_0s0LZU2PS9FDSP, 5653007]
[paragraph, [85.0, 362.0, 807.0, 18.0], shoonya_0s0LZU2PS9FDSP, 5653007]
[paragraph, [85.0, 380.0, 807.0, 18.0], shoonya_0s0LZU2PS9FDSP, 5653007]
[paragraph, [85.0, 398.0, 807.0, 18.0], shoonya_0s0LZU2PS9FDSP, 5653007]
[paragraph, [85.0, 416.0, 807.0, 18.0], shoonya_0s0LZU2PS9FDSP, 5653007]
[paragraph, [85.0, 434.0, 807.0, 18.0], shoonya_0s0LZU2PS9FDSP, 5653007]
[paragraph, [85.0, 452.0, 807.0, 18.0], shoonya_0s0LZU2PS9FDSP, 5653007]
[paragraph, [85.0, 470.0, 807.0, 18.0], shoonya_0s0LZU2PS9FDSP, 5653007]
[paragraph, [85.0, 488.0, 807.0, 18.0], shoonya_0s0LZU2PS9FDSP, 5653007]
[paragraph, [85.0, 506.0, 807.0, 18.0], shoonya_0s0LZU2PS9FDSP, 5653007]
[paragraph, [85.0, 524.0, 807.0, 18.0], shoonya_0s0LZU2PS9FDSP, 5653007]
[paragraph, [85.0, 542.0, 807.0, 18.0], shoonya_0s0LZU2PS9FDSP, 5653007]
[paragraph, [85.0, 560.0, 807.0, 18.0], shoonya_0s0LZU2PS9FDSP, 5653007]
[paragraph, [85.0, 578.0, 807.0, 18.0], shoonya_0s0LZU2PS9FDSP, 5653007]
[paragraph, [85.0, 596.0, 807.0, 18.0], shoonya_0s0LZU2PS9FDSP, 5653007]
[paragraph, [85.0, 614.0, 807.0, 18.0], shoonya_0s0LZU2PS9FDSP, 5653007]
[paragraph, [85.0, 632.0, 807.0, 18.0], shoonya_0s0LZU2PS9FDSP, 5653007]
[paragraph, [85.0, 650.0, 807.0, 18.0], shoonya_0s0LZU2PS9FDSP, 5653007]
[paragraph, [90.0, 676.0, 792.0, 18.0], shoonya_1sXYNESKZM9Z6B, 5653007]
[paragraph, [90.0, 694.0, 792.0, 18.0], shoonya_1sXYNESKZM9Z6B, 5653007]
[paragraph, [90.0, 712.0, 792.0, 18.0], shoonya_1sXYNESKZM9Z6B, 5653007]
[paragraph, [90.0, 730.0, 792.0, 18.0], shoonya_1sXYNESKZM9Z6B, 5653007]
[paragraph, [90.0, 748.0, 792.0, 18.0], shoonya_1sXYNESKZM9Z6B, 5653007]
[paragraph, [90.0, 766.0, 792.0, 18.0], shoonya_1sXYNESKZM9Z6B, 5653007]
[paragraph, [90.0, 784.0, 792.0, 18.0], shoonya_1sXYNESKZM9Z6B, 5653007]
[paragraph, [90.0, 802.0, 792.0, 18.0], shoonya_1sXYNESKZM9Z6B, 5653007]
[paragraph, [90.0, 820.0, 792.0, 18.0], shoonya_1sXYNESKZM9Z6B, 5653007]
[paragraph, [90.0, 838.0, 792.0, 18.0], shoonya_1sXYNESKZM9Z6B, 5653007]
[paragraph, [90.0, 856.0, 792.0, 18.0], shoonya_1sXYNESKZM9Z6B, 5653007]
[paragraph, [90.0, 874.0, 792.0, 18.0], shoonya_1sXYNESKZM9Z6B, 5653007]
[paragraph, [90.0, 892.0, 792.0, 18.0], shoonya_1sXYNESKZM9Z6B, 5653007]
[paragraph, [90.0, 910.0, 792.0, 18.0], shoonya_1sXYNESKZM9Z6B, 5653007]
[paragraph, [90.0, 928.0, 792.0, 18.0], shoonya_1sXYNESKZM9Z6B, 5653007]
[paragraph, [90.0, 946.0, 792.0, 18.0], shoonya_1sXYNESKZM9Z6B, 5653007]
[paragraph, [90.0, 964.0, 792.0, 18.0], shoonya_1sXYNESKZM9Z6B, 5653007]
[paragraph, [90.0, 982.0, 792.0, 18.0], shoonya_1sXYNESKZM9Z6B, 5653007]
[paragraph, [90.0, 1000.0, 792.0, 18.0], shoonya_1sXYNESKZM9Z6B, 5653007]
[paragraph, [90.0, 1018.0, 792.0, 18.0], shoonya_1sXYNESKZM9Z6B, 5653007]
[paragraph, [90.0, 1036.0, 792.0, 18.0], shoonya_1sXYNESKZM9Z6B, 5653007]
[paragraph, [90.0, 1054.0, 792.0, 18.0], shoonya_1sXYNESKZM9Z6B, 5653007]
