[1241, 827]
[section-title, [332.0, 186.0, 127.0, 30.0], dHouFv8PQT, 6478045]
[sub-section-title, [350.0, 228.0, 95.0, 25.5], 6VoP7RfayT, 6478045]
[paragraph, [81.0, 326.0, 635.0, 18.0], shoonya_2s0CFR5UK9MZW4, 6478045]
[paragraph, [81.0, 344.0, 635.0, 18.0], shoonya_2s0CFR5UK9MZW4, 6478045]
[paragraph, [81.0, 362.0, 635.0, 18.0], shoonya_2s0CFR5UK9MZW4, 6478045]
[paragraph, [81.0, 380.0, 635.0, 18.0], shoonya_2s0CFR5UK9MZW4, 6478045]
[paragraph, [81.0, 398.0, 635.0, 18.0], shoonya_2s0CFR5UK9MZW4, 6478045]
[paragraph, [81.0, 416.0, 635.0, 18.0], shoonya_2s0CFR5UK9MZW4, 6478045]
[paragraph, [81.0, 434.0, 635.0, 18.0], shoonya_2s0CFR5UK9MZW4, 6478045]
[paragraph, [79.0, 481.0, 635.0, 18.0], shoonya_0sJQ8T90S2HMR0, 6478045]
[paragraph, [79.0, 499.0, 635.0, 18.0], shoonya_0sJQ8T90S2HMR0, 6478045]
[paragraph, [79.0, 517.0, 635.0, 18.0], shoonya_0sJQ8T90S2HMR0, 6478045]
[paragraph, [79.0, 535.0, 635.0, 18.0], shoonya_0sJQ8T90S2HMR0, 6478045]
[paragraph, [79.0, 553.0, 635.0, 18.0], shoonya_0sJQ8T90S2HMR0, 6478045]
[paragraph, [79.0, 571.0, 635.0, 18.0], shoonya_0sJQ8T90S2HMR0, 6478045]
[paragraph, [79.0, 589.0, 635.0, 18.0], shoonya_0sJQ8T90S2HMR0, 6478045]
[paragraph, [79.0, 607.0, 635.0, 18.0], shoonya_0sJQ8T90S2HMR0, 6478045]
[paragraph, [79.0, 625.0, 635.0, 18.0], shoonya_0sJQ8T90S2HMR0, 6478045]
[paragraph, [79.0, 643.0, 635.0, 18.0], shoonya_0sJQ8T90S2HMR0, 6478045]
[paragraph, [79.0, 661.0, 635.0, 18.0], shoonya_0sJQ8T90S2HMR0, 6478045]
[paragraph, [79.0, 679.0, 635.0, 18.0], shoonya_0sJQ8T90S2HMR0, 6478045]
[paragraph, [79.0, 697.0, 635.0, 18.0], shoonya_0sJQ8T90S2HMR0, 6478045]
[paragraph, [79.0, 715.0, 635.0, 18.0], shoonya_0sJQ8T90S2HMR0, 6478045]
[paragraph, [79.0, 733.0, 635.0, 18.0], shoonya_0sJQ8T90S2HMR0, 6478045]
[paragraph, [79.0, 751.0, 635.0, 18.0], shoonya_0sJQ8T90S2HMR0, 6478045]
[paragraph, [79.0, 769.0, 635.0, 18.0], shoonya_0sJQ8T90S2HMR0, 6478045]
[paragraph, [81.0, 823.0, 633.0, 18.0], shoonya_1s018V7N95DE0T, 6478045]
[paragraph, [81.0, 841.0, 633.0, 18.0], shoonya_1s018V7N95DE0T, 6478045]
[paragraph, [81.0, 859.0, 633.0, 18.0], shoonya_1s018V7N95DE0T, 6478045]
[paragraph, [81.0, 877.0, 633.0, 18.0], shoonya_1s018V7N95DE0T, 6478045]
[paragraph, [81.0, 895.0, 633.0, 18.0], shoonya_1s018V7N95DE0T, 6478045]
[paragraph, [81.0, 913.0, 633.0, 18.0], shoonya_1s018V7N95DE0T, 6478045]
[paragraph, [81.0, 931.0, 633.0, 18.0], shoonya_1s018V7N95DE0T, 6478045]
[paragraph, [81.0, 949.0, 633.0, 18.0], shoonya_1s018V7N95DE0T, 6478045]
[paragraph, [81.0, 967.0, 633.0, 18.0], shoonya_1s018V7N95DE0T, 6478045]
[paragraph, [81.0, 985.0, 633.0, 18.0], shoonya_1s018V7N95DE0T, 6478045]
[paragraph, [81.0, 1003.0, 633.0, 18.0], shoonya_1s018V7N95DE0T, 6478045]
[paragraph, [81.0, 1021.0, 633.0, 18.0], shoonya_1s018V7N95DE0T, 6478045]
[subsub-section-title, [84.0, 1068.0, 72.0, 15.0], shoonya_3sX9M7WHD9PDYL, 6478045]
[subsub-section-title, [84.0, 1083.0, 72.0, 15.0], shoonya_3sX9M7WHD9PDYL, 6478045]
[paragraph, [79.0, 1110.0, 634.0, 18.0], nTNQK7HbrS, 6478045]
[paragraph, [79.0, 1128.0, 634.0, 18.0], nTNQK7HbrS, 6478045]
[paragraph, [79.0, 1146.0, 634.0, 18.0], nTNQK7HbrS, 6478045]
