[2067, 1567]
[folio, [193.0, 193.0, 126.0, 36.0], shoonya_10sONDD37DRV8Z, 5735411]
[folio, [1126.0, 193.0, 246.0, 36.0], KObzYELDut, 5735411]
[paragraph, [191.0, 250.0, 580.0, 36.0], shoonya_5s57AF70VXAGUM, 5735411]
[paragraph, [191.0, 286.0, 580.0, 36.0], shoonya_5s57AF70VXAGUM, 5735411]
[paragraph, [191.0, 322.0, 580.0, 36.0], shoonya_5s57AF70VXAGUM, 5735411]
[paragraph, [191.0, 358.0, 580.0, 36.0], shoonya_5s57AF70VXAGUM, 5735411]
[paragraph, [191.0, 394.0, 580.0, 36.0], shoonya_5s57AF70VXAGUM, 5735411]
[paragraph, [191.0, 430.0, 580.0, 36.0], shoonya_5s57AF70VXAGUM, 5735411]
[paragraph, [191.0, 466.0, 580.0, 36.0], shoonya_5s57AF70VXAGUM, 5735411]
[paragraph, [191.0, 502.0, 580.0, 36.0], shoonya_5s57AF70VXAGUM, 5735411]
[paragraph, [191.0, 538.0, 580.0, 36.0], shoonya_5s57AF70VXAGUM, 5735411]
[paragraph, [792.0, 250.0, 581.0, 36.0], shoonya_4sK0ZIUR77LR6E, 5735411]
[paragraph, [792.0, 286.0, 581.0, 36.0], shoonya_4sK0ZIUR77LR6E, 5735411]
[paragraph, [792.0, 322.0, 581.0, 36.0], shoonya_4sK0ZIUR77LR6E, 5735411]
[paragraph, [792.0, 358.0, 581.0, 36.0], shoonya_4sK0ZIUR77LR6E, 5735411]
[paragraph, [792.0, 394.0, 581.0, 36.0], shoonya_4sK0ZIUR77LR6E, 5735411]
[paragraph, [792.0, 430.0, 581.0, 36.0], shoonya_4sK0ZIUR77LR6E, 5735411]
[paragraph, [792.0, 466.0, 581.0, 36.0], shoonya_4sK0ZIUR77LR6E, 5735411]
[paragraph, [788.0, 515.0, 583.0, 36.0], shoonya_6s6MD761HN8I3E, 5735411]
[paragraph, [788.0, 551.0, 583.0, 36.0], shoonya_6s6MD761HN8I3E, 5735411]
[paragraph, [788.0, 587.0, 583.0, 36.0], shoonya_6s6MD761HN8I3E, 5735411]
[paragraph, [788.0, 623.0, 583.0, 36.0], shoonya_6s6MD761HN8I3E, 5735411]
[paragraph, [191.0, 605.0, 579.0, 36.0], shoonya_2sZJPZJQJ2IZU9, 5735411]
[paragraph, [191.0, 641.0, 579.0, 36.0], shoonya_2sZJPZJQJ2IZU9, 5735411]
[paragraph, [191.0, 677.0, 579.0, 36.0], shoonya_2sZJPZJQJ2IZU9, 5735411]
[paragraph, [191.0, 713.0, 579.0, 36.0], shoonya_2sZJPZJQJ2IZU9, 5735411]
[paragraph, [191.0, 749.0, 579.0, 36.0], shoonya_2sZJPZJQJ2IZU9, 5735411]
[paragraph, [191.0, 785.0, 579.0, 36.0], shoonya_2sZJPZJQJ2IZU9, 5735411]
[paragraph, [191.0, 821.0, 579.0, 36.0], shoonya_2sZJPZJQJ2IZU9, 5735411]
[paragraph, [191.0, 857.0, 579.0, 36.0], shoonya_2sZJPZJQJ2IZU9, 5735411]
[paragraph, [191.0, 893.0, 579.0, 36.0], shoonya_2sZJPZJQJ2IZU9, 5735411]
[paragraph, [191.0, 929.0, 579.0, 36.0], shoonya_2sZJPZJQJ2IZU9, 5735411]
[paragraph, [191.0, 965.0, 579.0, 36.0], shoonya_2sZJPZJQJ2IZU9, 5735411]
[paragraph, [191.0, 1001.0, 579.0, 36.0], shoonya_2sZJPZJQJ2IZU9, 5735411]
[paragraph, [191.0, 1037.0, 579.0, 36.0], shoonya_2sZJPZJQJ2IZU9, 5735411]
[paragraph, [191.0, 1073.0, 579.0, 36.0], shoonya_2sZJPZJQJ2IZU9, 5735411]
[paragraph, [791.0, 693.0, 580.0, 36.0], shoonya_3sJAV15NHMD63F, 5735411]
[paragraph, [791.0, 729.0, 580.0, 36.0], shoonya_3sJAV15NHMD63F, 5735411]
[paragraph, [791.0, 765.0, 580.0, 36.0], shoonya_3sJAV15NHMD63F, 5735411]
[paragraph, [791.0, 801.0, 580.0, 36.0], shoonya_3sJAV15NHMD63F, 5735411]
[paragraph, [791.0, 837.0, 580.0, 36.0], shoonya_3sJAV15NHMD63F, 5735411]
[paragraph, [791.0, 873.0, 580.0, 36.0], shoonya_3sJAV15NHMD63F, 5735411]
[paragraph, [791.0, 909.0, 580.0, 36.0], shoonya_3sJAV15NHMD63F, 5735411]
[paragraph, [791.0, 945.0, 580.0, 36.0], shoonya_3sJAV15NHMD63F, 5735411]
[paragraph, [791.0, 981.0, 580.0, 36.0], shoonya_3sJAV15NHMD63F, 5735411]
[paragraph, [791.0, 1017.0, 580.0, 36.0], shoonya_3sJAV15NHMD63F, 5735411]
[paragraph, [791.0, 1053.0, 580.0, 36.0], shoonya_3sJAV15NHMD63F, 5735411]
[paragraph, [791.0, 1096.0, 580.0, 36.0], shoonya_0sEX0JLBWHJY9V, 5735411]
[paragraph, [791.0, 1132.0, 580.0, 36.0], shoonya_0sEX0JLBWHJY9V, 5735411]
[paragraph, [791.0, 1168.0, 580.0, 36.0], shoonya_0sEX0JLBWHJY9V, 5735411]
[paragraph, [791.0, 1204.0, 580.0, 36.0], shoonya_0sEX0JLBWHJY9V, 5735411]
[paragraph, [791.0, 1240.0, 580.0, 36.0], shoonya_0sEX0JLBWHJY9V, 5735411]
[paragraph, [791.0, 1276.0, 580.0, 36.0], shoonya_0sEX0JLBWHJY9V, 5735411]
[paragraph, [791.0, 1312.0, 580.0, 36.0], shoonya_0sEX0JLBWHJY9V, 5735411]
[paragraph, [791.0, 1348.0, 580.0, 36.0], shoonya_0sEX0JLBWHJY9V, 5735411]
[paragraph, [791.0, 1384.0, 580.0, 36.0], shoonya_0sEX0JLBWHJY9V, 5735411]
[paragraph, [791.0, 1420.0, 580.0, 36.0], shoonya_0sEX0JLBWHJY9V, 5735411]
[paragraph, [791.0, 1456.0, 580.0, 36.0], shoonya_0sEX0JLBWHJY9V, 5735411]
[paragraph, [791.0, 1492.0, 580.0, 36.0], shoonya_0sEX0JLBWHJY9V, 5735411]
[paragraph, [791.0, 1528.0, 580.0, 36.0], shoonya_0sEX0JLBWHJY9V, 5735411]
[paragraph, [791.0, 1564.0, 580.0, 36.0], shoonya_0sEX0JLBWHJY9V, 5735411]
[paragraph, [791.0, 1600.0, 580.0, 36.0], shoonya_0sEX0JLBWHJY9V, 5735411]
[paragraph, [791.0, 1636.0, 580.0, 36.0], shoonya_0sEX0JLBWHJY9V, 5735411]
