[2052, 1388]
[paragraph, [141.0, 136.0, 1074.0, 36.0], shoonya_0s3AQK8L9NKL6F, 5691601]
[paragraph, [141.0, 172.0, 1074.0, 36.0], shoonya_0s3AQK8L9NKL6F, 5691601]
[paragraph, [141.0, 208.0, 1074.0, 36.0], shoonya_0s3AQK8L9NKL6F, 5691601]
[paragraph, [141.0, 244.0, 1074.0, 36.0], shoonya_0s3AQK8L9NKL6F, 5691601]
[paragraph, [140.0, 304.0, 1084.0, 36.0], shoonya_1sNU5W4SHSRXVW, 5691601]
[paragraph, [140.0, 340.0, 1084.0, 36.0], shoonya_1sNU5W4SHSRXVW, 5691601]
[paragraph, [140.0, 376.0, 1084.0, 36.0], shoonya_1sNU5W4SHSRXVW, 5691601]
[paragraph, [140.0, 412.0, 1084.0, 36.0], shoonya_1sNU5W4SHSRXVW, 5691601]
[paragraph, [140.0, 448.0, 1084.0, 36.0], shoonya_1sNU5W4SHSRXVW, 5691601]
[paragraph, [140.0, 484.0, 1084.0, 36.0], shoonya_1sNU5W4SHSRXVW, 5691601]
[paragraph, [140.0, 520.0, 1084.0, 36.0], shoonya_1sNU5W4SHSRXVW, 5691601]
[folio, [952.0, 604.0, 250.0, 36.0], tP2nq7Y_eE, 5691601]
[paragraph, [133.0, 679.0, 1085.0, 36.0], shoonya_4sPX0C0HLNW8OM, 5691601]
[paragraph, [133.0, 715.0, 1085.0, 36.0], shoonya_4sPX0C0HLNW8OM, 5691601]
[paragraph, [133.0, 751.0, 1085.0, 36.0], shoonya_4sPX0C0HLNW8OM, 5691601]
[paragraph, [133.0, 787.0, 1085.0, 36.0], shoonya_4sPX0C0HLNW8OM, 5691601]
[paragraph, [133.0, 823.0, 1085.0, 36.0], shoonya_4sPX0C0HLNW8OM, 5691601]
[paragraph, [133.0, 859.0, 1085.0, 36.0], shoonya_4sPX0C0HLNW8OM, 5691601]
[paragraph, [133.0, 895.0, 1085.0, 36.0], shoonya_4sPX0C0HLNW8OM, 5691601]
[paragraph, [133.0, 931.0, 1085.0, 36.0], shoonya_4sPX0C0HLNW8OM, 5691601]
[paragraph, [133.0, 967.0, 1085.0, 36.0], shoonya_4sPX0C0HLNW8OM, 5691601]
[paragraph, [129.0, 1009.0, 1085.0, 36.0], shoonya_5s4AL5D7HR4K2G, 5691601]
[paragraph, [129.0, 1045.0, 1085.0, 36.0], shoonya_5s4AL5D7HR4K2G, 5691601]
[paragraph, [129.0, 1081.0, 1085.0, 36.0], shoonya_5s4AL5D7HR4K2G, 5691601]
[paragraph, [126.0, 1126.0, 1097.0, 36.0], shoonya_6s4EFADKWQ19P6, 5691601]
[paragraph, [126.0, 1162.0, 1097.0, 36.0], shoonya_6s4EFADKWQ19P6, 5691601]
[paragraph, [126.0, 1198.0, 1097.0, 36.0], shoonya_6s4EFADKWQ19P6, 5691601]
[paragraph, [126.0, 1234.0, 1097.0, 36.0], shoonya_6s4EFADKWQ19P6, 5691601]
[paragraph, [126.0, 1270.0, 1097.0, 36.0], shoonya_6s4EFADKWQ19P6, 5691601]
[paragraph, [126.0, 1306.0, 1097.0, 36.0], shoonya_6s4EFADKWQ19P6, 5691601]
[paragraph, [126.0, 1342.0, 1097.0, 36.0], shoonya_6s4EFADKWQ19P6, 5691601]
[paragraph, [128.0, 1410.0, 1083.0, 36.0], shoonya_2sWJLCEJWSWIAI, 5691601]
[paragraph, [128.0, 1446.0, 1083.0, 36.0], shoonya_2sWJLCEJWSWIAI, 5691601]
[paragraph, [128.0, 1482.0, 1083.0, 36.0], shoonya_2sWJLCEJWSWIAI, 5691601]
[paragraph, [128.0, 1518.0, 1083.0, 36.0], shoonya_2sWJLCEJWSWIAI, 5691601]
[paragraph, [128.0, 1554.0, 1083.0, 36.0], shoonya_2sWJLCEJWSWIAI, 5691601]
[paragraph, [128.0, 1590.0, 1083.0, 36.0], shoonya_2sWJLCEJWSWIAI, 5691601]
[paragraph, [128.0, 1626.0, 1083.0, 36.0], shoonya_2sWJLCEJWSWIAI, 5691601]
[paragraph, [111.0, 1687.0, 1095.0, 36.0], FuP4t0oWm4, 5691601]
[paragraph, [111.0, 1723.0, 1095.0, 36.0], FuP4t0oWm4, 5691601]
[paragraph, [111.0, 1759.0, 1095.0, 36.0], FuP4t0oWm4, 5691601]
[paragraph, [111.0, 1795.0, 1095.0, 36.0], FuP4t0oWm4, 5691601]
