[595, 454]
[chapter-title, [228.0, 166.0, 182.0, 30.0], R2umbo-hvf, 6460003]
[paragraph, [18.0, 213.0, 204.0, 18.0], zrW3ap26u2, 6460003]
[paragraph, [18.0, 231.0, 204.0, 18.0], zrW3ap26u2, 6460003]
[paragraph, [18.0, 249.0, 204.0, 18.0], zrW3ap26u2, 6460003]
[paragraph, [18.0, 267.0, 204.0, 18.0], zrW3ap26u2, 6460003]
[paragraph, [18.0, 285.0, 204.0, 18.0], zrW3ap26u2, 6460003]
[paragraph, [18.0, 303.0, 204.0, 18.0], zrW3ap26u2, 6460003]
[paragraph, [225.0, 216.0, 204.0, 18.0], d3mjwvMaIq, 6460003]
[paragraph, [225.0, 234.0, 204.0, 18.0], d3mjwvMaIq, 6460003]
[paragraph, [225.0, 252.0, 204.0, 18.0], d3mjwvMaIq, 6460003]
[paragraph, [225.0, 270.0, 204.0, 18.0], d3mjwvMaIq, 6460003]
[paragraph, [225.0, 288.0, 204.0, 18.0], d3mjwvMaIq, 6460003]
[paragraph, [225.0, 309.0, 202.0, 18.0], 7BIfAIraAS, 6460003]
[paragraph, [225.0, 327.0, 202.0, 18.0], 7BIfAIraAS, 6460003]
[paragraph, [225.0, 345.0, 202.0, 18.0], 7BIfAIraAS, 6460003]
[paragraph, [225.0, 363.0, 202.0, 18.0], 7BIfAIraAS, 6460003]
[paragraph, [225.0, 381.0, 202.0, 18.0], 7BIfAIraAS, 6460003]
[paragraph, [19.0, 332.0, 204.0, 18.0], L4r5f_AOSr, 6460003]
[paragraph, [19.0, 350.0, 204.0, 18.0], L4r5f_AOSr, 6460003]
[paragraph, [19.0, 368.0, 204.0, 18.0], L4r5f_AOSr, 6460003]
[paragraph, [19.0, 386.0, 204.0, 18.0], L4r5f_AOSr, 6460003]
[paragraph, [19.0, 404.0, 204.0, 18.0], L4r5f_AOSr, 6460003]
[paragraph, [19.0, 422.0, 204.0, 18.0], L4r5f_AOSr, 6460003]
[paragraph, [19.0, 440.0, 204.0, 18.0], L4r5f_AOSr, 6460003]
[paragraph, [19.0, 458.0, 204.0, 18.0], L4r5f_AOSr, 6460003]
[paragraph, [19.0, 476.0, 204.0, 18.0], L4r5f_AOSr, 6460003]
[paragraph, [19.0, 494.0, 204.0, 18.0], L4r5f_AOSr, 6460003]
[paragraph, [226.0, 406.0, 202.0, 18.0], aJTy_fLAY7, 6460003]
[paragraph, [226.0, 424.0, 202.0, 18.0], aJTy_fLAY7, 6460003]
[paragraph, [226.0, 442.0, 202.0, 18.0], aJTy_fLAY7, 6460003]
[paragraph, [226.0, 460.0, 202.0, 18.0], aJTy_fLAY7, 6460003]
[paragraph, [226.0, 478.0, 202.0, 18.0], aJTy_fLAY7, 6460003]
[paragraph, [226.0, 496.0, 202.0, 18.0], aJTy_fLAY7, 6460003]
[paragraph, [230.0, 522.0, 196.0, 18.0], NszPcl6Uvd, 6460003]
[paragraph, [26.0, 523.0, 196.0, 18.0], ieoByfVpDC, 6460003]
[folio, [188.0, 558.0, 67.0, 18.0], FOjuCRo51o, 6460003]
