[3508, 2481]
[contact-info, [518.0, 114.0, 1437.0, 52.5], genb56vFm4, 6516765]
[contact-info, [518.0, 166.5, 1437.0, 52.5], genb56vFm4, 6516765]
[contact-info, [518.0, 219.0, 1437.0, 52.5], genb56vFm4, 6516765]
[contact-info, [518.0, 271.5, 1437.0, 52.5], genb56vFm4, 6516765]
[contact-info, [518.0, 324.0, 1437.0, 52.5], genb56vFm4, 6516765]
[contact-info, [518.0, 376.5, 1437.0, 52.5], genb56vFm4, 6516765]
[section-title, [1006.0, 559.0, 462.0, 93.0], _FRma0DJHu, 6516765]
[folio, [189.0, 786.0, 1229.0, 52.5], MsB6pqYI1V, 6516765]
[folio, [189.0, 838.5, 1229.0, 52.5], MsB6pqYI1V, 6516765]
[placeholder-text, [2009.0, 1028.0, 239.0, 18.0], lcPKyghpCy, 6516765]
[placeholder-text, [2009.0, 1046.0, 239.0, 18.0], lcPKyghpCy, 6516765]
[placeholder-text, [2009.0, 1064.0, 239.0, 18.0], lcPKyghpCy, 6516765]
[placeholder-text, [2009.0, 1082.0, 239.0, 18.0], lcPKyghpCy, 6516765]
[placeholder-text, [2009.0, 1100.0, 239.0, 18.0], lcPKyghpCy, 6516765]
[paragraph, [198.0, 1308.0, 288.0, 52.5], NsI-CU7UH6, 6516765]
[paragraph, [211.0, 1419.0, 2061.0, 52.5], TrIoMd1f_P, 6516765]
[paragraph, [211.0, 1471.5, 2061.0, 52.5], TrIoMd1f_P, 6516765]
[paragraph, [211.0, 1524.0, 2061.0, 52.5], TrIoMd1f_P, 6516765]
[paragraph, [211.0, 1576.5, 2061.0, 52.5], TrIoMd1f_P, 6516765]
[paragraph, [211.0, 1629.0, 2061.0, 52.5], TrIoMd1f_P, 6516765]
[paragraph, [211.0, 1681.5, 2061.0, 52.5], TrIoMd1f_P, 6516765]
[paragraph, [208.0, 1786.0, 2064.0, 52.5], dAR1-gWotu, 6516765]
[paragraph, [208.0, 1838.5, 2064.0, 52.5], dAR1-gWotu, 6516765]
[paragraph, [208.0, 1891.0, 2064.0, 52.5], dAR1-gWotu, 6516765]
[paragraph, [208.0, 1943.5, 2064.0, 52.5], dAR1-gWotu, 6516765]
[paragraph, [208.0, 1996.0, 2064.0, 52.5], dAR1-gWotu, 6516765]
[paragraph, [208.0, 2048.5, 2064.0, 52.5], dAR1-gWotu, 6516765]
[paragraph, [208.0, 2101.0, 2064.0, 52.5], dAR1-gWotu, 6516765]
[paragraph, [195.0, 2265.0, 2064.0, 52.5], BAC0Ge_SpQ, 6516765]
[paragraph, [195.0, 2317.5, 2064.0, 52.5], BAC0Ge_SpQ, 6516765]
[paragraph, [195.0, 2370.0, 2064.0, 52.5], BAC0Ge_SpQ, 6516765]
[paragraph, [195.0, 2422.5, 2064.0, 52.5], BAC0Ge_SpQ, 6516765]
[paragraph, [195.0, 2475.0, 2064.0, 52.5], BAC0Ge_SpQ, 6516765]
[paragraph, [195.0, 2527.5, 2064.0, 52.5], BAC0Ge_SpQ, 6516765]
[paragraph, [195.0, 2580.0, 2064.0, 52.5], BAC0Ge_SpQ, 6516765]
[paragraph, [195.0, 2632.5, 2064.0, 52.5], BAC0Ge_SpQ, 6516765]
[ordered-list, [282.0, 2743.0, 1977.0, 52.5], oLD5xSwtbm, 6516765]
[ordered-list, [282.0, 2795.5, 1977.0, 52.5], oLD5xSwtbm, 6516765]
[ordered-list, [282.0, 2848.0, 1977.0, 52.5], oLD5xSwtbm, 6516765]
[ordered-list, [282.0, 2900.5, 1977.0, 52.5], oLD5xSwtbm, 6516765]
[ordered-list, [282.0, 2953.0, 1977.0, 52.5], oLD5xSwtbm, 6516765]
[ordered-list, [282.0, 3005.5, 1977.0, 52.5], oLD5xSwtbm, 6516765]
[ordered-list, [282.0, 3058.0, 1977.0, 52.5], oLD5xSwtbm, 6516765]
[ordered-list, [282.0, 3110.5, 1977.0, 52.5], oLD5xSwtbm, 6516765]
[ordered-list, [282.0, 3163.0, 1977.0, 52.5], oLD5xSwtbm, 6516765]
[ordered-list, [282.0, 3215.5, 1977.0, 52.5], oLD5xSwtbm, 6516765]
