[1275, 750]
[folio, [240.0, 87.0, 291.0, 18.0], sKPVLob6Rb, 5767676]
[folio, [240.0, 105.0, 291.0, 18.0], sKPVLob6Rb, 5767676]
[paragraph, [55.0, 145.0, 634.0, 18.0], shoonya_0sYB5SIR1R18XS, 5767676]
[paragraph, [55.0, 163.0, 634.0, 18.0], shoonya_0sYB5SIR1R18XS, 5767676]
[paragraph, [55.0, 181.0, 634.0, 18.0], shoonya_0sYB5SIR1R18XS, 5767676]
[paragraph, [55.0, 199.0, 634.0, 18.0], shoonya_0sYB5SIR1R18XS, 5767676]
[paragraph, [55.0, 217.0, 634.0, 18.0], shoonya_0sYB5SIR1R18XS, 5767676]
[paragraph, [55.0, 235.0, 634.0, 18.0], shoonya_0sYB5SIR1R18XS, 5767676]
[paragraph, [55.0, 253.0, 634.0, 18.0], shoonya_0sYB5SIR1R18XS, 5767676]
[paragraph, [55.0, 271.0, 634.0, 18.0], shoonya_0sYB5SIR1R18XS, 5767676]
[paragraph, [55.0, 289.0, 634.0, 18.0], shoonya_0sYB5SIR1R18XS, 5767676]
[paragraph, [55.0, 307.0, 634.0, 18.0], shoonya_0sYB5SIR1R18XS, 5767676]
[paragraph, [55.0, 325.0, 634.0, 18.0], shoonya_0sYB5SIR1R18XS, 5767676]
[paragraph, [55.0, 343.0, 634.0, 18.0], shoonya_0sYB5SIR1R18XS, 5767676]
[paragraph, [55.0, 361.0, 634.0, 18.0], shoonya_0sYB5SIR1R18XS, 5767676]
[paragraph, [55.0, 379.0, 634.0, 18.0], shoonya_0sYB5SIR1R18XS, 5767676]
[paragraph, [55.0, 397.0, 634.0, 18.0], shoonya_0sYB5SIR1R18XS, 5767676]
[paragraph, [55.0, 415.0, 634.0, 18.0], shoonya_0sYB5SIR1R18XS, 5767676]
[paragraph, [55.0, 433.0, 634.0, 18.0], shoonya_0sYB5SIR1R18XS, 5767676]
[paragraph, [55.0, 451.0, 634.0, 18.0], shoonya_0sYB5SIR1R18XS, 5767676]
[paragraph, [55.0, 469.0, 634.0, 18.0], shoonya_0sYB5SIR1R18XS, 5767676]
[paragraph, [55.0, 487.0, 634.0, 18.0], shoonya_0sYB5SIR1R18XS, 5767676]
[paragraph, [55.0, 505.0, 634.0, 18.0], shoonya_0sYB5SIR1R18XS, 5767676]
[ordered-list, [51.0, 537.0, 650.0, 18.0], shoonya_1sRKSZ8RLDBNOB, 5767676]
[ordered-list, [51.0, 555.0, 650.0, 18.0], shoonya_1sRKSZ8RLDBNOB, 5767676]
[ordered-list, [51.0, 573.0, 650.0, 18.0], shoonya_1sRKSZ8RLDBNOB, 5767676]
[ordered-list, [51.0, 591.0, 650.0, 18.0], shoonya_1sRKSZ8RLDBNOB, 5767676]
[ordered-list, [51.0, 609.0, 650.0, 18.0], shoonya_1sRKSZ8RLDBNOB, 5767676]
[ordered-list, [51.0, 627.0, 650.0, 18.0], shoonya_1sRKSZ8RLDBNOB, 5767676]
[ordered-list, [51.0, 645.0, 650.0, 18.0], shoonya_1sRKSZ8RLDBNOB, 5767676]
[ordered-list, [51.0, 663.0, 650.0, 18.0], shoonya_1sRKSZ8RLDBNOB, 5767676]
[ordered-list, [51.0, 681.0, 650.0, 18.0], shoonya_1sRKSZ8RLDBNOB, 5767676]
[ordered-list, [51.0, 699.0, 650.0, 18.0], shoonya_1sRKSZ8RLDBNOB, 5767676]
[ordered-list, [51.0, 717.0, 650.0, 18.0], shoonya_1sRKSZ8RLDBNOB, 5767676]
[ordered-list, [51.0, 735.0, 650.0, 18.0], shoonya_1sRKSZ8RLDBNOB, 5767676]
[ordered-list, [51.0, 753.0, 650.0, 18.0], shoonya_1sRKSZ8RLDBNOB, 5767676]
[ordered-list, [51.0, 771.0, 650.0, 18.0], shoonya_1sRKSZ8RLDBNOB, 5767676]
[ordered-list, [51.0, 789.0, 650.0, 18.0], shoonya_1sRKSZ8RLDBNOB, 5767676]
[ordered-list, [51.0, 807.0, 650.0, 18.0], shoonya_1sRKSZ8RLDBNOB, 5767676]
[ordered-list, [51.0, 825.0, 650.0, 18.0], shoonya_1sRKSZ8RLDBNOB, 5767676]
[ordered-list, [51.0, 843.0, 650.0, 18.0], shoonya_1sRKSZ8RLDBNOB, 5767676]
[ordered-list, [51.0, 861.0, 650.0, 18.0], shoonya_1sRKSZ8RLDBNOB, 5767676]
[ordered-list, [51.0, 879.0, 650.0, 18.0], shoonya_1sRKSZ8RLDBNOB, 5767676]
[ordered-list, [51.0, 897.0, 650.0, 18.0], shoonya_1sRKSZ8RLDBNOB, 5767676]
[ordered-list, [51.0, 915.0, 650.0, 18.0], shoonya_1sRKSZ8RLDBNOB, 5767676]
[ordered-list, [51.0, 933.0, 650.0, 18.0], shoonya_1sRKSZ8RLDBNOB, 5767676]
[ordered-list, [51.0, 951.0, 650.0, 18.0], shoonya_1sRKSZ8RLDBNOB, 5767676]
[ordered-list, [51.0, 969.0, 650.0, 18.0], shoonya_1sRKSZ8RLDBNOB, 5767676]
[ordered-list, [51.0, 987.0, 650.0, 18.0], shoonya_1sRKSZ8RLDBNOB, 5767676]
[ordered-list, [51.0, 1005.0, 650.0, 18.0], shoonya_1sRKSZ8RLDBNOB, 5767676]
[ordered-list, [51.0, 1023.0, 650.0, 18.0], shoonya_1sRKSZ8RLDBNOB, 5767676]
[ordered-list, [51.0, 1041.0, 650.0, 18.0], shoonya_1sRKSZ8RLDBNOB, 5767676]
[ordered-list, [51.0, 1059.0, 650.0, 18.0], shoonya_1sRKSZ8RLDBNOB, 5767676]
[ordered-list, [51.0, 1077.0, 650.0, 18.0], shoonya_1sRKSZ8RLDBNOB, 5767676]
[ordered-list, [51.0, 1095.0, 650.0, 18.0], shoonya_1sRKSZ8RLDBNOB, 5767676]
[ordered-list, [51.0, 1113.0, 650.0, 18.0], shoonya_1sRKSZ8RLDBNOB, 5767676]
