[1320, 1176]
[folio, [946.0, 70.0, 147.0, 18.0], shoonya_3sZ96OG46S34WO, 5694217]
[folio, [946.0, 88.0, 147.0, 18.0], shoonya_3sZ96OG46S34WO, 5694217]
[folio, [946.0, 106.0, 147.0, 18.0], shoonya_3sZ96OG46S34WO, 5694217]
[folio, [946.0, 124.0, 147.0, 18.0], shoonya_3sZ96OG46S34WO, 5694217]
[folio, [946.0, 142.0, 147.0, 18.0], shoonya_3sZ96OG46S34WO, 5694217]
[paragraph, [91.0, 202.0, 321.0, 18.0], YmjXY-iiiU, 5694217]
[paragraph, [91.0, 220.0, 321.0, 18.0], YmjXY-iiiU, 5694217]
[paragraph, [91.0, 238.0, 321.0, 18.0], YmjXY-iiiU, 5694217]
[paragraph, [91.0, 256.0, 321.0, 18.0], YmjXY-iiiU, 5694217]
[paragraph, [91.0, 274.0, 321.0, 18.0], YmjXY-iiiU, 5694217]
[paragraph, [91.0, 292.0, 321.0, 18.0], YmjXY-iiiU, 5694217]
[paragraph, [91.0, 310.0, 321.0, 18.0], YmjXY-iiiU, 5694217]
[paragraph, [91.0, 328.0, 321.0, 18.0], YmjXY-iiiU, 5694217]
[paragraph, [91.0, 346.0, 321.0, 18.0], YmjXY-iiiU, 5694217]
[paragraph, [91.0, 364.0, 321.0, 18.0], YmjXY-iiiU, 5694217]
[paragraph, [91.0, 382.0, 321.0, 18.0], YmjXY-iiiU, 5694217]
[paragraph, [91.0, 400.0, 321.0, 18.0], YmjXY-iiiU, 5694217]
[paragraph, [91.0, 418.0, 321.0, 18.0], YmjXY-iiiU, 5694217]
[paragraph, [91.0, 436.0, 321.0, 18.0], YmjXY-iiiU, 5694217]
[section-title, [546.0, 221.0, 443.0, 30.0], eox4-ji5Ek, 5694217]
[paragraph, [487.0, 293.0, 544.0, 18.0], 2ryMt11ou1, 5694217]
[paragraph, [487.0, 311.0, 544.0, 18.0], 2ryMt11ou1, 5694217]
[paragraph, [487.0, 329.0, 544.0, 18.0], 2ryMt11ou1, 5694217]
[paragraph, [487.0, 347.0, 544.0, 18.0], 2ryMt11ou1, 5694217]
[paragraph, [487.0, 365.0, 544.0, 18.0], 2ryMt11ou1, 5694217]
[paragraph, [487.0, 383.0, 544.0, 18.0], 2ryMt11ou1, 5694217]
[paragraph, [487.0, 401.0, 544.0, 18.0], 2ryMt11ou1, 5694217]
[paragraph, [487.0, 419.0, 544.0, 18.0], 2ryMt11ou1, 5694217]
[paragraph, [487.0, 437.0, 544.0, 18.0], 2ryMt11ou1, 5694217]
[paragraph, [487.0, 455.0, 544.0, 18.0], 2ryMt11ou1, 5694217]
[paragraph, [487.0, 473.0, 544.0, 18.0], 2ryMt11ou1, 5694217]
[paragraph, [487.0, 491.0, 544.0, 18.0], 2ryMt11ou1, 5694217]
[paragraph, [487.0, 509.0, 544.0, 18.0], 2ryMt11ou1, 5694217]
[paragraph, [487.0, 527.0, 544.0, 18.0], 2ryMt11ou1, 5694217]
[paragraph, [487.0, 545.0, 544.0, 18.0], 2ryMt11ou1, 5694217]
[paragraph, [487.0, 563.0, 544.0, 18.0], 2ryMt11ou1, 5694217]
[paragraph, [487.0, 581.0, 544.0, 18.0], 2ryMt11ou1, 5694217]
[paragraph, [487.0, 599.0, 544.0, 18.0], 2ryMt11ou1, 5694217]
[paragraph, [487.0, 617.0, 544.0, 18.0], 2ryMt11ou1, 5694217]
[paragraph, [85.0, 483.0, 320.0, 18.0], JVHtQSVYgZ, 5694217]
[paragraph, [85.0, 501.0, 320.0, 18.0], JVHtQSVYgZ, 5694217]
[paragraph, [85.0, 519.0, 320.0, 18.0], JVHtQSVYgZ, 5694217]
[paragraph, [85.0, 537.0, 320.0, 18.0], JVHtQSVYgZ, 5694217]
[paragraph, [85.0, 555.0, 320.0, 18.0], JVHtQSVYgZ, 5694217]
[paragraph, [85.0, 573.0, 320.0, 18.0], JVHtQSVYgZ, 5694217]
[paragraph, [85.0, 591.0, 320.0, 18.0], JVHtQSVYgZ, 5694217]
[paragraph, [85.0, 609.0, 320.0, 18.0], JVHtQSVYgZ, 5694217]
[paragraph, [85.0, 627.0, 320.0, 18.0], JVHtQSVYgZ, 5694217]
[paragraph, [85.0, 645.0, 320.0, 18.0], JVHtQSVYgZ, 5694217]
[paragraph, [85.0, 663.0, 320.0, 18.0], JVHtQSVYgZ, 5694217]
[paragraph, [85.0, 681.0, 320.0, 18.0], JVHtQSVYgZ, 5694217]
[paragraph, [85.0, 699.0, 320.0, 18.0], JVHtQSVYgZ, 5694217]
[paragraph, [85.0, 717.0, 320.0, 18.0], JVHtQSVYgZ, 5694217]
[paragraph, [85.0, 735.0, 320.0, 18.0], JVHtQSVYgZ, 5694217]
[paragraph, [85.0, 753.0, 320.0, 18.0], JVHtQSVYgZ, 5694217]
[paragraph, [85.0, 771.0, 320.0, 18.0], JVHtQSVYgZ, 5694217]
[paragraph, [85.0, 789.0, 320.0, 18.0], JVHtQSVYgZ, 5694217]
[paragraph, [85.0, 807.0, 320.0, 18.0], JVHtQSVYgZ, 5694217]
[paragraph, [85.0, 825.0, 320.0, 18.0], JVHtQSVYgZ, 5694217]
[paragraph, [85.0, 843.0, 320.0, 18.0], JVHtQSVYgZ, 5694217]
[paragraph, [85.0, 861.0, 320.0, 18.0], JVHtQSVYgZ, 5694217]
[paragraph, [425.0, 685.0, 318.0, 18.0], An6MxgOKnK, 5694217]
[paragraph, [425.0, 703.0, 318.0, 18.0], An6MxgOKnK, 5694217]
[paragraph, [425.0, 721.0, 318.0, 18.0], An6MxgOKnK, 5694217]
[paragraph, [425.0, 739.0, 318.0, 18.0], An6MxgOKnK, 5694217]
[paragraph, [425.0, 757.0, 318.0, 18.0], An6MxgOKnK, 5694217]
[paragraph, [425.0, 775.0, 318.0, 18.0], An6MxgOKnK, 5694217]
[paragraph, [425.0, 793.0, 318.0, 18.0], An6MxgOKnK, 5694217]
[paragraph, [425.0, 811.0, 318.0, 18.0], An6MxgOKnK, 5694217]
[paragraph, [425.0, 829.0, 318.0, 18.0], An6MxgOKnK, 5694217]
[paragraph, [425.0, 847.0, 318.0, 18.0], An6MxgOKnK, 5694217]
[paragraph, [425.0, 865.0, 318.0, 18.0], An6MxgOKnK, 5694217]
[paragraph, [425.0, 883.0, 318.0, 18.0], An6MxgOKnK, 5694217]
[paragraph, [425.0, 901.0, 318.0, 18.0], An6MxgOKnK, 5694217]
[paragraph, [425.0, 919.0, 318.0, 18.0], An6MxgOKnK, 5694217]
[section-title, [776.0, 694.0, 302.0, 30.0], wc9hDQp3tA, 5694217]
[paragraph, [764.0, 769.0, 292.0, 18.0], gSOAEQShZn, 5694217]
[paragraph, [764.0, 787.0, 292.0, 18.0], gSOAEQShZn, 5694217]
[paragraph, [764.0, 805.0, 292.0, 18.0], gSOAEQShZn, 5694217]
[paragraph, [764.0, 823.0, 292.0, 18.0], gSOAEQShZn, 5694217]
[paragraph, [764.0, 841.0, 292.0, 18.0], gSOAEQShZn, 5694217]
[paragraph, [764.0, 859.0, 292.0, 18.0], gSOAEQShZn, 5694217]
[paragraph, [764.0, 877.0, 292.0, 18.0], gSOAEQShZn, 5694217]
[paragraph, [764.0, 895.0, 292.0, 18.0], gSOAEQShZn, 5694217]
[paragraph, [764.0, 913.0, 292.0, 18.0], gSOAEQShZn, 5694217]
[paragraph, [764.0, 931.0, 292.0, 18.0], gSOAEQShZn, 5694217]
[paragraph, [764.0, 949.0, 292.0, 18.0], gSOAEQShZn, 5694217]
[paragraph, [764.0, 967.0, 292.0, 18.0], gSOAEQShZn, 5694217]
[paragraph, [764.0, 985.0, 292.0, 18.0], gSOAEQShZn, 5694217]
[paragraph, [764.0, 1003.0, 292.0, 18.0], gSOAEQShZn, 5694217]
[paragraph, [764.0, 1021.0, 292.0, 18.0], gSOAEQShZn, 5694217]
[paragraph, [764.0, 1039.0, 292.0, 18.0], gSOAEQShZn, 5694217]
[paragraph, [764.0, 1057.0, 292.0, 18.0], gSOAEQShZn, 5694217]
[paragraph, [764.0, 1075.0, 292.0, 18.0], gSOAEQShZn, 5694217]
[paragraph, [80.0, 897.0, 318.0, 18.0], zasXQOdkiS, 5694217]
[paragraph, [80.0, 915.0, 318.0, 18.0], zasXQOdkiS, 5694217]
[paragraph, [80.0, 933.0, 318.0, 18.0], zasXQOdkiS, 5694217]
[paragraph, [80.0, 951.0, 318.0, 18.0], zasXQOdkiS, 5694217]
[paragraph, [80.0, 969.0, 318.0, 18.0], zasXQOdkiS, 5694217]
[paragraph, [80.0, 987.0, 318.0, 18.0], zasXQOdkiS, 5694217]
[paragraph, [80.0, 1005.0, 318.0, 18.0], zasXQOdkiS, 5694217]
[paragraph, [421.0, 964.0, 320.0, 18.0], -ZDHrNPM9k, 5694217]
[paragraph, [421.0, 982.0, 320.0, 18.0], -ZDHrNPM9k, 5694217]
[paragraph, [421.0, 1000.0, 320.0, 18.0], -ZDHrNPM9k, 5694217]
[paragraph, [421.0, 1018.0, 320.0, 18.0], -ZDHrNPM9k, 5694217]
[paragraph, [421.0, 1036.0, 320.0, 18.0], -ZDHrNPM9k, 5694217]
[paragraph, [421.0, 1054.0, 320.0, 18.0], -ZDHrNPM9k, 5694217]
[paragraph, [421.0, 1072.0, 320.0, 18.0], -ZDHrNPM9k, 5694217]
[paragraph, [76.0, 1036.0, 320.0, 18.0], FEEGK2nJOz, 5694217]
[paragraph, [76.0, 1054.0, 320.0, 18.0], FEEGK2nJOz, 5694217]
[paragraph, [76.0, 1072.0, 320.0, 18.0], FEEGK2nJOz, 5694217]
[paragraph, [76.0, 1090.0, 320.0, 18.0], FEEGK2nJOz, 5694217]
[paragraph, [76.0, 1108.0, 320.0, 18.0], FEEGK2nJOz, 5694217]
[paragraph, [76.0, 1126.0, 320.0, 18.0], FEEGK2nJOz, 5694217]
[paragraph, [76.0, 1144.0, 320.0, 18.0], FEEGK2nJOz, 5694217]
[paragraph, [76.0, 1162.0, 320.0, 18.0], FEEGK2nJOz, 5694217]
[paragraph, [76.0, 1180.0, 320.0, 18.0], FEEGK2nJOz, 5694217]
[paragraph, [76.0, 1198.0, 320.0, 18.0], FEEGK2nJOz, 5694217]
[paragraph, [76.0, 1216.0, 320.0, 18.0], FEEGK2nJOz, 5694217]
[paragraph, [415.0, 1111.0, 324.0, 18.0], EwbBZC0BIp, 5694217]
[paragraph, [415.0, 1129.0, 324.0, 18.0], EwbBZC0BIp, 5694217]
[paragraph, [415.0, 1147.0, 324.0, 18.0], EwbBZC0BIp, 5694217]
[paragraph, [415.0, 1165.0, 324.0, 18.0], EwbBZC0BIp, 5694217]
[paragraph, [415.0, 1183.0, 324.0, 18.0], EwbBZC0BIp, 5694217]
[footnote, [761.0, 1165.0, 318.0, 18.0], HDtogP_1VA, 5694217]
[footnote, [761.0, 1183.0, 318.0, 18.0], HDtogP_1VA, 5694217]
[footnote, [761.0, 1201.0, 318.0, 18.0], HDtogP_1VA, 5694217]
[footnote, [761.0, 1219.0, 318.0, 18.0], HDtogP_1VA, 5694217]
