[709, 412]
[folio, [179.0, 26.0, 59.0, 18.0], M9bbrJ6l5S, 5741023]
[paragraph, [207.0, 55.0, 180.0, 18.0], tD3BBNjZTE, 5741023]
[paragraph, [207.0, 73.0, 180.0, 18.0], tD3BBNjZTE, 5741023]
[paragraph, [207.0, 91.0, 180.0, 18.0], tD3BBNjZTE, 5741023]
[paragraph, [207.0, 109.0, 180.0, 18.0], tD3BBNjZTE, 5741023]
[paragraph, [207.0, 127.0, 180.0, 18.0], tD3BBNjZTE, 5741023]
[paragraph, [207.0, 145.0, 180.0, 18.0], tD3BBNjZTE, 5741023]
[paragraph, [207.0, 163.0, 180.0, 18.0], tD3BBNjZTE, 5741023]
[paragraph, [207.0, 181.0, 180.0, 18.0], tD3BBNjZTE, 5741023]
[paragraph, [207.0, 199.0, 180.0, 18.0], tD3BBNjZTE, 5741023]
[paragraph, [207.0, 217.0, 180.0, 18.0], tD3BBNjZTE, 5741023]
[paragraph, [207.0, 235.0, 180.0, 18.0], tD3BBNjZTE, 5741023]
[paragraph, [207.0, 253.0, 180.0, 18.0], tD3BBNjZTE, 5741023]
[paragraph, [207.0, 271.0, 180.0, 18.0], tD3BBNjZTE, 5741023]
[paragraph, [207.0, 289.0, 180.0, 18.0], tD3BBNjZTE, 5741023]
[paragraph, [207.0, 307.0, 180.0, 18.0], tD3BBNjZTE, 5741023]
[paragraph, [207.0, 325.0, 180.0, 18.0], tD3BBNjZTE, 5741023]
[paragraph, [207.0, 343.0, 180.0, 18.0], tD3BBNjZTE, 5741023]
[paragraph, [207.0, 361.0, 180.0, 18.0], tD3BBNjZTE, 5741023]
[paragraph, [207.0, 379.0, 180.0, 18.0], tD3BBNjZTE, 5741023]
[paragraph, [207.0, 397.0, 180.0, 18.0], tD3BBNjZTE, 5741023]
[paragraph, [207.0, 415.0, 180.0, 18.0], tD3BBNjZTE, 5741023]
[paragraph, [207.0, 433.0, 180.0, 18.0], tD3BBNjZTE, 5741023]
[paragraph, [207.0, 451.0, 180.0, 18.0], tD3BBNjZTE, 5741023]
[paragraph, [207.0, 469.0, 180.0, 18.0], tD3BBNjZTE, 5741023]
[paragraph, [207.0, 487.0, 180.0, 18.0], tD3BBNjZTE, 5741023]
[paragraph, [207.0, 505.0, 180.0, 18.0], tD3BBNjZTE, 5741023]
[paragraph, [207.0, 523.0, 180.0, 18.0], tD3BBNjZTE, 5741023]
[paragraph, [207.0, 541.0, 180.0, 18.0], tD3BBNjZTE, 5741023]
[paragraph, [207.0, 559.0, 180.0, 18.0], tD3BBNjZTE, 5741023]
[paragraph, [207.0, 577.0, 180.0, 18.0], tD3BBNjZTE, 5741023]
[paragraph, [207.0, 595.0, 180.0, 18.0], tD3BBNjZTE, 5741023]
[paragraph, [207.0, 613.0, 180.0, 18.0], tD3BBNjZTE, 5741023]
[paragraph, [207.0, 631.0, 180.0, 18.0], tD3BBNjZTE, 5741023]
[paragraph, [207.0, 649.0, 180.0, 18.0], tD3BBNjZTE, 5741023]
[paragraph, [26.0, 57.0, 177.0, 18.0], shoonya_0s6BT02COQIH8Z, 5741023]
[paragraph, [26.0, 75.0, 177.0, 18.0], shoonya_0s6BT02COQIH8Z, 5741023]
[paragraph, [26.0, 93.0, 177.0, 18.0], shoonya_0s6BT02COQIH8Z, 5741023]
[paragraph, [26.0, 111.0, 177.0, 18.0], shoonya_0s6BT02COQIH8Z, 5741023]
[paragraph, [26.0, 129.0, 177.0, 18.0], shoonya_0s6BT02COQIH8Z, 5741023]
[paragraph, [26.0, 147.0, 177.0, 18.0], shoonya_0s6BT02COQIH8Z, 5741023]
[paragraph, [26.0, 165.0, 177.0, 18.0], shoonya_0s6BT02COQIH8Z, 5741023]
[paragraph, [26.0, 183.0, 177.0, 18.0], shoonya_0s6BT02COQIH8Z, 5741023]
[paragraph, [26.0, 201.0, 177.0, 18.0], shoonya_0s6BT02COQIH8Z, 5741023]
[paragraph, [26.0, 219.0, 177.0, 18.0], shoonya_0s6BT02COQIH8Z, 5741023]
[paragraph, [26.0, 237.0, 177.0, 18.0], shoonya_0s6BT02COQIH8Z, 5741023]
[paragraph, [26.0, 255.0, 177.0, 18.0], shoonya_0s6BT02COQIH8Z, 5741023]
[paragraph, [26.0, 273.0, 177.0, 18.0], shoonya_0s6BT02COQIH8Z, 5741023]
[paragraph, [26.0, 291.0, 177.0, 18.0], shoonya_0s6BT02COQIH8Z, 5741023]
[paragraph, [26.0, 309.0, 177.0, 18.0], shoonya_0s6BT02COQIH8Z, 5741023]
[paragraph, [26.0, 327.0, 177.0, 18.0], shoonya_0s6BT02COQIH8Z, 5741023]
[paragraph, [26.0, 345.0, 177.0, 18.0], shoonya_0s6BT02COQIH8Z, 5741023]
[paragraph, [26.0, 363.0, 177.0, 18.0], shoonya_0s6BT02COQIH8Z, 5741023]
[paragraph, [26.0, 381.0, 177.0, 18.0], shoonya_0s6BT02COQIH8Z, 5741023]
[paragraph, [26.0, 399.0, 177.0, 18.0], shoonya_0s6BT02COQIH8Z, 5741023]
[paragraph, [26.0, 417.0, 177.0, 18.0], shoonya_0s6BT02COQIH8Z, 5741023]
[paragraph, [26.0, 435.0, 177.0, 18.0], shoonya_0s6BT02COQIH8Z, 5741023]
[paragraph, [26.0, 453.0, 177.0, 18.0], shoonya_0s6BT02COQIH8Z, 5741023]
[paragraph, [26.0, 471.0, 177.0, 18.0], shoonya_0s6BT02COQIH8Z, 5741023]
[paragraph, [26.0, 489.0, 177.0, 18.0], shoonya_0s6BT02COQIH8Z, 5741023]
[paragraph, [26.0, 507.0, 177.0, 18.0], shoonya_0s6BT02COQIH8Z, 5741023]
[paragraph, [26.0, 525.0, 177.0, 18.0], shoonya_0s6BT02COQIH8Z, 5741023]
[paragraph, [26.0, 543.0, 177.0, 18.0], shoonya_0s6BT02COQIH8Z, 5741023]
[paragraph, [26.0, 561.0, 177.0, 18.0], shoonya_0s6BT02COQIH8Z, 5741023]
[paragraph, [26.0, 579.0, 177.0, 18.0], shoonya_0s6BT02COQIH8Z, 5741023]
[paragraph, [26.0, 597.0, 177.0, 18.0], shoonya_0s6BT02COQIH8Z, 5741023]
[paragraph, [26.0, 615.0, 177.0, 18.0], shoonya_0s6BT02COQIH8Z, 5741023]
[paragraph, [26.0, 633.0, 177.0, 18.0], shoonya_0s6BT02COQIH8Z, 5741023]
[paragraph, [26.0, 651.0, 177.0, 18.0], shoonya_0s6BT02COQIH8Z, 5741023]
[footnote, [233.0, 688.0, 152.0, 18.0], vn7ZfkmLh1, 5741023]
