[1755, 1240]
[section-title, [221.0, 144.0, 753.0, 49.5], shoonya_2sPBEHZEU2F55V, 5693554]
[paragraph, [215.0, 232.0, 894.0, 36.0], shoonya_1sVN30KN4DHLPP, 5693554]
[paragraph, [215.0, 268.0, 894.0, 36.0], shoonya_1sVN30KN4DHLPP, 5693554]
[paragraph, [215.0, 304.0, 894.0, 36.0], shoonya_1sVN30KN4DHLPP, 5693554]
[paragraph, [215.0, 340.0, 894.0, 36.0], shoonya_1sVN30KN4DHLPP, 5693554]
[paragraph, [215.0, 376.0, 894.0, 36.0], shoonya_1sVN30KN4DHLPP, 5693554]
[paragraph, [215.0, 412.0, 894.0, 36.0], shoonya_1sVN30KN4DHLPP, 5693554]
[paragraph, [215.0, 448.0, 894.0, 36.0], shoonya_1sVN30KN4DHLPP, 5693554]
[paragraph, [215.0, 484.0, 894.0, 36.0], shoonya_1sVN30KN4DHLPP, 5693554]
[paragraph, [215.0, 520.0, 894.0, 36.0], shoonya_1sVN30KN4DHLPP, 5693554]
[paragraph, [215.0, 556.0, 894.0, 36.0], shoonya_1sVN30KN4DHLPP, 5693554]
[paragraph, [215.0, 592.0, 894.0, 36.0], shoonya_1sVN30KN4DHLPP, 5693554]
[paragraph, [215.0, 628.0, 894.0, 36.0], shoonya_1sVN30KN4DHLPP, 5693554]
[paragraph, [218.0, 714.0, 882.0, 36.0], shoonya_0sF9BF7BEXDWGZ, 5693554]
[paragraph, [218.0, 750.0, 882.0, 36.0], shoonya_0sF9BF7BEXDWGZ, 5693554]
[paragraph, [218.0, 786.0, 882.0, 36.0], shoonya_0sF9BF7BEXDWGZ, 5693554]
[paragraph, [218.0, 822.0, 882.0, 36.0], shoonya_0sF9BF7BEXDWGZ, 5693554]
[paragraph, [218.0, 858.0, 882.0, 36.0], shoonya_0sF9BF7BEXDWGZ, 5693554]
[paragraph, [218.0, 894.0, 882.0, 36.0], shoonya_0sF9BF7BEXDWGZ, 5693554]
[paragraph, [218.0, 930.0, 882.0, 36.0], shoonya_0sF9BF7BEXDWGZ, 5693554]
[paragraph, [218.0, 966.0, 882.0, 36.0], shoonya_0sF9BF7BEXDWGZ, 5693554]
[paragraph, [218.0, 1002.0, 882.0, 36.0], shoonya_0sF9BF7BEXDWGZ, 5693554]
[paragraph, [218.0, 1038.0, 882.0, 36.0], shoonya_0sF9BF7BEXDWGZ, 5693554]
[paragraph, [218.0, 1074.0, 882.0, 36.0], shoonya_0sF9BF7BEXDWGZ, 5693554]
[paragraph, [218.0, 1110.0, 882.0, 36.0], shoonya_0sF9BF7BEXDWGZ, 5693554]
[paragraph, [218.0, 1146.0, 882.0, 36.0], shoonya_0sF9BF7BEXDWGZ, 5693554]
[paragraph, [218.0, 1182.0, 882.0, 36.0], shoonya_0sF9BF7BEXDWGZ, 5693554]
[paragraph, [218.0, 1218.0, 882.0, 36.0], shoonya_0sF9BF7BEXDWGZ, 5693554]
[paragraph, [218.0, 1254.0, 882.0, 36.0], shoonya_0sF9BF7BEXDWGZ, 5693554]
[paragraph, [218.0, 1290.0, 882.0, 36.0], shoonya_0sF9BF7BEXDWGZ, 5693554]
[paragraph, [218.0, 1326.0, 882.0, 36.0], shoonya_0sF9BF7BEXDWGZ, 5693554]
[paragraph, [218.0, 1362.0, 882.0, 36.0], shoonya_0sF9BF7BEXDWGZ, 5693554]
[paragraph, [218.0, 1398.0, 882.0, 36.0], shoonya_0sF9BF7BEXDWGZ, 5693554]
[paragraph, [218.0, 1434.0, 882.0, 36.0], shoonya_0sF9BF7BEXDWGZ, 5693554]
[paragraph, [218.0, 1470.0, 882.0, 36.0], shoonya_0sF9BF7BEXDWGZ, 5693554]
[paragraph, [218.0, 1506.0, 882.0, 36.0], shoonya_0sF9BF7BEXDWGZ, 5693554]
