[1241, 1241]
[headline, [99.0, 98.0, 467.0, 25.5], shoonya_2sO8CKONRH22W8, 5725684]
[headline, [99.0, 123.5, 467.0, 25.5], shoonya_2sO8CKONRH22W8, 5725684]
[headline, [99.0, 149.0, 467.0, 25.5], shoonya_2sO8CKONRH22W8, 5725684]
[headline, [99.0, 174.5, 467.0, 25.5], shoonya_2sO8CKONRH22W8, 5725684]
[paragraph, [100.0, 217.0, 511.0, 18.0], shoonya_1sW75K4QX27HYL, 5725684]
[paragraph, [100.0, 235.0, 511.0, 18.0], shoonya_1sW75K4QX27HYL, 5725684]
[paragraph, [100.0, 253.0, 511.0, 18.0], shoonya_1sW75K4QX27HYL, 5725684]
[paragraph, [100.0, 271.0, 511.0, 18.0], shoonya_1sW75K4QX27HYL, 5725684]
[paragraph, [100.0, 289.0, 511.0, 18.0], shoonya_1sW75K4QX27HYL, 5725684]
[paragraph, [100.0, 307.0, 511.0, 18.0], shoonya_1sW75K4QX27HYL, 5725684]
[paragraph, [100.0, 325.0, 511.0, 18.0], shoonya_1sW75K4QX27HYL, 5725684]
[paragraph, [100.0, 343.0, 511.0, 18.0], shoonya_1sW75K4QX27HYL, 5725684]
[paragraph, [100.0, 361.0, 511.0, 18.0], shoonya_1sW75K4QX27HYL, 5725684]
[paragraph, [100.0, 379.0, 511.0, 18.0], shoonya_1sW75K4QX27HYL, 5725684]
[paragraph, [100.0, 397.0, 511.0, 18.0], shoonya_1sW75K4QX27HYL, 5725684]
[paragraph, [100.0, 415.0, 511.0, 18.0], shoonya_1sW75K4QX27HYL, 5725684]
[paragraph, [100.0, 433.0, 511.0, 18.0], shoonya_1sW75K4QX27HYL, 5725684]
[paragraph, [100.0, 451.0, 511.0, 18.0], shoonya_1sW75K4QX27HYL, 5725684]
[paragraph, [100.0, 469.0, 511.0, 18.0], shoonya_1sW75K4QX27HYL, 5725684]
[paragraph, [100.0, 487.0, 511.0, 18.0], shoonya_1sW75K4QX27HYL, 5725684]
[paragraph, [100.0, 505.0, 511.0, 18.0], shoonya_1sW75K4QX27HYL, 5725684]
[paragraph, [100.0, 523.0, 511.0, 18.0], shoonya_1sW75K4QX27HYL, 5725684]
[paragraph, [100.0, 541.0, 511.0, 18.0], shoonya_1sW75K4QX27HYL, 5725684]
[paragraph, [100.0, 559.0, 511.0, 18.0], shoonya_1sW75K4QX27HYL, 5725684]
[paragraph, [100.0, 577.0, 511.0, 18.0], shoonya_1sW75K4QX27HYL, 5725684]
[paragraph, [100.0, 595.0, 511.0, 18.0], shoonya_1sW75K4QX27HYL, 5725684]
[paragraph, [100.0, 613.0, 511.0, 18.0], shoonya_1sW75K4QX27HYL, 5725684]
[section-title, [623.0, 635.0, 230.0, 30.0], 1gOaJRxyu0, 5725684]
[unordered-list, [621.0, 670.0, 522.0, 18.0], mFsj9h12AS, 5725684]
[unordered-list, [621.0, 688.0, 522.0, 18.0], mFsj9h12AS, 5725684]
[unordered-list, [621.0, 706.0, 522.0, 18.0], mFsj9h12AS, 5725684]
[unordered-list, [621.0, 724.0, 522.0, 18.0], mFsj9h12AS, 5725684]
[unordered-list, [621.0, 742.0, 522.0, 18.0], mFsj9h12AS, 5725684]
[unordered-list, [621.0, 760.0, 522.0, 18.0], mFsj9h12AS, 5725684]
[unordered-list, [621.0, 778.0, 522.0, 18.0], mFsj9h12AS, 5725684]
[unordered-list, [621.0, 796.0, 522.0, 18.0], mFsj9h12AS, 5725684]
[unordered-list, [621.0, 814.0, 522.0, 18.0], mFsj9h12AS, 5725684]
[unordered-list, [621.0, 832.0, 522.0, 18.0], mFsj9h12AS, 5725684]
[unordered-list, [621.0, 850.0, 522.0, 18.0], mFsj9h12AS, 5725684]
[unordered-list, [621.0, 868.0, 522.0, 18.0], mFsj9h12AS, 5725684]
[unordered-list, [621.0, 886.0, 522.0, 18.0], mFsj9h12AS, 5725684]
[unordered-list, [621.0, 904.0, 522.0, 18.0], mFsj9h12AS, 5725684]
[unordered-list, [621.0, 922.0, 522.0, 18.0], mFsj9h12AS, 5725684]
[unordered-list, [621.0, 940.0, 522.0, 18.0], mFsj9h12AS, 5725684]
[unordered-list, [621.0, 958.0, 522.0, 18.0], mFsj9h12AS, 5725684]
[unordered-list, [621.0, 976.0, 522.0, 18.0], mFsj9h12AS, 5725684]
[unordered-list, [621.0, 994.0, 522.0, 18.0], mFsj9h12AS, 5725684]
[unordered-list, [621.0, 1012.0, 522.0, 18.0], mFsj9h12AS, 5725684]
[unordered-list, [621.0, 1030.0, 522.0, 18.0], mFsj9h12AS, 5725684]
[unordered-list, [621.0, 1048.0, 522.0, 18.0], mFsj9h12AS, 5725684]
[unordered-list, [621.0, 1066.0, 522.0, 18.0], mFsj9h12AS, 5725684]
[unordered-list, [621.0, 1084.0, 522.0, 18.0], mFsj9h12AS, 5725684]
[unordered-list, [621.0, 1102.0, 522.0, 18.0], mFsj9h12AS, 5725684]
[unordered-list, [621.0, 1120.0, 522.0, 18.0], mFsj9h12AS, 5725684]
[unordered-list, [621.0, 1138.0, 522.0, 18.0], mFsj9h12AS, 5725684]
[unordered-list, [621.0, 1156.0, 522.0, 18.0], mFsj9h12AS, 5725684]
