[1650, 1000]
[section-title, [405.0, 92.0, 187.0, 49.5], shoonya_2sBH5JFZZ5KTIN, 5732960]
[paragraph, [64.0, 141.0, 856.0, 36.0], shoonya_1sKWATFEZUDSYD, 5732960]
[paragraph, [64.0, 177.0, 856.0, 36.0], shoonya_1sKWATFEZUDSYD, 5732960]
[paragraph, [64.0, 213.0, 856.0, 36.0], shoonya_1sKWATFEZUDSYD, 5732960]
[paragraph, [64.0, 249.0, 856.0, 36.0], shoonya_1sKWATFEZUDSYD, 5732960]
[paragraph, [64.0, 285.0, 856.0, 36.0], shoonya_1sKWATFEZUDSYD, 5732960]
[paragraph, [64.0, 321.0, 856.0, 36.0], shoonya_1sKWATFEZUDSYD, 5732960]
[paragraph, [120.0, 386.0, 679.0, 36.0], qI9rYvoRzX, 5732960]
[paragraph, [120.0, 422.0, 679.0, 36.0], qI9rYvoRzX, 5732960]
[paragraph, [120.0, 458.0, 679.0, 36.0], qI9rYvoRzX, 5732960]
[paragraph, [583.0, 513.0, 329.0, 36.0], shoonya_4sLBIINS67NLL7, 5732960]
[paragraph, [74.0, 562.0, 860.0, 36.0], shoonya_0sEER57WOS8A07, 5732960]
[paragraph, [74.0, 598.0, 860.0, 36.0], shoonya_0sEER57WOS8A07, 5732960]
[paragraph, [74.0, 634.0, 860.0, 36.0], shoonya_0sEER57WOS8A07, 5732960]
[paragraph, [74.0, 670.0, 860.0, 36.0], shoonya_0sEER57WOS8A07, 5732960]
[paragraph, [74.0, 706.0, 860.0, 36.0], shoonya_0sEER57WOS8A07, 5732960]
[paragraph, [74.0, 742.0, 860.0, 36.0], shoonya_0sEER57WOS8A07, 5732960]
[paragraph, [74.0, 778.0, 860.0, 36.0], shoonya_0sEER57WOS8A07, 5732960]
[paragraph, [74.0, 814.0, 860.0, 36.0], shoonya_0sEER57WOS8A07, 5732960]
[paragraph, [74.0, 850.0, 860.0, 36.0], shoonya_0sEER57WOS8A07, 5732960]
[paragraph, [74.0, 886.0, 860.0, 36.0], shoonya_0sEER57WOS8A07, 5732960]
[paragraph, [74.0, 922.0, 860.0, 36.0], shoonya_0sEER57WOS8A07, 5732960]
[paragraph, [74.0, 958.0, 860.0, 36.0], shoonya_0sEER57WOS8A07, 5732960]
[paragraph, [74.0, 994.0, 860.0, 36.0], shoonya_0sEER57WOS8A07, 5732960]
[paragraph, [74.0, 1030.0, 860.0, 36.0], shoonya_0sEER57WOS8A07, 5732960]
[paragraph, [74.0, 1066.0, 860.0, 36.0], shoonya_0sEER57WOS8A07, 5732960]
[paragraph, [74.0, 1102.0, 860.0, 36.0], shoonya_0sEER57WOS8A07, 5732960]
[paragraph, [74.0, 1138.0, 860.0, 36.0], shoonya_0sEER57WOS8A07, 5732960]
[paragraph, [74.0, 1174.0, 860.0, 36.0], shoonya_0sEER57WOS8A07, 5732960]
[paragraph, [74.0, 1210.0, 860.0, 36.0], shoonya_0sEER57WOS8A07, 5732960]
[paragraph, [74.0, 1246.0, 860.0, 36.0], shoonya_0sEER57WOS8A07, 5732960]
[paragraph, [74.0, 1282.0, 860.0, 36.0], shoonya_0sEER57WOS8A07, 5732960]
[paragraph, [74.0, 1318.0, 860.0, 36.0], shoonya_0sEER57WOS8A07, 5732960]
[paragraph, [74.0, 1354.0, 860.0, 36.0], shoonya_0sEER57WOS8A07, 5732960]
[paragraph, [74.0, 1390.0, 860.0, 36.0], shoonya_0sEER57WOS8A07, 5732960]
[paragraph, [74.0, 1426.0, 860.0, 36.0], shoonya_0sEER57WOS8A07, 5732960]
