[1806, 1262]
[chapter-title, [272.0, 397.0, 732.0, 58.5], shoonya_0s0451K56AJ7YQ, 5681476]
[chapter-title, [272.0, 455.5, 732.0, 58.5], shoonya_0s0451K56AJ7YQ, 5681476]
[author, [551.0, 607.0, 177.0, 36.0], shoonya_2sHCOZJZT3IXSX, 5681476]
[paragraph, [98.0, 682.0, 515.0, 36.0], shoonya_3s3GW7P92O0XVJ, 5681476]
[paragraph, [98.0, 718.0, 515.0, 36.0], shoonya_3s3GW7P92O0XVJ, 5681476]
[paragraph, [98.0, 754.0, 515.0, 36.0], shoonya_3s3GW7P92O0XVJ, 5681476]
[paragraph, [98.0, 790.0, 515.0, 36.0], shoonya_3s3GW7P92O0XVJ, 5681476]
[paragraph, [98.0, 826.0, 515.0, 36.0], shoonya_3s3GW7P92O0XVJ, 5681476]
[paragraph, [98.0, 862.0, 515.0, 36.0], shoonya_3s3GW7P92O0XVJ, 5681476]
[paragraph, [650.0, 684.0, 512.0, 36.0], shoonya_6sUSLC1K80PX6H, 5681476]
[paragraph, [650.0, 720.0, 512.0, 36.0], shoonya_6sUSLC1K80PX6H, 5681476]
[paragraph, [650.0, 756.0, 512.0, 36.0], shoonya_6sUSLC1K80PX6H, 5681476]
[paragraph, [650.0, 792.0, 512.0, 36.0], shoonya_6sUSLC1K80PX6H, 5681476]
[paragraph, [650.0, 828.0, 512.0, 36.0], shoonya_6sUSLC1K80PX6H, 5681476]
[paragraph, [652.0, 901.0, 509.0, 36.0], shoonya_7s1JQBRELMG9P5, 5681476]
[paragraph, [652.0, 937.0, 509.0, 36.0], shoonya_7s1JQBRELMG9P5, 5681476]
[paragraph, [652.0, 973.0, 509.0, 36.0], shoonya_7s1JQBRELMG9P5, 5681476]
[paragraph, [652.0, 1009.0, 509.0, 36.0], shoonya_7s1JQBRELMG9P5, 5681476]
[paragraph, [652.0, 1045.0, 509.0, 36.0], shoonya_7s1JQBRELMG9P5, 5681476]
[paragraph, [652.0, 1081.0, 509.0, 36.0], shoonya_7s1JQBRELMG9P5, 5681476]
[paragraph, [652.0, 1117.0, 509.0, 36.0], shoonya_7s1JQBRELMG9P5, 5681476]
[paragraph, [93.0, 937.0, 519.0, 36.0], shoonya_4s8X04LFMRC2L9, 5681476]
[paragraph, [93.0, 973.0, 519.0, 36.0], shoonya_4s8X04LFMRC2L9, 5681476]
[paragraph, [93.0, 1009.0, 519.0, 36.0], shoonya_4s8X04LFMRC2L9, 5681476]
[paragraph, [93.0, 1045.0, 519.0, 36.0], shoonya_4s8X04LFMRC2L9, 5681476]
[paragraph, [93.0, 1081.0, 519.0, 36.0], shoonya_4s8X04LFMRC2L9, 5681476]
[paragraph, [93.0, 1117.0, 519.0, 36.0], shoonya_4s8X04LFMRC2L9, 5681476]
[paragraph, [93.0, 1153.0, 519.0, 36.0], shoonya_4s8X04LFMRC2L9, 5681476]
[paragraph, [93.0, 1189.0, 519.0, 36.0], shoonya_4s8X04LFMRC2L9, 5681476]
[paragraph, [650.0, 1203.0, 511.0, 36.0], shoonya_8sHPTEG1H5IFSW, 5681476]
[paragraph, [650.0, 1239.0, 511.0, 36.0], shoonya_8sHPTEG1H5IFSW, 5681476]
[paragraph, [650.0, 1275.0, 511.0, 36.0], shoonya_8sHPTEG1H5IFSW, 5681476]
[paragraph, [650.0, 1311.0, 511.0, 36.0], shoonya_8sHPTEG1H5IFSW, 5681476]
[paragraph, [650.0, 1347.0, 511.0, 36.0], shoonya_8sHPTEG1H5IFSW, 5681476]
[paragraph, [650.0, 1383.0, 511.0, 36.0], shoonya_8sHPTEG1H5IFSW, 5681476]
[paragraph, [650.0, 1419.0, 511.0, 36.0], shoonya_8sHPTEG1H5IFSW, 5681476]
[paragraph, [650.0, 1455.0, 511.0, 36.0], shoonya_8sHPTEG1H5IFSW, 5681476]
[paragraph, [650.0, 1491.0, 511.0, 36.0], shoonya_8sHPTEG1H5IFSW, 5681476]
[paragraph, [650.0, 1527.0, 511.0, 36.0], shoonya_8sHPTEG1H5IFSW, 5681476]
[paragraph, [650.0, 1563.0, 511.0, 36.0], shoonya_8sHPTEG1H5IFSW, 5681476]
[paragraph, [650.0, 1599.0, 511.0, 36.0], shoonya_8sHPTEG1H5IFSW, 5681476]
[paragraph, [650.0, 1635.0, 511.0, 36.0], shoonya_8sHPTEG1H5IFSW, 5681476]
[paragraph, [650.0, 1671.0, 511.0, 36.0], shoonya_8sHPTEG1H5IFSW, 5681476]
[paragraph, [98.0, 1238.0, 514.0, 36.0], shoonya_5sEX2PXPAEBWV2, 5681476]
[paragraph, [98.0, 1274.0, 514.0, 36.0], shoonya_5sEX2PXPAEBWV2, 5681476]
[paragraph, [98.0, 1310.0, 514.0, 36.0], shoonya_5sEX2PXPAEBWV2, 5681476]
[paragraph, [98.0, 1346.0, 514.0, 36.0], shoonya_5sEX2PXPAEBWV2, 5681476]
[paragraph, [98.0, 1382.0, 514.0, 36.0], shoonya_5sEX2PXPAEBWV2, 5681476]
[paragraph, [98.0, 1418.0, 514.0, 36.0], shoonya_5sEX2PXPAEBWV2, 5681476]
