[1031, 622]
[section-title, [259.0, 69.0, 102.0, 30.0], shoonya_3sZL883GV9U6JM, 5710294]
[paragraph, [36.0, 114.0, 552.0, 18.0], shoonya_2sSL2W9I4YHUWL, 5710294]
[paragraph, [36.0, 132.0, 552.0, 18.0], shoonya_2sSL2W9I4YHUWL, 5710294]
[paragraph, [36.0, 150.0, 552.0, 18.0], shoonya_2sSL2W9I4YHUWL, 5710294]
[paragraph, [36.0, 168.0, 552.0, 18.0], shoonya_2sSL2W9I4YHUWL, 5710294]
[paragraph, [36.0, 186.0, 552.0, 18.0], shoonya_2sSL2W9I4YHUWL, 5710294]
[paragraph, [36.0, 204.0, 552.0, 18.0], shoonya_2sSL2W9I4YHUWL, 5710294]
[paragraph, [36.0, 222.0, 552.0, 18.0], shoonya_2sSL2W9I4YHUWL, 5710294]
[paragraph, [36.0, 240.0, 552.0, 18.0], shoonya_2sSL2W9I4YHUWL, 5710294]
[paragraph, [34.0, 274.0, 556.0, 18.0], shoonya_1sZBUM6R31TVJH, 5710294]
[paragraph, [34.0, 292.0, 556.0, 18.0], shoonya_1sZBUM6R31TVJH, 5710294]
[paragraph, [34.0, 310.0, 556.0, 18.0], shoonya_1sZBUM6R31TVJH, 5710294]
[paragraph, [34.0, 328.0, 556.0, 18.0], shoonya_1sZBUM6R31TVJH, 5710294]
[paragraph, [34.0, 346.0, 556.0, 18.0], shoonya_1sZBUM6R31TVJH, 5710294]
[paragraph, [34.0, 364.0, 556.0, 18.0], shoonya_1sZBUM6R31TVJH, 5710294]
[paragraph, [34.0, 382.0, 556.0, 18.0], shoonya_1sZBUM6R31TVJH, 5710294]
[paragraph, [34.0, 400.0, 556.0, 18.0], shoonya_1sZBUM6R31TVJH, 5710294]
[paragraph, [34.0, 418.0, 556.0, 18.0], shoonya_1sZBUM6R31TVJH, 5710294]
[paragraph, [34.0, 436.0, 556.0, 18.0], shoonya_1sZBUM6R31TVJH, 5710294]
[paragraph, [34.0, 454.0, 556.0, 18.0], shoonya_1sZBUM6R31TVJH, 5710294]
[paragraph, [34.0, 472.0, 556.0, 18.0], shoonya_1sZBUM6R31TVJH, 5710294]
[paragraph, [34.0, 490.0, 556.0, 18.0], shoonya_1sZBUM6R31TVJH, 5710294]
[paragraph, [33.0, 522.0, 558.0, 18.0], shoonya_0sSZWRVMD8FY9M, 5710294]
[paragraph, [33.0, 540.0, 558.0, 18.0], shoonya_0sSZWRVMD8FY9M, 5710294]
[paragraph, [33.0, 558.0, 558.0, 18.0], shoonya_0sSZWRVMD8FY9M, 5710294]
[paragraph, [33.0, 576.0, 558.0, 18.0], shoonya_0sSZWRVMD8FY9M, 5710294]
[paragraph, [33.0, 594.0, 558.0, 18.0], shoonya_0sSZWRVMD8FY9M, 5710294]
[paragraph, [33.0, 612.0, 558.0, 18.0], shoonya_0sSZWRVMD8FY9M, 5710294]
[paragraph, [33.0, 630.0, 558.0, 18.0], shoonya_0sSZWRVMD8FY9M, 5710294]
[paragraph, [33.0, 648.0, 558.0, 18.0], shoonya_0sSZWRVMD8FY9M, 5710294]
[paragraph, [33.0, 666.0, 558.0, 18.0], shoonya_0sSZWRVMD8FY9M, 5710294]
[paragraph, [33.0, 684.0, 558.0, 18.0], shoonya_0sSZWRVMD8FY9M, 5710294]
[paragraph, [33.0, 702.0, 558.0, 18.0], shoonya_0sSZWRVMD8FY9M, 5710294]
[paragraph, [33.0, 720.0, 558.0, 18.0], shoonya_0sSZWRVMD8FY9M, 5710294]
[paragraph, [33.0, 738.0, 558.0, 18.0], shoonya_0sSZWRVMD8FY9M, 5710294]
[paragraph, [33.0, 756.0, 558.0, 18.0], shoonya_0sSZWRVMD8FY9M, 5710294]
[paragraph, [33.0, 774.0, 558.0, 18.0], shoonya_0sSZWRVMD8FY9M, 5710294]
[paragraph, [33.0, 792.0, 558.0, 18.0], shoonya_0sSZWRVMD8FY9M, 5710294]
[paragraph, [33.0, 810.0, 558.0, 18.0], shoonya_0sSZWRVMD8FY9M, 5710294]
[paragraph, [33.0, 828.0, 558.0, 18.0], shoonya_0sSZWRVMD8FY9M, 5710294]
[paragraph, [33.0, 846.0, 558.0, 18.0], shoonya_0sSZWRVMD8FY9M, 5710294]
[paragraph, [33.0, 864.0, 558.0, 18.0], shoonya_0sSZWRVMD8FY9M, 5710294]
[paragraph, [33.0, 882.0, 558.0, 18.0], shoonya_0sSZWRVMD8FY9M, 5710294]
[paragraph, [33.0, 900.0, 558.0, 18.0], shoonya_0sSZWRVMD8FY9M, 5710294]
[paragraph, [33.0, 918.0, 558.0, 18.0], shoonya_0sSZWRVMD8FY9M, 5710294]
[paragraph, [33.0, 936.0, 558.0, 18.0], shoonya_0sSZWRVMD8FY9M, 5710294]
