[1518, 1075]
[paragraph, [556.0, 168.0, 429.0, 36.0], shoonya_3s9E83QISMH8XQ, 5722247]
[paragraph, [556.0, 204.0, 429.0, 36.0], shoonya_3s9E83QISMH8XQ, 5722247]
[paragraph, [556.0, 240.0, 429.0, 36.0], shoonya_3s9E83QISMH8XQ, 5722247]
[paragraph, [556.0, 276.0, 429.0, 36.0], shoonya_3s9E83QISMH8XQ, 5722247]
[paragraph, [556.0, 312.0, 429.0, 36.0], shoonya_3s9E83QISMH8XQ, 5722247]
[paragraph, [556.0, 348.0, 429.0, 36.0], shoonya_3s9E83QISMH8XQ, 5722247]
[paragraph, [556.0, 384.0, 429.0, 36.0], shoonya_3s9E83QISMH8XQ, 5722247]
[paragraph, [556.0, 420.0, 429.0, 36.0], shoonya_3s9E83QISMH8XQ, 5722247]
[paragraph, [556.0, 456.0, 429.0, 36.0], shoonya_3s9E83QISMH8XQ, 5722247]
[paragraph, [556.0, 492.0, 429.0, 36.0], shoonya_3s9E83QISMH8XQ, 5722247]
[paragraph, [556.0, 528.0, 429.0, 36.0], shoonya_3s9E83QISMH8XQ, 5722247]
[paragraph, [556.0, 564.0, 429.0, 36.0], shoonya_3s9E83QISMH8XQ, 5722247]
[paragraph, [556.0, 600.0, 429.0, 36.0], shoonya_3s9E83QISMH8XQ, 5722247]
[paragraph, [556.0, 636.0, 429.0, 36.0], shoonya_3s9E83QISMH8XQ, 5722247]
[paragraph, [556.0, 672.0, 429.0, 36.0], shoonya_3s9E83QISMH8XQ, 5722247]
[paragraph, [556.0, 708.0, 429.0, 36.0], shoonya_3s9E83QISMH8XQ, 5722247]
[paragraph, [556.0, 744.0, 429.0, 36.0], shoonya_3s9E83QISMH8XQ, 5722247]
[paragraph, [556.0, 780.0, 429.0, 36.0], shoonya_3s9E83QISMH8XQ, 5722247]
[paragraph, [556.0, 816.0, 429.0, 36.0], shoonya_3s9E83QISMH8XQ, 5722247]
[paragraph, [556.0, 852.0, 429.0, 36.0], shoonya_3s9E83QISMH8XQ, 5722247]
[paragraph, [556.0, 888.0, 429.0, 36.0], shoonya_3s9E83QISMH8XQ, 5722247]
[paragraph, [113.0, 172.0, 426.0, 36.0], shoonya_4sGGU230TUN99W, 5722247]
[paragraph, [113.0, 208.0, 426.0, 36.0], shoonya_4sGGU230TUN99W, 5722247]
[paragraph, [113.0, 244.0, 426.0, 36.0], shoonya_4sGGU230TUN99W, 5722247]
[paragraph, [113.0, 280.0, 426.0, 36.0], shoonya_4sGGU230TUN99W, 5722247]
[paragraph, [113.0, 316.0, 426.0, 36.0], shoonya_4sGGU230TUN99W, 5722247]
[paragraph, [113.0, 352.0, 426.0, 36.0], shoonya_4sGGU230TUN99W, 5722247]
[paragraph, [113.0, 388.0, 426.0, 36.0], shoonya_4sGGU230TUN99W, 5722247]
[paragraph, [114.0, 452.0, 424.0, 36.0], shoonya_1sVXVAHTL5ZI9B, 5722247]
[paragraph, [114.0, 488.0, 424.0, 36.0], shoonya_1sVXVAHTL5ZI9B, 5722247]
[paragraph, [114.0, 524.0, 424.0, 36.0], shoonya_1sVXVAHTL5ZI9B, 5722247]
[paragraph, [114.0, 560.0, 424.0, 36.0], shoonya_1sVXVAHTL5ZI9B, 5722247]
[paragraph, [114.0, 596.0, 424.0, 36.0], shoonya_1sVXVAHTL5ZI9B, 5722247]
[paragraph, [114.0, 632.0, 424.0, 36.0], shoonya_1sVXVAHTL5ZI9B, 5722247]
[paragraph, [114.0, 668.0, 424.0, 36.0], shoonya_1sVXVAHTL5ZI9B, 5722247]
[paragraph, [114.0, 704.0, 424.0, 36.0], shoonya_1sVXVAHTL5ZI9B, 5722247]
[paragraph, [114.0, 740.0, 424.0, 36.0], shoonya_1sVXVAHTL5ZI9B, 5722247]
[paragraph, [114.0, 798.0, 425.0, 36.0], shoonya_0sTLS7MDC8MD4J, 5722247]
[paragraph, [114.0, 834.0, 425.0, 36.0], shoonya_0sTLS7MDC8MD4J, 5722247]
[paragraph, [114.0, 870.0, 425.0, 36.0], shoonya_0sTLS7MDC8MD4J, 5722247]
[paragraph, [114.0, 906.0, 425.0, 36.0], shoonya_0sTLS7MDC8MD4J, 5722247]
[paragraph, [114.0, 942.0, 425.0, 36.0], shoonya_0sTLS7MDC8MD4J, 5722247]
[paragraph, [114.0, 978.0, 425.0, 36.0], shoonya_0sTLS7MDC8MD4J, 5722247]
[paragraph, [114.0, 1014.0, 425.0, 36.0], shoonya_0sTLS7MDC8MD4J, 5722247]
[paragraph, [114.0, 1050.0, 425.0, 36.0], shoonya_0sTLS7MDC8MD4J, 5722247]
[paragraph, [114.0, 1086.0, 425.0, 36.0], shoonya_0sTLS7MDC8MD4J, 5722247]
[paragraph, [114.0, 1122.0, 425.0, 36.0], shoonya_0sTLS7MDC8MD4J, 5722247]
[paragraph, [114.0, 1158.0, 425.0, 36.0], shoonya_0sTLS7MDC8MD4J, 5722247]
[paragraph, [114.0, 1194.0, 425.0, 36.0], shoonya_0sTLS7MDC8MD4J, 5722247]
[paragraph, [114.0, 1230.0, 425.0, 36.0], shoonya_0sTLS7MDC8MD4J, 5722247]
[paragraph, [114.0, 1266.0, 425.0, 36.0], shoonya_0sTLS7MDC8MD4J, 5722247]
[paragraph, [556.0, 951.0, 428.0, 36.0], shoonya_2s28DD9QKAHU2Z, 5722247]
[paragraph, [556.0, 987.0, 428.0, 36.0], shoonya_2s28DD9QKAHU2Z, 5722247]
[paragraph, [556.0, 1023.0, 428.0, 36.0], shoonya_2s28DD9QKAHU2Z, 5722247]
[paragraph, [556.0, 1059.0, 428.0, 36.0], shoonya_2s28DD9QKAHU2Z, 5722247]
[paragraph, [556.0, 1095.0, 428.0, 36.0], shoonya_2s28DD9QKAHU2Z, 5722247]
[paragraph, [556.0, 1131.0, 428.0, 36.0], shoonya_2s28DD9QKAHU2Z, 5722247]
[paragraph, [556.0, 1167.0, 428.0, 36.0], shoonya_2s28DD9QKAHU2Z, 5722247]
[paragraph, [556.0, 1203.0, 428.0, 36.0], shoonya_2s28DD9QKAHU2Z, 5722247]
[paragraph, [561.0, 1277.0, 427.0, 36.0], -VGUQi3_jJ, 5722247]
[folio, [193.0, 1383.0, 415.0, 36.0], shoonya_7sRECH8JJYV7UY, 5722247]
