[2339, 1656]
[paragraph, [176.0, 189.0, 1311.0, 36.0], shoonya_1sT492R320A8S7, 5730908]
[paragraph, [176.0, 225.0, 1311.0, 36.0], shoonya_1sT492R320A8S7, 5730908]
[paragraph, [176.0, 261.0, 1311.0, 36.0], shoonya_1sT492R320A8S7, 5730908]
[paragraph, [176.0, 297.0, 1311.0, 36.0], shoonya_1sT492R320A8S7, 5730908]
[paragraph, [176.0, 333.0, 1311.0, 36.0], shoonya_1sT492R320A8S7, 5730908]
[paragraph, [176.0, 369.0, 1311.0, 36.0], shoonya_1sT492R320A8S7, 5730908]
[paragraph, [176.0, 405.0, 1311.0, 36.0], shoonya_1sT492R320A8S7, 5730908]
[paragraph, [176.0, 441.0, 1311.0, 36.0], shoonya_1sT492R320A8S7, 5730908]
[paragraph, [176.0, 477.0, 1311.0, 36.0], shoonya_1sT492R320A8S7, 5730908]
[paragraph, [176.0, 513.0, 1311.0, 36.0], shoonya_1sT492R320A8S7, 5730908]
[paragraph, [176.0, 549.0, 1311.0, 36.0], shoonya_1sT492R320A8S7, 5730908]
[paragraph, [176.0, 585.0, 1311.0, 36.0], shoonya_1sT492R320A8S7, 5730908]
[paragraph, [176.0, 621.0, 1311.0, 36.0], shoonya_1sT492R320A8S7, 5730908]
[paragraph, [176.0, 657.0, 1311.0, 36.0], shoonya_1sT492R320A8S7, 5730908]
[paragraph, [176.0, 693.0, 1311.0, 36.0], shoonya_1sT492R320A8S7, 5730908]
[paragraph, [176.0, 729.0, 1311.0, 36.0], shoonya_1sT492R320A8S7, 5730908]
[paragraph, [176.0, 765.0, 1311.0, 36.0], shoonya_1sT492R320A8S7, 5730908]
[paragraph, [176.0, 801.0, 1311.0, 36.0], shoonya_1sT492R320A8S7, 5730908]
[paragraph, [176.0, 837.0, 1311.0, 36.0], shoonya_1sT492R320A8S7, 5730908]
[paragraph, [176.0, 873.0, 1311.0, 36.0], shoonya_1sT492R320A8S7, 5730908]
[paragraph, [176.0, 909.0, 1311.0, 36.0], shoonya_1sT492R320A8S7, 5730908]
[paragraph, [176.0, 945.0, 1311.0, 36.0], shoonya_1sT492R320A8S7, 5730908]
[paragraph, [176.0, 981.0, 1311.0, 36.0], shoonya_1sT492R320A8S7, 5730908]
[paragraph, [176.0, 1017.0, 1311.0, 36.0], shoonya_1sT492R320A8S7, 5730908]
[paragraph, [176.0, 1053.0, 1311.0, 36.0], shoonya_1sT492R320A8S7, 5730908]
[paragraph, [176.0, 1089.0, 1311.0, 36.0], shoonya_1sT492R320A8S7, 5730908]
[paragraph, [176.0, 1125.0, 1311.0, 36.0], shoonya_1sT492R320A8S7, 5730908]
[paragraph, [176.0, 1161.0, 1311.0, 36.0], shoonya_1sT492R320A8S7, 5730908]
[paragraph, [176.0, 1197.0, 1311.0, 36.0], shoonya_1sT492R320A8S7, 5730908]
[paragraph, [176.0, 1233.0, 1311.0, 36.0], shoonya_1sT492R320A8S7, 5730908]
[paragraph, [176.0, 1269.0, 1311.0, 36.0], shoonya_1sT492R320A8S7, 5730908]
[paragraph, [176.0, 1305.0, 1311.0, 36.0], shoonya_1sT492R320A8S7, 5730908]
[paragraph, [176.0, 1341.0, 1311.0, 36.0], shoonya_1sT492R320A8S7, 5730908]
[paragraph, [176.0, 1377.0, 1311.0, 36.0], shoonya_1sT492R320A8S7, 5730908]
[paragraph, [176.0, 1413.0, 1311.0, 36.0], shoonya_1sT492R320A8S7, 5730908]
[paragraph, [176.0, 1449.0, 1311.0, 36.0], shoonya_1sT492R320A8S7, 5730908]
[paragraph, [176.0, 1485.0, 1311.0, 36.0], shoonya_1sT492R320A8S7, 5730908]
[paragraph, [176.0, 1521.0, 1311.0, 36.0], shoonya_1sT492R320A8S7, 5730908]
[paragraph, [176.0, 1557.0, 1311.0, 36.0], shoonya_1sT492R320A8S7, 5730908]
[paragraph, [176.0, 1593.0, 1311.0, 36.0], shoonya_1sT492R320A8S7, 5730908]
[paragraph, [176.0, 1629.0, 1311.0, 36.0], shoonya_1sT492R320A8S7, 5730908]
[paragraph, [176.0, 1665.0, 1311.0, 36.0], shoonya_1sT492R320A8S7, 5730908]
[paragraph, [185.0, 1758.0, 1283.0, 36.0], shoonya_0sXTQNYQQ9RYYG, 5730908]
[paragraph, [185.0, 1794.0, 1283.0, 36.0], shoonya_0sXTQNYQQ9RYYG, 5730908]
[paragraph, [185.0, 1830.0, 1283.0, 36.0], shoonya_0sXTQNYQQ9RYYG, 5730908]
[paragraph, [185.0, 1866.0, 1283.0, 36.0], shoonya_0sXTQNYQQ9RYYG, 5730908]
[paragraph, [185.0, 1902.0, 1283.0, 36.0], shoonya_0sXTQNYQQ9RYYG, 5730908]
[paragraph, [185.0, 1938.0, 1283.0, 36.0], shoonya_0sXTQNYQQ9RYYG, 5730908]
[paragraph, [185.0, 1974.0, 1283.0, 36.0], shoonya_0sXTQNYQQ9RYYG, 5730908]
[paragraph, [185.0, 2010.0, 1283.0, 36.0], shoonya_0sXTQNYQQ9RYYG, 5730908]
[paragraph, [185.0, 2046.0, 1283.0, 36.0], shoonya_0sXTQNYQQ9RYYG, 5730908]
[paragraph, [185.0, 2082.0, 1283.0, 36.0], shoonya_0sXTQNYQQ9RYYG, 5730908]
