[1650, 1000]
[section-title, [403.0, 77.0, 210.0, 49.5], shoonya_4s0PRBSU5YMD43, 5732735]
[paragraph, [76.0, 130.0, 853.0, 36.0], shoonya_2sN9TNH3ZH4Q59, 5732735]
[paragraph, [76.0, 166.0, 853.0, 36.0], shoonya_2sN9TNH3ZH4Q59, 5732735]
[paragraph, [76.0, 202.0, 853.0, 36.0], shoonya_2sN9TNH3ZH4Q59, 5732735]
[paragraph, [76.0, 238.0, 853.0, 36.0], shoonya_2sN9TNH3ZH4Q59, 5732735]
[paragraph, [76.0, 274.0, 853.0, 36.0], shoonya_2sN9TNH3ZH4Q59, 5732735]
[paragraph, [76.0, 310.0, 853.0, 36.0], shoonya_2sN9TNH3ZH4Q59, 5732735]
[paragraph, [76.0, 346.0, 853.0, 36.0], shoonya_2sN9TNH3ZH4Q59, 5732735]
[paragraph, [131.0, 423.0, 534.0, 36.0], YcshkYIwtT, 5732735]
[paragraph, [131.0, 459.0, 534.0, 36.0], YcshkYIwtT, 5732735]
[paragraph, [131.0, 495.0, 534.0, 36.0], YcshkYIwtT, 5732735]
[paragraph, [131.0, 531.0, 534.0, 36.0], YcshkYIwtT, 5732735]
[paragraph, [131.0, 567.0, 534.0, 36.0], YcshkYIwtT, 5732735]
[paragraph, [131.0, 603.0, 534.0, 36.0], YcshkYIwtT, 5732735]
[paragraph, [71.0, 669.0, 845.0, 36.0], shoonya_1s7DAPSTJKGRKL, 5732735]
[paragraph, [71.0, 705.0, 845.0, 36.0], shoonya_1s7DAPSTJKGRKL, 5732735]
[paragraph, [71.0, 741.0, 845.0, 36.0], shoonya_1s7DAPSTJKGRKL, 5732735]
[paragraph, [71.0, 777.0, 845.0, 36.0], shoonya_1s7DAPSTJKGRKL, 5732735]
[paragraph, [71.0, 813.0, 845.0, 36.0], shoonya_1s7DAPSTJKGRKL, 5732735]
[paragraph, [71.0, 849.0, 845.0, 36.0], shoonya_1s7DAPSTJKGRKL, 5732735]
[paragraph, [71.0, 885.0, 845.0, 36.0], shoonya_1s7DAPSTJKGRKL, 5732735]
[paragraph, [71.0, 921.0, 845.0, 36.0], shoonya_1s7DAPSTJKGRKL, 5732735]
[paragraph, [71.0, 957.0, 845.0, 36.0], shoonya_1s7DAPSTJKGRKL, 5732735]
[paragraph, [71.0, 993.0, 845.0, 36.0], shoonya_1s7DAPSTJKGRKL, 5732735]
[paragraph, [71.0, 1029.0, 845.0, 36.0], shoonya_1s7DAPSTJKGRKL, 5732735]
[paragraph, [62.0, 1137.0, 854.0, 36.0], shoonya_0sFV4GSUFHCUH5, 5732735]
[paragraph, [62.0, 1173.0, 854.0, 36.0], shoonya_0sFV4GSUFHCUH5, 5732735]
[paragraph, [62.0, 1209.0, 854.0, 36.0], shoonya_0sFV4GSUFHCUH5, 5732735]
[paragraph, [62.0, 1245.0, 854.0, 36.0], shoonya_0sFV4GSUFHCUH5, 5732735]
[paragraph, [62.0, 1281.0, 854.0, 36.0], shoonya_0sFV4GSUFHCUH5, 5732735]
[paragraph, [62.0, 1317.0, 854.0, 36.0], shoonya_0sFV4GSUFHCUH5, 5732735]
[paragraph, [62.0, 1353.0, 854.0, 36.0], shoonya_0sFV4GSUFHCUH5, 5732735]
[paragraph, [62.0, 1389.0, 854.0, 36.0], shoonya_0sFV4GSUFHCUH5, 5732735]
[paragraph, [62.0, 1425.0, 854.0, 36.0], shoonya_0sFV4GSUFHCUH5, 5732735]
[paragraph, [62.0, 1461.0, 854.0, 36.0], shoonya_0sFV4GSUFHCUH5, 5732735]
