[1461, 1106]
[section-title, [135.0, 123.0, 698.0, 30.0], Mizl0Y5-_H, 5758865]
[paragraph, [138.0, 181.0, 844.0, 18.0], ONFBJVWATp, 5758865]
[paragraph, [138.0, 199.0, 844.0, 18.0], ONFBJVWATp, 5758865]
[paragraph, [138.0, 217.0, 844.0, 18.0], ONFBJVWATp, 5758865]
[paragraph, [138.0, 235.0, 844.0, 18.0], ONFBJVWATp, 5758865]
[paragraph, [138.0, 253.0, 844.0, 18.0], ONFBJVWATp, 5758865]
[paragraph, [138.0, 271.0, 844.0, 18.0], ONFBJVWATp, 5758865]
[paragraph, [138.0, 289.0, 844.0, 18.0], ONFBJVWATp, 5758865]
[paragraph, [138.0, 307.0, 844.0, 18.0], ONFBJVWATp, 5758865]
[paragraph, [138.0, 325.0, 844.0, 18.0], ONFBJVWATp, 5758865]
[paragraph, [138.0, 343.0, 844.0, 18.0], ONFBJVWATp, 5758865]
[paragraph, [179.0, 363.0, 763.0, 18.0], dFYwf0o-rD, 5758865]
[paragraph, [179.0, 381.0, 763.0, 18.0], dFYwf0o-rD, 5758865]
[paragraph, [179.0, 399.0, 763.0, 18.0], dFYwf0o-rD, 5758865]
[paragraph, [179.0, 417.0, 763.0, 18.0], dFYwf0o-rD, 5758865]
[paragraph, [179.0, 435.0, 763.0, 18.0], dFYwf0o-rD, 5758865]
[paragraph, [179.0, 453.0, 763.0, 18.0], dFYwf0o-rD, 5758865]
[paragraph, [179.0, 471.0, 763.0, 18.0], dFYwf0o-rD, 5758865]
[paragraph, [179.0, 489.0, 763.0, 18.0], dFYwf0o-rD, 5758865]
[paragraph, [179.0, 507.0, 763.0, 18.0], dFYwf0o-rD, 5758865]
[paragraph, [136.0, 535.0, 851.0, 18.0], kDfaOox49S, 5758865]
[paragraph, [136.0, 553.0, 851.0, 18.0], kDfaOox49S, 5758865]
[paragraph, [136.0, 571.0, 851.0, 18.0], kDfaOox49S, 5758865]
[paragraph, [136.0, 589.0, 851.0, 18.0], kDfaOox49S, 5758865]
[paragraph, [136.0, 607.0, 851.0, 18.0], kDfaOox49S, 5758865]
[paragraph, [136.0, 625.0, 851.0, 18.0], kDfaOox49S, 5758865]
[paragraph, [136.0, 643.0, 851.0, 18.0], kDfaOox49S, 5758865]
[paragraph, [139.0, 672.0, 849.0, 18.0], shoonya_0s894IC9LR20WP, 5758865]
[paragraph, [139.0, 690.0, 849.0, 18.0], shoonya_0s894IC9LR20WP, 5758865]
[paragraph, [139.0, 708.0, 849.0, 18.0], shoonya_0s894IC9LR20WP, 5758865]
[ordered-list, [222.0, 758.0, 677.0, 18.0], DUeaerkmlg, 5758865]
[ordered-list, [222.0, 776.0, 677.0, 18.0], DUeaerkmlg, 5758865]
[ordered-list, [222.0, 794.0, 677.0, 18.0], DUeaerkmlg, 5758865]
[ordered-list, [222.0, 812.0, 677.0, 18.0], DUeaerkmlg, 5758865]
[ordered-list, [222.0, 830.0, 677.0, 18.0], DUeaerkmlg, 5758865]
[ordered-list, [222.0, 848.0, 677.0, 18.0], DUeaerkmlg, 5758865]
[ordered-list, [222.0, 866.0, 677.0, 18.0], DUeaerkmlg, 5758865]
[ordered-list, [222.0, 884.0, 677.0, 18.0], DUeaerkmlg, 5758865]
[ordered-list, [222.0, 902.0, 677.0, 18.0], DUeaerkmlg, 5758865]
[ordered-list, [222.0, 920.0, 677.0, 18.0], DUeaerkmlg, 5758865]
[ordered-list, [222.0, 938.0, 677.0, 18.0], DUeaerkmlg, 5758865]
[ordered-list, [222.0, 956.0, 677.0, 18.0], DUeaerkmlg, 5758865]
[ordered-list, [222.0, 974.0, 677.0, 18.0], DUeaerkmlg, 5758865]
[ordered-list, [222.0, 992.0, 677.0, 18.0], DUeaerkmlg, 5758865]
[ordered-list, [222.0, 1010.0, 677.0, 18.0], DUeaerkmlg, 5758865]
[ordered-list, [222.0, 1028.0, 677.0, 18.0], DUeaerkmlg, 5758865]
[ordered-list, [222.0, 1046.0, 677.0, 18.0], DUeaerkmlg, 5758865]
[ordered-list, [222.0, 1064.0, 677.0, 18.0], DUeaerkmlg, 5758865]
[ordered-list, [222.0, 1082.0, 677.0, 18.0], DUeaerkmlg, 5758865]
[ordered-list, [222.0, 1100.0, 677.0, 18.0], DUeaerkmlg, 5758865]
[ordered-list, [222.0, 1118.0, 677.0, 18.0], DUeaerkmlg, 5758865]
[ordered-list, [222.0, 1136.0, 677.0, 18.0], DUeaerkmlg, 5758865]
[ordered-list, [222.0, 1154.0, 677.0, 18.0], DUeaerkmlg, 5758865]
[ordered-list, [222.0, 1172.0, 677.0, 18.0], DUeaerkmlg, 5758865]
[ordered-list, [222.0, 1190.0, 677.0, 18.0], DUeaerkmlg, 5758865]
[ordered-list, [222.0, 1208.0, 677.0, 18.0], DUeaerkmlg, 5758865]
[ordered-list, [222.0, 1226.0, 677.0, 18.0], DUeaerkmlg, 5758865]
[ordered-list, [222.0, 1244.0, 677.0, 18.0], DUeaerkmlg, 5758865]
[ordered-list, [222.0, 1262.0, 677.0, 18.0], DUeaerkmlg, 5758865]
[ordered-list, [222.0, 1280.0, 677.0, 18.0], DUeaerkmlg, 5758865]
[ordered-list, [222.0, 1298.0, 677.0, 18.0], DUeaerkmlg, 5758865]
[folio, [199.0, 1340.0, 146.0, 18.0], OPwRdMp31H, 5758865]
[folio, [199.0, 1358.0, 146.0, 18.0], OPwRdMp31H, 5758865]
