[1388, 886]
[folio, [364.0, 54.0, 121.0, 18.0], djUw9GNrPt, 5742722]
[folio, [364.0, 72.0, 121.0, 18.0], djUw9GNrPt, 5742722]
[folio, [647.0, 58.0, 193.0, 18.0], shoonya_0sRL9XYPA5HPZM, 5742722]
[paragraph, [32.0, 116.0, 393.0, 18.0], ChyuMafSLl, 5742722]
[paragraph, [32.0, 134.0, 393.0, 18.0], ChyuMafSLl, 5742722]
[paragraph, [32.0, 152.0, 393.0, 18.0], ChyuMafSLl, 5742722]
[paragraph, [32.0, 170.0, 393.0, 18.0], ChyuMafSLl, 5742722]
[paragraph, [32.0, 188.0, 393.0, 18.0], ChyuMafSLl, 5742722]
[paragraph, [32.0, 206.0, 393.0, 18.0], ChyuMafSLl, 5742722]
[paragraph, [32.0, 224.0, 393.0, 18.0], ChyuMafSLl, 5742722]
[paragraph, [32.0, 242.0, 393.0, 18.0], ChyuMafSLl, 5742722]
[paragraph, [32.0, 260.0, 393.0, 18.0], ChyuMafSLl, 5742722]
[paragraph, [32.0, 278.0, 393.0, 18.0], ChyuMafSLl, 5742722]
[paragraph, [32.0, 296.0, 393.0, 18.0], ChyuMafSLl, 5742722]
[paragraph, [32.0, 314.0, 393.0, 18.0], ChyuMafSLl, 5742722]
[paragraph, [32.0, 332.0, 393.0, 18.0], ChyuMafSLl, 5742722]
[paragraph, [32.0, 350.0, 393.0, 18.0], ChyuMafSLl, 5742722]
[paragraph, [32.0, 368.0, 393.0, 18.0], ChyuMafSLl, 5742722]
[paragraph, [32.0, 386.0, 393.0, 18.0], ChyuMafSLl, 5742722]
[paragraph, [32.0, 404.0, 393.0, 18.0], ChyuMafSLl, 5742722]
[paragraph, [32.0, 422.0, 393.0, 18.0], ChyuMafSLl, 5742722]
[paragraph, [443.0, 116.0, 400.0, 18.0], RHvasNaxxp, 5742722]
[paragraph, [443.0, 134.0, 400.0, 18.0], RHvasNaxxp, 5742722]
[paragraph, [443.0, 152.0, 400.0, 18.0], RHvasNaxxp, 5742722]
[paragraph, [443.0, 170.0, 400.0, 18.0], RHvasNaxxp, 5742722]
[paragraph, [443.0, 188.0, 400.0, 18.0], RHvasNaxxp, 5742722]
[paragraph, [443.0, 206.0, 400.0, 18.0], RHvasNaxxp, 5742722]
[paragraph, [443.0, 224.0, 400.0, 18.0], RHvasNaxxp, 5742722]
[paragraph, [443.0, 242.0, 400.0, 18.0], RHvasNaxxp, 5742722]
[paragraph, [443.0, 260.0, 400.0, 18.0], RHvasNaxxp, 5742722]
[paragraph, [443.0, 278.0, 400.0, 18.0], RHvasNaxxp, 5742722]
[paragraph, [443.0, 296.0, 400.0, 18.0], RHvasNaxxp, 5742722]
[paragraph, [443.0, 314.0, 400.0, 18.0], RHvasNaxxp, 5742722]
[paragraph, [443.0, 332.0, 400.0, 18.0], RHvasNaxxp, 5742722]
[paragraph, [443.0, 350.0, 400.0, 18.0], RHvasNaxxp, 5742722]
[paragraph, [443.0, 368.0, 400.0, 18.0], RHvasNaxxp, 5742722]
[paragraph, [443.0, 386.0, 400.0, 18.0], RHvasNaxxp, 5742722]
[paragraph, [443.0, 404.0, 400.0, 18.0], RHvasNaxxp, 5742722]
[paragraph, [443.0, 422.0, 400.0, 18.0], RHvasNaxxp, 5742722]
[paragraph, [443.0, 440.0, 400.0, 18.0], RHvasNaxxp, 5742722]
[paragraph, [443.0, 458.0, 400.0, 18.0], RHvasNaxxp, 5742722]
[paragraph, [443.0, 476.0, 400.0, 18.0], RHvasNaxxp, 5742722]
[paragraph, [443.0, 494.0, 400.0, 18.0], RHvasNaxxp, 5742722]
[paragraph, [443.0, 512.0, 400.0, 18.0], RHvasNaxxp, 5742722]
[paragraph, [443.0, 530.0, 400.0, 18.0], RHvasNaxxp, 5742722]
[paragraph, [443.0, 548.0, 400.0, 18.0], RHvasNaxxp, 5742722]
[paragraph, [443.0, 566.0, 400.0, 18.0], RHvasNaxxp, 5742722]
[paragraph, [443.0, 584.0, 400.0, 18.0], RHvasNaxxp, 5742722]
[paragraph, [443.0, 602.0, 400.0, 18.0], RHvasNaxxp, 5742722]
[paragraph, [443.0, 620.0, 400.0, 18.0], RHvasNaxxp, 5742722]
[paragraph, [443.0, 638.0, 400.0, 18.0], RHvasNaxxp, 5742722]
[paragraph, [35.0, 462.0, 395.0, 18.0], lhjxTkUAG6, 5742722]
[paragraph, [35.0, 480.0, 395.0, 18.0], lhjxTkUAG6, 5742722]
[paragraph, [35.0, 498.0, 395.0, 18.0], lhjxTkUAG6, 5742722]
[paragraph, [35.0, 516.0, 395.0, 18.0], lhjxTkUAG6, 5742722]
[paragraph, [35.0, 534.0, 395.0, 18.0], lhjxTkUAG6, 5742722]
[paragraph, [35.0, 552.0, 395.0, 18.0], lhjxTkUAG6, 5742722]
[paragraph, [35.0, 570.0, 395.0, 18.0], lhjxTkUAG6, 5742722]
[paragraph, [35.0, 588.0, 395.0, 18.0], lhjxTkUAG6, 5742722]
[paragraph, [35.0, 606.0, 395.0, 18.0], lhjxTkUAG6, 5742722]
[paragraph, [35.0, 624.0, 395.0, 18.0], lhjxTkUAG6, 5742722]
[paragraph, [35.0, 642.0, 395.0, 18.0], lhjxTkUAG6, 5742722]
[paragraph, [35.0, 660.0, 395.0, 18.0], lhjxTkUAG6, 5742722]
[paragraph, [35.0, 678.0, 395.0, 18.0], lhjxTkUAG6, 5742722]
[paragraph, [35.0, 696.0, 395.0, 18.0], lhjxTkUAG6, 5742722]
[paragraph, [35.0, 714.0, 395.0, 18.0], lhjxTkUAG6, 5742722]
[paragraph, [35.0, 732.0, 395.0, 18.0], lhjxTkUAG6, 5742722]
[paragraph, [35.0, 750.0, 395.0, 18.0], lhjxTkUAG6, 5742722]
[paragraph, [35.0, 768.0, 395.0, 18.0], lhjxTkUAG6, 5742722]
[paragraph, [35.0, 786.0, 395.0, 18.0], lhjxTkUAG6, 5742722]
[paragraph, [35.0, 804.0, 395.0, 18.0], lhjxTkUAG6, 5742722]
[paragraph, [35.0, 822.0, 395.0, 18.0], lhjxTkUAG6, 5742722]
[paragraph, [35.0, 840.0, 395.0, 18.0], lhjxTkUAG6, 5742722]
[paragraph, [35.0, 858.0, 395.0, 18.0], lhjxTkUAG6, 5742722]
[paragraph, [447.0, 675.0, 408.0, 18.0], m5-lcVot8p, 5742722]
[paragraph, [447.0, 693.0, 408.0, 18.0], m5-lcVot8p, 5742722]
[paragraph, [447.0, 711.0, 408.0, 18.0], m5-lcVot8p, 5742722]
[paragraph, [447.0, 729.0, 408.0, 18.0], m5-lcVot8p, 5742722]
[paragraph, [447.0, 747.0, 408.0, 18.0], m5-lcVot8p, 5742722]
[paragraph, [447.0, 765.0, 408.0, 18.0], m5-lcVot8p, 5742722]
[paragraph, [447.0, 783.0, 408.0, 18.0], m5-lcVot8p, 5742722]
[paragraph, [447.0, 801.0, 408.0, 18.0], m5-lcVot8p, 5742722]
[paragraph, [447.0, 819.0, 408.0, 18.0], m5-lcVot8p, 5742722]
[paragraph, [447.0, 837.0, 408.0, 18.0], m5-lcVot8p, 5742722]
[paragraph, [447.0, 855.0, 408.0, 18.0], m5-lcVot8p, 5742722]
[paragraph, [447.0, 873.0, 408.0, 18.0], m5-lcVot8p, 5742722]
[paragraph, [447.0, 891.0, 408.0, 18.0], m5-lcVot8p, 5742722]
[paragraph, [447.0, 909.0, 408.0, 18.0], m5-lcVot8p, 5742722]
[paragraph, [447.0, 927.0, 408.0, 18.0], m5-lcVot8p, 5742722]
[paragraph, [447.0, 945.0, 408.0, 18.0], m5-lcVot8p, 5742722]
[paragraph, [447.0, 963.0, 408.0, 18.0], m5-lcVot8p, 5742722]
[paragraph, [447.0, 981.0, 408.0, 18.0], m5-lcVot8p, 5742722]
[paragraph, [447.0, 999.0, 408.0, 18.0], m5-lcVot8p, 5742722]
[paragraph, [447.0, 1017.0, 408.0, 18.0], m5-lcVot8p, 5742722]
[paragraph, [447.0, 1035.0, 408.0, 18.0], m5-lcVot8p, 5742722]
[paragraph, [447.0, 1053.0, 408.0, 18.0], m5-lcVot8p, 5742722]
[paragraph, [447.0, 1071.0, 408.0, 18.0], m5-lcVot8p, 5742722]
[paragraph, [447.0, 1089.0, 408.0, 18.0], m5-lcVot8p, 5742722]
[paragraph, [447.0, 1107.0, 408.0, 18.0], m5-lcVot8p, 5742722]
[paragraph, [447.0, 1125.0, 408.0, 18.0], m5-lcVot8p, 5742722]
[paragraph, [447.0, 1143.0, 408.0, 18.0], m5-lcVot8p, 5742722]
[paragraph, [447.0, 1161.0, 408.0, 18.0], m5-lcVot8p, 5742722]
[paragraph, [447.0, 1179.0, 408.0, 18.0], m5-lcVot8p, 5742722]
[paragraph, [447.0, 1197.0, 408.0, 18.0], m5-lcVot8p, 5742722]
[paragraph, [447.0, 1215.0, 408.0, 18.0], m5-lcVot8p, 5742722]
[paragraph, [447.0, 1233.0, 408.0, 18.0], m5-lcVot8p, 5742722]
[paragraph, [447.0, 1251.0, 408.0, 18.0], m5-lcVot8p, 5742722]
[paragraph, [447.0, 1269.0, 408.0, 18.0], m5-lcVot8p, 5742722]
[paragraph, [447.0, 1287.0, 408.0, 18.0], m5-lcVot8p, 5742722]
[paragraph, [447.0, 1305.0, 408.0, 18.0], m5-lcVot8p, 5742722]
[paragraph, [43.0, 898.0, 394.0, 18.0], 1ijQfAdVlC, 5742722]
[paragraph, [43.0, 916.0, 394.0, 18.0], 1ijQfAdVlC, 5742722]
[paragraph, [43.0, 934.0, 394.0, 18.0], 1ijQfAdVlC, 5742722]
[paragraph, [43.0, 952.0, 394.0, 18.0], 1ijQfAdVlC, 5742722]
[paragraph, [43.0, 970.0, 394.0, 18.0], 1ijQfAdVlC, 5742722]
[paragraph, [43.0, 988.0, 394.0, 18.0], 1ijQfAdVlC, 5742722]
[paragraph, [43.0, 1006.0, 394.0, 18.0], 1ijQfAdVlC, 5742722]
[paragraph, [43.0, 1024.0, 394.0, 18.0], 1ijQfAdVlC, 5742722]
[paragraph, [43.0, 1042.0, 394.0, 18.0], 1ijQfAdVlC, 5742722]
[paragraph, [43.0, 1060.0, 394.0, 18.0], 1ijQfAdVlC, 5742722]
[paragraph, [43.0, 1078.0, 394.0, 18.0], 1ijQfAdVlC, 5742722]
