[834, 618]
[section-title, [225.0, 104.0, 158.0, 30.0], VrNDor0oKL, 5713195]
[paragraph, [82.0, 149.0, 116.0, 18.0], 5I4SkY0JQO, 5713195]
[paragraph, [80.0, 172.0, 454.0, 18.0], wRkHC74TrZ, 5713195]
[paragraph, [80.0, 190.0, 454.0, 18.0], wRkHC74TrZ, 5713195]
[paragraph, [81.0, 214.0, 459.0, 18.0], Z8zVjf7O7U, 5713195]
[paragraph, [81.0, 232.0, 459.0, 18.0], Z8zVjf7O7U, 5713195]
[paragraph, [81.0, 250.0, 459.0, 18.0], Z8zVjf7O7U, 5713195]
[paragraph, [81.0, 268.0, 459.0, 18.0], Z8zVjf7O7U, 5713195]
[paragraph, [82.0, 287.0, 450.0, 18.0], h_nhT-r1gJ, 5713195]
[paragraph, [82.0, 305.0, 450.0, 18.0], h_nhT-r1gJ, 5713195]
[paragraph, [82.0, 323.0, 450.0, 18.0], h_nhT-r1gJ, 5713195]
[paragraph, [78.0, 345.0, 457.0, 18.0], QxtTpoE_Gj, 5713195]
[paragraph, [78.0, 363.0, 457.0, 18.0], QxtTpoE_Gj, 5713195]
[paragraph, [78.0, 381.0, 457.0, 18.0], QxtTpoE_Gj, 5713195]
[paragraph, [78.0, 399.0, 457.0, 18.0], QxtTpoE_Gj, 5713195]
[paragraph, [78.0, 420.0, 455.0, 18.0], NFYrrz_IVf, 5713195]
[paragraph, [78.0, 438.0, 455.0, 18.0], NFYrrz_IVf, 5713195]
[paragraph, [78.0, 456.0, 455.0, 18.0], NFYrrz_IVf, 5713195]
[paragraph, [78.0, 474.0, 455.0, 18.0], NFYrrz_IVf, 5713195]
[paragraph, [78.0, 492.0, 455.0, 18.0], NFYrrz_IVf, 5713195]
[paragraph, [78.0, 510.0, 455.0, 18.0], NFYrrz_IVf, 5713195]
[paragraph, [77.0, 548.0, 451.0, 18.0], shoonya_1s1A7X71RWQI7F, 5713195]
[paragraph, [77.0, 566.0, 451.0, 18.0], shoonya_1s1A7X71RWQI7F, 5713195]
[contact-info, [81.0, 606.0, 377.0, 18.0], YEGHqTRhEj, 5713195]
[contact-info, [81.0, 624.0, 377.0, 18.0], YEGHqTRhEj, 5713195]
[contact-info, [81.0, 642.0, 377.0, 18.0], YEGHqTRhEj, 5713195]
[contact-info, [81.0, 660.0, 377.0, 18.0], YEGHqTRhEj, 5713195]
[contact-info, [364.0, 687.0, 136.0, 18.0], aPRO8Ilr09, 5713195]
[contact-info, [364.0, 705.0, 136.0, 18.0], aPRO8Ilr09, 5713195]
[contact-info, [364.0, 723.0, 136.0, 18.0], aPRO8Ilr09, 5713195]
[folio, [73.0, 774.0, 106.0, 18.0], TG4vTRU8sM, 5713195]
