[1951, 1219]
[chapter-title, [519.0, 408.0, 204.0, 58.5], shoonya_0sJVGWCB3KRJPC, 5683043]
[paragraph, [198.0, 579.0, 813.0, 36.0], e1O5wSxFZC, 5683043]
[paragraph, [208.0, 647.0, 406.0, 36.0], NO5RR5Nuj1, 5683043]
[paragraph, [129.0, 704.0, 970.0, 36.0], i-hw_y6Ap5, 5683043]
[paragraph, [129.0, 740.0, 970.0, 36.0], i-hw_y6Ap5, 5683043]
[paragraph, [129.0, 776.0, 970.0, 36.0], i-hw_y6Ap5, 5683043]
[paragraph, [129.0, 812.0, 970.0, 36.0], i-hw_y6Ap5, 5683043]
[paragraph, [129.0, 848.0, 970.0, 36.0], i-hw_y6Ap5, 5683043]
[paragraph, [129.0, 884.0, 970.0, 36.0], i-hw_y6Ap5, 5683043]
[paragraph, [129.0, 920.0, 970.0, 36.0], i-hw_y6Ap5, 5683043]
[paragraph, [210.0, 1002.0, 242.0, 36.0], 8FeAfxX-cE, 5683043]
[paragraph, [211.0, 1060.0, 713.0, 36.0], 9AkMljZ6jD, 5683043]
[paragraph, [129.0, 1120.0, 964.0, 36.0], tUtNo4xvP5, 5683043]
[paragraph, [129.0, 1156.0, 964.0, 36.0], tUtNo4xvP5, 5683043]
[paragraph, [131.0, 1236.0, 961.0, 36.0], RVUpwZtiAY, 5683043]
[paragraph, [131.0, 1272.0, 961.0, 36.0], RVUpwZtiAY, 5683043]
[paragraph, [131.0, 1308.0, 961.0, 36.0], RVUpwZtiAY, 5683043]
[paragraph, [129.0, 1362.0, 964.0, 36.0], m2R9H5Wkhw, 5683043]
[paragraph, [129.0, 1398.0, 964.0, 36.0], m2R9H5Wkhw, 5683043]
[paragraph, [126.0, 1476.0, 970.0, 36.0], dCpKkVmXvb, 5683043]
[paragraph, [126.0, 1512.0, 970.0, 36.0], dCpKkVmXvb, 5683043]
[paragraph, [126.0, 1548.0, 970.0, 36.0], dCpKkVmXvb, 5683043]
[paragraph, [126.0, 1584.0, 970.0, 36.0], dCpKkVmXvb, 5683043]
[paragraph, [126.0, 1620.0, 970.0, 36.0], dCpKkVmXvb, 5683043]
[paragraph, [126.0, 1656.0, 970.0, 36.0], dCpKkVmXvb, 5683043]
[paragraph, [126.0, 1692.0, 970.0, 36.0], dCpKkVmXvb, 5683043]
[paragraph, [126.0, 1728.0, 970.0, 36.0], dCpKkVmXvb, 5683043]
[paragraph, [126.0, 1764.0, 970.0, 36.0], dCpKkVmXvb, 5683043]
