[1269, 894]
[chapter-title, [363.0, 29.0, 293.0, 30.0], shoonya_0sFKJZFQSLZ4TT, 5776391]
[paragraph, [172.0, 82.0, 659.0, 18.0], i0WDBN0lU6, 5776391]
[paragraph, [172.0, 100.0, 659.0, 18.0], i0WDBN0lU6, 5776391]
[paragraph, [175.0, 125.0, 657.0, 18.0], v9KKWTMaq9, 5776391]
[paragraph, [175.0, 143.0, 657.0, 18.0], v9KKWTMaq9, 5776391]
[paragraph, [175.0, 161.0, 657.0, 18.0], v9KKWTMaq9, 5776391]
[paragraph, [175.0, 186.0, 659.0, 18.0], Ki5698zU5X, 5776391]
[paragraph, [175.0, 204.0, 659.0, 18.0], Ki5698zU5X, 5776391]
[paragraph, [175.0, 222.0, 659.0, 18.0], Ki5698zU5X, 5776391]
[paragraph, [175.0, 240.0, 659.0, 18.0], Ki5698zU5X, 5776391]
[paragraph, [202.0, 258.0, 95.0, 18.0], 3rafiFGt1A, 5776391]
[paragraph, [202.0, 284.0, 272.0, 18.0], UWMWlu7laV, 5776391]
[paragraph, [202.0, 309.0, 87.0, 18.0], 39HflBCoaS, 5776391]
[paragraph, [178.0, 331.0, 657.0, 18.0], or0N5IHb06, 5776391]
[paragraph, [178.0, 349.0, 657.0, 18.0], or0N5IHb06, 5776391]
[paragraph, [202.0, 386.0, 206.0, 18.0], 09UIPIT2Ew, 5776391]
[paragraph, [201.0, 408.0, 521.0, 18.0], F1Xz1atn5W, 5776391]
[paragraph, [202.0, 432.0, 521.0, 18.0], oA5p4w9PrL, 5776391]
[paragraph, [183.0, 464.0, 663.0, 18.0], AlI9_jQJxU, 5776391]
[paragraph, [183.0, 482.0, 663.0, 18.0], AlI9_jQJxU, 5776391]
[paragraph, [183.0, 500.0, 663.0, 18.0], AlI9_jQJxU, 5776391]
[paragraph, [183.0, 518.0, 663.0, 18.0], AlI9_jQJxU, 5776391]
[paragraph, [183.0, 536.0, 663.0, 18.0], AlI9_jQJxU, 5776391]
[paragraph, [183.0, 554.0, 663.0, 18.0], AlI9_jQJxU, 5776391]
[paragraph, [183.0, 572.0, 663.0, 18.0], AlI9_jQJxU, 5776391]
[paragraph, [183.0, 590.0, 663.0, 18.0], AlI9_jQJxU, 5776391]
[paragraph, [179.0, 614.0, 669.0, 18.0], kK0LN7no6v, 5776391]
[paragraph, [179.0, 632.0, 669.0, 18.0], kK0LN7no6v, 5776391]
[paragraph, [215.0, 667.0, 515.0, 18.0], 7zg0pMroLY, 5776391]
[paragraph, [215.0, 695.0, 566.0, 18.0], vYJ2ngUHtG, 5776391]
[paragraph, [179.0, 725.0, 664.0, 18.0], nvjMK1PuiE, 5776391]
[paragraph, [179.0, 743.0, 664.0, 18.0], nvjMK1PuiE, 5776391]
[paragraph, [179.0, 761.0, 664.0, 18.0], nvjMK1PuiE, 5776391]
[paragraph, [179.0, 779.0, 664.0, 18.0], nvjMK1PuiE, 5776391]
[paragraph, [178.0, 798.0, 666.0, 18.0], a5-VQNiS13, 5776391]
[paragraph, [178.0, 816.0, 666.0, 18.0], a5-VQNiS13, 5776391]
[paragraph, [178.0, 834.0, 666.0, 18.0], a5-VQNiS13, 5776391]
[paragraph, [178.0, 852.0, 666.0, 18.0], a5-VQNiS13, 5776391]
[paragraph, [179.0, 879.0, 663.0, 18.0], t3-uBgRmO5, 5776391]
[paragraph, [179.0, 897.0, 663.0, 18.0], t3-uBgRmO5, 5776391]
[paragraph, [178.0, 932.0, 663.0, 18.0], H-M7grAR7T, 5776391]
[paragraph, [178.0, 950.0, 663.0, 18.0], H-M7grAR7T, 5776391]
[paragraph, [178.0, 983.0, 664.0, 18.0], swfS5W23pr, 5776391]
[paragraph, [178.0, 1001.0, 664.0, 18.0], swfS5W23pr, 5776391]
[paragraph, [178.0, 1019.0, 664.0, 18.0], swfS5W23pr, 5776391]
[paragraph, [178.0, 1037.0, 664.0, 18.0], swfS5W23pr, 5776391]
[paragraph, [178.0, 1055.0, 664.0, 18.0], swfS5W23pr, 5776391]
[paragraph, [178.0, 1073.0, 664.0, 18.0], swfS5W23pr, 5776391]
[paragraph, [178.0, 1091.0, 664.0, 18.0], swfS5W23pr, 5776391]
