[476, 576]
[paragraph, [39.0, 156.0, 166.0, 52.5], t0yEfdBixG, 5767837]
[paragraph, [39.0, 208.5, 166.0, 52.5], t0yEfdBixG, 5767837]
[paragraph, [279.0, 266.0, 281.0, 52.5], Tc0d1lVS4c, 5767837]
[paragraph, [278.0, 363.0, 283.0, 52.5], 01AhRZ-KF2, 5767837]
[paragraph, [28182.0, 21677.0, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 21729.5, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 21782.0, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 21834.5, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 21887.0, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 21939.5, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 21992.0, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 22044.5, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 22097.0, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 22149.5, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 22202.0, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 22254.5, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 22307.0, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 22359.5, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 22412.0, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 22464.5, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 22517.0, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 22569.5, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 22622.0, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 22674.5, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 22727.0, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 22779.5, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 22832.0, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 22884.5, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 22937.0, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 22989.5, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 23042.0, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 23094.5, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 23147.0, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 23199.5, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 23252.0, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 23304.5, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 23357.0, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 23409.5, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 23462.0, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 23514.5, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 23567.0, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 23619.5, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 23672.0, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 23724.5, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 23777.0, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 23829.5, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 23882.0, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 23934.5, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 23987.0, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 24039.5, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 24092.0, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 24144.5, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 24197.0, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 24249.5, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 24302.0, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 24354.5, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 24407.0, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 24459.5, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 24512.0, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 24564.5, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 24617.0, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 24669.5, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 24722.0, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 24774.5, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 24827.0, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 24879.5, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 24932.0, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 24984.5, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 25037.0, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 25089.5, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 25142.0, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 25194.5, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 25247.0, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 25299.5, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
[paragraph, [28182.0, 25352.0, 27617.0, 52.5], shoonya_0sHBW1N991P9UZ, 5767837]
