[1818, 1374]
[folio, [468.0, 113.0, 423.0, 36.0], shoonya_3s1PKDYV5SY5I6, 5683161]
[paragraph, [697.0, 178.0, 556.0, 36.0], shoonya_2s9R6BGVEQ7O2M, 5683161]
[paragraph, [697.0, 214.0, 556.0, 36.0], shoonya_2s9R6BGVEQ7O2M, 5683161]
[paragraph, [697.0, 250.0, 556.0, 36.0], shoonya_2s9R6BGVEQ7O2M, 5683161]
[paragraph, [697.0, 286.0, 556.0, 36.0], shoonya_2s9R6BGVEQ7O2M, 5683161]
[paragraph, [697.0, 322.0, 556.0, 36.0], shoonya_2s9R6BGVEQ7O2M, 5683161]
[paragraph, [697.0, 358.0, 556.0, 36.0], shoonya_2s9R6BGVEQ7O2M, 5683161]
[paragraph, [697.0, 394.0, 556.0, 36.0], shoonya_2s9R6BGVEQ7O2M, 5683161]
[paragraph, [697.0, 430.0, 556.0, 36.0], shoonya_2s9R6BGVEQ7O2M, 5683161]
[paragraph, [697.0, 466.0, 556.0, 36.0], shoonya_2s9R6BGVEQ7O2M, 5683161]
[paragraph, [697.0, 502.0, 556.0, 36.0], shoonya_2s9R6BGVEQ7O2M, 5683161]
[paragraph, [697.0, 538.0, 556.0, 36.0], shoonya_2s9R6BGVEQ7O2M, 5683161]
[paragraph, [697.0, 574.0, 556.0, 36.0], shoonya_2s9R6BGVEQ7O2M, 5683161]
[paragraph, [697.0, 610.0, 556.0, 36.0], shoonya_2s9R6BGVEQ7O2M, 5683161]
[paragraph, [697.0, 646.0, 556.0, 36.0], shoonya_2s9R6BGVEQ7O2M, 5683161]
[paragraph, [697.0, 682.0, 556.0, 36.0], shoonya_2s9R6BGVEQ7O2M, 5683161]
[paragraph, [697.0, 718.0, 556.0, 36.0], shoonya_2s9R6BGVEQ7O2M, 5683161]
[paragraph, [697.0, 754.0, 556.0, 36.0], shoonya_2s9R6BGVEQ7O2M, 5683161]
[paragraph, [697.0, 790.0, 556.0, 36.0], shoonya_2s9R6BGVEQ7O2M, 5683161]
[paragraph, [697.0, 826.0, 556.0, 36.0], shoonya_2s9R6BGVEQ7O2M, 5683161]
[paragraph, [697.0, 862.0, 556.0, 36.0], shoonya_2s9R6BGVEQ7O2M, 5683161]
[paragraph, [697.0, 898.0, 556.0, 36.0], shoonya_2s9R6BGVEQ7O2M, 5683161]
[paragraph, [697.0, 934.0, 556.0, 36.0], shoonya_2s9R6BGVEQ7O2M, 5683161]
[paragraph, [697.0, 970.0, 556.0, 36.0], shoonya_2s9R6BGVEQ7O2M, 5683161]
[paragraph, [118.0, 184.0, 555.0, 36.0], shoonya_0sEUOO5YWQ1BG9, 5683161]
[paragraph, [118.0, 220.0, 555.0, 36.0], shoonya_0sEUOO5YWQ1BG9, 5683161]
[paragraph, [118.0, 256.0, 555.0, 36.0], shoonya_0sEUOO5YWQ1BG9, 5683161]
[paragraph, [118.0, 292.0, 555.0, 36.0], shoonya_0sEUOO5YWQ1BG9, 5683161]
[paragraph, [118.0, 328.0, 555.0, 36.0], shoonya_0sEUOO5YWQ1BG9, 5683161]
[paragraph, [118.0, 364.0, 555.0, 36.0], shoonya_0sEUOO5YWQ1BG9, 5683161]
[paragraph, [118.0, 400.0, 555.0, 36.0], shoonya_0sEUOO5YWQ1BG9, 5683161]
[paragraph, [118.0, 436.0, 555.0, 36.0], shoonya_0sEUOO5YWQ1BG9, 5683161]
[paragraph, [118.0, 472.0, 555.0, 36.0], shoonya_0sEUOO5YWQ1BG9, 5683161]
[paragraph, [118.0, 508.0, 555.0, 36.0], shoonya_0sEUOO5YWQ1BG9, 5683161]
[paragraph, [118.0, 544.0, 555.0, 36.0], shoonya_0sEUOO5YWQ1BG9, 5683161]
[paragraph, [118.0, 580.0, 555.0, 36.0], shoonya_0sEUOO5YWQ1BG9, 5683161]
[paragraph, [118.0, 616.0, 555.0, 36.0], shoonya_0sEUOO5YWQ1BG9, 5683161]
[paragraph, [118.0, 652.0, 555.0, 36.0], shoonya_0sEUOO5YWQ1BG9, 5683161]
[paragraph, [118.0, 688.0, 555.0, 36.0], shoonya_0sEUOO5YWQ1BG9, 5683161]
[paragraph, [118.0, 724.0, 555.0, 36.0], shoonya_0sEUOO5YWQ1BG9, 5683161]
[paragraph, [118.0, 760.0, 555.0, 36.0], shoonya_0sEUOO5YWQ1BG9, 5683161]
[paragraph, [118.0, 796.0, 555.0, 36.0], shoonya_0sEUOO5YWQ1BG9, 5683161]
[paragraph, [118.0, 832.0, 555.0, 36.0], shoonya_0sEUOO5YWQ1BG9, 5683161]
[paragraph, [118.0, 868.0, 555.0, 36.0], shoonya_0sEUOO5YWQ1BG9, 5683161]
[paragraph, [118.0, 904.0, 555.0, 36.0], shoonya_0sEUOO5YWQ1BG9, 5683161]
[paragraph, [704.0, 1030.0, 552.0, 36.0], lZnX7uA0uI, 5683161]
[paragraph, [704.0, 1066.0, 552.0, 36.0], lZnX7uA0uI, 5683161]
[paragraph, [704.0, 1102.0, 552.0, 36.0], lZnX7uA0uI, 5683161]
[paragraph, [704.0, 1138.0, 552.0, 36.0], lZnX7uA0uI, 5683161]
[paragraph, [704.0, 1174.0, 552.0, 36.0], lZnX7uA0uI, 5683161]
[paragraph, [704.0, 1210.0, 552.0, 36.0], lZnX7uA0uI, 5683161]
[paragraph, [124.0, 1073.0, 557.0, 36.0], shoonya_1sT0EUN43XB9FW, 5683161]
[paragraph, [124.0, 1109.0, 557.0, 36.0], shoonya_1sT0EUN43XB9FW, 5683161]
[paragraph, [124.0, 1145.0, 557.0, 36.0], shoonya_1sT0EUN43XB9FW, 5683161]
[paragraph, [123.0, 1201.0, 557.0, 36.0], jbRL-i4er1, 5683161]
[paragraph, [123.0, 1237.0, 557.0, 36.0], jbRL-i4er1, 5683161]
[paragraph, [123.0, 1273.0, 557.0, 36.0], jbRL-i4er1, 5683161]
[paragraph, [123.0, 1309.0, 557.0, 36.0], jbRL-i4er1, 5683161]
[paragraph, [123.0, 1345.0, 557.0, 36.0], jbRL-i4er1, 5683161]
[paragraph, [779.0, 1283.0, 407.0, 36.0], 7iICK2Lo2k, 5683161]
