[1298, 853]
[section-title, [316.0, 68.0, 221.0, 30.0], shoonya_2s3BL6W0BQJBXR, 5710469]
[paragraph, [73.0, 116.0, 361.0, 18.0], shoonya_0sKXDUT3BR9I1N, 5710469]
[paragraph, [73.0, 134.0, 361.0, 18.0], shoonya_0sKXDUT3BR9I1N, 5710469]
[paragraph, [69.0, 164.0, 717.0, 18.0], shoonya_4sZRP7H6X73C4O, 5710469]
[paragraph, [69.0, 182.0, 717.0, 18.0], shoonya_4sZRP7H6X73C4O, 5710469]
[paragraph, [69.0, 200.0, 717.0, 18.0], shoonya_4sZRP7H6X73C4O, 5710469]
[paragraph, [69.0, 218.0, 717.0, 18.0], shoonya_4sZRP7H6X73C4O, 5710469]
[paragraph, [69.0, 236.0, 717.0, 18.0], shoonya_4sZRP7H6X73C4O, 5710469]
[paragraph, [69.0, 254.0, 717.0, 18.0], shoonya_4sZRP7H6X73C4O, 5710469]
[paragraph, [69.0, 272.0, 717.0, 18.0], shoonya_4sZRP7H6X73C4O, 5710469]
[paragraph, [69.0, 290.0, 717.0, 18.0], shoonya_4sZRP7H6X73C4O, 5710469]
[paragraph, [69.0, 308.0, 717.0, 18.0], shoonya_4sZRP7H6X73C4O, 5710469]
[paragraph, [69.0, 326.0, 717.0, 18.0], shoonya_4sZRP7H6X73C4O, 5710469]
[paragraph, [69.0, 344.0, 717.0, 18.0], shoonya_4sZRP7H6X73C4O, 5710469]
[paragraph, [69.0, 362.0, 717.0, 18.0], shoonya_4sZRP7H6X73C4O, 5710469]
[paragraph, [69.0, 380.0, 717.0, 18.0], shoonya_4sZRP7H6X73C4O, 5710469]
[paragraph, [69.0, 398.0, 717.0, 18.0], shoonya_4sZRP7H6X73C4O, 5710469]
[paragraph, [69.0, 416.0, 717.0, 18.0], shoonya_4sZRP7H6X73C4O, 5710469]
[paragraph, [69.0, 434.0, 717.0, 18.0], shoonya_4sZRP7H6X73C4O, 5710469]
[paragraph, [69.0, 452.0, 717.0, 18.0], shoonya_4sZRP7H6X73C4O, 5710469]
[paragraph, [71.0, 482.0, 718.0, 18.0], shoonya_1sOC7CT1DAK150, 5710469]
[paragraph, [71.0, 500.0, 718.0, 18.0], shoonya_1sOC7CT1DAK150, 5710469]
[paragraph, [71.0, 518.0, 718.0, 18.0], shoonya_1sOC7CT1DAK150, 5710469]
[paragraph, [71.0, 536.0, 718.0, 18.0], shoonya_1sOC7CT1DAK150, 5710469]
[paragraph, [71.0, 554.0, 718.0, 18.0], shoonya_1sOC7CT1DAK150, 5710469]
[paragraph, [71.0, 572.0, 718.0, 18.0], shoonya_1sOC7CT1DAK150, 5710469]
[paragraph, [71.0, 590.0, 718.0, 18.0], shoonya_1sOC7CT1DAK150, 5710469]
[paragraph, [71.0, 608.0, 718.0, 18.0], shoonya_1sOC7CT1DAK150, 5710469]
[paragraph, [71.0, 626.0, 718.0, 18.0], shoonya_1sOC7CT1DAK150, 5710469]
[paragraph, [71.0, 644.0, 718.0, 18.0], shoonya_1sOC7CT1DAK150, 5710469]
[paragraph, [71.0, 662.0, 718.0, 18.0], shoonya_1sOC7CT1DAK150, 5710469]
[paragraph, [71.0, 680.0, 718.0, 18.0], shoonya_1sOC7CT1DAK150, 5710469]
[paragraph, [71.0, 698.0, 718.0, 18.0], shoonya_1sOC7CT1DAK150, 5710469]
[paragraph, [71.0, 716.0, 718.0, 18.0], shoonya_1sOC7CT1DAK150, 5710469]
[paragraph, [70.0, 749.0, 718.0, 18.0], QUBC2u9TW3, 5710469]
[paragraph, [70.0, 767.0, 718.0, 18.0], QUBC2u9TW3, 5710469]
[paragraph, [70.0, 785.0, 718.0, 18.0], QUBC2u9TW3, 5710469]
[paragraph, [70.0, 803.0, 718.0, 18.0], QUBC2u9TW3, 5710469]
[paragraph, [70.0, 821.0, 718.0, 18.0], QUBC2u9TW3, 5710469]
[paragraph, [70.0, 839.0, 718.0, 18.0], QUBC2u9TW3, 5710469]
[paragraph, [70.0, 871.0, 717.0, 18.0], fyNyhdy77A, 5710469]
[paragraph, [70.0, 889.0, 717.0, 18.0], fyNyhdy77A, 5710469]
[paragraph, [70.0, 907.0, 717.0, 18.0], fyNyhdy77A, 5710469]
[paragraph, [70.0, 925.0, 717.0, 18.0], fyNyhdy77A, 5710469]
[paragraph, [70.0, 943.0, 717.0, 18.0], fyNyhdy77A, 5710469]
[paragraph, [70.0, 961.0, 717.0, 18.0], fyNyhdy77A, 5710469]
[paragraph, [70.0, 979.0, 717.0, 18.0], fyNyhdy77A, 5710469]
[paragraph, [70.0, 997.0, 717.0, 18.0], fyNyhdy77A, 5710469]
[paragraph, [70.0, 1015.0, 717.0, 18.0], fyNyhdy77A, 5710469]
[paragraph, [70.0, 1033.0, 717.0, 18.0], fyNyhdy77A, 5710469]
[paragraph, [70.0, 1051.0, 717.0, 18.0], fyNyhdy77A, 5710469]
[paragraph, [70.0, 1069.0, 717.0, 18.0], fyNyhdy77A, 5710469]
[paragraph, [70.0, 1087.0, 717.0, 18.0], fyNyhdy77A, 5710469]
[paragraph, [70.0, 1110.0, 720.0, 18.0], 8cBmc-iEJ6, 5710469]
[paragraph, [70.0, 1128.0, 720.0, 18.0], 8cBmc-iEJ6, 5710469]
[paragraph, [70.0, 1146.0, 720.0, 18.0], 8cBmc-iEJ6, 5710469]
[paragraph, [70.0, 1164.0, 720.0, 18.0], 8cBmc-iEJ6, 5710469]
