[1987, 1270]
[chapter-title, [513.0, 335.0, 240.0, 58.5], shoonya_0s4O70V5MLJ39I, 5682671]
[paragraph, [123.0, 488.0, 1026.0, 36.0], shoonya_2sYESZ1Y1P7Z93, 5682671]
[paragraph, [123.0, 524.0, 1026.0, 36.0], shoonya_2sYESZ1Y1P7Z93, 5682671]
[paragraph, [123.0, 560.0, 1026.0, 36.0], shoonya_2sYESZ1Y1P7Z93, 5682671]
[paragraph, [123.0, 596.0, 1026.0, 36.0], shoonya_2sYESZ1Y1P7Z93, 5682671]
[paragraph, [123.0, 632.0, 1026.0, 36.0], shoonya_2sYESZ1Y1P7Z93, 5682671]
[paragraph, [123.0, 668.0, 1026.0, 36.0], shoonya_2sYESZ1Y1P7Z93, 5682671]
[paragraph, [123.0, 704.0, 1026.0, 36.0], shoonya_2sYESZ1Y1P7Z93, 5682671]
[paragraph, [123.0, 740.0, 1026.0, 36.0], shoonya_2sYESZ1Y1P7Z93, 5682671]
[paragraph, [123.0, 776.0, 1026.0, 36.0], shoonya_2sYESZ1Y1P7Z93, 5682671]
[paragraph, [123.0, 812.0, 1026.0, 36.0], shoonya_2sYESZ1Y1P7Z93, 5682671]
[paragraph, [123.0, 848.0, 1026.0, 36.0], shoonya_2sYESZ1Y1P7Z93, 5682671]
[paragraph, [123.0, 884.0, 1026.0, 36.0], shoonya_2sYESZ1Y1P7Z93, 5682671]
[paragraph, [123.0, 920.0, 1026.0, 36.0], shoonya_2sYESZ1Y1P7Z93, 5682671]
[paragraph, [124.0, 988.0, 1023.0, 36.0], shoonya_3sIG02Y553LBT7, 5682671]
[paragraph, [124.0, 1024.0, 1023.0, 36.0], shoonya_3sIG02Y553LBT7, 5682671]
[paragraph, [124.0, 1060.0, 1023.0, 36.0], shoonya_3sIG02Y553LBT7, 5682671]
[paragraph, [124.0, 1096.0, 1023.0, 36.0], shoonya_3sIG02Y553LBT7, 5682671]
[paragraph, [124.0, 1132.0, 1023.0, 36.0], shoonya_3sIG02Y553LBT7, 5682671]
[paragraph, [125.0, 1209.0, 1019.0, 36.0], WQsHjl0-tj, 5682671]
[paragraph, [125.0, 1245.0, 1019.0, 36.0], WQsHjl0-tj, 5682671]
[paragraph, [125.0, 1281.0, 1019.0, 36.0], WQsHjl0-tj, 5682671]
[paragraph, [125.0, 1317.0, 1019.0, 36.0], WQsHjl0-tj, 5682671]
[paragraph, [125.0, 1353.0, 1019.0, 36.0], WQsHjl0-tj, 5682671]
[paragraph, [125.0, 1389.0, 1019.0, 36.0], WQsHjl0-tj, 5682671]
[paragraph, [125.0, 1425.0, 1019.0, 36.0], WQsHjl0-tj, 5682671]
[paragraph, [125.0, 1461.0, 1019.0, 36.0], WQsHjl0-tj, 5682671]
[paragraph, [125.0, 1497.0, 1019.0, 36.0], WQsHjl0-tj, 5682671]
[paragraph, [125.0, 1533.0, 1019.0, 36.0], WQsHjl0-tj, 5682671]
[paragraph, [123.0, 1596.0, 1023.0, 36.0], T4MkP4Wfsa, 5682671]
[paragraph, [123.0, 1632.0, 1023.0, 36.0], T4MkP4Wfsa, 5682671]
[paragraph, [123.0, 1668.0, 1023.0, 36.0], T4MkP4Wfsa, 5682671]
[paragraph, [123.0, 1704.0, 1023.0, 36.0], T4MkP4Wfsa, 5682671]
[paragraph, [123.0, 1740.0, 1023.0, 36.0], T4MkP4Wfsa, 5682671]
[paragraph, [123.0, 1776.0, 1023.0, 36.0], T4MkP4Wfsa, 5682671]
[paragraph, [123.0, 1812.0, 1023.0, 36.0], T4MkP4Wfsa, 5682671]
