[1282, 898]
[chapter-title, [361.0, 48.0, 277.0, 30.0], shoonya_0sWIGDHS130QHR, 5775768]
[paragraph, [174.0, 104.0, 670.0, 18.0], ZmcvafpRJX, 5775768]
[paragraph, [174.0, 122.0, 670.0, 18.0], ZmcvafpRJX, 5775768]
[paragraph, [174.0, 140.0, 670.0, 18.0], ZmcvafpRJX, 5775768]
[paragraph, [174.0, 158.0, 670.0, 18.0], ZmcvafpRJX, 5775768]
[paragraph, [174.0, 176.0, 670.0, 18.0], ZmcvafpRJX, 5775768]
[paragraph, [176.0, 204.0, 668.0, 18.0], EKkXGS42vg, 5775768]
[paragraph, [176.0, 222.0, 668.0, 18.0], EKkXGS42vg, 5775768]
[paragraph, [176.0, 240.0, 668.0, 18.0], EKkXGS42vg, 5775768]
[paragraph, [176.0, 258.0, 668.0, 18.0], EKkXGS42vg, 5775768]
[paragraph, [176.0, 276.0, 668.0, 18.0], EKkXGS42vg, 5775768]
[paragraph, [170.0, 303.0, 672.0, 18.0], TPqGrtwelu, 5775768]
[paragraph, [170.0, 321.0, 672.0, 18.0], TPqGrtwelu, 5775768]
[paragraph, [170.0, 339.0, 672.0, 18.0], TPqGrtwelu, 5775768]
[paragraph, [170.0, 357.0, 672.0, 18.0], TPqGrtwelu, 5775768]
[paragraph, [170.0, 375.0, 672.0, 18.0], TPqGrtwelu, 5775768]
[paragraph, [170.0, 393.0, 672.0, 18.0], TPqGrtwelu, 5775768]
[paragraph, [170.0, 411.0, 672.0, 18.0], TPqGrtwelu, 5775768]
[paragraph, [170.0, 430.0, 668.0, 18.0], fohTk6N14G, 5775768]
[paragraph, [170.0, 448.0, 668.0, 18.0], fohTk6N14G, 5775768]
[paragraph, [170.0, 466.0, 668.0, 18.0], fohTk6N14G, 5775768]
[paragraph, [170.0, 484.0, 668.0, 18.0], fohTk6N14G, 5775768]
[paragraph, [171.0, 504.0, 660.0, 18.0], hYk36F8wPO, 5775768]
[paragraph, [171.0, 522.0, 660.0, 18.0], hYk36F8wPO, 5775768]
[paragraph, [171.0, 540.0, 660.0, 18.0], hYk36F8wPO, 5775768]
[paragraph, [171.0, 558.0, 660.0, 18.0], hYk36F8wPO, 5775768]
[paragraph, [171.0, 576.0, 660.0, 18.0], hYk36F8wPO, 5775768]
[paragraph, [171.0, 594.0, 660.0, 18.0], hYk36F8wPO, 5775768]
[paragraph, [171.0, 612.0, 660.0, 18.0], hYk36F8wPO, 5775768]
[paragraph, [171.0, 630.0, 660.0, 18.0], hYk36F8wPO, 5775768]
[paragraph, [171.0, 648.0, 660.0, 18.0], hYk36F8wPO, 5775768]
[paragraph, [171.0, 666.0, 660.0, 18.0], hYk36F8wPO, 5775768]
[paragraph, [171.0, 684.0, 660.0, 18.0], hYk36F8wPO, 5775768]
[paragraph, [167.0, 707.0, 668.0, 18.0], tGWRb6MIto, 5775768]
[paragraph, [167.0, 725.0, 668.0, 18.0], tGWRb6MIto, 5775768]
[paragraph, [167.0, 743.0, 668.0, 18.0], tGWRb6MIto, 5775768]
[paragraph, [167.0, 761.0, 668.0, 18.0], tGWRb6MIto, 5775768]
[paragraph, [167.0, 779.0, 668.0, 18.0], tGWRb6MIto, 5775768]
[paragraph, [167.0, 797.0, 668.0, 18.0], tGWRb6MIto, 5775768]
[paragraph, [167.0, 815.0, 668.0, 18.0], tGWRb6MIto, 5775768]
[paragraph, [167.0, 833.0, 668.0, 18.0], tGWRb6MIto, 5775768]
[paragraph, [167.0, 851.0, 668.0, 18.0], tGWRb6MIto, 5775768]
[paragraph, [167.0, 880.0, 666.0, 18.0], LmziOsg4Ra, 5775768]
[paragraph, [167.0, 898.0, 666.0, 18.0], LmziOsg4Ra, 5775768]
[paragraph, [167.0, 916.0, 666.0, 18.0], LmziOsg4Ra, 5775768]
[paragraph, [167.0, 934.0, 666.0, 18.0], LmziOsg4Ra, 5775768]
[paragraph, [166.0, 957.0, 673.0, 18.0], 1g9vH4ttqh, 5775768]
[paragraph, [166.0, 975.0, 673.0, 18.0], 1g9vH4ttqh, 5775768]
[paragraph, [166.0, 993.0, 673.0, 18.0], 1g9vH4ttqh, 5775768]
[paragraph, [166.0, 1011.0, 673.0, 18.0], 1g9vH4ttqh, 5775768]
[paragraph, [166.0, 1029.0, 673.0, 18.0], 1g9vH4ttqh, 5775768]
[paragraph, [166.0, 1047.0, 673.0, 18.0], 1g9vH4ttqh, 5775768]
[paragraph, [166.0, 1065.0, 673.0, 18.0], 1g9vH4ttqh, 5775768]
[paragraph, [166.0, 1083.0, 673.0, 18.0], 1g9vH4ttqh, 5775768]
