[1755, 1240]
[section-title, [174.0, 192.0, 509.0, 49.5], L4W9rPQOxn, 5703533]
[paragraph, [178.0, 262.0, 881.0, 36.0], shoonya_2s87N2FGPQLE4X, 5703533]
[paragraph, [178.0, 298.0, 881.0, 36.0], shoonya_2s87N2FGPQLE4X, 5703533]
[paragraph, [178.0, 334.0, 881.0, 36.0], shoonya_2s87N2FGPQLE4X, 5703533]
[paragraph, [178.0, 370.0, 881.0, 36.0], shoonya_2s87N2FGPQLE4X, 5703533]
[paragraph, [178.0, 406.0, 881.0, 36.0], shoonya_2s87N2FGPQLE4X, 5703533]
[paragraph, [178.0, 442.0, 881.0, 36.0], shoonya_2s87N2FGPQLE4X, 5703533]
[paragraph, [178.0, 478.0, 881.0, 36.0], shoonya_2s87N2FGPQLE4X, 5703533]
[paragraph, [178.0, 514.0, 881.0, 36.0], shoonya_2s87N2FGPQLE4X, 5703533]
[paragraph, [178.0, 550.0, 881.0, 36.0], shoonya_2s87N2FGPQLE4X, 5703533]
[paragraph, [178.0, 586.0, 881.0, 36.0], shoonya_2s87N2FGPQLE4X, 5703533]
[paragraph, [178.0, 622.0, 881.0, 36.0], shoonya_2s87N2FGPQLE4X, 5703533]
[paragraph, [178.0, 658.0, 881.0, 36.0], shoonya_2s87N2FGPQLE4X, 5703533]
[paragraph, [178.0, 694.0, 881.0, 36.0], shoonya_2s87N2FGPQLE4X, 5703533]
[paragraph, [178.0, 730.0, 881.0, 36.0], shoonya_2s87N2FGPQLE4X, 5703533]
[paragraph, [178.0, 766.0, 881.0, 36.0], shoonya_2s87N2FGPQLE4X, 5703533]
[paragraph, [178.0, 802.0, 881.0, 36.0], shoonya_2s87N2FGPQLE4X, 5703533]
[paragraph, [178.0, 838.0, 881.0, 36.0], shoonya_2s87N2FGPQLE4X, 5703533]
[paragraph, [178.0, 874.0, 881.0, 36.0], shoonya_2s87N2FGPQLE4X, 5703533]
[paragraph, [178.0, 910.0, 881.0, 36.0], shoonya_2s87N2FGPQLE4X, 5703533]
[paragraph, [178.0, 946.0, 881.0, 36.0], shoonya_2s87N2FGPQLE4X, 5703533]
[paragraph, [178.0, 982.0, 881.0, 36.0], shoonya_2s87N2FGPQLE4X, 5703533]
[paragraph, [178.0, 1018.0, 881.0, 36.0], shoonya_2s87N2FGPQLE4X, 5703533]
[paragraph, [178.0, 1054.0, 881.0, 36.0], shoonya_2s87N2FGPQLE4X, 5703533]
[paragraph, [178.0, 1090.0, 881.0, 36.0], shoonya_2s87N2FGPQLE4X, 5703533]
[paragraph, [180.0, 1193.0, 878.0, 36.0], shoonya_1sLCTGOML7JTA8, 5703533]
[paragraph, [180.0, 1229.0, 878.0, 36.0], shoonya_1sLCTGOML7JTA8, 5703533]
[paragraph, [180.0, 1265.0, 878.0, 36.0], shoonya_1sLCTGOML7JTA8, 5703533]
[paragraph, [180.0, 1301.0, 878.0, 36.0], shoonya_1sLCTGOML7JTA8, 5703533]
[paragraph, [180.0, 1386.0, 880.0, 36.0], shoonya_0sF4EKZX55WC28, 5703533]
[paragraph, [180.0, 1422.0, 880.0, 36.0], shoonya_0sF4EKZX55WC28, 5703533]
[paragraph, [180.0, 1458.0, 880.0, 36.0], shoonya_0sF4EKZX55WC28, 5703533]
[paragraph, [180.0, 1494.0, 880.0, 36.0], shoonya_0sF4EKZX55WC28, 5703533]
