[3968, 2806]
[paragraph, [161.0, 164.0, 1270.0, 52.5], shoonya_1s10KH99M2GGS2, 5683764]
[paragraph, [161.0, 216.5, 1270.0, 52.5], shoonya_1s10KH99M2GGS2, 5683764]
[paragraph, [161.0, 269.0, 1270.0, 52.5], shoonya_1s10KH99M2GGS2, 5683764]
[paragraph, [161.0, 321.5, 1270.0, 52.5], shoonya_1s10KH99M2GGS2, 5683764]
[paragraph, [161.0, 374.0, 1270.0, 52.5], shoonya_1s10KH99M2GGS2, 5683764]
[paragraph, [161.0, 426.5, 1270.0, 52.5], shoonya_1s10KH99M2GGS2, 5683764]
[paragraph, [161.0, 479.0, 1270.0, 52.5], shoonya_1s10KH99M2GGS2, 5683764]
[paragraph, [161.0, 531.5, 1270.0, 52.5], shoonya_1s10KH99M2GGS2, 5683764]
[paragraph, [161.0, 584.0, 1270.0, 52.5], shoonya_1s10KH99M2GGS2, 5683764]
[paragraph, [161.0, 636.5, 1270.0, 52.5], shoonya_1s10KH99M2GGS2, 5683764]
[paragraph, [161.0, 689.0, 1270.0, 52.5], shoonya_1s10KH99M2GGS2, 5683764]
[paragraph, [161.0, 741.5, 1270.0, 52.5], shoonya_1s10KH99M2GGS2, 5683764]
[paragraph, [161.0, 794.0, 1270.0, 52.5], shoonya_1s10KH99M2GGS2, 5683764]
[paragraph, [161.0, 846.5, 1270.0, 52.5], shoonya_1s10KH99M2GGS2, 5683764]
[paragraph, [161.0, 899.0, 1270.0, 52.5], shoonya_1s10KH99M2GGS2, 5683764]
[paragraph, [161.0, 951.5, 1270.0, 52.5], shoonya_1s10KH99M2GGS2, 5683764]
[paragraph, [161.0, 1004.0, 1270.0, 52.5], shoonya_1s10KH99M2GGS2, 5683764]
[paragraph, [161.0, 1056.5, 1270.0, 52.5], shoonya_1s10KH99M2GGS2, 5683764]
[paragraph, [161.0, 1109.0, 1270.0, 52.5], shoonya_1s10KH99M2GGS2, 5683764]
[paragraph, [161.0, 1161.5, 1270.0, 52.5], shoonya_1s10KH99M2GGS2, 5683764]
[paragraph, [161.0, 1214.0, 1270.0, 52.5], shoonya_1s10KH99M2GGS2, 5683764]
[paragraph, [161.0, 1266.5, 1270.0, 52.5], shoonya_1s10KH99M2GGS2, 5683764]
[paragraph, [161.0, 1319.0, 1270.0, 52.5], shoonya_1s10KH99M2GGS2, 5683764]
[paragraph, [161.0, 1371.5, 1270.0, 52.5], shoonya_1s10KH99M2GGS2, 5683764]
[paragraph, [161.0, 1424.0, 1270.0, 52.5], shoonya_1s10KH99M2GGS2, 5683764]
[paragraph, [161.0, 1476.5, 1270.0, 52.5], shoonya_1s10KH99M2GGS2, 5683764]
[paragraph, [161.0, 1529.0, 1270.0, 52.5], shoonya_1s10KH99M2GGS2, 5683764]
[paragraph, [161.0, 1581.5, 1270.0, 52.5], shoonya_1s10KH99M2GGS2, 5683764]
[paragraph, [161.0, 1634.0, 1270.0, 52.5], shoonya_1s10KH99M2GGS2, 5683764]
[paragraph, [161.0, 1686.5, 1270.0, 52.5], shoonya_1s10KH99M2GGS2, 5683764]
[paragraph, [161.0, 1739.0, 1270.0, 52.5], shoonya_1s10KH99M2GGS2, 5683764]
[paragraph, [161.0, 1791.5, 1270.0, 52.5], shoonya_1s10KH99M2GGS2, 5683764]
[paragraph, [161.0, 1844.0, 1270.0, 52.5], shoonya_1s10KH99M2GGS2, 5683764]
[paragraph, [161.0, 1896.5, 1270.0, 52.5], shoonya_1s10KH99M2GGS2, 5683764]
[paragraph, [161.0, 1949.0, 1270.0, 52.5], shoonya_1s10KH99M2GGS2, 5683764]
[paragraph, [161.0, 2001.5, 1270.0, 52.5], shoonya_1s10KH99M2GGS2, 5683764]
[paragraph, [161.0, 2054.0, 1270.0, 52.5], shoonya_1s10KH99M2GGS2, 5683764]
[paragraph, [161.0, 2106.5, 1270.0, 52.5], shoonya_1s10KH99M2GGS2, 5683764]
[paragraph, [161.0, 2159.0, 1270.0, 52.5], shoonya_1s10KH99M2GGS2, 5683764]
[paragraph, [161.0, 2211.5, 1270.0, 52.5], shoonya_1s10KH99M2GGS2, 5683764]
[paragraph, [161.0, 2264.0, 1270.0, 52.5], shoonya_1s10KH99M2GGS2, 5683764]
[paragraph, [161.0, 2316.5, 1270.0, 52.5], shoonya_1s10KH99M2GGS2, 5683764]
[paragraph, [161.0, 2369.0, 1270.0, 52.5], shoonya_1s10KH99M2GGS2, 5683764]
[paragraph, [161.0, 2421.5, 1270.0, 52.5], shoonya_1s10KH99M2GGS2, 5683764]
[paragraph, [161.0, 2474.0, 1270.0, 52.5], shoonya_1s10KH99M2GGS2, 5683764]
[paragraph, [161.0, 2526.5, 1270.0, 52.5], shoonya_1s10KH99M2GGS2, 5683764]
[paragraph, [161.0, 2579.0, 1270.0, 52.5], shoonya_1s10KH99M2GGS2, 5683764]
[paragraph, [161.0, 2631.5, 1270.0, 52.5], shoonya_1s10KH99M2GGS2, 5683764]
[paragraph, [1446.0, 173.0, 1183.0, 52.5], shoonya_5s4D7MWG72CW0E, 5683764]
[paragraph, [1446.0, 225.5, 1183.0, 52.5], shoonya_5s4D7MWG72CW0E, 5683764]
[paragraph, [1446.0, 278.0, 1183.0, 52.5], shoonya_5s4D7MWG72CW0E, 5683764]
[paragraph, [1446.0, 330.5, 1183.0, 52.5], shoonya_5s4D7MWG72CW0E, 5683764]
[paragraph, [1446.0, 383.0, 1183.0, 52.5], shoonya_5s4D7MWG72CW0E, 5683764]
[paragraph, [1446.0, 435.5, 1183.0, 52.5], shoonya_5s4D7MWG72CW0E, 5683764]
[paragraph, [1446.0, 488.0, 1183.0, 52.5], shoonya_5s4D7MWG72CW0E, 5683764]
[paragraph, [1446.0, 540.5, 1183.0, 52.5], shoonya_5s4D7MWG72CW0E, 5683764]
[paragraph, [1446.0, 593.0, 1183.0, 52.5], shoonya_5s4D7MWG72CW0E, 5683764]
[paragraph, [1446.0, 645.5, 1183.0, 52.5], shoonya_5s4D7MWG72CW0E, 5683764]
[paragraph, [1446.0, 698.0, 1183.0, 52.5], shoonya_5s4D7MWG72CW0E, 5683764]
[paragraph, [1446.0, 750.5, 1183.0, 52.5], shoonya_5s4D7MWG72CW0E, 5683764]
[section-title, [1453.0, 895.0, 943.0, 93.0], shoonya_2sIOVUQNWNP2GL, 5683764]
[paragraph, [1449.0, 1087.0, 1182.0, 52.5], shoonya_6sO7H3C7BC0HPP, 5683764]
[paragraph, [1449.0, 1139.5, 1182.0, 52.5], shoonya_6sO7H3C7BC0HPP, 5683764]
[paragraph, [1449.0, 1192.0, 1182.0, 52.5], shoonya_6sO7H3C7BC0HPP, 5683764]
[paragraph, [1449.0, 1244.5, 1182.0, 52.5], shoonya_6sO7H3C7BC0HPP, 5683764]
[paragraph, [1449.0, 1297.0, 1182.0, 52.5], shoonya_6sO7H3C7BC0HPP, 5683764]
[paragraph, [1449.0, 1349.5, 1182.0, 52.5], shoonya_6sO7H3C7BC0HPP, 5683764]
[paragraph, [1449.0, 1402.0, 1182.0, 52.5], shoonya_6sO7H3C7BC0HPP, 5683764]
[paragraph, [1449.0, 1454.5, 1182.0, 52.5], shoonya_6sO7H3C7BC0HPP, 5683764]
[paragraph, [1449.0, 1507.0, 1182.0, 52.5], shoonya_6sO7H3C7BC0HPP, 5683764]
[unordered-list, [1446.0, 1614.0, 1198.0, 52.5], xS0yZIK6cg, 5683764]
[unordered-list, [1446.0, 1666.5, 1198.0, 52.5], xS0yZIK6cg, 5683764]
[unordered-list, [1446.0, 1719.0, 1198.0, 52.5], xS0yZIK6cg, 5683764]
[unordered-list, [1446.0, 1771.5, 1198.0, 52.5], xS0yZIK6cg, 5683764]
[unordered-list, [1446.0, 1824.0, 1198.0, 52.5], xS0yZIK6cg, 5683764]
[unordered-list, [1446.0, 1876.5, 1198.0, 52.5], xS0yZIK6cg, 5683764]
[unordered-list, [1446.0, 1929.0, 1198.0, 52.5], xS0yZIK6cg, 5683764]
[unordered-list, [1446.0, 1981.5, 1198.0, 52.5], xS0yZIK6cg, 5683764]
[unordered-list, [1446.0, 2034.0, 1198.0, 52.5], xS0yZIK6cg, 5683764]
[unordered-list, [1446.0, 2086.5, 1198.0, 52.5], xS0yZIK6cg, 5683764]
[unordered-list, [1446.0, 2139.0, 1198.0, 52.5], xS0yZIK6cg, 5683764]
[unordered-list, [1446.0, 2191.5, 1198.0, 52.5], xS0yZIK6cg, 5683764]
[unordered-list, [1446.0, 2244.0, 1198.0, 52.5], xS0yZIK6cg, 5683764]
[unordered-list, [1446.0, 2296.5, 1198.0, 52.5], xS0yZIK6cg, 5683764]
[unordered-list, [1446.0, 2349.0, 1198.0, 52.5], xS0yZIK6cg, 5683764]
[unordered-list, [1446.0, 2401.5, 1198.0, 52.5], xS0yZIK6cg, 5683764]
[unordered-list, [1446.0, 2454.0, 1198.0, 52.5], xS0yZIK6cg, 5683764]
[unordered-list, [1446.0, 2506.5, 1198.0, 52.5], xS0yZIK6cg, 5683764]
[unordered-list, [1446.0, 2559.0, 1198.0, 52.5], xS0yZIK6cg, 5683764]
[unordered-list, [1446.0, 2611.5, 1198.0, 52.5], xS0yZIK6cg, 5683764]
[unordered-list, [1446.0, 2664.0, 1198.0, 52.5], xS0yZIK6cg, 5683764]
[unordered-list, [1446.0, 2716.5, 1198.0, 52.5], xS0yZIK6cg, 5683764]
[unordered-list, [1446.0, 2769.0, 1198.0, 52.5], xS0yZIK6cg, 5683764]
[unordered-list, [1446.0, 2821.5, 1198.0, 52.5], xS0yZIK6cg, 5683764]
[unordered-list, [1446.0, 2874.0, 1198.0, 52.5], xS0yZIK6cg, 5683764]
[unordered-list, [1446.0, 2926.5, 1198.0, 52.5], xS0yZIK6cg, 5683764]
[unordered-list, [1446.0, 2979.0, 1198.0, 52.5], xS0yZIK6cg, 5683764]
[unordered-list, [1446.0, 3031.5, 1198.0, 52.5], xS0yZIK6cg, 5683764]
[unordered-list, [1446.0, 3084.0, 1198.0, 52.5], xS0yZIK6cg, 5683764]
[unordered-list, [1446.0, 3136.5, 1198.0, 52.5], xS0yZIK6cg, 5683764]
[unordered-list, [1446.0, 3189.0, 1198.0, 52.5], xS0yZIK6cg, 5683764]
[unordered-list, [1446.0, 3241.5, 1198.0, 52.5], xS0yZIK6cg, 5683764]
[unordered-list, [1446.0, 3294.0, 1198.0, 52.5], xS0yZIK6cg, 5683764]
[unordered-list, [1446.0, 3346.5, 1198.0, 52.5], xS0yZIK6cg, 5683764]
[unordered-list, [1446.0, 3399.0, 1198.0, 52.5], xS0yZIK6cg, 5683764]
[unordered-list, [1446.0, 3451.5, 1198.0, 52.5], xS0yZIK6cg, 5683764]
[unordered-list, [1446.0, 3504.0, 1198.0, 52.5], xS0yZIK6cg, 5683764]
[unordered-list, [1446.0, 3556.5, 1198.0, 52.5], xS0yZIK6cg, 5683764]
[unordered-list, [1446.0, 3609.0, 1198.0, 52.5], xS0yZIK6cg, 5683764]
[unordered-list, [1446.0, 3661.5, 1198.0, 52.5], xS0yZIK6cg, 5683764]
[section-title, [176.0, 2764.0, 1246.0, 93.0], shoonya_3s0MUJN9ID4O96, 5683764]
[section-title, [176.0, 2857.0, 1246.0, 93.0], shoonya_3s0MUJN9ID4O96, 5683764]
[paragraph, [177.0, 3032.0, 1241.0, 52.5], shoonya_4sTN5DTCA3EJJ7, 5683764]
[paragraph, [177.0, 3084.5, 1241.0, 52.5], shoonya_4sTN5DTCA3EJJ7, 5683764]
[paragraph, [177.0, 3137.0, 1241.0, 52.5], shoonya_4sTN5DTCA3EJJ7, 5683764]
[paragraph, [177.0, 3189.5, 1241.0, 52.5], shoonya_4sTN5DTCA3EJJ7, 5683764]
[paragraph, [177.0, 3242.0, 1241.0, 52.5], shoonya_4sTN5DTCA3EJJ7, 5683764]
[paragraph, [177.0, 3294.5, 1241.0, 52.5], shoonya_4sTN5DTCA3EJJ7, 5683764]
[paragraph, [177.0, 3347.0, 1241.0, 52.5], shoonya_4sTN5DTCA3EJJ7, 5683764]
[paragraph, [177.0, 3399.5, 1241.0, 52.5], shoonya_4sTN5DTCA3EJJ7, 5683764]
[paragraph, [177.0, 3452.0, 1241.0, 52.5], shoonya_4sTN5DTCA3EJJ7, 5683764]
[paragraph, [177.0, 3504.5, 1241.0, 52.5], shoonya_4sTN5DTCA3EJJ7, 5683764]
[paragraph, [177.0, 3557.0, 1241.0, 52.5], shoonya_4sTN5DTCA3EJJ7, 5683764]
[paragraph, [177.0, 3609.5, 1241.0, 52.5], shoonya_4sTN5DTCA3EJJ7, 5683764]
[paragraph, [177.0, 3662.0, 1241.0, 52.5], shoonya_4sTN5DTCA3EJJ7, 5683764]
[folio, [248.0, 3806.0, 784.0, 52.5], NhUxAxbfFq, 5683764]
[folio, [248.0, 3858.5, 784.0, 52.5], NhUxAxbfFq, 5683764]
