[1298, 853]
[section-title, [297.0, 69.0, 245.0, 30.0], shoonya_1sY5IU68A2QK4P, 5710417]
[paragraph, [48.0, 115.0, 738.0, 18.0], shoonya_3sFPASMDZICCM8, 5710417]
[paragraph, [48.0, 133.0, 738.0, 18.0], shoonya_3sFPASMDZICCM8, 5710417]
[paragraph, [48.0, 151.0, 738.0, 18.0], shoonya_3sFPASMDZICCM8, 5710417]
[paragraph, [48.0, 169.0, 738.0, 18.0], shoonya_3sFPASMDZICCM8, 5710417]
[paragraph, [48.0, 187.0, 738.0, 18.0], shoonya_3sFPASMDZICCM8, 5710417]
[paragraph, [48.0, 205.0, 738.0, 18.0], shoonya_3sFPASMDZICCM8, 5710417]
[paragraph, [48.0, 223.0, 738.0, 18.0], shoonya_3sFPASMDZICCM8, 5710417]
[paragraph, [48.0, 241.0, 738.0, 18.0], shoonya_3sFPASMDZICCM8, 5710417]
[paragraph, [48.0, 259.0, 738.0, 18.0], shoonya_3sFPASMDZICCM8, 5710417]
[paragraph, [48.0, 277.0, 738.0, 18.0], shoonya_3sFPASMDZICCM8, 5710417]
[paragraph, [48.0, 295.0, 738.0, 18.0], shoonya_3sFPASMDZICCM8, 5710417]
[paragraph, [48.0, 313.0, 738.0, 18.0], shoonya_3sFPASMDZICCM8, 5710417]
[paragraph, [48.0, 331.0, 738.0, 18.0], shoonya_3sFPASMDZICCM8, 5710417]
[paragraph, [48.0, 349.0, 738.0, 18.0], shoonya_3sFPASMDZICCM8, 5710417]
[paragraph, [48.0, 367.0, 738.0, 18.0], shoonya_3sFPASMDZICCM8, 5710417]
[paragraph, [48.0, 385.0, 738.0, 18.0], shoonya_3sFPASMDZICCM8, 5710417]
[paragraph, [48.0, 403.0, 738.0, 18.0], shoonya_3sFPASMDZICCM8, 5710417]
[paragraph, [48.0, 421.0, 738.0, 18.0], shoonya_3sFPASMDZICCM8, 5710417]
[paragraph, [48.0, 439.0, 738.0, 18.0], shoonya_3sFPASMDZICCM8, 5710417]
[paragraph, [48.0, 457.0, 738.0, 18.0], shoonya_3sFPASMDZICCM8, 5710417]
[paragraph, [51.0, 490.0, 734.0, 18.0], lnHfiMZWot, 5710417]
[paragraph, [51.0, 508.0, 734.0, 18.0], lnHfiMZWot, 5710417]
[paragraph, [51.0, 526.0, 734.0, 18.0], lnHfiMZWot, 5710417]
[paragraph, [51.0, 544.0, 734.0, 18.0], lnHfiMZWot, 5710417]
[paragraph, [51.0, 562.0, 734.0, 18.0], lnHfiMZWot, 5710417]
[paragraph, [51.0, 580.0, 734.0, 18.0], lnHfiMZWot, 5710417]
[paragraph, [51.0, 598.0, 734.0, 18.0], lnHfiMZWot, 5710417]
[paragraph, [51.0, 616.0, 734.0, 18.0], lnHfiMZWot, 5710417]
[paragraph, [51.0, 634.0, 734.0, 18.0], lnHfiMZWot, 5710417]
[paragraph, [51.0, 652.0, 734.0, 18.0], lnHfiMZWot, 5710417]
[paragraph, [51.0, 670.0, 734.0, 18.0], lnHfiMZWot, 5710417]
[paragraph, [51.0, 688.0, 734.0, 18.0], lnHfiMZWot, 5710417]
[paragraph, [51.0, 706.0, 734.0, 18.0], lnHfiMZWot, 5710417]
[paragraph, [51.0, 724.0, 734.0, 18.0], lnHfiMZWot, 5710417]
[paragraph, [51.0, 742.0, 734.0, 18.0], lnHfiMZWot, 5710417]
[paragraph, [51.0, 760.0, 734.0, 18.0], lnHfiMZWot, 5710417]
[section-title, [142.0, 831.0, 570.0, 30.0], u4Yxfpb1sM, 5710417]
[paragraph, [55.0, 888.0, 732.0, 18.0], U_C8p077re, 5710417]
[paragraph, [55.0, 906.0, 732.0, 18.0], U_C8p077re, 5710417]
[paragraph, [55.0, 924.0, 732.0, 18.0], U_C8p077re, 5710417]
[paragraph, [55.0, 942.0, 732.0, 18.0], U_C8p077re, 5710417]
[paragraph, [55.0, 960.0, 732.0, 18.0], U_C8p077re, 5710417]
[paragraph, [55.0, 978.0, 732.0, 18.0], U_C8p077re, 5710417]
[paragraph, [55.0, 996.0, 732.0, 18.0], U_C8p077re, 5710417]
[paragraph, [55.0, 1014.0, 732.0, 18.0], U_C8p077re, 5710417]
[paragraph, [55.0, 1032.0, 732.0, 18.0], U_C8p077re, 5710417]
[paragraph, [55.0, 1050.0, 732.0, 18.0], U_C8p077re, 5710417]
[paragraph, [55.0, 1068.0, 732.0, 18.0], U_C8p077re, 5710417]
[paragraph, [55.0, 1086.0, 732.0, 18.0], U_C8p077re, 5710417]
[paragraph, [55.0, 1104.0, 732.0, 18.0], U_C8p077re, 5710417]
[paragraph, [55.0, 1122.0, 732.0, 18.0], U_C8p077re, 5710417]
[paragraph, [55.0, 1140.0, 732.0, 18.0], U_C8p077re, 5710417]
[paragraph, [55.0, 1158.0, 732.0, 18.0], U_C8p077re, 5710417]
[paragraph, [55.0, 1176.0, 732.0, 18.0], U_C8p077re, 5710417]
[paragraph, [55.0, 1194.0, 732.0, 18.0], U_C8p077re, 5710417]
