[2339, 1656]
[paragraph, [865.0, 105.0, 710.0, 36.0], shoonya_2s9SEG4Q5247NT, 5749378]
[paragraph, [865.0, 141.0, 710.0, 36.0], shoonya_2s9SEG4Q5247NT, 5749378]
[paragraph, [865.0, 177.0, 710.0, 36.0], shoonya_2s9SEG4Q5247NT, 5749378]
[paragraph, [865.0, 213.0, 710.0, 36.0], shoonya_2s9SEG4Q5247NT, 5749378]
[paragraph, [865.0, 249.0, 710.0, 36.0], shoonya_2s9SEG4Q5247NT, 5749378]
[paragraph, [865.0, 285.0, 710.0, 36.0], shoonya_2s9SEG4Q5247NT, 5749378]
[paragraph, [865.0, 321.0, 710.0, 36.0], shoonya_2s9SEG4Q5247NT, 5749378]
[paragraph, [865.0, 357.0, 710.0, 36.0], shoonya_2s9SEG4Q5247NT, 5749378]
[paragraph, [865.0, 393.0, 710.0, 36.0], shoonya_2s9SEG4Q5247NT, 5749378]
[paragraph, [865.0, 429.0, 710.0, 36.0], shoonya_2s9SEG4Q5247NT, 5749378]
[paragraph, [865.0, 465.0, 710.0, 36.0], shoonya_2s9SEG4Q5247NT, 5749378]
[paragraph, [865.0, 501.0, 710.0, 36.0], shoonya_2s9SEG4Q5247NT, 5749378]
[paragraph, [865.0, 537.0, 710.0, 36.0], shoonya_2s9SEG4Q5247NT, 5749378]
[paragraph, [865.0, 573.0, 710.0, 36.0], shoonya_2s9SEG4Q5247NT, 5749378]
[paragraph, [865.0, 609.0, 710.0, 36.0], shoonya_2s9SEG4Q5247NT, 5749378]
[paragraph, [865.0, 645.0, 710.0, 36.0], shoonya_2s9SEG4Q5247NT, 5749378]
[paragraph, [865.0, 681.0, 710.0, 36.0], shoonya_2s9SEG4Q5247NT, 5749378]
[paragraph, [865.0, 717.0, 710.0, 36.0], shoonya_2s9SEG4Q5247NT, 5749378]
[paragraph, [865.0, 753.0, 710.0, 36.0], shoonya_2s9SEG4Q5247NT, 5749378]
[paragraph, [865.0, 789.0, 710.0, 36.0], shoonya_2s9SEG4Q5247NT, 5749378]
[paragraph, [865.0, 825.0, 710.0, 36.0], shoonya_2s9SEG4Q5247NT, 5749378]
[paragraph, [865.0, 861.0, 710.0, 36.0], shoonya_2s9SEG4Q5247NT, 5749378]
[paragraph, [865.0, 897.0, 710.0, 36.0], shoonya_2s9SEG4Q5247NT, 5749378]
[paragraph, [865.0, 933.0, 710.0, 36.0], shoonya_2s9SEG4Q5247NT, 5749378]
[paragraph, [865.0, 969.0, 710.0, 36.0], shoonya_2s9SEG4Q5247NT, 5749378]
[paragraph, [865.0, 1005.0, 710.0, 36.0], shoonya_2s9SEG4Q5247NT, 5749378]
[paragraph, [865.0, 1041.0, 710.0, 36.0], shoonya_2s9SEG4Q5247NT, 5749378]
[paragraph, [865.0, 1077.0, 710.0, 36.0], shoonya_2s9SEG4Q5247NT, 5749378]
[paragraph, [865.0, 1113.0, 710.0, 36.0], shoonya_2s9SEG4Q5247NT, 5749378]
[paragraph, [865.0, 1149.0, 710.0, 36.0], shoonya_2s9SEG4Q5247NT, 5749378]
[paragraph, [865.0, 1185.0, 710.0, 36.0], shoonya_2s9SEG4Q5247NT, 5749378]
[paragraph, [865.0, 1221.0, 710.0, 36.0], shoonya_2s9SEG4Q5247NT, 5749378]
[paragraph, [129.0, 116.0, 698.0, 36.0], shoonya_3s56999PA8908E, 5749378]
[paragraph, [129.0, 152.0, 698.0, 36.0], shoonya_3s56999PA8908E, 5749378]
[paragraph, [135.0, 222.0, 693.0, 36.0], shoonya_7sCA8HKM7B6GKN, 5749378]
[paragraph, [135.0, 258.0, 693.0, 36.0], shoonya_7sCA8HKM7B6GKN, 5749378]
[paragraph, [135.0, 294.0, 693.0, 36.0], shoonya_7sCA8HKM7B6GKN, 5749378]
[paragraph, [135.0, 330.0, 693.0, 36.0], shoonya_7sCA8HKM7B6GKN, 5749378]
[paragraph, [129.0, 386.0, 703.0, 36.0], shoonya_6sNC70Q60CYEVQ, 5749378]
[paragraph, [129.0, 422.0, 703.0, 36.0], shoonya_6sNC70Q60CYEVQ, 5749378]
[paragraph, [129.0, 458.0, 703.0, 36.0], shoonya_6sNC70Q60CYEVQ, 5749378]
[paragraph, [129.0, 494.0, 703.0, 36.0], shoonya_6sNC70Q60CYEVQ, 5749378]
[paragraph, [188.0, 542.0, 420.0, 36.0], ZjkjXeQijo, 5749378]
[paragraph, [132.0, 597.0, 702.0, 36.0], shoonya_5s6CMVTNGXEV9I, 5749378]
[paragraph, [132.0, 633.0, 702.0, 36.0], shoonya_5s6CMVTNGXEV9I, 5749378]
[paragraph, [132.0, 669.0, 702.0, 36.0], shoonya_5s6CMVTNGXEV9I, 5749378]
[paragraph, [132.0, 705.0, 702.0, 36.0], shoonya_5s6CMVTNGXEV9I, 5749378]
[paragraph, [132.0, 741.0, 702.0, 36.0], shoonya_5s6CMVTNGXEV9I, 5749378]
[paragraph, [215.0, 810.0, 229.0, 36.0], shoonya_8sVFLQOIQW67YJ, 5749378]
[paragraph, [137.0, 863.0, 715.0, 36.0], shoonya_0sI7ZV6V1EFRSR, 5749378]
[paragraph, [137.0, 899.0, 715.0, 36.0], shoonya_0sI7ZV6V1EFRSR, 5749378]
[paragraph, [137.0, 935.0, 715.0, 36.0], shoonya_0sI7ZV6V1EFRSR, 5749378]
[paragraph, [137.0, 971.0, 715.0, 36.0], shoonya_0sI7ZV6V1EFRSR, 5749378]
[paragraph, [137.0, 1007.0, 715.0, 36.0], shoonya_0sI7ZV6V1EFRSR, 5749378]
[paragraph, [137.0, 1043.0, 715.0, 36.0], shoonya_0sI7ZV6V1EFRSR, 5749378]
[paragraph, [137.0, 1079.0, 715.0, 36.0], shoonya_0sI7ZV6V1EFRSR, 5749378]
[paragraph, [137.0, 1115.0, 715.0, 36.0], shoonya_0sI7ZV6V1EFRSR, 5749378]
[paragraph, [137.0, 1151.0, 715.0, 36.0], shoonya_0sI7ZV6V1EFRSR, 5749378]
[paragraph, [137.0, 1187.0, 715.0, 36.0], shoonya_0sI7ZV6V1EFRSR, 5749378]
[paragraph, [137.0, 1223.0, 715.0, 36.0], shoonya_0sI7ZV6V1EFRSR, 5749378]
[paragraph, [137.0, 1259.0, 715.0, 36.0], shoonya_0sI7ZV6V1EFRSR, 5749378]
[paragraph, [137.0, 1295.0, 715.0, 36.0], shoonya_0sI7ZV6V1EFRSR, 5749378]
[paragraph, [137.0, 1331.0, 715.0, 36.0], shoonya_0sI7ZV6V1EFRSR, 5749378]
[paragraph, [137.0, 1367.0, 715.0, 36.0], shoonya_0sI7ZV6V1EFRSR, 5749378]
[paragraph, [137.0, 1403.0, 715.0, 36.0], shoonya_0sI7ZV6V1EFRSR, 5749378]
[paragraph, [137.0, 1439.0, 715.0, 36.0], shoonya_0sI7ZV6V1EFRSR, 5749378]
[paragraph, [137.0, 1475.0, 715.0, 36.0], shoonya_0sI7ZV6V1EFRSR, 5749378]
[paragraph, [137.0, 1511.0, 715.0, 36.0], shoonya_0sI7ZV6V1EFRSR, 5749378]
[paragraph, [137.0, 1547.0, 715.0, 36.0], shoonya_0sI7ZV6V1EFRSR, 5749378]
[paragraph, [137.0, 1583.0, 715.0, 36.0], shoonya_0sI7ZV6V1EFRSR, 5749378]
[paragraph, [137.0, 1619.0, 715.0, 36.0], shoonya_0sI7ZV6V1EFRSR, 5749378]
[paragraph, [137.0, 1655.0, 715.0, 36.0], shoonya_0sI7ZV6V1EFRSR, 5749378]
[paragraph, [137.0, 1691.0, 715.0, 36.0], shoonya_0sI7ZV6V1EFRSR, 5749378]
[paragraph, [137.0, 1727.0, 715.0, 36.0], shoonya_0sI7ZV6V1EFRSR, 5749378]
[paragraph, [137.0, 1763.0, 715.0, 36.0], shoonya_0sI7ZV6V1EFRSR, 5749378]
[paragraph, [137.0, 1799.0, 715.0, 36.0], shoonya_0sI7ZV6V1EFRSR, 5749378]
[paragraph, [137.0, 1835.0, 715.0, 36.0], shoonya_0sI7ZV6V1EFRSR, 5749378]
[paragraph, [137.0, 1871.0, 715.0, 36.0], shoonya_0sI7ZV6V1EFRSR, 5749378]
[paragraph, [137.0, 1907.0, 715.0, 36.0], shoonya_0sI7ZV6V1EFRSR, 5749378]
[paragraph, [137.0, 1943.0, 715.0, 36.0], shoonya_0sI7ZV6V1EFRSR, 5749378]
[paragraph, [137.0, 1979.0, 715.0, 36.0], shoonya_0sI7ZV6V1EFRSR, 5749378]
[paragraph, [137.0, 2015.0, 715.0, 36.0], shoonya_0sI7ZV6V1EFRSR, 5749378]
[paragraph, [137.0, 2051.0, 715.0, 36.0], shoonya_0sI7ZV6V1EFRSR, 5749378]
[paragraph, [876.0, 1288.0, 702.0, 36.0], shoonya_1sVRMKULBB5O03, 5749378]
[paragraph, [876.0, 1324.0, 702.0, 36.0], shoonya_1sVRMKULBB5O03, 5749378]
[paragraph, [876.0, 1360.0, 702.0, 36.0], shoonya_1sVRMKULBB5O03, 5749378]
[paragraph, [876.0, 1396.0, 702.0, 36.0], shoonya_1sVRMKULBB5O03, 5749378]
[paragraph, [876.0, 1432.0, 702.0, 36.0], shoonya_1sVRMKULBB5O03, 5749378]
[paragraph, [876.0, 1468.0, 702.0, 36.0], shoonya_1sVRMKULBB5O03, 5749378]
[paragraph, [876.0, 1504.0, 702.0, 36.0], shoonya_1sVRMKULBB5O03, 5749378]
[paragraph, [876.0, 1540.0, 702.0, 36.0], shoonya_1sVRMKULBB5O03, 5749378]
[paragraph, [876.0, 1576.0, 702.0, 36.0], shoonya_1sVRMKULBB5O03, 5749378]
[paragraph, [876.0, 1612.0, 702.0, 36.0], shoonya_1sVRMKULBB5O03, 5749378]
[paragraph, [876.0, 1648.0, 702.0, 36.0], shoonya_1sVRMKULBB5O03, 5749378]
[paragraph, [876.0, 1684.0, 702.0, 36.0], shoonya_1sVRMKULBB5O03, 5749378]
[paragraph, [876.0, 1720.0, 702.0, 36.0], shoonya_1sVRMKULBB5O03, 5749378]
[paragraph, [876.0, 1756.0, 702.0, 36.0], shoonya_1sVRMKULBB5O03, 5749378]
[paragraph, [876.0, 1792.0, 702.0, 36.0], shoonya_1sVRMKULBB5O03, 5749378]
[paragraph, [876.0, 1828.0, 702.0, 36.0], shoonya_1sVRMKULBB5O03, 5749378]
[paragraph, [876.0, 1864.0, 702.0, 36.0], shoonya_1sVRMKULBB5O03, 5749378]
[paragraph, [876.0, 1900.0, 702.0, 36.0], shoonya_1sVRMKULBB5O03, 5749378]
[paragraph, [876.0, 1936.0, 702.0, 36.0], shoonya_1sVRMKULBB5O03, 5749378]
[paragraph, [885.0, 1977.0, 699.0, 36.0], shoonya_4sS0C061EGQZUH, 5749378]
[paragraph, [885.0, 2013.0, 699.0, 36.0], shoonya_4sS0C061EGQZUH, 5749378]
[paragraph, [885.0, 2049.0, 699.0, 36.0], shoonya_4sS0C061EGQZUH, 5749378]
